% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.000       237.25308     0.033372467       22578.451
1.000       241.27432     0.032889542       23402.452
1.000       245.29555     0.032194519       24072.502
1.000       249.31679     0.031620567       24825.300
1.000       253.33803     0.030568710       25179.583
1.000       257.35927     0.030412859       26263.158
1.000       265.40175     0.030139872       28544.537
1.000       273.44422     0.028182795       29191.781
1.000       281.48670     0.027299423       30845.895
1.000       289.52918     0.026479120       32557.483
1.000       297.57166     0.025522256       34069.363
1.000       305.61413     0.024667226       35670.638
1.000       313.65661     0.023594846       36885.081
1.000       321.69909     0.023327469       39344.802
1.000       329.74156     0.022014910       39986.027
1.000       337.78404     0.021987625       42930.503
1.000       345.82652     0.020920410       43834.428
1.000       353.86900     0.020096721       45115.213
1.000       361.91147     0.019690204       47285.450
1.000       369.95395     0.019519368       50070.166
1.000       377.99643     0.018471739       50540.686
1.000       386.03891     0.017914979       52213.138
1.000       394.08138     0.017640542       54694.031
1.000       402.12386     0.016848342       55501.786
1.000       410.16634     0.016325484       57071.115
1.000       418.20881     0.016092531       59631.284
1.000       426.25129     0.015672375       61489.674
1.000       434.29377     0.015225996       63183.950
1.000       442.33625     0.014789905       64847.498
1.000       450.37872     0.014189745       65671.730
1.000       458.42120     0.013897172       67825.153
1.000       466.46368     0.013514316       69489.281
1.000       474.50615     0.012908016       69864.300
1.000       482.54863     0.012969918       73829.641
1.000       490.59111     0.012323512       73716.343
1.000       498.63359     0.012024840       75525.597
1.000       506.67606     0.011885460       78320.857
1.000       514.71854     0.011560818       79867.167
1.250     0.062831853       833.25996     0.010471053
1.250      0.12566371       1291.7685      0.12986273
1.250      0.18849556       493.17747      0.16733117
1.250      0.25132741       361.19425      0.29048966
1.250      0.31415927       241.83144      0.37986794
1.250      0.37699112       179.92563      0.48837863
1.250      0.43982297       136.44287      0.58810492
1.250      0.50265482       110.25297      0.70936559
1.250      0.56548668       89.428282      0.81924214
1.250      0.62831853       80.792293       1.0152659
1.250      0.69115038       72.679600       1.2156273
1.250      0.75398224       59.608268       1.2943750
1.250      0.81681409       55.285211       1.5263316
1.250      0.87964594       48.669977       1.6782440
1.250      0.94247780       44.881768       1.9035031
1.250       1.0053096       40.890411       2.1047052
1.250       1.0681415       37.245358       2.2994755
1.250       1.1309734       34.198622       2.5063169
1.250       1.1938052       33.598063       2.8959090
1.250       1.2566371       30.672880       3.0835742
1.250       1.3194689       29.862413       3.4753027
1.250       1.3823008       27.361608       3.6611669
1.250       1.4451326       25.226682       3.8570344
1.250       1.5079645       24.910605       4.3274082
1.250       1.5707963       22.832355       4.4831224
1.250       1.6336282       22.031575       4.8660375
1.250       1.6964600       21.334255       5.2768972
1.250       1.7592919       20.401834       5.6279881
1.250       1.8221237       19.788566       6.0648237
1.250       1.8849556       19.101318       6.4809244
1.250       1.9477874       18.485219       6.9202142
1.250       2.0106193       17.874846       7.3604116
1.250       2.0734512       16.596599       7.4949855
1.250       2.1362830       16.155155       7.9791707
1.250       2.1991149       15.565258       8.3862985
1.250       2.2619467       14.859811       8.7122565
1.250       2.3247786       14.396076       9.1634534
1.250       2.3876104       13.913593       9.5940052
1.250       2.4504423       13.705407       10.216347
1.250       2.5132741       12.998940       10.454368
1.250       2.5761060       12.849359       11.128661
1.250       2.6389378       12.292828       11.444836
1.250       2.7017697       12.023093       12.012446
1.250       2.7646015       11.779312       12.609208
1.250       2.8274334       11.301751       12.941754
1.250       2.8902652       11.226752       13.732117
1.250       2.9530971       11.107488       14.491699
1.250       3.0159289       10.543333       14.652493
1.250       3.0787608       10.376709       15.341144
1.250       3.1415927       9.9873747       15.688131
1.250       3.2044245       9.6645982       16.110321
1.250       3.2672564       9.3261619       16.478696
1.250       3.3300882       9.1313440       17.083316
1.250       3.3929201       8.8340723       17.480429
1.250       3.4557519       8.6240387       18.030536
1.250       3.5185838       8.4479516       18.643411
1.250       3.5814156       8.3990960       19.546409
1.250       3.6442475       8.1355312       19.947100
1.250       3.7070793       7.7973634       20.123971
1.250       3.7699112       7.6590992       20.789369
1.250       3.8327430       7.5416226       21.511177
1.250       3.8955749       7.2857056       21.820091
1.250       3.9584067       7.0994920       22.307905
1.250       4.0212386       6.9848482       23.009478
1.250       4.1469023       6.6196037       23.915180
1.250       4.2725660       6.3748642       25.188804
1.250       4.3982297       6.1570408       26.538478
1.250       4.5238934       5.9772128       28.035356
1.250       4.6495571       5.5885022       28.457743
1.250       4.7752208       5.3461962       29.491410
1.250       4.9008845       5.1376502       30.637844
1.250       5.0265482       4.9557899       31.885462
1.250       5.1522120       4.7793551       33.114692
1.250       5.2778757       4.5754932       34.078906
1.250       5.4035394       4.3315031       34.621338
1.250       5.5292031       4.3179486       36.977313
1.250       5.6548668       4.0758246       37.338157
1.250       5.7805305       3.9730277       38.877196
1.250       5.9061942       3.8420894       40.101525
1.250       6.0318579       3.7646732       41.855337
1.250       6.1575216       3.5962302       42.533936
1.250       6.2831853       3.4496992       43.350199
1.250       6.4088490       3.3706240       44.949068
1.250       6.5345127       3.2688751       46.207046
1.250       6.6601764       3.1426446       47.035171
1.250       6.7858401       3.0543019       48.349624
1.250       6.9115038       2.9700925       49.677290
1.250       7.0371675       2.8381334       50.106809
1.250       7.1628313       2.8025941       52.177663
1.250       7.2884950       2.7261025       53.471950
1.250       7.4141587       2.6967349       55.679348
1.250       7.5398224       2.5578496       55.542906
1.250       7.6654861       2.4794126       56.576771
1.250       7.7911498       2.4189693       57.956918
1.250       7.9168135       2.3694366       59.561634
1.250       8.0424772       2.2826376       60.155693
1.250       8.2938046       2.1706579       62.736897
1.250       8.5451320       2.1022883       66.453655
1.250       8.7964594       1.9358094       66.750814
1.250       9.0477868       1.9065351       71.538883
1.250       9.2991143       1.7774182       72.407680
1.250       9.5504417       1.7048334       75.235459
1.250       9.8017691       1.6173151       77.157527
1.250       10.053096       1.5533957       79.956159
1.250       10.304424       1.4842670       82.272265
1.250       10.555751       1.4563934       86.779352
1.250       10.807079       1.3722658       87.747237
1.250       11.058406       1.3308878       91.177843
1.250       11.309734       1.3081793       95.872630
1.250       11.561061       1.2468098       97.603081
1.250       11.812388       1.1993072       100.14144
1.250       12.063716       1.1627136       103.41566
1.250       12.315043       1.1186117       105.84185
1.250       12.566371       1.0785673       108.42941
1.250       12.817698       1.0338387       110.29432
1.250       13.069025       1.0073668       113.91672
1.250       13.320353      0.98940949       118.46594
1.250       13.571680      0.95795253       121.31517
1.250       13.823008      0.92266974       123.45941
1.250       14.074335      0.89454504       126.34444
1.250       14.325663      0.85738366       127.69962
1.250       14.576990      0.84547801       132.67104
1.250       14.828317      0.81140114       134.02366
1.250       15.079645      0.80382775       139.63895
1.250       15.330972      0.77631433       141.71537
1.250       15.582300      0.74823302       143.41738
1.250       15.833627      0.74188762       149.19340
1.250       16.084954      0.72192721       152.20299
1.250       16.587609      0.68024823       157.28564
1.250       17.090264      0.64702837       163.62132
1.250       17.592919      0.63159191       174.22903
1.250       18.095574      0.61044485       183.24569
1.250       18.598229      0.56956183       185.62047
1.250       19.100883      0.53734324       189.70658
1.250       19.603538      0.53098898       202.65585
1.250       20.106193      0.50886732       209.53876
1.250       20.608848      0.48944784       217.03902
1.250       21.111503      0.46737123       222.78691
1.250       21.614157      0.46033500       235.48280
1.250       22.116812      0.43984584       241.06732
1.250       22.619467      0.42219163       247.52951
1.250       23.122122      0.40654601       254.60271
1.250       23.624777      0.40083667       267.75701
1.250       24.127432      0.37956251       270.07653
1.250       24.630086      0.37026199       280.27037
1.250       25.132741      0.35303792       283.92994
1.250       25.635396      0.35206021       300.47427
1.250       26.138051      0.33966822       307.28742
1.250       26.640706      0.33194211       317.95802
1.250       27.143361      0.32359266       327.83836
1.250       27.646015      0.31417883       336.31390
1.250       28.148670      0.30776766       347.74980
1.250       28.651325      0.29524685       351.79501
1.250       29.153980      0.29026212       364.37969
1.250       29.656635      0.28748832       379.88842
1.250       30.159289      0.27684589       384.74382
1.250       30.661944      0.26999946       394.30495
1.250       31.164599      0.26118045       400.49358
1.250       31.667254      0.25806597       415.17598
1.250       32.169909      0.25231979       425.57006
1.250       33.175218      0.24542563       453.97459
1.250       34.180528      0.23303450       471.44040
1.250       35.185838      0.22058812       486.80616
1.250       36.191147      0.21567488       517.93693
1.250       37.196457      0.20936336       545.85296
1.250       38.201767      0.20078822       567.09892
1.250       39.207076      0.18906449       577.26285
1.250       40.212386      0.18586290       612.26932
1.250       41.217696      0.18118939       642.76785
1.250       42.223005      0.17669612       673.82124
1.250       43.228315      0.16944690       693.43988
1.250       44.233625      0.16492731       723.13674
1.250       45.238934      0.15815376       741.80007
1.250       46.244244      0.15801000       791.64027
1.250       47.249554      0.15245957       814.73818
1.250       48.254863      0.14832462       844.31942
1.250       49.260173      0.14334560       868.04536
1.250       50.265482      0.14043650       903.56589
1.250       51.270792      0.13671230       933.44329
1.250       52.276102      0.13390783       969.13845
1.250       53.281411      0.13014463       997.29509
1.250       54.286721      0.12531172       1015.6470
1.250       55.292031      0.12453152       1066.4418
1.250       56.297340      0.12177025       1100.7156
1.250       57.302650      0.11896278       1133.9803
1.250       58.307960      0.11771522       1182.1876
1.250       59.313269      0.11629471       1229.3790
1.250       60.318579      0.11188477       1243.9260
1.250       61.323889      0.10920495       1275.8560
1.250       62.329198      0.10802107       1325.1144
1.250       63.334508      0.10497048       1351.0102
1.250       64.339818      0.10554267       1424.0912
1.250       66.350437      0.10144689       1501.2063
1.250       68.361056     0.097578467       1579.2487
1.250       70.371675     0.094177210       1662.6841
1.250       72.382295     0.090031399       1729.6622
1.250       74.392914     0.087162411       1818.0014
1.250       76.403533     0.086387437       1951.9163
1.250       78.414153     0.082683413       2019.6310
1.250       80.424772     0.079170033       2086.4145
1.250       82.435391     0.078544340       2229.0831
1.250       84.446011     0.077263446       2357.1203
1.250       86.456630     0.073827215       2417.0278
1.250       88.467249     0.071936557       2523.2918
1.250       90.477868     0.069966732       2625.3604
1.250       92.488488     0.067300201       2697.4267
1.250       94.499107     0.066927261       2861.2541
1.250       96.509726     0.066646446       3035.0127
1.250       98.520346     0.065380599       3167.3564
1.250       100.53096     0.063373423       3261.9476
1.250       102.54158     0.062575096       3417.9984
1.250       104.55220     0.060201503       3485.5969
1.250       106.56282     0.060141555       3686.9059
1.250       108.57344     0.058707300       3806.5644
1.250       110.58406     0.056632195       3879.8172
1.250       112.59468     0.055165213       3989.2310
1.250       114.60530     0.055647961       4243.5920
1.250       116.61592     0.053827767       4324.6419
1.250       118.62654     0.053071798       4488.2768
1.250       120.63716     0.051152364       4549.6633
1.250       122.64778     0.051471507       4810.7876
1.250       124.65840     0.050319747       4938.2527
1.250       126.66902     0.049598180       5106.7804
1.250       128.67964     0.048666437       5253.2645
1.250       132.70087     0.046151092       5463.5332
1.250       136.72211     0.045213444       5854.0190
1.250       140.74335     0.042898088       6058.8730
1.250       144.76459     0.042772109       6573.8221
1.250       148.78583     0.041477187       6920.9267
1.250       152.80707     0.040202615       7266.9953
1.250       156.82831     0.039306213       7680.7709
1.250       160.84954     0.038488802       8114.5447
1.250       164.87078     0.037353708       8480.7660
1.250       168.89202     0.035941810       8771.9794
1.250       172.91326     0.035270323       9237.7156
1.250       176.93450     0.034661929       9726.5886
1.250       180.95574     0.033132893       9945.9594
1.250       184.97698     0.032605820       10454.864
1.250       188.99821     0.032317858       11053.146
1.250       193.01945     0.030802648       11221.775
1.250       197.04069     0.030912156       11980.290
1.250       201.06193     0.029543301       12165.188
1.250       205.08317     0.029475288       12880.074
1.250       209.10441     0.028630632       13261.442
1.250       213.12565     0.027822028       13644.769
1.250       217.14688     0.027405033       14215.476
1.250       221.16812     0.026937559       14763.730
1.250       225.18936     0.026173209       15141.567
1.250       229.21060     0.025623325       15631.831
1.250       233.23184     0.025421372       16339.274
1.250       237.25308     0.024449524       16541.551
1.250       241.27432     0.024541867       17462.689
1.250       245.29555     0.023569047       17623.059
1.250       249.31679     0.023340683       18324.765
1.250       253.33803     0.022699139       18697.383
1.250       257.35927     0.022253722       19217.300
1.250       265.40175     0.021207099       20084.584
1.250       273.44422     0.020461396       21193.944
1.250       281.48670     0.020315729       22954.948
1.250       289.52918     0.019004258       23366.744
1.250       297.57166     0.018164749       24247.913
1.250       305.61413     0.018069667       26130.078
1.250       313.65661     0.017325147       27083.858
1.250       321.69909     0.016955343       28597.386
1.250       329.74156     0.015982287       29028.879
1.250       337.78404     0.015940206       31123.009
1.250       345.82652     0.015272595       32000.589
1.250       353.86900     0.015151954       34014.684
1.250       361.91147     0.014241322       34200.120
1.250       369.95395     0.014125181       36233.250
1.250       377.99643     0.013666641       37393.416
1.250       386.03891     0.013124057       38250.013
1.250       394.08138     0.012528257       38843.527
1.250       402.12386     0.012095367       39844.540
1.250       410.16634     0.011869511       41493.794
1.250       418.20881     0.011505033       42632.193
1.250       426.25129     0.011189306       43900.608
1.250       434.29377     0.010728818       44521.822
1.250       442.33625     0.010373169       45481.972
1.250       450.37872     0.010228086       47336.727
1.250       458.42120    0.0099415151       48519.567
1.250       466.46368    0.0097918607       50348.783
1.250       474.50615    0.0091626501       49592.604
1.250       482.54863    0.0090992439       51796.311
1.250       490.59111    0.0089440610       53501.262
1.250       498.63359    0.0085140095       53474.776
1.250       506.67606    0.0083392975       54952.934
1.250       514.71854    0.0080412320       55552.331
1.500     0.062831853       693.71143    0.0087174349
1.500      0.12566371       1073.9093      0.10796114
1.500      0.18849556       407.92811      0.13840675
1.500      0.25132741       294.50205      0.23685260
1.500      0.31415927       194.42259      0.30539829
1.500      0.37699112       144.06419      0.39103863
1.500      0.43982297       108.02642      0.46562252
1.500      0.50265482       86.419373      0.55602067
1.500      0.56548668       69.386014      0.63563723
1.500      0.62831853       62.413978      0.78431717
1.500      0.69115038       55.519581      0.92861159
1.500      0.75398224       44.842666      0.97374451
1.500      0.81681409       41.678946       1.1506855
1.500      0.87964594       36.501087       1.2586349
1.500      0.94247780       33.456615       1.4189452
1.500       1.0053096       30.387577       1.5641049
1.500       1.0681415       27.623956       1.7054638
1.500       1.1309734       25.370775       1.8593499
1.500       1.1938052       24.742862       2.1326549
1.500       1.2566371       22.379585       2.2498412
1.500       1.3194689       21.548305       2.5077305
1.500       1.3823008       19.941782       2.6683444
1.500       1.4451326       18.294712       2.7971705
1.500       1.5079645       17.879041       3.1059025
1.500       1.5707963       16.458107       3.2315418
1.500       1.6336282       15.845685       3.4997815
1.500       1.6964600       15.445583       3.8203704
1.500       1.7592919       14.689468       4.0521920
1.500       1.8221237       14.182896       4.3467911
1.500       1.8849556       13.597903       4.6136598
1.500       1.9477874       13.063173       4.8903916
1.500       2.0106193       12.675479       5.2194434
1.500       2.0734512       11.740350       5.3019148
1.500       2.1362830       11.376016       5.6187127
1.500       2.1991149       11.081186       5.9703562
1.500       2.2619467       10.560607       6.1916476
1.500       2.3247786       10.374194       6.6034274
1.500       2.3876104       9.9634984       6.8702495
1.500       2.4504423       9.8839013       7.3677026
1.500       2.5132741       9.3434343       7.5144357
1.500       2.5761060       9.2083119       7.9751977
1.500       2.6389378       8.8317495       8.2225112
1.500       2.7017697       8.6525106       8.6448481
1.500       2.7646015       8.4714802       9.0683275
1.500       2.8274334       8.1449769       9.3268988
1.500       2.8902652       8.0561851       9.8540053
1.500       2.9530971       7.7363691       10.093473
1.500       3.0159289       7.5077656       10.433843
1.500       3.0787608       7.3489186       10.864795
1.500       3.1415927       7.0925997       11.141030
1.500       3.2044245       6.9104256       11.519276
1.500       3.2672564       6.7058878       11.848849
1.500       3.3300882       6.6023972       12.352052
1.500       3.3929201       6.4104129       12.684611
1.500       3.4557519       6.2712780       13.111548
1.500       3.5185838       6.1785068       13.635073
1.500       3.5814156       6.1028302       14.202530
1.500       3.6442475       5.8970084       14.458578
1.500       3.7070793       5.6949384       14.697888
1.500       3.7699112       5.5693670       15.117134
1.500       3.8327430       5.4529357       15.553558
1.500       3.8955749       5.3468085       16.013253
1.500       3.9584067       5.1939678       16.320399
1.500       4.0212386       5.1041650       16.814134
1.500       4.1469023       4.8059679       17.362911
1.500       4.2725660       4.6760601       18.476372
1.500       4.3982297       4.5195977       19.480664
1.500       4.5238934       4.2872142       20.108633
1.500       4.6495571       4.1035965       20.896313
1.500       4.7752208       3.9113063       21.576076
1.500       4.9008845       3.8127474       22.736924
1.500       5.0265482       3.7457929       24.100363
1.500       5.1522120       3.5741220       24.764000
1.500       5.2778757       3.4543758       25.728668
1.500       5.4035394       3.3341596       26.649656
1.500       5.5292031       3.3027695       28.283695
1.500       5.6548668       3.0987445       28.387240
1.500       5.7805305       3.0575203       29.918698
1.500       5.9061942       2.9352569       30.636528
1.500       6.0318579       2.7960116       31.085835
1.500       6.1575216       2.6837215       31.741360
1.500       6.2831853       2.6610555       33.439810
1.500       6.4088490       2.5610281       34.152675
1.500       6.5345127       2.5053670       35.414510
1.500       6.6601764       2.4294605       36.361125
1.500       6.7858401       2.3191965       36.712899
1.500       6.9115038       2.2606090       37.810583
1.500       7.0371675       2.2065270       38.955895
1.500       7.1628313       2.1619930       40.251187
1.500       7.2884950       2.0956831       41.106399
1.500       7.4141587       2.0304009       41.921583
1.500       7.5398224       1.9680716       42.736062
1.500       7.6654861       1.9020599       43.402381
1.500       7.7911498       1.8710424       44.828948
1.500       7.9168135       1.8138744       45.596206
1.500       8.0424772       1.7721016       46.701238
1.500       8.2938046       1.6701425       48.270876
1.500       8.5451320       1.6080667       50.831233
1.500       8.7964594       1.5429268       53.203389
1.500       9.0477868       1.4460250       54.259169
1.500       9.2991143       1.4025319       57.135728
1.500       9.5504417       1.3294390       58.669049
1.500       9.8017691       1.2671629       60.452757
1.500       10.053096       1.2065370       62.102699
1.500       10.304424       1.1622869       64.425046
1.500       10.555751       1.1198335       66.725397
1.500       10.807079       1.0791544       69.004716
1.500       11.058406       1.0274334       70.388475
1.500       11.309734       1.0165284       74.498394
1.500       11.561061      0.96235210       75.335093
1.500       11.812388      0.94268444       78.713595
1.500       12.063716      0.88878022       79.051102
1.500       12.315043      0.87396041       82.693208
1.500       12.566371      0.82537329       82.975573
1.500       12.817698      0.79394944       84.701912
1.500       13.069025      0.77286982       87.398951
1.500       13.320353      0.76752441       91.898758
1.500       13.571680      0.72985323       92.428659
1.500       13.823008      0.72138226       96.525790
1.500       14.074335      0.70285759       99.270739
1.500       14.325663      0.66912552       99.660257
1.500       14.576990      0.65571253       102.89335
1.500       14.828317      0.64210092       106.05940
1.500       15.079645      0.61439710       106.73153
1.500       15.330972      0.59666199       108.92002
1.500       15.582300      0.58675027       112.46521
1.500       15.833627      0.57386925       115.40495
1.500       16.084954      0.55281693       116.54968
1.500       16.587609      0.53108602       122.79665
1.500       17.090264      0.49770781       125.86096
1.500       17.592919      0.48820034       134.67346
1.500       18.095574      0.46245736       138.82223
1.500       18.598229      0.43656832       142.27782
1.500       19.100883      0.41842587       147.72335
1.500       19.603538      0.39964446       152.52725
1.500       20.106193      0.39433630       162.37777
1.500       20.608848      0.37100394       164.51667
1.500       21.111503      0.36246545       172.78033
1.500       21.614157      0.35409861       181.13793
1.500       22.116812      0.33259277       182.28489
1.500       22.619467      0.32467682       190.35691
1.500       23.122122      0.31416664       196.74939
1.500       23.624777      0.30403465       203.09371
1.500       24.127432      0.29461197       209.63024
1.500       24.630086      0.28656343       216.91462
1.500       25.132741      0.27765408       223.30266
1.500       25.635396      0.27025571       230.65625
1.500       26.138051      0.26066094       235.81195
1.500       26.640706      0.25600893       245.22376
1.500       27.143361      0.24929932       252.57025
1.500       27.646015      0.24282397       259.93182
1.500       28.148670      0.23492601       265.44528
1.500       28.651325      0.22897807       272.83387
1.500       29.153980      0.22087752       277.27794
1.500       29.656635      0.21802388       288.09779
1.500       30.159289      0.21139883       293.78943
1.500       30.661944      0.20725840       302.67843
1.500       31.164599      0.20206502       309.84610
1.500       31.667254      0.19535733       314.29045
1.500       32.169909      0.19311712       325.71707
1.500       33.175218      0.18610993       344.25573
1.500       34.180528      0.17705479       358.19065
1.500       35.185838      0.16935158       373.73452
1.500       36.191147      0.16512734       396.54849
1.500       37.196457      0.15735130       410.24691
1.500       38.201767      0.14942821       422.03960
1.500       39.207076      0.14505971       442.90486
1.500       40.212386      0.14448511       475.96265
1.500       41.217696      0.13813286       490.02515
1.500       42.223005      0.13269130       506.01122
1.500       43.228315      0.13128519       537.26794
1.500       44.233625      0.12545146       550.05178
1.500       45.238934      0.12014804       563.53911
1.500       46.244244      0.12061366       604.28219
1.500       47.249554      0.11542970       616.85196
1.500       48.254863      0.11194082       637.20915
1.500       49.260173      0.10996524       665.90682
1.500       50.265482      0.10785360       693.92809
1.500       51.270792      0.10392883       709.60450
1.500       52.276102      0.10217654       739.48787
1.500       53.281411     0.099028842       758.85556
1.500       54.286721     0.096253163       780.12843
1.500       55.292031     0.094593899       810.06712
1.500       56.297340     0.093508482       845.24946
1.500       57.302650     0.091984448       876.81665
1.500       58.307960     0.089894165       902.78699
1.500       59.313269     0.087226499       922.09207
1.500       60.318579     0.085180869       947.03413
1.500       61.323889     0.083800110       979.04782
1.500       62.329198     0.081392645       998.45855
1.500       63.334508     0.080830506       1040.3196
1.500       64.339818     0.079869362       1077.6803
1.500       66.350437     0.077253857       1143.1989
1.500       68.361056     0.070964271       1148.5140
1.500       70.371675     0.070949372       1252.6002
1.500       72.382295     0.069361219       1332.5515
1.500       74.392914     0.066411165       1385.1795
1.500       76.403533     0.063862937       1442.9772
1.500       78.414153     0.062592620       1528.8918
1.500       80.424772     0.060587188       1596.6899
1.500       82.435391     0.059891505       1699.7169
1.500       84.446011     0.058272158       1777.7422
1.500       86.456630     0.056999536       1866.1068
1.500       88.467249     0.055390012       1942.8948
1.500       90.477868     0.052803455       1981.3431
1.500       92.488488     0.052362305       2098.7081
1.500       94.499107     0.051440939       2199.1875
1.500       96.509726     0.050373300       2293.9498
1.500       98.520346     0.048675782       2358.0933
1.500       100.53096     0.047066303       2422.5899
1.500       102.54158     0.046666963       2549.0589
1.500       104.55220     0.045986343       2662.5557
1.500       106.56282     0.043992184       2696.8881
1.500       108.57344     0.043905272       2846.8052
1.500       110.58406     0.043828616       3002.6563
1.500       112.59468     0.042639242       3083.4247
1.500       114.60530     0.041282149       3148.0865
1.500       116.61592     0.040266370       3235.0892
1.500       118.62654     0.039570218       3346.4495
1.500       120.63716     0.039206672       3487.1733
1.500       122.64778     0.038041472       3555.5486
1.500       124.65840     0.037717608       3701.5107
1.500       126.66902     0.037127455       3822.7565
1.500       128.67964     0.036539489       3944.2297
1.500       132.70087     0.035011285       4144.7626
1.500       136.72211     0.033955875       4396.4432
1.500       140.74335     0.033151495       4682.2763
1.500       144.76459     0.032756742       5034.5191
1.500       148.78583     0.030770729       5134.4359
1.500       152.80707     0.030060983       5433.8013
1.500       156.82831     0.028680429       5604.4017
1.500       160.84954     0.028790920       6069.9526
1.500       164.87078     0.027600025       6266.2950
1.500       168.89202     0.027088417       6611.2149
1.500       172.91326     0.025939747       6793.9273
1.500       176.93450     0.025687765       7208.3212
1.500       180.95574     0.025125820       7542.3654
1.500       184.97698     0.024154316       7744.9395
1.500       188.99821     0.023604264       8072.9790
1.500       193.01945     0.023107336       8418.2801
1.500       197.04069     0.022696683       8796.3078
1.500       201.06193     0.022002627       9060.1282
1.500       205.08317     0.021584054       9431.7729
1.500       209.10441     0.021263666       9849.1321
1.500       213.12565     0.020886429       10243.340
1.500       217.14688     0.020204977       10480.679
1.500       221.16812     0.020088307       11009.844
1.500       225.18936     0.019315061       11174.033
1.500       229.21060     0.018699578       11407.912
1.500       233.23184     0.018399862       11826.285
1.500       237.25308     0.017904365       12113.363
1.500       241.27432     0.017924204       12753.912
1.500       245.29555     0.017286746       12925.654
1.500       249.31679     0.016986212       13335.871
1.500       253.33803     0.016505077       13595.306
1.500       257.35927     0.016477715       14229.404
1.500       265.40175     0.015403183       14587.876
1.500       273.44422     0.014987084       15523.644
1.500       281.48670     0.014112088       15945.391
1.500       289.52918     0.013998492       17211.889
1.500       297.57166     0.013590066       18141.221
1.500       305.61413     0.013066854       18895.640
1.500       313.65661     0.012389019       19367.364
1.500       321.69909     0.012189811       20559.697
1.500       329.74156     0.011431353       20762.946
1.500       337.78404     0.011500004       22453.583
1.500       345.82652     0.010784166       22596.008
1.500       353.86900     0.010466060       23495.301
1.500       361.91147     0.010070099       24183.049
1.500       369.95395    0.0098192609       25187.906
1.500       377.99643    0.0096339836       26359.626
1.500       386.03891    0.0092537342       26969.973
1.500       394.08138    0.0089268562       27677.480
1.500       402.12386    0.0085352151       28116.694
1.500       410.16634    0.0085292251       29816.721
1.500       418.20881    0.0081156666       30072.809
1.500       426.25129    0.0078407256       30762.642
1.500       434.29377    0.0077377847       32109.807
1.500       442.33625    0.0074616226       32716.069
1.500       450.37872    0.0071332413       33013.439
1.500       458.42120    0.0069873438       34101.733
1.500       466.46368    0.0068686178       35317.756
1.500       474.50615    0.0065537575       35472.041
1.500       482.54863    0.0063435373       36109.795
1.500       490.59111    0.0062567150       37426.193
1.500       498.63359    0.0058607588       36810.243
1.500       506.67606    0.0058201781       38352.855
1.500       514.71854    0.0056336289       38919.561
1.750     0.062831853       584.56409    0.0073458491
1.750      0.12566371       903.44953     0.090824653
1.750      0.18849556       342.03337      0.11604919
1.750      0.25132741       243.77785      0.19605778
1.750      0.31415927       159.01389      0.24977843
1.750      0.37699112       117.38569      0.31862420
1.750      0.43982297       87.258245      0.37610617
1.750      0.50265482       69.306262      0.44591523
1.750      0.56548668       55.052765      0.50433200
1.750      0.62831853       49.218536      0.61849836
1.750      0.69115038       43.356663      0.72517658
1.750      0.75398224       34.719623      0.75392581
1.750      0.81681409       32.204621      0.88911537
1.750      0.87964594       28.214519      0.97289644
1.750      0.94247780       25.649217       1.0878218
1.750       1.0053096       23.234474       1.1959214
1.750       1.0681415       21.043140       1.2991736
1.750       1.1309734       19.277080       1.4127608
1.750       1.1938052       18.605718       1.6036777
1.750       1.2566371       16.756970       1.6845943
1.750       1.3194689       15.954868       1.8567822
1.750       1.3823008       14.877863       1.9907579
1.750       1.4451326       13.629427       2.0838717
1.750       1.5079645       13.157896       2.2857569
1.750       1.5707963       12.204527       2.3963533
1.750       1.6336282       11.687265       2.5813257
1.750       1.6964600       11.367870       2.8117730
1.750       1.7592919       10.849110       2.9928025
1.750       1.8221237       10.319457       3.1627196
1.750       1.8849556       9.8996350       3.3588670
1.750       1.9477874       9.4415256       3.5345744
1.750       2.0106193       9.1889391       3.7837739
1.750       2.0734512       8.5510232       3.8616221
1.750       2.1362830       8.3224330       4.1105215
1.750       2.1991149       8.0837693       4.3553986
1.750       2.2619467       7.6788707       4.5020957
1.750       2.3247786       7.5866171       4.8290667
1.750       2.3876104       7.2288230       4.9845763
1.750       2.4504423       7.1678439       5.3430868
1.750       2.5132741       6.7606328       5.4372235
1.750       2.5761060       6.6921762       5.7960057
1.750       2.6389378       6.4009643       5.9594082
1.750       2.7017697       6.2829345       6.2773706
1.750       2.7646015       6.1410083       6.5736651
1.750       2.8274334       5.8883890       6.7428562
1.750       2.8902652       5.7963768       7.0898976
1.750       2.9530971       5.5450308       7.2344813
1.750       3.0159289       5.4834717       7.6206003
1.750       3.0787608       5.3007763       7.8367787
1.750       3.1415927       5.1286460       8.0560582
1.750       3.2044245       5.0240684       8.3748287
1.750       3.2672564       4.8916273       8.6431740
1.750       3.3300882       4.8236202       9.0242388
1.750       3.3929201       4.6873214       9.2750418
1.750       3.4557519       4.5941316       9.6050883
1.750       3.5185838       4.5243880       9.9846716
1.750       3.5814156       4.4010326       10.242100
1.750       3.6442475       4.2585812       10.441401
1.750       3.7070793       4.1544917       10.722197
1.750       3.7699112       4.0187087       10.908126
1.750       3.8327430       3.9574720       11.288006
1.750       3.8955749       3.8755098       11.606834
