% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.750       361.91147   0.00018847020       452.60568
0.750       369.95395   5.0418052e-05       129.33001
0.750       377.99643   5.1534622e-05       141.00433
0.750       386.03891   0.00016765492       488.62962
0.750       394.08138  -3.1648492e-05      -98.125308
0.750       402.12386   9.0251628e-05       297.30679
0.750       410.16634   0.00011311389       395.42692
0.750       418.20881  -2.3713005e-05      -87.869144
0.750       426.25129   6.4020053e-05       251.17905
0.750       434.29377  -6.1054976e-06      -25.336237
0.750       442.33625   1.2301820e-07      0.53938296
0.750       450.37872   3.1386259e-05       145.25912
0.750       458.42120   7.0717427e-06       34.513642
0.750       466.46368   7.6129501e-05       391.45040
0.750       474.50615  -3.3971151e-05      -183.86796
0.750       482.54863   3.1214281e-05       177.68340
0.750       490.59111  -9.1069718e-06      -54.475757
0.750       498.63359  -2.1877853e-05      -137.41038
0.750       506.67606  -7.8676585e-05      -518.45005
0.750       514.71854  -5.7219761e-06      -39.529901
1.000     0.062831853       1012.6142     0.012724885
1.000      0.12566371       1571.2287      0.15795714
1.000      0.18849556       604.34216      0.20504846
1.000      0.25132741       449.75623      0.36171542
1.000      0.31415927       306.04126      0.48072849
1.000      0.37699112       228.70002      0.62076872
1.000      0.43982297       175.83081      0.75787742
1.000      0.50265482       144.15845      0.92751283
1.000      0.56548668       118.01262       1.0810999
1.000      0.62831853       106.92455       1.3436535
1.000      0.69115038       97.275262       1.6270104
1.000      0.75398224       81.585692       1.7716079
1.000      0.81681409       75.330670       2.0797530
1.000      0.87964594       67.103022       2.3138545
1.000      0.94247780       62.248261       2.6400422
1.000       1.0053096       56.896600       2.9285735
1.000       1.0681415       52.043593       3.2130975
1.000       1.1309734       47.696345       3.4955256
1.000       1.1938052       47.032457       4.0538561
1.000       1.2566371       43.333076       4.3563160
1.000       1.3194689       42.517622       4.9480801
1.000       1.3823008       38.723389       5.1814495
1.000       1.4451326       36.219964       5.5378526
1.000       1.5079645       35.575676       6.1801177
1.000       1.5707963       32.903826       6.4606511
1.000       1.6336282       31.782237       7.0196324
1.000       1.6964600       30.357064       7.5086337
1.000       1.7592919       29.264760       8.0728879
1.000       1.8221237       28.102446       8.6128717
1.000       1.8849556       27.283045       9.2569191
1.000       1.9477874       26.568933       9.9464720
1.000       2.0106193       25.659369       10.565882
1.000       2.0734512       23.954393       10.817748
1.000       2.1362830       23.695288       11.703307
1.000       2.1991149       22.758303       12.261790
1.000       2.2619467       21.787521       12.773949
1.000       2.3247786       21.092992       13.426204
1.000       2.3876104       20.126730       13.878223
1.000       2.4504423       19.776492       14.741882
1.000       2.5132741       18.716867       15.052997
1.000       2.5761060       18.353040       15.895326
1.000       2.6389378       17.460466       16.255996
1.000       2.7017697       16.942437       16.927434
1.000       2.7646015       16.632468       17.804287
1.000       2.8274334       15.877554       18.181554
1.000       2.8902652       15.590879       19.070144
1.000       2.9530971       15.528726       20.259991
1.000       3.0159289       14.856686       20.646931
1.000       3.0787608       14.615093       21.607260
1.000       3.1415927       14.206668       22.315783
1.000       3.2044245       13.672356       22.791019
1.000       3.2672564       13.263512       23.435727
1.000       3.3300882       12.783148       23.915270
1.000       3.3929201       12.412748       24.561737
1.000       3.4557519       12.024409       25.139791
1.000       3.5185838       11.702193       25.825052
1.000       3.5814156       11.546533       26.871136
1.000       3.6442475       11.246304       27.574247
1.000       3.7070793       10.919559       28.181946
1.000       3.7699112       10.590559       28.746336
1.000       3.8327430       10.296081       29.367794
1.000       3.8955749       10.102777       30.256987
1.000       3.9584067       9.7665750       30.688369
1.000       4.0212386       9.6320428       31.729862
1.000       4.1469023       9.0936952       32.853532
1.000       4.2725660       8.7783687       34.685697
1.000       4.3982297       8.4252651       36.315126
1.000       4.5238934       8.0955691       37.971236
1.000       4.6495571       7.6097960       38.750565
1.000       4.7752208       7.2655310       40.079103
1.000       4.9008845       6.9343656       41.352370
1.000       5.0265482       6.6116275       42.539091
1.000       5.1522120       6.3734220       44.159495
1.000       5.2778757       6.0457407       45.029512
1.000       5.4035394       5.7659590       46.086823
1.000       5.5292031       5.6724245       48.576543
1.000       5.6548668       5.4008231       49.476315
1.000       5.7805305       5.1335182       50.232923
1.000       5.9061942       4.9402293       51.563279
1.000       6.0318579       4.7545414       52.860614
1.000       6.1575216       4.5679771       54.027144
1.000       6.2831853       4.3790245       55.028445
1.000       6.4088490       4.2239161       56.328172
1.000       6.5345127       4.0987551       57.937780
1.000       6.6601764       3.8760330       58.011611
1.000       6.7858401       3.7706490       59.689404
1.000       6.9115038       3.7166001       62.163255
1.000       7.0371675       3.5396123       62.491310
1.000       7.1628313       3.3811406       62.948827
1.000       7.2884950       3.3159494       65.041677
1.000       7.4141587       3.1665637       65.379880
1.000       7.5398224       3.1141185       67.622113
1.000       7.6654861       3.0045639       68.559998
1.000       7.7911498       2.8946758       69.354532
1.000       7.9168135       2.8273639       71.072765
1.000       8.0424772       2.7217261       71.727252
1.000       8.2938046       2.5683324       74.230586
1.000       8.5451320       2.3555837       74.460361
1.000       8.7964594       2.2564947       77.808724
1.000       9.0477868       2.1099271       79.170754
1.000       9.2991143       1.9947234       81.260164
1.000       9.5504417       1.9236631       84.892561
1.000       9.8017691       1.8115545       86.424139
1.000       10.053096       1.7059696       87.809419
1.000       10.304424       1.6324377       90.485298
1.000       10.555751       1.5292704       91.121735
1.000       10.807079       1.4860417       95.022444
1.000       11.058406       1.4029695       96.116094
1.000       11.309734       1.3221610       96.897308
1.000       11.561061       1.2767757       99.948885
1.000       11.812388       1.2271727       102.46820
1.000       12.063716       1.1703441       104.09434
1.000       12.315043       1.1275892       106.69130
1.000       12.566371       1.0604869       106.61177
1.000       12.817698       1.0235092       109.19232
1.000       13.069025      0.98556185       111.45094
1.000       13.320353      0.96011125       114.95795
1.000       13.571680      0.91434158       115.79228
1.000       13.823008      0.87404895       116.95362
1.000       14.074335      0.83764739       118.30828
1.000       14.325663      0.81377347       121.20427
1.000       14.576990      0.78279456       122.83485
1.000       14.828317      0.75193030       124.20053
1.000       15.079645      0.72502255       125.94911
1.000       15.330972      0.70093184       127.95437
1.000       15.582300      0.67140598       128.69157
1.000       15.833627      0.64827487       130.36790
1.000       16.084954      0.63411831       133.69035
1.000       16.587609      0.60233336       139.27032
1.000       17.090264      0.55426138       140.16229
1.000       17.592919      0.51950779       143.30984
1.000       18.095574      0.48371274       145.20275
1.000       18.598229      0.44714106       145.72348
1.000       19.100883      0.42486771       149.99761
1.000       19.603538      0.40438473       154.33641
1.000       20.106193      0.38041035       156.64341
1.000       20.608848      0.35612593       157.91922
1.000       21.111503      0.33230151       158.40176
1.000       21.614157      0.31895347       163.15956
1.000       22.116812      0.30463130       166.95998
1.000       22.619467      0.28743702       168.52334
1.000       23.122122      0.27094318       169.68035
1.000       23.624777      0.25673340       171.49670
1.000       24.127432      0.24378847       173.46693
1.000       24.630086      0.23639962       178.94305
1.000       25.132741      0.22225657       178.74934
1.000       25.635396      0.21133165       180.36609
1.000       26.138051      0.20308541       183.72514
1.000       26.640706      0.19298825       184.85802
1.000       27.143361      0.18551313       187.94716
1.000       27.646015      0.17876515       191.35982
1.000       28.148670      0.16939585       191.40208
1.000       28.651325      0.16231083       193.39796
1.000       29.153980      0.15374399       193.00207
1.000       29.656635      0.14961949       197.70790
1.000       30.159289      0.14324697       199.07605
1.000       30.661944      0.13884693       202.77089
1.000       31.164599      0.13284564       203.70525
1.000       31.667254      0.12622260       203.06664
1.000       32.169909      0.12165613       205.18884
1.000       33.175218      0.11372770       210.36714
1.000       34.180528      0.10227007       206.89743
1.000       35.185838     0.096792291       213.60662
1.000       36.191147     0.091591399       219.95407
1.000       37.196457     0.083818000       218.53061
1.000       38.201767     0.078925832       222.91525
1.000       39.207076     0.073152769       223.35434
1.000       40.212386     0.068924707       227.05168
1.000       41.217696     0.063801018       226.33358
1.000       42.223005     0.060551262       230.90901
1.000       43.228315     0.056910139       232.89750
1.000       44.233625     0.053759426       235.71242
1.000       45.238934     0.050805657       238.29747
1.000       46.244244     0.047475753       237.85658
1.000       47.249554     0.044776428       239.28355
1.000       48.254863     0.042509051       241.97747
1.000       49.260173     0.040143237       243.09187
1.000       50.265482     0.038087766       245.05599
1.000       51.270792     0.035158387       240.05419
1.000       52.276102     0.033630351       243.39477
1.000       53.281411     0.031525229       241.57705
1.000       54.286721     0.030239632       245.09113
1.000       55.292031     0.029302926       250.93941
1.000       56.297340     0.027296908       246.74443
1.000       57.302650     0.025503985       243.10977
1.000       58.307960     0.024621869       247.27192
1.000       59.313269     0.024021873       253.94093
1.000       60.318579     0.022345203       248.43219
1.000       61.323889     0.021668874       253.16034
1.000       62.329198     0.020350855       249.64769
1.000       63.334508     0.019586848       252.09023
1.000       64.339818     0.018954074       255.74804
1.000       66.350437     0.016921428       250.40248
1.000       68.361056     0.016102963       260.61676
1.000       70.371675     0.014581953       257.44213
1.000       72.382295     0.013463480       258.65723
1.000       74.392914     0.011816917       246.47290
1.000       76.403533     0.011288964       255.07311
1.000       78.414153     0.010181257       248.68811
1.000       80.424772    0.0096640485       254.68236
1.000       82.435391    0.0086888464       246.58888
1.000       84.446011    0.0083371613       254.34656
1.000       86.456630    0.0074700629       244.56225
1.000       88.467249    0.0069533389       243.89968
1.000       90.477868    0.0066430011       249.26521
1.000       92.488488    0.0060565338       242.74899
1.000       94.499107    0.0055912328       239.03470
1.000       96.509726    0.0052359069       238.43798
1.000       98.520346    0.0047671416       230.94368
1.000       100.53096    0.0045372697       233.54168
1.000       102.54158    0.0044124715       241.01954
1.000       104.55220    0.0041767927       241.83143
1.000       106.56282    0.0038505751       236.05490
1.000       108.57344    0.0036205566       234.75585
1.000       110.58406    0.0032201065       220.60640
1.000       112.59468    0.0031013827       224.27416
1.000       114.60530    0.0029143392       222.24114
1.000       116.61592    0.0027847599       223.73377
1.000       118.62654    0.0025008675       211.49812
1.000       120.63716    0.0024487829       217.80299
1.000       122.64778    0.0022201088       207.50261
1.000       124.65840    0.0021185803       207.91211
1.000       126.66902    0.0020420570       210.25644
1.000       128.67964    0.0018930826       204.34748
1.000       132.70087    0.0017146457       202.98596
1.000       136.72211    0.0015002205       194.24133
1.000       140.74335    0.0013757998       194.31627
1.000       144.76459    0.0013379637       205.63717
1.000       148.78583    0.0010140645       169.20785
1.000       152.80707   0.00099864452       180.51425
1.000       156.82831   0.00091570758       178.93711
1.000       160.84954   0.00088711947       187.03026
1.000       164.87078   0.00077261014       175.41299
1.000       168.89202   0.00075043467       183.15153
1.000       172.91326   0.00048282718       126.45816
1.000       176.93450   0.00071848561       201.61641
1.000       180.95574   0.00064905078       194.83456
1.000       184.97698   0.00052390679       167.98763
1.000       188.99821   0.00050319826       172.10064
1.000       193.01945   0.00042441783       154.62052
1.000       197.04069   0.00038240033       148.20276
1.000       201.06193   0.00038775689       159.66853
1.000       205.08317   0.00032431611       141.71925
1.000       209.10441   0.00036726548       170.11395
1.000       213.12565   0.00032241111       158.12021
1.000       217.14688   0.00027202978       141.10666
1.000       221.16812   0.00029818384       163.42631
1.000       225.18936   0.00024221425       140.12433
1.000       229.21060   0.00027087337       165.24970
1.000       233.23184   0.00031102764       199.90918
1.000       237.25308   0.00028903460       195.54902
1.000       241.27432   0.00014678786       104.44645
1.000       245.29555   0.00016810923       125.69872
1.000       249.31679   4.3632891e-05       34.256173
1.000       253.33803   0.00012194908       100.45000
1.000       257.35927   0.00013834543       119.46881
1.000       265.40175   0.00020378129       192.99493
1.000       273.44422   0.00027223099       281.97726
1.000       281.48670   0.00011061381       124.98367
1.000       289.52918   0.00010948906       134.62261
1.000       297.57166   9.1016886e-05       121.49738
1.000       305.61413   0.00013337652       192.87234
1.000       313.65661   0.00017160249       268.26078
1.000       321.69909  -8.9651034e-05      -151.20810
1.000       329.74156   3.2901888e-05       59.760216
1.000       337.78404   4.1178484e-05       80.400361
1.000       345.82652   0.00011278992       236.32814
1.000       353.86900   0.00018233024       409.31391
1.000       361.91147   0.00011611559       278.84820
1.000       369.95395   0.00012826366       329.01590
1.000       377.99643   7.5481232e-06       20.652486
1.000       386.03891  -2.4335224e-05      -70.924916
1.000       394.08138  -1.8847873e-05      -58.437328
1.000       402.12386   4.7070607e-05       155.05993
1.000       410.16634   2.9517096e-05       103.18675
1.000       418.20881   2.4018606e-06       8.9001556
1.000       426.25129   0.00013134739       515.33404
1.000       434.29377   1.2092009e-06       5.0178713
1.000       442.33625   5.8671821e-05       257.25120
1.000       450.37872   9.4795788e-05       438.72552
1.000       458.42120   5.5575081e-05       271.23420
1.000       466.46368   3.7057412e-05       190.54556
1.000       474.50615   0.00010607173       574.11047
1.000       482.54863  -6.3113347e-05      -359.26486
1.000       490.59111  -1.7107007e-05      -102.33008
1.000       498.63359   8.3500210e-05       524.44797
1.000       506.67606   4.0606937e-05       267.58493
1.000       514.71854   3.6750977e-05       253.89175
1.250     0.062831853       832.51989     0.010461753
1.250      0.12566371       1290.5561      0.12974085
1.250      0.18849556       492.72564      0.16717787
1.250      0.25132741       360.89803      0.29025142
1.250      0.31415927       241.61086      0.37952145
1.250      0.37699112       179.77882      0.48798013
1.250      0.43982297       136.32892      0.58761378
1.250      0.50265482       110.17219      0.70884584
1.250      0.56548668       89.348538      0.81851161
1.250      0.62831853       80.759424       1.0148529
1.250      0.69115038       72.654922       1.2152146
1.250      0.75398224       59.592650       1.2940358
1.250      0.81681409       55.273140       1.5259983
1.250      0.87964594       48.676410       1.6784659
1.250      0.94247780       44.894551       1.9040453
1.250       1.0053096       40.908159       2.1056188
1.250       1.0681415       37.269843       2.3009872
1.250       1.1309734       34.233868       2.5089000
1.250       1.1938052       33.631978       2.8988322
1.250       1.2566371       30.713408       3.0876486
1.250       1.3194689       29.912488       3.4811303
1.250       1.3823008       27.424237       3.6695470
1.250       1.4451326       25.286335       3.8661550
1.250       1.5079645       24.976445       4.3388458
1.250       1.5707963       22.895742       4.4955685
1.250       1.6336282       22.103411       4.8819036
1.250       1.6964600       21.410820       5.2958351
1.250       1.7592919       20.471029       5.6470760
1.250       1.8221237       19.861766       6.0872582
1.250       1.8849556       19.182267       6.5083898
1.250       1.9477874       18.555399       6.9464872
1.250       2.0106193       17.947774       7.3904417
1.250       2.0734512       16.660830       7.5239918
1.250       2.1362830       16.209770       8.0061455
1.250       2.1991149       15.623079       8.4174515
1.250       2.2619467       14.920067       8.7475841
1.250       2.3247786       14.449446       9.1974247
1.250       2.3876104       13.958402       9.6249027
1.250       2.4504423       13.740911       10.242812
1.250       2.5132741       13.030057       10.479393
1.250       2.5761060       12.876247       11.151948
1.250       2.6389378       12.319209       11.469396
1.250       2.7017697       12.044284       12.033618
1.250       2.7646015       11.798927       12.630205
1.250       2.8274334       11.307224       12.948022
1.250       2.8902652       11.232115       13.738677
1.250       2.9530971       11.104074       14.487244
1.250       3.0159289       10.526242       14.628741
1.250       3.0787608       10.360665       15.317424
1.250       3.1415927       9.9600429       15.645199
1.250       3.2044245       9.6302462       16.053058
1.250       3.2672564       9.2947827       16.423251
1.250       3.3300882       9.0892634       17.004590
1.250       3.3929201       8.7860583       17.385421
1.250       3.4557519       8.5663830       17.909993
1.250       3.5185838       8.3864714       18.507733
1.250       3.5814156       8.3235540       19.370607
1.250       3.6442475       8.0615130       19.765618
1.250       3.7070793       7.7094727       19.897136
1.250       3.7699112       7.5682776       20.542849
1.250       3.8327430       7.4378953       21.215312
1.250       3.8955749       7.1849715       21.518400
1.250       3.9584067       6.9846023       21.946901
1.250       4.0212386       6.8654119       22.616031
1.250       4.1469023       6.4926144       23.456396
1.250       4.2725660       6.2378001       24.647227
1.250       4.3982297       6.0062476       25.888519
1.250       4.5238934       5.8115006       27.258104
1.250       4.6495571       5.4294675       27.647907
1.250       4.7752208       5.1798606       28.573847
1.250       4.9008845       4.9638538       29.601427
1.250       5.0265482       4.7696779       30.688020
1.250       5.1522120       4.5839174       31.760564
1.250       5.2778757       4.3765923       32.597464
1.250       5.4035394       4.1396601       33.087953
1.250       5.5292031       4.1062327       35.164256
1.250       5.6548668       3.8584253       35.346587
1.250       5.7805305       3.7372401       36.569948
1.250       5.9061942       3.6118003       37.697900
1.250       6.0318579       3.5345295       39.296618
1.250       6.1575216       3.3625285       39.769861
1.250       6.2831853       3.2109427       40.349896
1.250       6.4088490       3.1317517       41.763578
1.250       6.5345127       3.0193029       42.679230
1.250       6.6601764       2.8952575       43.332590
1.250       6.7858401       2.8028505       44.369145
1.250       6.9115038       2.7109318       45.342609
1.250       7.0371675       2.5854709       45.646091
1.250       7.1628313       2.5363170       47.220214
1.250       7.2884950       2.4571161       48.195835
1.250       7.4141587       2.4188089       49.941024
1.250       7.5398224       2.2851074       49.620395
1.250       7.6654861       2.2052249       50.320186
1.250       7.7911498       2.1371538       51.204803
1.250       7.9168135       2.0873345       52.470300
1.250       8.0424772       2.0010121       52.733850
1.250       8.2938046       1.8846563       54.470808
1.250       8.5451320       1.8127053       57.299890
1.250       8.7964594       1.6559171       57.099533
1.250       9.0477868       1.6101037       60.415892
1.250       9.2991143       1.4861819       60.543424
1.250       9.5504417       1.4164536       62.509061
1.250       9.8017691       1.3330478       63.595939
1.250       10.053096       1.2723052       65.487905
1.250       10.304424       1.2036091       66.715518
1.250       10.555751       1.1665497       69.508985
1.250       10.807079       1.0868536       69.497029
1.250       11.058406       1.0424035       71.414064
1.250       11.309734       1.0129868       74.238836
1.250       11.561061      0.95854122       75.036769
1.250       11.812388      0.90958315       75.949658
1.250       12.063716      0.87795180       78.087986
1.250       12.315043      0.83874334       79.361005
1.250       12.566371      0.80157893       80.583503
1.250       12.817698      0.76109758       81.197136
1.250       13.069025      0.73450970       83.061048
1.250       13.320353      0.71632673       85.768656
1.250       13.571680      0.68786725       87.111552
1.250       13.823008      0.65402717       87.513227
1.250       14.074335      0.62738501       88.611085
1.250       14.325663      0.59727738       88.959119
1.250       14.576990      0.58266049       91.430141
1.250       14.828317      0.55676831       91.964535
1.250       15.079645      0.54227336       94.202377
1.250       15.330972      0.52127109       95.157490
1.250       15.582300      0.49585010       95.041944
1.250       15.833627      0.48817178       98.171213
1.250       16.084954      0.47330050       99.785337
1.250       16.587609      0.43956753       101.63593
1.250       17.090264      0.40603851       102.67951
1.250       17.592919      0.38936118       107.40800
1.250       18.095574      0.36397814       109.26036
1.250       18.598229      0.33892835       110.45691
1.250       19.100883      0.31162391       110.01740
1.250       19.603538      0.30194014       115.23768
1.250       20.106193      0.28669016       118.05179
1.250       20.608848      0.27151169       120.39818
1.250       21.111503      0.25600367       122.03204
1.250       21.614157      0.24304710       124.32992
1.250       22.116812      0.22636693       124.06545
1.250       22.619467      0.21788118       127.74299
1.250       23.122122      0.20431581       127.95442
1.250       23.624777      0.19605518       130.96393
1.250       24.127432      0.18356059       130.61197
1.250       24.630086      0.17570993       133.00390
1.250       25.132741      0.16615770       133.63195
1.250       25.635396      0.16169743       138.00457
1.250       26.138051      0.15310049       138.50532
1.250       26.640706      0.14594031       139.79212
1.250       27.143361      0.13880407       140.62525
1.250       27.646015      0.13221238       141.52723
1.250       28.148670      0.12730415       143.84225
1.250       28.651325      0.12166323       144.96519
1.250       29.153980      0.11790681       148.01396
1.250       29.656635      0.11320113       149.58451
1.250       30.159289      0.10742380       149.29115
1.250       30.661944      0.10377611       151.55376
1.250       31.164599     0.098504884       151.04719
1.250       31.667254     0.096873791       155.85035
1.250       32.169909     0.091953406       155.09135
1.250       33.175218     0.085736541       158.59065
1.250       34.180528     0.078539276       158.88886
1.250       35.185838     0.073262294       161.67931
1.250       36.191147     0.068988361       165.67354
1.250       37.196457     0.062387945       162.65809
1.250       38.201767     0.059759053       168.78129
1.250       39.207076     0.054139121       165.30075
1.250       40.212386     0.051891499       170.94091
1.250       41.217696     0.048419321       171.76714
1.250       42.223005     0.045888831       174.99461
1.250       43.228315     0.041716444       170.71924
1.250       44.233625     0.040124767       175.93019
1.250       45.238934     0.037829351       177.43376
1.250       46.244244     0.036063031       180.67810
1.250       47.249554     0.033457023       178.79307
1.250       48.254863     0.031567777       179.69564
1.250       49.260173     0.029804369       180.48370
1.250       50.265482     0.028204241       181.46558
1.250       51.270792     0.027408238       187.13777
1.250       52.276102     0.025507655       184.60794
1.250       53.281411     0.024065764       184.41535
1.250       54.286721     0.022704522       184.01934
1.250       55.292031     0.021529358       184.36945
1.250       56.297340     0.020433119       184.70071
1.250       57.302650     0.019916495       189.84855
1.250       58.307960     0.018560206       186.39600
1.250       59.313269     0.017794351       188.10832
1.250       60.318579     0.017030777       189.34683
1.250       61.323889     0.016093176       188.01872
1.250       62.329198     0.015313989       187.85952
1.250       63.334508     0.014343641       184.60815
1.250       64.339818     0.014136755       190.74777
1.250       66.350437     0.012515395       185.20222
1.250       68.361056     0.011361505       183.87911
1.250       70.371675     0.010651099       188.04351
1.250       72.382295     0.010010481       192.31902
1.250       74.392914    0.0089071429       185.78190
1.250       76.403533    0.0081606242       184.38856
1.250       78.414153    0.0076813366       187.62487
1.250       80.424772    0.0068493561       180.50512
1.250       82.435391    0.0064164467       182.09833
1.250       84.446011    0.0061783167       188.48545
1.250       86.456630    0.0054685139       179.03358
1.250       88.467249    0.0051253223       179.77902
1.250       90.477868    0.0045987221       172.55776
1.250       92.488488    0.0043693136       175.12434
1.250       94.499107    0.0041124736       175.81523
1.250       96.509726    0.0038835561       176.85327
1.250       98.520346    0.0037145966       179.95325
1.250       100.53096    0.0033798663       173.96798
1.250       102.54158    0.0031451621       171.79612
1.250       104.55220    0.0029471206       170.63485
1.250       106.56282    0.0026850602       164.60440
1.250       108.57344    0.0024448294       158.52204
1.250       110.58406    0.0023037325       157.82650
1.250       112.59468    0.0022247320       160.87982
1.250       114.60530    0.0020548688       156.69981
1.250       116.61592    0.0019880772       159.72651
1.250       118.62654    0.0019347184       163.61895
1.250       120.63716    0.0016706525       148.59346
1.250       122.64778    0.0016921930       158.16093
1.250       124.65840    0.0015583040       152.92801
1.250       126.66902    0.0013705786       141.11897
1.250       128.67964    0.0013686538       147.73838
1.250       132.70087    0.0011701694       138.52888
1.250       136.72211   0.00089904160       116.40358
1.250       140.74335    0.0010316278       145.70585
1.250       144.76459   0.00075054590       115.35450
1.250       148.78583   0.00096104416       160.36083
1.250       152.80707   0.00065582052       118.54564
1.250       156.82831   0.00069525061       135.85793
1.250       160.84954   0.00067130104       141.52953
1.250       164.87078   0.00054126957       122.88955
1.250       168.89202   0.00053390153       130.30432
1.250       172.91326   0.00045861015       120.11543
1.250       176.93450   0.00040757870       114.37189
1.250       180.95574   0.00040228005       120.75797
1.250       184.97698   0.00039761773       127.49379
1.250       188.99821   0.00033022187       112.94037
1.250       193.01945   0.00026431755       96.294061
1.250       197.04069   0.00039672622       153.75489
1.250       201.06193   0.00024522215       100.97631
1.250       205.08317   0.00024598690       107.49105
1.250       209.10441   0.00026658704       123.48063
1.250       213.12565   0.00030392373       149.05344
1.250       217.14688   0.00019108814       99.120800
1.250       221.16812   0.00023546320       129.05086
1.250       225.18936   0.00015054017       87.089594
1.250       229.21060   0.00025778300       157.26375
1.250       233.23184   5.8932368e-05       37.878054
1.250       237.25308   5.7275369e-05       38.750179
1.250       241.27432   0.00010661797       75.863685
1.250       245.29555   0.00020297943       151.77188
1.250       249.31679   8.5210008e-05       66.898359
1.250       253.33803   0.00011156065       91.893008
1.250       257.35927   0.00010473122       90.441103
1.250       265.40175   6.2887762e-05       59.559046
1.250       273.44422   5.3567477e-05       55.485272
1.250       281.48670   8.8543067e-05       100.04571
1.250       289.52918  -1.1543261e-05      -14.193052
1.250       297.57166   3.5574364e-05       47.487804
1.250       305.61413   8.0561250e-05       116.49754
1.250       313.65661  -2.8452747e-05      -44.479284
1.250       321.69909   0.00014120874       238.16686
1.250       329.74156   0.00012699427       230.66168
1.250       337.78404   0.00017368887       339.12487
1.250       345.82652   0.00014030003       293.96992
1.250       353.86900   7.9134925e-05       177.65032
1.250       361.91147  -2.8790289e-05      -69.139039
1.250       369.95395   1.2821881e-05       32.890087
1.250       377.99643  -3.5927278e-05      -98.300938
1.250       386.03891   5.2899874e-05       154.17648
1.250       394.08138   8.3545833e-05       259.03163
1.250       402.12386   1.9962392e-05       65.760085
1.250       410.16634  -1.8198866e-05      -63.620142
1.250       418.20881   5.3025764e-05       196.48832
1.250       426.25129   0.00011573974       454.09833
1.250       434.29377   2.2216933e-05       92.194532
1.250       442.33625   8.8263042e-05       386.99623
1.250       450.37872  -5.2170443e-05      -241.45065
1.250       458.42120   2.7903084e-05       136.18101
1.250       466.46368  -4.1689022e-05      -214.36085
1.250       474.50615  -1.2361743e-06      -6.6907612
1.250       482.54863   1.6030340e-05       91.250712
1.250       490.59111  -8.5648852e-05      -512.33122
1.250       498.63359  -5.1986909e-06      -32.651929
1.250       506.67606   3.7162336e-05       244.88626
1.250       514.71854  -1.7637898e-05      -121.85028
1.500     0.062831853       693.10116    0.0087097660
1.500      0.12566371       1072.9211      0.10786179
1.500      0.18849556       407.56526      0.13828363
1.500      0.25132741       294.26091      0.23665867
1.500      0.31415927       194.24314      0.30511641
1.500      0.37699112       143.93873      0.39069808
1.500      0.43982297       107.92923      0.46520361
1.500      0.50265482       86.346289      0.55555045
1.500      0.56548668       69.324051      0.63506960
1.500      0.62831853       62.375620      0.78383516
1.500      0.69115038       55.488947      0.92809921
1.500      0.75398224       44.817773      0.97320397
1.500      0.81681409       41.657767       1.1501008
1.500      0.87964594       36.488110       1.2581874
1.500      0.94247780       33.446607       1.4185208
1.500       1.0053096       30.381937       1.5638146
1.500       1.0681415       27.623376       1.7054280
1.500       1.1309734       25.376189       1.8597466
1.500       1.1938052       24.748407       2.1331329
1.500       1.2566371       22.393732       2.2512635
1.500       1.3194689       21.567920       2.5100132
1.500       1.3823008       19.966554       2.6716589
1.500       1.4451326       18.317972       2.8007268
1.500       1.5079645       17.900138       3.1095673
1.500       1.5707963       16.481478       3.2361307
1.500       1.6336282       15.873793       3.5059895
1.500       1.6964600       15.474794       3.8275954
1.500       1.7592919       14.715131       4.0592713
1.500       1.8221237       14.214636       4.3565188
1.500       1.8849556       13.632848       4.6255162
1.500       1.9477874       13.091057       4.9008303
1.500       2.0106193       12.706387       5.2321702
1.500       2.0734512       11.765754       5.3133869
1.500       2.1362830       11.400841       5.6309738
1.500       2.1991149       11.110055       5.9859104
1.500       2.2619467       10.587040       6.2071455
1.500       2.3247786       10.396541       6.6176518
1.500       2.3876104       9.9840193       6.8843995
1.500       2.4504423       9.9043908       7.3829759
1.500       2.5132741       9.3625564       7.5298147
1.500       2.5761060       9.2254834       7.9900696
1.500       2.6389378       8.8477567       8.2374143
1.500       2.7017697       8.6627479       8.6550764
1.500       2.7646015       8.4799240       9.0773661
1.500       2.8274334       8.1450252       9.3269540
1.500       2.8902652       8.0562749       9.8541152
1.500       2.9530971       7.7329974       10.089074
1.500       3.0159289       7.5007613       10.424108
1.500       3.0787608       7.3446472       10.858480
1.500       3.1415927       7.0801728       11.121509
1.500       3.2044245       6.8973201       11.497430
1.500       3.2672564       6.6929418       11.825975
1.500       3.3300882       6.5842281       12.318061
1.500       3.3929201       6.3867356       12.637759
1.500       3.4557519       6.2444189       13.055393
1.500       3.5185838       6.1462657       13.563922
1.500       3.5814156       6.0663163       14.117555
1.500       3.6442475       5.8549398       14.355432
1.500       3.7070793       5.6441769       14.566879
1.500       3.7699112       5.5228849       14.990966
1.500       3.8327430       5.3996053       15.401442
1.500       3.8955749       5.2949750       15.858016
1.500       3.9584067       5.1410552       16.154138
1.500       4.0212386       5.0457846       16.621817
1.500       4.1469023       4.7421355       17.132298
1.500       4.2725660       4.6050706       18.195873
1.500       4.3982297       4.4329820       19.107328
1.500       4.5238934       4.2014874       19.706542
1.500       4.6495571       4.0056660       20.397632
1.500       4.7752208       3.8127752       21.032546
