% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.375       7.2884950       7.7137563       151.30377
0.375       7.4141587       7.5194205       155.25309
0.375       7.5398224       7.2152876       156.67772
0.375       7.6654861       6.9862659       159.41694
0.375       7.7911498       6.7478550       161.67418
0.375       7.9168135       6.6093371       166.14199
0.375       8.0424772       6.4002772       168.67028
0.375       8.2938046       5.9747572       172.68393
0.375       8.5451320       5.7596568       182.06363
0.375       8.7964594       5.3251787       183.62346
0.375       9.0477868       5.1104669       191.75996
0.375       9.2991143       4.8170649       196.23547
0.375       9.5504417       4.5346821       200.11861
0.375       9.8017691       4.3761771       208.77503
0.375       10.053096       4.2317939       217.81828
0.375       10.304424       4.0184801       222.74257
0.375       10.555751       3.7732928       224.83205
0.375       10.807079       3.6716219       234.77571
0.375       11.058406       3.4667829       237.50596
0.375       11.309734       3.3854299       248.10825
0.375       11.561061       3.3040487       258.64839
0.375       11.812388       3.1050875       259.27298
0.375       12.063716       2.9784080       264.90963
0.375       12.315043       2.8982635       274.23062
0.375       12.566371       2.7602768       277.49329
0.375       12.817698       2.6988274       287.92242
0.375       13.069025       2.5888936       292.76157
0.375       13.320353       2.4716315       295.93830
0.375       13.571680       2.4074435       304.87879
0.375       13.823008       2.3091451       308.97912
0.375       14.074335       2.2677948       320.30054
0.375       14.325663       2.1958721       327.05549
0.375       14.576990       2.0810719       326.55844
0.375       14.828317       2.0367492       336.42125
0.375       15.079645       1.9779765       343.60915
0.375       15.330972       1.9073175       348.17881
0.375       15.582300       1.8519937       354.98044
0.375       15.833627       1.8348941       368.99672
0.375       16.084954       1.7474738       368.41765
0.375       16.587609       1.6632615       384.57599
0.375       17.090264       1.5496860       391.88650
0.375       17.592919       1.4961944       412.73566
0.375       18.095574       1.3992724       420.03899
0.375       18.598229       1.3551832       441.65486
0.375       19.100883       1.2613827       445.32542
0.375       19.603538       1.2078083       460.96895
0.375       20.106193       1.1760459       484.26611
0.375       20.608848       1.1229262       497.94640
0.375       21.111503       1.0807015       515.14968
0.375       21.614157       1.0201376       521.84790
0.375       22.116812      0.98411486       539.36610
0.375       22.619467      0.95245058       558.41853
0.375       23.122122      0.91083235       570.41609
0.375       23.624777      0.88807074       593.22707
0.375       24.127432      0.85097656       605.50974
0.375       24.630086      0.83294607       630.49980
0.375       25.132741      0.79235577       637.25032
0.375       25.635396      0.77201903       658.89826
0.375       26.138051      0.74012139       669.56510
0.375       26.640706      0.71301714       682.97909
0.375       27.143361      0.68682314       695.83461
0.375       27.646015      0.67197624       719.31946
0.375       28.148670      0.65642962       741.70648
0.375       28.651325      0.63008739       750.76701
0.375       29.153980      0.61557896       772.76523
0.375       29.656635      0.60001578       792.86370
0.375       30.159289      0.58328900       810.62009
0.375       30.661944      0.56744342       828.68961
0.375       31.164599      0.55802092       855.66817
0.375       31.667254      0.53765218       864.97366
0.375       32.169909      0.52847203       891.33663
0.375       33.175218      0.50058689       925.95760
0.375       34.180528      0.48011571       971.29797
0.375       35.185838      0.45043315       994.04099
0.375       36.191147      0.43689765       1049.1970
0.375       37.196457      0.41795605       1089.6966
0.375       38.201767      0.40563782       1145.6687
0.375       39.207076      0.38954013       1189.3669
0.375       40.212386      0.36742640       1210.3756
0.375       41.217696      0.35560292       1261.4984
0.375       42.223005      0.35063328       1337.1213
0.375       43.228315      0.33006045       1350.7304
0.375       44.233625      0.32328236       1417.4568
0.375       45.238934      0.30398083       1425.7834
0.375       46.244244      0.29809090       1493.4546
0.375       47.249554      0.28926471       1545.8197
0.375       48.254863      0.28166167       1603.3239
0.375       49.260173      0.27132034       1643.0108
0.375       50.265482      0.26431701       1700.6108
0.375       51.270792      0.26022244       1776.7449
0.375       52.276102      0.25197398       1823.6250
0.375       53.281411      0.24524803       1879.3296
0.375       54.286721      0.24218644       1962.9124
0.375       55.292031      0.23358886       2000.3685
0.375       56.297340      0.22520814       2035.7197
0.375       57.302650      0.22032422       2100.1805
0.375       58.307960      0.21617057       2170.9527
0.375       59.313269      0.21007967       2220.8021
0.375       60.318579      0.20695916       2300.9554
0.375       61.323889      0.20281037       2369.4605
0.375       62.329198      0.19831832       2432.8073
0.375       63.334508      0.19371221       2493.1503
0.375       64.339818      0.19010558       2565.1017
0.375       66.350437      0.17772843       2630.0168
0.375       68.361056      0.17611577       2850.3277
0.375       70.371675      0.16858325       2976.3113
0.375       72.382295      0.15938738       3062.1132
0.375       74.392914      0.15661080       3266.5302
0.375       76.403533      0.14874445       3360.8673
0.375       78.414153      0.14619411       3570.9477
0.375       80.424772      0.14066771       3707.0990
0.375       82.435391      0.13645373       3872.5477
0.375       84.446011      0.13605543       4150.7212
0.375       86.456630      0.13212672       4325.6944
0.375       88.467249      0.12463371       4371.7303
0.375       90.477868      0.12006443       4505.1755
0.375       92.488488      0.11839720       4745.4207
0.375       94.499107      0.11571990       4947.2221
0.375       96.509726      0.11103611       5056.4735
0.375       98.520346      0.10935325       5297.6069
0.375       100.53096      0.10742871       5529.5551
0.375       102.54158      0.10483641       5726.4102
0.375       104.55220      0.10422226       6034.3474
0.375       106.56282     0.099391385       6093.0698
0.375       108.57344     0.097536346       6324.2286
0.375       110.58406     0.097151284       6655.7410
0.375       112.59468     0.094488384       6832.8566
0.375       114.60530     0.092542415       7057.0825
0.375       116.61592     0.090438892       7266.0606
0.375       118.62654     0.089070712       7532.7015
0.375       120.63716     0.085979935       7647.3446
0.375       122.64778     0.084093754       7859.8280
0.375       124.65840     0.083255153       8170.4502
0.375       126.66902     0.081589231       8400.6771
0.375       128.67964     0.081088341       8753.0244
0.375       132.70087     0.077023777       9118.3533
0.375       136.72211     0.075712170       9802.8472
0.375       140.74335     0.071623029       10115.948
0.375       144.76459     0.069013115       10606.911
0.375       148.78583     0.068596765       11446.128
0.375       152.80707     0.066497790       12020.092
0.375       156.82831     0.063084004       12327.155
0.375       160.84954     0.061638398       12995.144
0.375       164.87078     0.060082869       13641.182
0.375       168.89202     0.058495212       14276.376
0.375       172.91326     0.057431996       15042.120
0.375       176.93450     0.055465222       15564.263
0.375       180.95574     0.053066509       15929.709
0.375       184.97698     0.052088785       16701.963
0.375       188.99821     0.050177318       17161.325
0.375       193.01945     0.049645608       18086.492
0.375       197.04069     0.047994973       18600.892
0.375       201.06193     0.047434179       19532.201
0.375       205.08317     0.045948935       20078.708
0.375       209.10441     0.045177868       20925.967
0.375       213.12565     0.044032019       21594.641
0.375       217.14688     0.043298774       22459.840
0.375       221.16812     0.041968688       23001.875
0.375       225.18936     0.041639424       24088.989
0.375       229.21060     0.040329858       24603.735
0.375       233.23184     0.039399296       25323.413
0.375       237.25308     0.038587503       26106.731
0.375       241.27432     0.037831011       26918.539
0.375       245.29555     0.037124657       27758.868
0.375       249.31679     0.035887486       28175.257
0.375       253.33803     0.035730381       29431.275
0.375       257.35927     0.034837490       30084.068
0.375       265.40175     0.033161085       31405.833
0.375       273.44422     0.031998796       33144.400
0.375       281.48670     0.029975642       33869.782
0.375       289.52918     0.029770635       36604.576
0.375       297.57166     0.028393413       37902.037
0.375       305.61413     0.027841485       40260.852
0.375       313.65661     0.026819134       41925.509
0.375       321.69909     0.025379829       42806.373
0.375       329.74156     0.023985544       43565.322
0.375       337.78404     0.023568645       46017.419
0.375       345.82652     0.023279671       48777.773
0.375       353.86900     0.022283028       50023.262
0.375       361.91147     0.021293958       51136.820
0.375       369.95395     0.021049731       53995.781
0.375       377.99643     0.020125828       55066.453
0.375       386.03891     0.019656744       57289.504
0.375       394.08138     0.018484829       57311.722
0.375       402.12386     0.018285557       60236.256
0.375       410.16634     0.017670226       61772.107
0.375       418.20881     0.017214330       63788.140
0.375       426.25129     0.016406838       64371.300
0.375       434.29377     0.015886743       65925.878
0.375       442.33625     0.015212273       66699.404
0.375       450.37872     0.014908426       68997.865
0.375       458.42120     0.014486071       70699.271
0.375       466.46368     0.014150141       72758.633
0.375       474.50615     0.013590950       73560.662
0.375       482.54863     0.013212826       75212.366
0.375       490.59111     0.012704402       75994.737
0.375       498.63359     0.012499474       78506.672
0.375       506.67606     0.012109424       79796.694
0.375       514.71854     0.011763294       81265.955
0.500     0.062831853       1550.6435     0.019485961
0.500      0.12566371       2403.1705      0.24159305
0.500      0.18849556       948.08850      0.32167885
0.500      0.25132741       731.59005      0.58837963
0.500      0.31415927       515.21967      0.80930517
0.500      0.37699112       387.51279       1.0518399
0.500      0.43982297       309.43878       1.3337632
0.500      0.50265482       264.65245       1.7027690
0.500      0.56548668       219.71536       2.0127870
0.500      0.62831853       200.22275       2.5160733
0.500      0.69115038       181.76847       3.0402302
0.500      0.75398224       161.60993       3.5093092
0.500      0.81681409       149.79929       4.1357061
0.500      0.87964594       137.94451       4.7566194
0.500      0.94247780       127.73039       5.4172377
0.500       1.0053096       117.34667       6.0400509
0.500       1.0681415       108.71913       6.7121646
0.500       1.1309734       97.793397       7.1669919
0.500       1.1938052       98.115646       8.4568560
0.500       1.2566371       89.307018       8.9781207
0.500       1.3194689       87.665922       10.202311
0.500       1.3823008       82.698304       11.065588
0.500       1.4451326       78.991805       12.077455
0.500       1.5079645       72.914621       12.666546
0.500       1.5707963       69.708288       13.687190
0.500       1.6336282       66.332728       14.650679
0.500       1.6964600       61.811059       15.288587
0.500       1.7592919       60.991594       16.824956
0.500       1.8221237       57.699936       17.683946
0.500       1.8849556       56.194918       19.066487
0.500       1.9477874       54.557218       20.424299
0.500       2.0106193       52.599140       21.659002
0.500       2.0734512       48.938382       22.100459
0.500       2.1362830       46.787527       23.108764
0.500       2.1991149       46.380498       24.989030
0.500       2.2619467       43.695024       25.618243
0.500       2.3247786       42.642995       27.143306
0.500       2.3876104       40.546741       27.958676
0.500       2.4504423       39.240489       29.250824
0.500       2.5132741       38.859874       31.252965
0.500       2.5761060       37.225426       32.240451
0.500       2.6389378       36.866983       34.323798
0.500       2.7017697       34.831343       34.800498
0.500       2.7646015       33.698098       36.072254
0.500       2.8274334       32.256059       36.936752
0.500       2.8902652       31.243866       38.216255
0.500       2.9530971       30.552896       39.861701
0.500       3.0159289       29.150357       40.511418
0.500       3.0787608       28.411166       42.003663
0.500       3.1415927       27.789400       43.651488
0.500       3.2044245       26.578507       44.304820
0.500       3.2672564       25.668133       45.353852
0.500       3.3300882       25.306728       47.344930
0.500       3.3929201       24.400918       48.283341
0.500       3.4557519       23.692954       49.535568
0.500       3.5185838       22.852083       50.431250
0.500       3.5814156       22.290802       51.875241
0.500       3.6442475       21.525993       52.778500
0.500       3.7070793       20.842885       53.792748
0.500       3.7699112       20.299771       55.100401
0.500       3.8327430       19.746653       56.323919
0.500       3.8955749       19.375946       58.029369
0.500       3.9584067       18.909383       59.416747
0.500       4.0212386       18.351217       60.452553
0.500       4.1469023       17.211047       62.179748
0.500       4.2725660       16.134825       63.753034
0.500       4.3982297       15.691361       67.633926
0.500       4.5238934       15.130214       70.966343
0.500       4.6495571       14.325480       72.948137
0.500       4.7752208       13.668471       75.399869
0.500       4.9008845       13.166179       78.515143
0.500       5.0265482       12.621832       81.208637
0.500       5.1522120       11.860206       82.175745
0.500       5.2778757       11.431399       85.142638
0.500       5.4035394       11.140547       89.045452
0.500       5.5292031       10.654477       91.240996
0.500       5.6548668       10.177945       93.238972
0.500       5.7805305       9.9019760       96.893627
0.500       5.9061942       9.3166290       97.241629
0.500       6.0318579       9.0084680       100.15543
0.500       6.1575216       8.6527688       102.33948
0.500       6.2831853       8.5542284       107.49560
0.500       6.4088490       8.0658446       107.56234
0.500       6.5345127       7.7824213       110.00809
0.500       6.6601764       7.6248227       114.11880
0.500       6.7858401       7.3257585       115.96681
0.500       6.9115038       7.1432979       119.47765
0.500       7.0371675       6.7934188       119.93676
0.500       7.1628313       6.7134499       124.98853
0.500       7.2884950       6.4772811       127.05056
0.500       7.4141587       6.2023987       128.06061
0.500       7.5398224       5.9788323       129.82848
0.500       7.6654861       5.7796430       131.88347
0.500       7.7911498       5.5880706       133.88651
0.500       7.9168135       5.4924625       138.06659
0.500       8.0424772       5.3147531       140.06282
0.500       8.2938046       5.0076234       144.73159
0.500       8.5451320       4.7624643       150.54222
0.500       8.7964594       4.5990659       158.58555
0.500       9.0477868       4.2894014       160.95113
0.500       9.2991143       4.1097232       167.42010
0.500       9.5504417       3.8099884       168.13738
0.500       9.8017691       3.6351194       173.42126
0.500       10.053096       3.4633228       178.26365
0.500       10.304424       3.2816777       181.90194
0.500       10.555751       3.1570383       188.11246
0.500       10.807079       3.0626824       195.83809
0.500       11.058406       2.9264593       200.48891
0.500       11.309734       2.8164306       206.40796
0.500       11.561061       2.7009839       211.43911
0.500       11.812388       2.6007718       217.16292
0.500       12.063716       2.4727352       219.93339
0.500       12.315043       2.3585214       223.16079
0.500       12.566371       2.3200086       233.23270
0.500       12.817698       2.2294161       237.84361
0.500       13.069025       2.1548679       243.68036
0.500       13.320353       2.0450460       244.86151
0.500       13.571680       2.0039838       253.78464
0.500       13.823008       1.9423425       259.89847
0.500       14.074335       1.8723091       264.44263
0.500       14.325663       1.8151524       270.35070
0.500       14.576990       1.7589041       276.00439
0.500       14.828317       1.7215154       284.35233
0.500       15.079645       1.6353363       284.08655
0.500       15.330972       1.5952205       291.20583
0.500       15.582300       1.5652494       300.01878
0.500       15.833627       1.5207817       305.82880
0.500       16.084954       1.4707819       310.08307
0.500       16.587609       1.3773278       318.46298
0.500       17.090264       1.3274289       335.68183
0.500       17.592919       1.2492553       344.61579
0.500       18.095574       1.2014766       360.66388
0.500       18.598229       1.1379314       370.85238
0.500       19.100883       1.0841230       382.74468
0.500       19.603538       1.0318287       393.80503
0.500       20.106193      0.98657289       406.24589
0.500       20.608848      0.95071906       421.58349
0.500       21.111503      0.91517801       436.24782
0.500       21.614157      0.87373731       446.95734
0.500       22.116812      0.84151026       461.20847
0.500       22.619467      0.81196892       476.05461
0.500       23.122122      0.78729744       493.05136
0.500       23.624777      0.75268202       502.78804
0.500       24.127432      0.72634770       516.83046
0.500       24.630086      0.69810040       528.42816
0.500       25.132741      0.67873688       545.87259
0.500       25.635396      0.65114319       555.73386
0.500       26.138051      0.63487684       574.35359
0.500       26.640706      0.61810999       592.07019
0.500       27.143361      0.59381988       601.61110
0.500       27.646015      0.57816292       618.89664
0.500       28.148670      0.56539434       638.84480
0.500       28.651325      0.54406309       648.26661
0.500       29.153980      0.52297883       656.51992
0.500       29.656635      0.51522726       680.82374
0.500       30.159289      0.49910389       693.62467
0.500       30.661944      0.48668060       710.74426
0.500       31.164599      0.47397163       726.78715
0.500       31.667254      0.45905762       738.53090
0.500       32.169909      0.45239291       763.01932
0.500       33.175218      0.43008501       795.54717
0.500       34.180528      0.40379737       816.90217
0.500       35.185838      0.39154635       864.08632
0.500       36.191147      0.37417687       898.57483
0.500       37.196457      0.35714218       931.14247
0.500       38.201767      0.34566762       976.29103
0.500       39.207076      0.32668256       997.44644
0.500       40.212386      0.31748342       1045.8534
0.500       41.217696      0.30034192       1065.4605
0.500       42.223005      0.29044732       1107.6054
0.500       43.228315      0.28665513       1173.0996
0.500       44.233625      0.27871197       1222.0345
0.500       45.238934      0.26398751       1238.1998
0.500       46.244244      0.25699789       1287.5760
0.500       47.249554      0.24984867       1335.1819
0.500       48.254863      0.24503172       1394.8125
0.500       49.260173      0.23775237       1439.7361
0.500       50.265482      0.23052069       1483.1659
0.500       51.270792      0.22269944       1520.5456
0.500       52.276102      0.21603463       1563.5192
0.500       53.281411      0.21117320       1618.2150
0.500       54.286721      0.20319877       1646.9187
0.500       55.292031      0.20053047       1717.2687
0.500       56.297340      0.19623098       1773.7870
0.500       57.302650      0.19099231       1820.5820
0.500       58.307960      0.18599353       1867.8914
0.500       59.313269      0.18280188       1932.4422
0.500       60.318579      0.17790646       1977.9499
0.500       61.323889      0.17146456       2003.2433
0.500       62.329198      0.16866524       2069.0475
0.500       63.334508      0.16770875       2158.4758
0.500       64.339818      0.16208955       2187.0804
0.500       66.350437      0.15246972       2256.2396
0.500       68.361056      0.15007602       2428.8901
0.500       70.371675      0.14280592       2521.2164
0.500       72.382295      0.13937540       2677.6476
0.500       74.392914      0.13638082       2844.5808
0.500       76.403533      0.13058216       2950.4920
0.500       78.414153      0.12682006       3097.7159
0.500       80.424772      0.12387754       3264.6178
0.500       82.435391      0.11989835       3402.7071
0.500       84.446011      0.11544746       3522.0219
0.500       86.456630      0.11084878       3629.0763
0.500       88.467249      0.10739835       3767.1720
0.500       90.477868      0.10599093       3977.0959
0.500       92.488488      0.10211282       4092.7344
0.500       94.499107     0.098774337       4222.7707
0.500       96.509726     0.096220683       4381.7939
0.500       98.520346     0.094902405       4597.5372
0.500       100.53096     0.092587736       4765.6624
0.500       102.54158     0.089485279       4887.8956
0.500       104.55220     0.087806919       5083.9183
0.500       106.56282     0.085678460       5252.4153
0.500       108.57344     0.084945441       5507.8379
0.500       110.58406     0.081966957       5615.4774
0.500       112.59468     0.081066522       5862.2646
0.500       114.60530     0.079632504       6072.6008
0.500       116.61592     0.076752734       6166.4843
0.500       118.62654     0.075825706       6412.5726
0.500       120.63716     0.074933548       6664.8418
0.500       122.64778     0.072562863       6782.0926
0.500       124.65840     0.070816979       6949.7993
0.500       126.66902     0.070540135       7263.0282
0.500       128.67964     0.069612244       7514.2450
0.500       132.70087     0.066698864       7896.0528
0.500       136.72211     0.063619317       8237.1228
0.500       140.74335     0.062952145       8891.2834
0.500       144.76459     0.059303455       9114.5931
0.500       148.78583     0.057626760       9615.6614
0.500       152.80707     0.055194838       9976.9786
0.500       156.82831     0.054586582       10666.686
0.500       160.84954     0.052448861       11057.726
0.500       164.87078     0.051876925       11778.109
0.500       168.89202     0.049730820       12137.333
0.500       172.91326     0.048774870       12774.717
0.500       176.93450     0.047692744       13383.205
0.500       180.95574     0.046377370       13921.738
0.500       184.97698     0.044529547       14278.137
0.500       188.99821     0.043157360       14760.404
0.500       193.01945     0.042280097       15403.148
0.500       197.04069     0.041139285       15943.907
0.500       201.06193     0.040784028       16793.836
0.500       205.08317     0.039006592       17045.052
0.500       209.10441     0.038212413       17699.634
0.500       213.12565     0.037053611       18172.218
0.500       217.14688     0.036451638       18908.110
0.500       221.16812     0.035932532       19693.625
0.500       225.18936     0.035150211       20334.889
0.500       229.21060     0.034637426       21130.996
0.500       233.23184     0.033326953       21420.489
0.500       237.25308     0.032781713       22178.770
0.500       241.27432     0.032359380       23025.217
0.500       245.29555     0.031609984       23635.433
0.500       249.31679     0.031196015       24491.985
0.500       253.33803     0.030341167       24992.155
0.500       257.35927     0.029444251       25426.713
0.500       265.40175     0.028674784       27156.997
0.500       273.44422     0.027172406       28145.218
0.500       281.48670     0.026133441       29528.441
0.500       289.52918     0.024836062       30537.257
0.500       297.57166     0.024157088       32247.015
0.500       305.61413     0.023458895       33923.301
0.500       313.65661     0.022994169       35946.062
0.500       321.69909     0.021277512       35887.285
0.500       329.74156     0.020651741       37510.082
0.500       337.78404     0.020030467       39109.180
0.500       345.82652     0.019673371       41221.513
0.500       353.86900     0.018801957       42208.592
0.500       361.91147     0.018133568       43547.234
0.500       369.95395     0.017218598       44168.337
0.500       377.99643     0.017057418       46670.949
0.500       386.03891     0.016567797       48286.781
0.500       394.08138     0.015694719       48661.060
0.500       402.12386     0.015471335       50965.652
0.500       410.16634     0.014800808       51741.109
0.500       418.20881     0.014130131       52359.560
0.500       426.25129     0.013981011       54853.703
0.500       434.29377     0.013204565       54795.532
0.500       442.33625     0.013175357       57768.384
0.500       450.37872     0.012533839       58008.008
0.500       458.42120     0.011891128       58034.651
0.500       466.46368     0.011911311       61246.788
0.500       474.50615     0.011552396       62527.041
0.500       482.54863     0.011181900       63651.573
0.500       490.59111     0.010724166       64149.432
0.500       498.63359     0.010294241       64656.053
0.500       506.67606    0.0099593014       65628.170
0.500       514.71854    0.0096224867       66476.327
0.750     0.062831853       1247.2449     0.015673341
0.750      0.12566371       1935.2186      0.19454940
0.750      0.18849556       752.18392      0.25520999
0.750      0.25132741       569.45715      0.45798462
0.750      0.31415927       394.24233      0.61927441
0.750      0.37699112       295.62562      0.80242727
0.750      0.43982297       231.06672      0.99595881
0.750      0.50265482       193.00907       1.2418168
0.750      0.56548668       159.22343       1.4586274
0.750      0.62831853       144.26823       1.8129280
0.750      0.69115038       131.79739       2.2044219
0.750      0.75398224       113.71861       2.4693641
0.750      0.81681409       104.59139       2.8875922
0.750      0.87964594       94.559990       3.2606290
0.750      0.94247780       87.932970       3.7293692
0.750       1.0053096       80.519428       4.1444842
0.750       1.0681415       74.017249       4.5697197
0.750       1.1309734       67.510750       4.9476653
0.750       1.1938052       66.762046       5.7544034
0.750       1.2566371       61.518764       6.1845407
0.750       1.3194689       60.287051       7.0160357
0.750       1.3823008       55.319846       7.4021668
0.750       1.4451326       52.561837       8.0364437
0.750       1.5079645       50.160139       8.7136943
0.750       1.5707963       47.212761       9.2702040
0.750       1.6336282       45.694243       10.092329
0.750       1.6964600       43.278924       10.704777
0.750       1.7592919       42.310330       11.671599
0.750       1.8221237       40.253206       12.336852
0.750       1.8849556       38.926089       13.207311
0.750       1.9477874       37.970423       14.214788
0.750       2.0106193       36.498097       15.028998
0.750       2.0734512       34.030432       15.368063
0.750       2.1362830       33.639348       16.614764
0.750       2.1991149       33.167823       17.870264
0.750       2.2619467       31.191443       18.287437
0.750       2.3247786       30.902013       19.669885
0.750       2.3876104       29.038206       20.023059
0.750       2.4504423       28.433430       21.194977
0.750       2.5132741       27.545926       22.153748
0.750       2.5761060       26.716849       23.139111
0.750       2.6389378       25.644442       23.875419
0.750       2.7017697       24.128616       24.107248
0.750       2.7646015       23.387243       25.034961
0.750       2.8274334       22.995705       26.332623
0.750       2.8902652       22.122150       27.058935
0.750       2.9530971       21.397491       27.916842
0.750       3.0159289       20.674800       28.732597
0.750       3.0787608       20.141911       29.778223
0.750       3.1415927       19.447627       30.548262
0.750       3.2044245       18.859958       31.438449
0.750       3.2672564       18.635332       32.927368
0.750       3.3300882       17.953153       33.587540
0.750       3.3929201       17.454964       34.539027
0.750       3.4557519       16.958118       35.454844
0.750       3.5185838       16.346960       36.075382
0.750       3.5814156       16.019970       37.281735
0.750       3.6442475       15.371925       37.689650
0.750       3.7070793       15.000555       38.714462
0.750       3.7699112       14.840448       40.281963
0.750       3.8327430       14.276443       40.721090
0.750       3.8955749       14.053740       42.089798
0.750       3.9584067       13.729592       43.140896
0.750       4.0212386       13.369039       44.040270
0.750       4.1469023       12.543805       45.318025
0.750       4.2725660       12.115776       47.872689
0.750       4.3982297       11.279662       48.618332
0.750       4.5238934       11.038024       51.772447
0.750       4.6495571       10.560468       53.775961
0.750       4.7752208       9.9065635       54.647924
0.750       4.9008845       9.3510704       55.764139
0.750       5.0265482       8.9213418       57.399751
0.750       5.1522120       8.6495758       59.930270
0.750       5.2778757       8.2436197       61.399619
0.750       5.4035394       7.8771829       62.961657
0.750       5.5292031       7.5924582       65.019001
0.750       5.6548668       7.3266240       67.118353
0.750       5.7805305       6.9115375       67.631343
0.750       5.9061942       6.6701514       69.619214
0.750       6.0318579       6.4211042       71.389325
0.750       6.1575216       6.2525930       73.951715
0.750       6.2831853       6.0882206       76.506837
0.750       6.4088490       5.7850431       77.146634
0.750       6.5345127       5.6220037       79.469597
0.750       6.6601764       5.4527698       81.610234
0.750       6.7858401       5.1821672       82.033748
0.750       6.9115038       4.9905010       83.470318
0.750       7.0371675       4.7790261       84.372970
0.750       7.1628313       4.7595002       88.610618
0.750       7.2884950       4.6155095       90.532286
0.750       7.4141587       4.4606887       92.099612
0.750       7.5398224       4.3154706       93.709100
0.750       7.6654861       4.1910595       95.634191
0.750       7.7911498       4.0612066       97.303844
0.750       7.9168135       3.8924627       97.846651
0.750       8.0424772       3.7788631       99.586606
0.750       8.2938046       3.5909321       103.78602
0.750       8.5451320       3.4485448       109.00903
0.750       8.7964594       3.2240232       111.17116
0.750       9.0477868       2.9977719       112.48534
0.750       9.2991143       2.8789017       117.27943
0.750       9.5504417       2.6649003       117.60386
0.750       9.8017691       2.6164508       124.82346
0.750       10.053096       2.5165963       129.53388
0.750       10.304424       2.3362365       129.49656
0.750       10.555751       2.3125163       137.79153
0.750       10.807079       2.2036339       140.90767
0.750       11.058406       2.0722058       141.96483
0.750       11.309734       2.0216133       148.15812
0.750       11.561061       1.9409430       151.94140
0.750       11.812388       1.8595969       155.27525
0.750       12.063716       1.8093483       160.92952
0.750       12.315043       1.7098832       161.78734
0.750       12.566371       1.6712453       168.01190
0.750       12.817698       1.5877235       169.38511
0.750       13.069025       1.5527275       175.58812
0.750       13.320353       1.4958702       179.10651
0.750       13.571680       1.4379410       182.10093
0.750       13.823008       1.4027456       187.69677
0.750       14.074335       1.3467498       190.21329
0.750       14.325663       1.3271964       197.67402
0.750       14.576990       1.2635564       198.27522
0.750       14.828317       1.2167121       200.97115
0.750       15.079645       1.1893684       206.61412
0.750       15.330972       1.1716526       213.88395
0.750       15.582300       1.1342142       217.40022
0.750       15.833627       1.1168602       224.60028
0.750       16.084954       1.0642228       224.36872
0.750       16.587609       1.0148650       234.65505
0.750       17.090264      0.95700471       242.00852
0.750       17.592919      0.90561552       249.82035
0.750       18.095574      0.85523578       256.72797
0.750       18.598229      0.81068782       264.20355
0.750       19.100883      0.77804685       274.68590
0.750       19.603538      0.75881972       289.60913
0.750       20.106193      0.70304652       289.49686
0.750       20.608848      0.67144763       297.74436
0.750       21.111503      0.66184010       315.48649
0.750       21.614157      0.62877638       321.64841
0.750       22.116812      0.61210396       335.47723
0.750       22.619467      0.57718954       338.40426
0.750       23.122122      0.55841755       349.71348
0.750       23.624777      0.53634352       358.27494
0.750       24.127432      0.51488819       366.36710
0.750       24.630086      0.50201271       379.99928
0.750       25.132741      0.49106209       394.93557
0.750       25.635396      0.46876363       400.07763
0.750       26.138051      0.45467944       411.33454
0.750       26.640706      0.44094218       422.36612
0.750       27.143361      0.42573441       431.32026
0.750       27.646015      0.41089109       439.83989
0.750       28.148670      0.40595512       458.69280
0.750       28.651325      0.39533455       471.05234
0.750       29.153980      0.37896018       475.72655
0.750       29.656635      0.36720899       485.23170
0.750       30.159289      0.36314402       504.67580
0.750       30.661944      0.35579291       519.59699
0.750       31.164599      0.33839395       518.89261
0.750       31.667254      0.33811400       543.95707
0.750       32.169909      0.32653361       550.74128
0.750       33.175218      0.31123443       575.70402
0.750       34.180528      0.29376738       594.30603
0.750       35.185838      0.28076484       619.60750
0.750       36.191147      0.27209072       653.41793
0.750       37.196457      0.26081774       680.00501
0.750       38.201767      0.25127505       709.69210
0.750       39.207076      0.24248898       740.38164
0.750       40.212386      0.23274501       766.70830
0.750       41.217696      0.22099618       783.98210
0.750       42.223005      0.21471484       818.80362
0.750       43.228315      0.20940584       856.96675
0.750       44.233625      0.20010383       877.37094
0.750       45.238934      0.19607730       919.67561
0.750       46.244244      0.18813562       942.57159
0.750       47.249554      0.18237424       974.60109
0.750       48.254863      0.17776866       1011.9260
0.750       49.260173      0.17181760       1040.4608
0.750       50.265482      0.17036203       1096.1062
0.750       51.270792      0.16273714       1111.1355
0.750       52.276102      0.15807224       1144.0248
0.750       53.281411      0.15527635       1189.8788
0.750       54.286721      0.15078923       1222.1413
0.750       55.292031      0.14760894       1264.0683
0.750       56.297340      0.14189439       1282.6233
0.750       57.302650      0.13898945       1324.8790
0.750       58.307960      0.13543936       1360.1872
0.750       59.313269      0.13367958       1413.1586
0.750       60.318579      0.13165889       1463.7730
0.750       61.323889      0.12788678       1494.1183
0.750       62.329198      0.12469903       1529.7060
0.750       63.334508      0.12174459       1566.8995
0.750       64.339818      0.12013449       1620.9792
0.750       66.350437      0.11706352       1732.3004
0.750       68.361056      0.11128192       1801.0309
0.750       70.371675      0.10417518       1839.1967
0.750       72.382295      0.10425070       2002.8401
0.750       74.392914     0.099986152       2085.4742
