% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.750       217.14688    0.0032722912       1697.3954
0.750       221.16812    0.0031893018       1747.9680
0.750       225.18936    0.0030440764       1761.0408
0.750       229.21060    0.0031066085       1895.2255
0.750       233.23184    0.0029356178       1886.8322
0.750       237.25308    0.0028564673       1932.5693
0.750       241.27432    0.0027394072       1949.2167
0.750       245.29555    0.0027204619       2034.1451
0.750       249.31679    0.0024322108       1909.5281
0.750       253.33803    0.0025224509       2077.7541
0.750       257.35927    0.0025462039       2198.7856
0.750       265.40175    0.0021126119       2000.7891
0.750       273.44422    0.0022156684       2294.9926
0.750       281.48670    0.0019315338       2182.4597
0.750       289.52918    0.0018768832       2307.7275
0.750       297.57166    0.0016970131       2265.3231
0.750       305.61413    0.0016563582       2395.2168
0.750       313.65661    0.0015122938       2364.1214
0.750       321.69909    0.0014623678       2466.4729
0.750       329.74156    0.0014345314       2605.5620
0.750       337.78404    0.0013784938       2691.4881
0.750       345.82652    0.0013139424       2753.0968
0.750       353.86900    0.0011706322       2627.9571
0.750       361.91147    0.0011690086       2807.3400
0.750       369.95395   0.00098750928       2533.1124
0.750       377.99643    0.0010249175       2804.2858
0.750       386.03891   0.00099400373       2897.0200
0.750       394.08138   0.00083434748       2586.8722
0.750       402.12386   0.00088978772       2931.1375
0.750       410.16634   0.00088654917       3099.2252
0.750       418.20881   0.00077575192       2874.5685
0.750       426.25129   0.00080828096       3171.2445
0.750       434.29377   0.00074690045       3099.4439
0.750       442.33625   0.00071034469       3114.5620
0.750       450.37872   0.00068719846       3180.4314
0.750       458.42120   0.00062132191       3032.3618
0.750       466.46368   0.00059311268       3049.7270
0.750       474.50615   0.00052589882       2846.4136
0.750       482.54863   0.00056795857       3233.0334
0.750       490.59111   0.00049751650       2976.0263
0.750       498.63359   0.00056527442       3550.3745
0.750       506.67606   0.00046028951       3033.1403
0.750       514.71854   0.00040896661       2825.3194
1.000     0.062831853       1012.8626     0.012728007
1.000      0.12566371       1570.4029      0.15787412
1.000      0.18849556       603.18803      0.20465688
1.000      0.25132741       448.08556      0.36037179
1.000      0.31415927       304.05921      0.47761508
1.000      0.37699112       226.54423      0.61491718
1.000      0.43982297       173.55320      0.74806030
1.000      0.50265482       141.68113      0.91157382
1.000      0.56548668       115.44766       1.0576027
1.000      0.62831853       104.04434       1.3074598
1.000      0.69115038       94.066448       1.5733403
1.000      0.75398224       78.540425       1.7054809
1.000      0.81681409       72.039335       1.9888848
1.000      0.87964594       63.754788       2.1984003
1.000      0.94247780       58.727716       2.4907306
1.000       1.0053096       53.395850       2.7483834
1.000       1.0681415       48.478337       2.9929837
1.000       1.1309734       44.119879       3.2334168
1.000       1.1938052       43.197001       3.7232677
1.000       1.2566371       39.520739       3.9730580
1.000       1.3194689       38.583685       4.4902596
1.000       1.3823008       34.966131       4.6787031
1.000       1.4451326       32.476393       4.9654791
1.000       1.5079645       31.706130       5.5079100
1.000       1.5707963       29.153047       5.7241874
1.000       1.6336282       28.025445       6.1898827
1.000       1.6964600       26.603033       6.5800971
1.000       1.7592919       25.554041       7.0492604
1.000       1.8221237       24.392062       7.4757087
1.000       1.8849556       23.569692       7.9970082
1.000       1.9477874       22.822409       8.5439054
1.000       2.0106193       21.953210       9.0397792
1.000       2.0734512       20.433064       9.2275240
1.000       2.1362830       20.105505       9.9302823
1.000       2.1991149       19.224892       10.358047
1.000       2.2619467       18.314026       10.737451
1.000       2.3247786       17.678375       11.252716
1.000       2.3876104       16.806940       11.589089
1.000       2.4504423       16.449598       12.261934
1.000       2.5132741       15.509173       12.473217
1.000       2.5761060       15.155231       13.125746
1.000       2.6389378       14.380583       13.388571
1.000       2.7017697       13.933189       13.920850
1.000       2.7646015       13.624475       14.584369
1.000       2.8274334       12.974840       14.857626
1.000       2.8902652       12.694781       15.527752
1.000       2.9530971       12.611997       16.454598
1.000       3.0159289       12.024412       16.710807
1.000       3.0787608       11.799641       17.444836
1.000       3.1415927       11.418257       17.935757
1.000       3.2044245       10.975463       18.295457
1.000       3.2672564       10.632007       18.786037
1.000       3.3300882       10.215729       19.112031
1.000       3.3929201       9.9071688       19.603820
1.000       3.4557519       9.5714183       20.011251
1.000       3.5185838       9.2841863       20.488860
1.000       3.5814156       9.1462486       21.285185
1.000       3.6442475       8.8626828       21.729966
1.000       3.7070793       8.6004759       22.196699
1.000       3.7699112       8.3275177       22.603682
1.000       3.8327430       8.0702995       23.019136
1.000       3.8955749       7.9087259       23.685985
1.000       3.9584067       7.6312448       23.978770
1.000       4.0212386       7.5141498       24.753102
1.000       4.1469023       7.0702453       25.543250
1.000       4.2725660       6.7964969       26.854788
1.000       4.3982297       6.4976114       28.006428
1.000       4.5238934       6.2222073       29.184471
1.000       4.6495571       5.8296203       29.685563
1.000       4.7752208       5.5483083       30.606328
1.000       4.9008845       5.2941894       31.571349
1.000       5.0265482       5.0267173       32.341807
1.000       5.1522120       4.8485779       33.594316
1.000       5.2778757       4.5886416       34.176837
1.000       5.4035394       4.3737115       34.958706
1.000       5.5292031       4.2884206       36.724446
1.000       5.6548668       4.0759599       37.339396
1.000       5.7805305       3.8650852       37.820949
1.000       5.9061942       3.7098507       38.721294
1.000       6.0318579       3.5799528       39.801630
1.000       6.1575216       3.4279229       40.543304
1.000       6.2831853       3.2870750       41.306602
1.000       6.4088490       3.1708466       42.284930
1.000       6.5345127       3.0655920       43.333547
1.000       6.6601764       2.8989527       43.387896
1.000       6.7858401       2.8303313       44.804167
1.000       6.9115038       2.7771035       46.449388
1.000       7.0371675       2.6419303       46.642873
1.000       7.1628313       2.5304566       47.111107
1.000       7.2884950       2.4804618       48.653756
1.000       7.4141587       2.3655424       48.841234
1.000       7.5398224       2.3280653       50.553212
1.000       7.6654861       2.2460475       51.251703
1.000       7.7911498       2.1665968       51.910238
1.000       7.9168135       2.1144827       53.152739
1.000       8.0424772       2.0330118       53.577158
1.000       8.2938046       1.9085693       55.161947
1.000       8.5451320       1.7504348       55.331511
1.000       8.7964594       1.6845622       58.087277
1.000       9.0477868       1.5741620       59.067251
1.000       9.2991143       1.4959308       60.940571
1.000       9.5504417       1.4418355       63.629183
1.000       9.8017691       1.3521776       64.508566
1.000       10.053096       1.2749438       65.623719
1.000       10.304424       1.2214581       67.704879
1.000       10.555751       1.1427169       68.088904
1.000       10.807079       1.1096144       70.952430
1.000       11.058406       1.0548935       72.269738
1.000       11.309734      0.99217766       72.713797
1.000       11.561061      0.96348722       75.423953
1.000       11.812388      0.91820215       76.669339
1.000       12.063716      0.88666230       78.862727
1.000       12.315043      0.85173399       80.590167
1.000       12.566371      0.80245623       80.671699
1.000       12.817698      0.77283842       82.449698
1.000       13.069025      0.74690075       84.462273
1.000       13.320353      0.73076035       87.496850
1.000       13.571680      0.69839449       88.444722
1.000       13.823008      0.66714149       89.268010
1.000       14.074335      0.64100473       90.534718
1.000       14.325663      0.62392454       92.927974
1.000       14.576990      0.60293157       94.611046
1.000       14.828317      0.57931148       95.688117
1.000       15.079645      0.55709830       96.777729
1.000       15.330972      0.54247939       99.029045
1.000       15.582300      0.52103740       99.869714
1.000       15.833627      0.50207647       100.96744
1.000       16.084954      0.49255630       103.84501
1.000       16.587609      0.47082920       108.86419
1.000       17.090264      0.43982806       111.22426
1.000       17.592919      0.40833013       112.64071
1.000       18.095574      0.38375299       115.19645
1.000       18.598229      0.35863535       116.87943
1.000       19.100883      0.34416571       121.50614
1.000       19.603538      0.32642103       124.58099
1.000       20.106193      0.30849447       127.03026
1.000       20.608848      0.29216699       129.55750
1.000       21.111503      0.27413953       130.67706
1.000       21.614157      0.26366713       134.87802
1.000       22.116812      0.25302982       138.67864
1.000       22.619467      0.23931414       140.30906
1.000       23.122122      0.22564458       141.31174
1.000       23.624777      0.21958635       146.68265
1.000       24.127432      0.20742457       147.59231
1.000       24.630086      0.20093897       152.10106
1.000       25.132741      0.19345016       155.58185
1.000       25.635396      0.18236506       155.64386
1.000       26.138051      0.17731537       160.41177
1.000       26.640706      0.17063381       163.44533
1.000       27.143361      0.16346876       165.61355
1.000       27.646015      0.15797935       169.10958
1.000       28.148670      0.15149620       171.17709
1.000       28.651325      0.14802899       176.38074
1.000       29.153980      0.13976695       175.45603
1.000       29.656635      0.13554048       179.10383
1.000       30.159289      0.13047269       181.32313
1.000       30.661944      0.12864129       187.86666
1.000       31.164599      0.12229885       187.53280
1.000       31.667254      0.11857945       190.77037
1.000       32.169909      0.11602764       195.69567
1.000       33.175218      0.10820292       200.14770
1.000       34.180528      0.10059335       203.50534
1.000       35.185838     0.096025314       211.91401
1.000       36.191147     0.091199431       219.01277
1.000       37.196457     0.084521604       220.36505
1.000       38.201767     0.081443918       230.02723
1.000       39.207076     0.076559329       233.75545
1.000       40.212386     0.073301661       241.47023
1.000       41.217696     0.069344689       245.99971
1.000       42.223005     0.065656158       250.37626
1.000       43.228315     0.063294854       259.02613
1.000       44.233625     0.059861126       262.46580
1.000       45.238934     0.057710350       270.68305
1.000       46.244244     0.055529461       278.20618
1.000       47.249554     0.052769094       281.99605
1.000       48.254863     0.050880010       289.62811
1.000       49.260173     0.048971030       296.54957
1.000       50.265482     0.046666666       300.25248
1.000       51.270792     0.044421386       303.30003
1.000       52.276102     0.043172983       312.45818
1.000       53.281411     0.041473988       317.81414
1.000       54.286721     0.039785230       322.45785
1.000       55.292031     0.038429051       329.09216
1.000       56.297340     0.036728137       331.99596
1.000       57.302650     0.035585744       339.21139
1.000       58.307960     0.034641882       347.90067
1.000       59.313269     0.033414566       353.23333
1.000       60.318579     0.032420433       360.44779
1.000       61.323889     0.031431237       367.21532
1.000       62.329198     0.030011581       368.15759
1.000       63.334508     0.029833032       383.96254
1.000       64.339818     0.028519141       384.80985
1.000       66.350437     0.026535616       392.67277
1.000       68.361056     0.025682425       415.65459
1.000       70.371675     0.024403053       430.83214
1.000       72.382295     0.022972576       441.34377
1.000       74.392914     0.021271305       443.66903
1.000       76.403533     0.020843143       470.94891
1.000       78.414153     0.019590902       478.52876
1.000       80.424772     0.018473542       486.84415
1.000       82.435391     0.017604659       499.61906
1.000       84.446011     0.016696048       509.35590
1.000       86.456630     0.016204960       530.53388
1.000       88.467249     0.015295494       536.51434
1.000       90.477868     0.014966843       561.60059
1.000       92.488488     0.014274116       572.11392
1.000       94.499107     0.013669825       584.40826
1.000       96.509726     0.013018092       592.83094
1.000       98.520346     0.012650816       612.86746
1.000       100.53096     0.011903719       612.70646
1.000       102.54158     0.011755180       642.09547
1.000       104.55220     0.011156751       645.96292
1.000       106.56282     0.010866615       666.16480
1.000       108.57344     0.010269791       665.89027
1.000       110.58406     0.010119606       693.28449
1.000       112.59468    0.0096317972       696.51618
1.000       114.60530    0.0092506602       705.43515
1.000       116.61592    0.0090828693       729.73780
1.000       118.62654    0.0088220008       746.07575
1.000       120.63716    0.0085580366       761.18057
1.000       122.64778    0.0082798657       773.87817
1.000       124.65840    0.0078183077       767.26895
1.000       126.66902    0.0076785591       790.60795
1.000       128.67964    0.0074704150       806.38872
1.000       132.70087    0.0072114549       853.71812
1.000       136.72211    0.0067939624       879.64954
1.000       140.74335    0.0062240629       879.07897
1.000       144.76459    0.0057590828       885.13724
1.000       148.78583    0.0055920262       933.09133
1.000       152.80707    0.0052620500       951.16432
1.000       156.82831    0.0048698412       951.60870
1.000       160.84954    0.0048355133       1019.4650
1.000       164.87078    0.0045776837       1039.3149
1.000       168.89202    0.0044238670       1079.6916
1.000       172.91326    0.0042596469       1115.6520
1.000       176.93450    0.0039038413       1095.4687
1.000       180.95574    0.0039125938       1174.4975
1.000       184.97698    0.0036844343       1181.3922
1.000       188.99821    0.0035443899       1212.2295
1.000       193.01945    0.0033329754       1214.2430
1.000       197.04069    0.0032282413       1251.1345
1.000       201.06193    0.0031597458       1301.1038
1.000       205.08317    0.0029667749       1296.4176
1.000       209.10441    0.0028506819       1320.4093
1.000       213.12565    0.0027710817       1359.0227
1.000       217.14688    0.0026610193       1380.3178
1.000       221.16812    0.0025852311       1416.8935
1.000       225.18936    0.0024451308       1414.5424
1.000       229.21060    0.0023336952       1423.7000
1.000       233.23184    0.0023734261       1525.4904
1.000       237.25308    0.0022783643       1541.4484
1.000       241.27432    0.0020928624       1489.1698
1.000       245.29555    0.0020826377       1557.2309
1.000       249.31679    0.0019298412       1515.1179
1.000       253.33803    0.0019411007       1598.8934
1.000       257.35927    0.0018757600       1619.8208
1.000       265.40175    0.0017057246       1615.4388
1.000       273.44422    0.0015699065       1626.1114
1.000       281.48670    0.0014872746       1680.4866
1.000       289.52918    0.0014981387       1842.0411
1.000       297.57166    0.0013134828       1753.3528
1.000       305.61413    0.0012437782       1798.5954
1.000       313.65661    0.0012333630       1928.0776
1.000       321.69909    0.0012144884       2048.3922
1.000       329.74156    0.0010156359       1844.7155
1.000       337.78404    0.0010061160       1964.4261
1.000       345.82652   0.00093871541       1966.8855
1.000       353.86900   0.00096646027       2169.6107
1.000       361.91147   0.00095217830       2286.6284
1.000       369.95395   0.00093896953       2408.6005
1.000       377.99643   0.00086810188       2375.2211
1.000       386.03891   0.00072989431       2127.2742
1.000       394.08138   0.00074781089       2318.5678
1.000       402.12386   0.00062332606       2053.3599
1.000       410.16634   0.00063754215       2228.7390
1.000       418.20881   0.00056242279       2084.0720
1.000       426.25129   0.00055142894       2163.5002
1.000       434.29377   0.00055699006       2311.3648
1.000       442.33625   0.00048111722       2109.4962
1.000       450.37872   0.00048957883       2265.8256
1.000       458.42120   0.00055096318       2688.9759
1.000       466.46368   0.00048446433       2491.0679
1.000       474.50615   0.00040419815       2187.7119
1.000       482.54863   0.00041651996       2370.9879
1.000       490.59111   0.00035823109       2142.8539
1.000       498.63359   0.00033775393       2121.3643
1.000       506.67606   0.00038756855       2553.9357
1.000       514.71854   0.00034238525       2365.3463
1.250     0.062831853       832.79468     0.010465207
1.250      0.12566371       1290.1999      0.12970504
1.250      0.18849556       492.04787      0.16694791
1.250      0.25132741       359.85232      0.28941041
1.250      0.31415927       240.38541      0.37759653
1.250      0.37699112       178.42047      0.48429312
1.250      0.43982297       134.88846      0.58140501
1.250      0.50265482       108.61864      0.69885032
1.250      0.56548668       87.736352      0.80374255
1.250      0.62831853       78.922305      0.99176693
1.250      0.69115038       70.609114       1.1809967
1.250      0.75398224       57.683527       1.2525798
1.250      0.81681409       53.181373       1.4682482
1.250      0.87964594       46.558327       1.6054299
1.250      0.94247780       42.691203       1.8105980
1.250       1.0053096       38.684401       1.9911579
1.250       1.0681415       35.018588       2.1619978
1.250       1.1309734       31.939364       2.3407425
1.250       1.1938052       31.192490       2.6885660
1.250       1.2566371       28.281917       2.8432084
1.250       1.3194689       27.394339       3.1880753
1.250       1.3823008       24.977780       3.3421946
1.250       1.4451326       22.890304       3.4998138
1.250       1.5079645       22.454859       3.9008021
1.250       1.5707963       20.490508       4.0233019
1.250       1.6336282       19.667611       4.3439170
1.250       1.6964600       18.922940       4.6804733
1.250       1.7592919       18.018460       4.9705179
1.250       1.8221237       17.375051       5.3251266
1.250       1.8849556       16.679989       5.6593869
1.250       1.9477874       16.068172       6.0153570
1.250       2.0106193       15.484019       6.3759295
1.250       2.0734512       14.309318       6.4620545
1.250       2.1362830       13.866185       6.8486285
1.250       2.1991149       13.303743       7.1678324
1.250       2.2619467       12.648604       7.4158335
1.250       2.3247786       12.197420       7.7639553
1.250       2.3876104       11.743612       8.0977123
1.250       2.4504423       11.513478       8.5824289
1.250       2.5132741       10.874468       8.7457661
1.250       2.5761060       10.710432       9.2761642
1.250       2.6389378       10.208103       9.5039201
1.250       2.7017697       9.9652452       9.9564203
1.250       2.7646015       9.7105437       10.394688
1.250       2.8274334       9.2845655       10.631854
1.250       2.8902652       9.1935655       11.245204
1.250       2.9530971       9.0599272       11.820290
1.250       3.0159289       8.5619369       11.898867
1.250       3.0787608       8.4004436       12.419392
1.250       3.1415927       8.0529235       12.649503
1.250       3.2044245       7.7634770       12.941263
1.250       3.2672564       7.4818909       13.219994
1.250       3.3300882       7.2903618       13.639126
1.250       3.3929201       7.0327318       13.916025
1.250       3.4557519       6.8401489       14.300904
1.250       3.5185838       6.6791201       14.739855
1.250       3.5814156       6.6173113       15.399832
1.250       3.6442475       6.3811238       15.645557
1.250       3.7070793       6.1061359       15.759135
1.250       3.7699112       5.9862203       16.248614
1.250       3.8327430       5.8636888       16.725160
1.250       3.8955749       5.6592248       16.948914
1.250       3.9584067       5.4862790       17.238894
1.250       4.0212386       5.3821743       17.729951
1.250       4.1469023       5.0751313       18.335339
1.250       4.2725660       4.8577456       19.194260
1.250       4.3982297       4.6660738       20.112015
1.250       4.5238934       4.4999451       21.106419
1.250       4.6495571       4.1827012       21.299130
1.250       4.7752208       3.9910178       22.015792
1.250       4.9008845       3.8141515       22.745297
1.250       5.0265482       3.6530433       23.503614
1.250       5.1522120       3.5096075       24.316999
1.250       5.2778757       3.3457165       24.919359
1.250       5.4035394       3.1510511       25.186085
1.250       5.5292031       3.1314234       26.816350
1.250       5.6548668       2.9345996       26.883527
1.250       5.7805305       2.8342262       27.733702
1.250       5.9061942       2.7391353       28.589523
1.250       6.0318579       2.6798812       29.794706
1.250       6.1575216       2.5384106       30.022715
1.250       6.2831853       2.4225536       30.442706
1.250       6.4088490       2.3652929       31.542442
1.250       6.5345127       2.2789903       32.214572
1.250       6.6601764       2.1843029       32.691913
1.250       6.7858401       2.1113547       33.422762
1.250       6.9115038       2.0420236       34.154559
1.250       7.0371675       1.9429509       34.302499
1.250       7.1628313       1.9107611       35.573844
1.250       7.2884950       1.8484533       36.257037
1.250       7.4141587       1.8219525       37.617760
1.250       7.5398224       1.7157327       37.256601
1.250       7.6654861       1.6588847       37.853458
1.250       7.7911498       1.6072039       38.507550
1.250       7.9168135       1.5728439       39.537311
1.250       8.0424772       1.5072159       39.720548
1.250       8.2938046       1.4235873       41.144876
1.250       8.5451320       1.3552228       42.838799
1.250       8.7964594       1.2499083       43.099488
1.250       9.0477868       1.2169455       45.663423
1.250       9.2991143       1.1199008       45.622024
1.250       9.5504417       1.0697701       47.209681
1.250       9.8017691       1.0080451       48.090979
1.250       10.053096      0.95931890       49.377922
1.250       10.304424      0.90981796       50.430807
1.250       10.555751      0.89180634       53.138374
1.250       10.807079      0.83136007       53.159926
1.250       11.058406      0.79341024       54.355772
1.250       11.309734      0.77863741       57.064057
1.250       11.561061      0.73254633       57.345379
1.250       11.812388      0.70047512       58.489260
1.250       12.063716      0.67522728       60.056985
1.250       12.315043      0.64591389       61.115688
1.250       12.566371      0.61473593       61.799996
1.250       12.817698      0.58825779       62.757850
1.250       13.069025      0.57064459       64.530581
1.250       13.320353      0.55593931       66.564830
1.250       13.571680      0.53384692       67.606408
1.250       13.823008      0.50894047       68.099652
1.250       14.074335      0.49128420       69.388376
1.250       14.325663      0.46731092       69.601778
1.250       14.576990      0.45689045       71.694509
1.250       14.828317      0.43633841       72.072456
1.250       15.079645      0.42856013       74.448397
1.250       15.330972      0.41397841       75.571325
1.250       15.582300      0.39314834       75.356609
1.250       15.833627      0.38992346       78.413501
1.250       16.084954      0.37507924       79.077474
1.250       16.587609      0.34859957       80.602496
1.250       17.090264      0.32787229       82.912744
1.250       17.592919      0.31336142       86.442930
1.250       18.095574      0.29983227       90.004805
1.250       18.598229      0.27656404       90.132354
1.250       19.100883      0.25969870       91.685445
1.250       19.603538      0.25000512       95.416294
1.250       20.106193      0.23927718       98.528322
1.250       20.608848      0.22610792       100.26450
1.250       21.111503      0.21544279       102.69745
1.250       21.614157      0.20622390       105.49313
1.250       22.116812      0.19613646       107.49696
1.250       22.619467      0.18693731       109.60071
1.250       23.122122      0.17646335       110.51159
1.250       23.624777      0.17161107       114.63539
1.250       24.127432      0.16316891       116.10234
1.250       24.630086      0.15445558       116.91538
1.250       25.132741      0.14686709       118.11753
1.250       25.635396      0.14429322       123.15053
1.250       26.138051      0.13725178       124.16747
1.250       26.640706      0.13218247       126.61388
1.250       27.143361      0.12709450       128.76204
1.250       27.646015      0.12144797       130.00443
1.250       28.148670      0.11827484       133.63995
1.250       28.651325      0.11274277       134.33621
1.250       29.153980      0.11002757       138.12278
1.250       29.656635      0.10859818       143.50215
1.250       30.159289      0.10314084       143.33896
1.250       30.661944     0.099617849       145.48107
1.250       31.164599     0.095618976       146.62195
1.250       31.667254     0.093463446       150.36379
1.250       32.169909     0.090797539       153.14183
1.250       33.175218     0.085494437       158.14282
1.250       34.180528     0.080206644       162.26203
1.250       35.185838     0.074737292       164.93442
1.250       36.191147     0.070087419       168.31289
1.250       37.196457     0.067062411       174.84537
1.250       38.201767     0.063703581       179.92207
1.250       39.207076     0.060906138       185.96221
1.250       40.212386     0.057791811       190.37771
1.250       41.217696     0.055265496       196.05389
1.250       42.223005     0.051730944       197.27320
1.250       43.228315     0.050281587       205.77099
1.250       44.233625     0.047886125       209.96047
1.250       45.238934     0.045313547       212.53742
1.250       46.244244     0.043885528       219.86932
1.250       47.249554     0.041757602       223.15105
1.250       48.254863     0.040165720       228.63835
1.250       49.260173     0.038614559       233.83479
1.250       50.265482     0.037117833       238.81546
1.250       51.270792     0.036457196       248.92218
1.250       52.276102     0.034560157       250.12410
1.250       53.281411     0.033498945       256.70158
1.250       54.286721     0.031374049       254.28554
1.250       55.292031     0.030142900       258.13263
1.250       56.297340     0.029961728       270.83248
1.250       57.302650     0.029007808       276.50901
1.250       58.307960     0.028109947       282.30191
1.250       59.313269     0.027095640       286.43446
1.250       60.318579     0.026200296       291.29280
1.250       61.323889     0.025432645       297.13297
1.250       62.329198     0.024402290       299.34739
1.250       63.334508     0.023337541       300.36308
1.250       64.339818     0.023274923       314.04942
1.250       66.350437     0.022019348       325.84125
1.250       68.361056     0.020974479       339.45931
1.250       70.371675     0.019286491       340.50003
1.250       72.382295     0.018579813       356.95104
1.250       74.392914     0.016799139       350.39024
1.250       76.403533     0.016600828       375.09418
1.250       78.414153     0.015753288       384.79093
1.250       80.424772     0.014859375       391.59785
1.250       82.435391     0.014396733       408.57832
1.250       84.446011     0.013868560       423.09611
1.250       86.456630     0.013438857       439.97449
1.250       88.467249     0.012527604       439.42609
1.250       90.477868     0.011526896       432.52349
1.250       92.488488     0.011205507       449.12250
1.250       94.499107     0.010904139       466.17046
1.250       96.509726     0.010640064       484.53791
1.250       98.520346     0.010382816       502.99443
1.250       100.53096    0.0097741039       503.09125
1.250       102.54158    0.0095526416       521.78767
1.250       104.55220    0.0088794112       514.10757
1.250       106.56282    0.0088871941       544.81878
1.250       108.57344    0.0084091417       545.24633
1.250       110.58406    0.0082286746       563.73858
1.250       112.59468    0.0078654947       568.78734
1.250       114.60530    0.0075349844       574.60146
1.250       116.61592    0.0074442358       598.08637
1.250       118.62654    0.0071224385       602.34393
1.250       120.63716    0.0068509510       609.34663
1.250       122.64778    0.0067063330       626.80784
1.250       124.65840    0.0065659655       644.36725
1.250       126.66902    0.0062460585       643.11330
1.250       128.67964    0.0061366194       662.41309
1.250       132.70087    0.0055886566       661.60538
1.250       136.72211    0.0055068690       713.00287
1.250       140.74335    0.0050324880       710.78241
1.250       144.76459    0.0046691276       717.61751
1.250       148.78583    0.0047945225       800.01903
1.250       152.80707    0.0044391009       802.40863
1.250       156.82831    0.0041181525       804.72229
1.250       160.84954    0.0040984839       864.07809
1.250       164.87078    0.0037546449       852.45256
1.250       168.89202    0.0035834709       874.58403
1.250       172.91326    0.0033399213       874.76499
1.250       176.93450    0.0031759754       891.22004
1.250       180.95574    0.0032172505       965.76665
1.250       184.97698    0.0028550020       915.43962
1.250       188.99821    0.0028122058       961.81258
1.250       193.01945    0.0027390128       997.85529
1.250       197.04069    0.0026105067       1011.7258
1.250       201.06193    0.0024574880       1011.9317
1.250       205.08317    0.0023958256       1046.9249
1.250       209.10441    0.0022371980       1036.2493
1.250       213.12565    0.0022851985       1120.7308
1.250       217.14688    0.0021959207       1139.0629
1.250       221.16812    0.0020119450       1102.6913
1.250       225.18936    0.0020558806       1189.3557
1.250       229.21060    0.0019452029       1186.6954
1.250       233.23184    0.0018292849       1175.7504
1.250       237.25308    0.0017885188       1210.0389
1.250       241.27432    0.0016757317       1192.3617
1.250       245.29555    0.0016054329       1200.4151
1.250       249.31679    0.0015261596       1198.1876
1.250       253.33803    0.0015248623       1256.0359
1.250       257.35927    0.0014771043       1275.5600
1.250       265.40175    0.0014538984       1376.9420
1.250       273.44422    0.0013026481       1349.2848
1.250       281.48670    0.0011943527       1349.5112
1.250       289.52918    0.0011464709       1409.6469
1.250       297.57166    0.0010743726       1434.1675
1.250       305.61413    0.0010256520       1483.1689
1.250       313.65661    0.0010226444       1598.6679
1.250       321.69909    0.0010064124       1697.4450
1.250       329.74156   0.00085686238       1556.3326
1.250       337.78404   0.00077109089       1505.5432
1.250       345.82652   0.00081615103       1710.0770
1.250       353.86900   0.00065263523       1465.1035
1.250       361.91147   0.00071471809       1716.3746
1.250       369.95395   0.00064238572       1647.8176
1.250       377.99643   0.00067679453       1851.7834
1.250       386.03891   0.00059484320       1733.6682
1.250       394.08138   0.00052295070       1621.3948
1.250       402.12386   0.00047752395       1573.0587
1.250       410.16634   0.00049655934       1735.8870
1.250       418.20881   0.00045227694       1675.9237
1.250       426.25129   0.00044208732       1734.5045
1.250       434.29377   0.00039575456       1642.2791
1.250       442.33625   0.00041505611       1819.8461
1.250       450.37872   0.00042646710       1973.7375
1.250       458.42120   0.00039311443       1918.5951
1.250       466.46368   0.00029210763       1501.9887
1.250       474.50615   0.00029745857       1609.9867
1.250       482.54863   0.00034152322       1944.0784
1.250       490.59111   0.00029283688       1751.6811
1.250       498.63359   0.00030672705       1926.4907
1.250       506.67606   0.00028370036       1869.4821
1.250       514.71854   0.00026573213       1835.7932
1.500     0.062831853       693.37457    0.0087132018
1.500      0.12566371       1072.8563      0.10785528
1.500      0.18849556       407.19855      0.13815921
1.500      0.25132741       293.63331      0.23615392
1.500      0.31415927       193.50688      0.30395989
1.500      0.37699112       143.10315      0.38843004
1.500      0.43982297       107.03983      0.46137004
1.500      0.50265482       85.386811      0.54937718
1.500      0.56548668       68.323903      0.62590736
1.500      0.62831853       61.220868      0.76932411
1.500      0.69115038       54.212487      0.90674935
1.500      0.75398224       43.638322      0.94759256
1.500      0.81681409       40.352701       1.1140701
1.500      0.87964594       35.173009       1.2128400
1.500      0.94247780       32.084987       1.3607725
1.500       1.0053096       28.984903       1.4919067
1.500       1.0681415       26.209426       1.6181327
1.500       1.1309734       23.920529       1.7530656
1.500       1.1938052       23.212053       2.0007104
1.500       1.2566371       20.857053       2.0967797
1.500       1.3194689       19.975968       2.3247464
1.500       1.3823008       18.398408       2.4618305
1.500       1.4451326       16.795037       2.5678777
1.500       1.5079645       16.299831       2.8315660
1.500       1.5707963       14.943674       2.9341836
1.500       1.6336282       14.304190       3.1593168
1.500       1.6964600       13.858298       3.4277650
1.500       1.7592919       13.128276       3.6215263
1.500       1.8221237       12.604540       3.8630548
1.500       1.8849556       12.018228       4.0776888
1.500       1.9477874       11.506823       4.3077488
1.500       2.0106193       11.129552       4.5828693
1.500       2.0734512       10.251659       4.6296251
1.500       2.1362830       9.9021426       4.8907537
1.500       2.1991149       9.5978068       5.1711365
1.500       2.2619467       9.1051796       5.3383358
1.500       2.3247786       8.9027345       5.6668074
1.500       2.3876104       8.5218010       5.8761387
1.500       2.4504423       8.4197330       6.2762756
1.500       2.5132741       7.9278827       6.3759816
1.500       2.5761060       7.7914638       6.7480841
1.500       2.6389378       7.4470066       6.9332918
1.500       2.7017697       7.2739838       7.2675421
1.500       2.7646015       7.0885686       7.5879846
1.500       2.8274334       6.7948124       7.7808111
1.500       2.8902652       6.7067602       8.2034425
1.500       2.9530971       6.4184051       8.3739539
1.500       3.0159289       6.2036041       8.6213971
