alpha,ACF+APS,ACF,APS,ACF_NW+APSNW,ACFNW,APSNW
0.8048999999999995,114.29184527252511,115.84793100630074,112.73575953874949,109.47559904255814,111.87890430137791,107.07229378373836
0.8049999999999995,114.2752509892475,115.83000000000007,112.72050197849494,109.4747534207341,111.87799999999999,107.07150684146822
0.8050999999999995,114.25865046376943,115.81207097577169,112.70522995176717,109.47397020894604,111.87722019332396,107.07072022456813
0.8051999999999995,114.24203609455245,115.7941287466055,112.68994344249938,109.47323824766647,111.87654259287231,107.06993390246062
0.8052999999999995,114.22539906219788,115.7761556830388,112.67464244135698,109.47260315298489,111.87593552186716,107.06927078410261
0.8053999999999994,114.20873054986262,115.75813415560904,112.65932694411619,109.47192620667231,111.87536730353078,107.06848510981384
0.8054999999999994,114.19202174937512,115.74004653485363,112.6439969638966,109.47125309438542,111.87480626108535,107.06769992768547
0.8055999999999994,114.17526385680978,115.72187519130992,112.62865252230965,109.47056799691427,111.8742207177531,107.06691527607545
0.8056999999999994,114.15844806768256,115.70360249551534,112.61329363984977,109.46985505675704,111.87357899675624,107.06613111675783
0.8057999999999994,114.14156558593592,115.68521081800723,112.59792035386462,109.4690984037037,111.87284942131697,107.06534738609041
0.8058999999999994,114.12460761327154,115.66668252932303,112.58253269722005,109.46828216092624,111.8720003146575,107.06456400719497
0.8059999999999994,114.10756535484765,115.64800000000012,112.56713070969519,109.46739046978473,111.87100000000004,107.06378093956943
0.8060999999999994,114.09043356779013,115.62915278758604,112.55171434799422,109.4664121371928,111.86982608904437,107.06299818534124
0.8061999999999994,114.07322137074685,115.61015919766882,112.53628354382488,109.46535455111928,111.8684933474006,107.06221575483796
0.8062999999999994,114.05594148319645,115.59104472284663,112.52083824354625,109.46422977445062,111.86702582915642,107.0614337197448
0.8063999999999993,114.0386066284282,115.57183485571765,112.50537840113874,109.46304989770083,111.86544758839946,107.06065220700219
0.8064999999999993,114.02122954575873,115.55255508888013,112.48990400263735,109.46182700541468,111.86378267921744,107.05987133161192
0.8065999999999993,114.00382299425502,115.53323091493218,112.47441507357784,109.46057316681897,111.86205515569804,107.0590911779399
0.8066999999999993,113.98639972036037,115.51388782647203,112.45891161424869,109.45930039564978,111.8602890719289,107.05831171937065
0.8067999999999993,113.96897246497221,115.49455131609787,112.44339361384655,109.45802064018079,111.85850848199777,107.05753279836381
0.8068999999999993,113.9515539605222,115.47524687640785,112.42786104463657,109.45674584708112,111.85673743999226,107.05675425416997
0.8069999999999993,113.93415694412937,115.45600000000019,112.41231388825857,109.45548799469879,111.85500000000005,107.05597598939754
0.8070999999999993,113.91679099570271,115.43682987388496,112.39675211752046,109.4542567286723,111.85331545049873,107.0551980068459
0.8071999999999993,113.89945308383659,115.41773046272013,112.38117570495307,109.45305222328241,111.8516840175255,107.05442042903931
0.8072999999999992,113.8821370414339,115.39868942557558,112.3655846572922,109.45187227145455,111.85010116150738,107.05364338140171
0.8073999999999992,113.864836707819,115.37969442152117,112.34997899411682,109.45071466165457,111.84856234287156,107.05286698043759
0.8074999999999992,113.84754591550356,115.36073310962674,112.33435872138038,109.449577162426,111.84706302204502,107.05209130280697
0.8075999999999992,113.83025847369242,115.3417931489622,112.31872379842265,109.4484575008167,111.84559865945488,107.05131634217852
0.8076999999999992,113.81296817061633,115.32286219859739,112.30307414263528,109.44735338716646,111.84416471552824,107.05054205880468
0.8077999999999992,113.7956687824126,115.30392791760221,112.28740964722299,109.44626252535042,111.84275665069217,107.04976840000866
0.8078999999999992,113.77835412812016,115.2849779650465,112.27173029119383,109.44518262171016,111.84136992537373,107.04899531804658
0.8079999999999992,113.76101806491313,115.26600000000018,112.25603612982609,109.44411137764126,111.84000000000003,107.04822275528248
0.8080999999999992,113.74365547378122,115.2469837168751,112.24032723068734,109.44304637918492,111.83864210896097,107.04745064940886
0.8081999999999991,113.72626528880967,115.22792695145164,112.2246036261677,109.44198475492004,111.83729058249769,107.0466789273424
0.8082999999999991,113.70884742763506,115.20882957485203,112.2088652804181,109.44092355725172,111.83593952481421,107.04590758968925
0.8083999999999991,113.69140178775166,115.18969145819867,112.19311211730466,109.4398598770218,111.83458304011452,107.0451367139291
0.8084999999999991,113.67392827281168,115.17051247261385,112.1773440730095,109.43879081340344,111.83321523260263,107.04436639420425
0.8085999999999991,113.65642677513011,115.15129248921997,112.16156106104027,109.4377134893968,111.83183020648255,107.04359677231103
0.8086999999999991,113.63889719606246,115.13203137913932,112.14576301298561,109.43662499697805,111.83042206595825,107.04282792799786
0.8087999999999991,113.62133944342975,115.11272901349426,112.12994987336522,109.43552236771987,111.82898491523372,107.04205982020602
0.8088999999999991,113.60375343304665,115.0933852634071,112.1141216026862,109.43440261470866,111.827512858513,107.04129237090432
0.808999999999999,113.58613909452515,115.07400000000018,112.0982781890501,109.43326275139708,111.826,107.04052550279415
0.809099999999999,113.56849694303764,115.05457425861563,112.08241962745966,109.43210064641598,111.82444211365765,107.0397591791743
0.809199999999999,113.55082981139417,115.03511373147441,112.06654589131392,109.43091752119298,111.82284165248397,107.038993389902
0.809299999999999,113.5331411189645,115.01562527501736,112.05065696291163,109.42971543525147,111.82120273923596,107.03822813126698
0.809399999999999,113.51543430191789,114.99611574568524,112.03475285815054,109.42849645327058,111.8195294966705,107.03746340987068
0.809499999999999,113.49771279634672,114.97659199991888,112.01883359277456,109.42726264374764,111.81782604754456,107.0366992399507
0.809599999999999,113.47998001495297,114.95706089415897,112.00289913574697,109.42601610198301,111.81609651461504,107.03593568935099
0.809699999999999,113.46223934837235,114.9375292848464,111.9869494118983,109.42475891825137,111.8143450206389,107.03517281586383
0.809799999999999,113.44449415047791,114.91800402842186,111.97098427253394,109.42349316839292,111.81257568837303,107.03441064841282
0.809899999999999,113.42674777859793,114.89849198132623,111.95500357586964,109.42222091910426,111.81079264057445,107.03364919763406
0.8099999999999989,113.40900361428844,114.8790000000002,111.93900722857667,109.42094420782718,111.80900000000003,107.03288841565434
0.8100999999999989,113.39126321932311,114.8595312486636,111.92299518998261,109.41966484661904,111.80720143640858,107.03212825682952
0.8101999999999989,113.37352080252093,114.84007412265193,111.90696748238993,109.41838374553416,111.80539880756652,107.03136868350178
0.8102999999999989,113.3557687369151,114.82061332507972,111.89092414875047,109.41710159730911,111.80359351824211,107.03060967637613
0.8103999999999989,113.33799938365641,114.80113355906155,111.87486520825125,109.41581912005111,111.80178697320359,107.02985126689863
0.8104999999999989,113.32020508893264,114.78161952771191,111.85879065015337,109.41453707279753,111.79998057721927,107.02909356837579
0.8105999999999989,113.30237818070427,114.76205593414531,111.84270042726324,109.41325620680992,111.79817573505741,107.02833667856243
0.8106999999999989,113.28451095676769,114.74242748147633,111.82659443205904,109.41197722005802,111.7963738514863,107.02758058862976
0.8107999999999989,113.26659570168644,114.72271887281947,111.8104725305534,109.41070077815837,111.79457633127417,107.02682522504257
0.8108999999999988,113.24862471910967,114.70291481128925,111.79433462693011,109.40942754170422,111.79278457918933,107.02607050421912
0.8109999999999988,113.23059034100146,114.68300000000019,111.77818068200274,109.40815819364124,111.79100000000003,107.02531638728247
0.8110999999999988,113.21248873244886,114.66296674673129,111.76201071816644,109.40689402631394,111.78922514070814,107.02456291191973
0.8111999999999988,113.19433126810435,114.64283777791918,111.74582475828953,109.4056386237634,111.78746711725006,107.02381013027673
0.8112999999999988,113.17613308782796,114.62264342466504,111.72962275099087,109.40439613839773,111.7857341877958,107.02305808899966
0.8113999999999988,113.1579092991608,114.60241401806985,111.71340458025176,109.40317069581116,111.78403461051525,107.02230678110705
0.8114999999999988,113.1396750005093,114.58217988923482,111.69717011178379,109.4019664085571,111.78237664357846,107.02155617353574
0.8115999999999988,113.12144532139126,114.56197136926102,111.68091927352152,109.40078739480964,111.78076854515541,107.02080624446387
0.8116999999999988,113.1032354265094,114.54181878924955,111.66465206376927,109.39963778366065,111.77921857341605,107.02005699390526
0.8117999999999987,113.08506049052423,114.52175248030154,111.64836850074691,109.39852172811007,111.77773498653039,107.01930846968973
0.8118999999999987,113.06693568436356,114.50180277351811,111.63206859520899,109.39744337921297,111.77632604266839,107.01856071575754
0.8119999999999987,113.04887616075355,114.48200000000031,111.61575232150679,109.39640686996881,111.77500000000003,107.01781373993758
0.8120999999999987,113.03089218049931,114.46236476441257,111.59941959658603,109.39541474855534,111.77376200075894,107.01706749635173
0.8121999999999987,113.01297453697316,114.44287876567269,111.58307030827363,109.39446332806489,111.77260472343329,107.0163219326965
0.8122999999999987,112.99510914210589,114.42351397626163,111.56670430795013,109.39354736796682,111.7715177305749,107.01557700535872
0.8123999999999987,112.9772819275304,114.4042423686605,111.55032148640029,109.39266166583124,111.77049058473554,107.01483274692696
0.8124999999999987,112.95947885433023,114.3850359153503,111.53392179331016,109.3918010420077,111.769512848467,107.01408923554841
0.8125999999999987,112.94168590990978,114.36586658881212,111.51750523100745,109.39096030659772,111.76857408432112,107.01334652887431
0.8126999999999986,112.92388908223705,114.34670636152697,111.50107180294715,109.39013425844828,111.76766385484967,107.01260466204688
0.8127999999999986,112.9060743236545,114.3275272059759,111.48462144133309,109.38931765751411,111.76677172260446,107.01186359242377
0.8128999999999986,112.88822755622381,114.30830109464,111.46815401780762,109.38850524298115,111.76588725013733,107.011123235825
0.8129999999999986,112.87033471139608,114.28900000000027,111.45166942279188,109.38769177104699,111.76500000000001,107.01038354209396
0.8130999999999986,112.85238540929558,114.26960319562002,111.43516762297114,109.38687319690476,111.76410185625618,107.00964453755334
