logk z475 z450 z425 z400 z375 z350 z325 z300 z295 z290 z285 z280 z275 z270 z265 z260 z255 z250 z245 z240 z235 z230 z225 z220 z215 z210 z205 z200 z195 z190 z185 z180 z175 z170 z165 z160 z155 z150 z145 z140 z135 z130 z125 z120 z115 z110 z105 z100 z095 z090 z085 z080 z075 z070 z065 z060 z055 z050 z045 z040 z035 z030 z025 z020 z015 z010 z005 z000
-8.144359809812971029e-01 4.316433285284814597e-03 4.250703939362279575e-03 4.177007266311422509e-03 4.090247561982158706e-03 3.988228646678622022e-03 3.835838073249836586e-03 3.656197672652775413e-03 3.382167401647138884e-03 3.315766786407495920e-03 3.249132785054586504e-03 3.163621644015634799e-03 3.085140747923252082e-03 2.995520732406272563e-03 2.907236148551993297e-03 2.809216292469192758e-03 2.697099299990727683e-03 2.577555874644895176e-03 2.456600887886068677e-03 2.324844144640294489e-03 2.178933279731380072e-03 2.025231502241263935e-03 1.865004319199066668e-03 1.686647068717375209e-03 1.496713077536380738e-03 1.297166708626043465e-03 1.078390654582474413e-03 8.470705369016057543e-04 5.985911907915512746e-04 3.326948138873341791e-04 4.949033207370127560e-05 -2.537298298399522437e-04 -5.758218950093241554e-04 -9.153399021020221368e-04 -1.281873449595344024e-03 -1.666770105507410895e-03 -2.077544354433070312e-03 -2.510054462503970730e-03 -2.967165568723822717e-03 -3.448205594191265395e-03 -3.958199424189346761e-03 -4.490094152842177312e-03 -5.044894178151408844e-03 -5.624005074388476778e-03 -6.224188911748185053e-03 -6.846709771925343392e-03 -7.487423637546721140e-03 -8.145666843268247956e-03 -8.823871578956881193e-03 -9.518307963763397370e-03 -1.022504706511513130e-02 -1.093807863592366481e-02 -1.165674949248310215e-02 -1.237791466013630180e-02 -1.309569358806238898e-02 -1.381247797573583597e-02 -1.451570282850821181e-02 -1.520872946409224276e-02 -1.587652997857419770e-02 -1.651382621210984586e-02 -1.712316499877883369e-02 -1.769402810953345229e-02 -1.821833492187646328e-02 -1.870637213544583052e-02 -1.913413125646628438e-02 -1.950477391785076023e-02 -1.980496803156850394e-02 -2.005469187679794624e-02 -2.026599790351638064e-02
-7.936640218806333413e-01 4.490423680762950683e-03 4.421128244915048175e-03 4.344947958280978920e-03 4.253747588128784819e-03 4.141355828770391066e-03 3.993825494520584531e-03 3.789515883120828880e-03 3.504099397269388929e-03 3.441701854787423704e-03 3.358525407134224129e-03 3.282446442524091651e-03 3.193959546114575124e-03 3.100319896798992957e-03 3.002100142216579826e-03 2.894073225707394659e-03 2.782891512777320182e-03 2.663624101479270586e-03 2.532026736190965983e-03 2.389536094772511284e-03 2.237567407530011241e-03 2.077546574774379561e-03 1.906183239207306403e-03 1.720784337288864098e-03 1.523451792029927422e-03 1.303837813463557330e-03 1.077263854254963604e-03 8.340107751816254250e-04 5.697626389852573090e-04 2.954025771332350302e-04 -3.421230445694067866e-06 -3.220611944102407865e-04 -6.624229781244528195e-04 -1.022553750477393601e-03 -1.403228234508069718e-03 -1.807282087771333937e-03 -2.238994211737406481e-03 -2.691142439371381825e-03 -3.169044483776725478e-03 -3.671613698616595350e-03 -4.197039566285239685e-03 -4.749145900210901237e-03 -5.320022540026990779e-03 -5.917059008803826278e-03 -6.536360001081230331e-03 -7.178681016299332668e-03 -7.840939775947727841e-03 -8.521854745520609370e-03 -9.218994925096776413e-03 -9.928872938361438943e-03 -1.065027851685472482e-02 -1.138420824768965681e-02 -1.212634912039377982e-02 -1.287392188754973334e-02 -1.362114420447164964e-02 -1.436483019313727905e-02 -1.510449552571926750e-02 -1.581050729879484792e-02 -1.651064435256528393e-02 -1.716652413603746846e-02 -1.780297367706637490e-02 -1.838871984824442044e-02 -1.893593037820034269e-02 -1.942106966376967725e-02 -1.984146476924862623e-02 -2.018821251119555862e-02 -2.047331261572252203e-02 -2.069858249131549532e-02 -2.087482618880320481e-02
-7.732921477797258802e-01 4.592372386613016721e-03 4.517779045645621376e-03 4.436866659158844942e-03 4.339868861217880194e-03 4.222863461402186734e-03 4.071920432170480532e-03 3.856333334870055279e-03 3.558473539313851755e-03 3.487905101258047865e-03 3.410122310864135455e-03 3.319017076582685133e-03 3.235516025525993124e-03 3.133580894040676953e-03 3.027309861740257874e-03 2.917244047219838109e-03 2.798146458430376179e-03 2.671054404613832853e-03 2.531584898400243439e-03 2.386491385186799256e-03 2.226542621639679160e-03 2.058627258686471055e-03 1.879364424174791550e-03 1.685957570529626011e-03 1.471703229871688945e-03 1.248242150028297179e-03 1.009374911891020542e-03 7.539144386491274975e-04 4.773916936672284992e-04 1.873433071573540204e-04 -1.235742621098333965e-04 -4.544098176451638344e-04 -8.104163346990034310e-04 -1.189211094001079404e-03 -1.585284112753673324e-03 -2.007736615627248814e-03 -2.452449087269852144e-03 -2.925881979556390830e-03 -3.420021321776328324e-03 -3.939315834246367824e-03 -4.486532585768077813e-03 -5.058592107691296628e-03 -5.651895136258169340e-03 -6.271937692965402072e-03 -6.916754800823425586e-03 -7.579979765899997647e-03 -8.266116628437635699e-03 -8.972214449969725600e-03 -9.691416779410084656e-03 -1.042680352447518388e-02 -1.117180404827131275e-02 -1.192463843263275904e-02 -1.268480734748991985e-02 -1.344814940192781173e-02 -1.420886589644286893e-02 -1.495419629519325645e-02 -1.569594034650973607e-02 -1.643725054682674408e-02 -1.714462482724765993e-02 -1.782196017676110356e-02 -1.847172924191744364e-02 -1.908952540888072397e-02 -1.965295661736079363e-02 -2.016866358951344834e-02 -2.061884374936033201e-02 -2.099237773767688789e-02 -2.129212357927028759e-02 -2.154238259302838562e-02 -2.173753252220621962e-02
-7.535376656865319100e-01 4.749208988853090112e-03 4.674452786824118827e-03 4.591237856789158467e-03 4.493841024458331349e-03 4.370956733875374159e-03 4.209955404888748864e-03 3.995500674791200267e-03 3.687800890612723519e-03 3.615049271680345708e-03 3.534932483507034068e-03 3.448112149481812917e-03 3.355245293290428591e-03 3.256938552924110598e-03 3.147454713692265493e-03 3.034083535296777743e-03 2.911400867509633325e-03 2.780535746265759903e-03 2.636917230443542627e-03 2.482095318091836426e-03 2.317546636185786532e-03 2.144751241991889063e-03 1.960224220262788905e-03 1.751632274685128738e-03 1.540396979521295321e-03 1.310126407944780819e-03 1.059640923296802009e-03 7.963230715389459221e-04 5.111509658019435572e-04 2.042962757083170678e-04 -1.200416873482613680e-04 -4.648488713256876187e-04 -8.322120204739457067e-04 -1.223336254501557847e-03 -1.638709705657571351e-03 -2.081030860928971982e-03 -2.546063889713241334e-03 -3.037768833788646785e-03 -3.555972787412152100e-03 -4.102061343190773271e-03 -4.676170210780323210e-03 -5.275058618401413414e-03 -5.897092332193500618e-03 -6.545513307863196073e-03 -7.220095014796114145e-03 -7.917472040903766536e-03 -8.634343165851460222e-03 -9.374315536865724871e-03 -1.013082510479427524e-02 -1.090141706874912970e-02 -1.168023744891447807e-02 -1.246484208104464350e-02 -1.325413685285278462e-02 -1.404429131442325521e-02 -1.483175200523848339e-02 -1.561036110640594797e-02 -1.637441255936327236e-02 -1.711814796676974434e-02 -1.784537173004731997e-02 -1.853227025587378743e-02 -1.918235898122764432e-02 -1.979194030998994089e-02 -2.034573191488479871e-02 -2.083865390881190979e-02 -2.126571590296083211e-02 -2.162041546998514155e-02 -2.189460737806089505e-02 -2.212233686386973555e-02 -2.230226762597880413e-02
-7.341743423914820488e-01 4.920968757174351386e-03 4.843772595481441595e-03 4.754669738766568315e-03 4.652465742382959520e-03 4.525057265736528132e-03 4.357018388065513580e-03 4.124895360553987658e-03 3.806586551096306000e-03 3.731347612857963039e-03 3.641138523667362438e-03 3.551587625087772922e-03 3.455796063869661858e-03 3.347622334593415225e-03 3.234871297968442295e-03 3.118086460534733994e-03 2.985563795649808297e-03 2.844935164286100607e-03 2.697295389096898092e-03 2.538058239530334090e-03 2.368772267013831510e-03 2.185747501377670321e-03 1.990925275365082025e-03 1.781335496232679073e-03 1.549821892305844502e-03 1.308716327168508563e-03 1.051405036707353134e-03 7.723751763593797405e-04 4.754387230767606956e-04 1.563892845248975353e-04 -1.841907921087371463e-04 -5.453301278349311290e-04 -9.257253475977948037e-04 -1.333686076415186187e-03 -1.772490525678854009e-03 -2.231888214644866565e-03 -2.717059536104467210e-03 -3.231670361379630502e-03 -3.775134778836941422e-03 -4.343371994094291644e-03 -4.944106826955185947e-03 -5.566305945865137640e-03 -6.219532780418506566e-03 -6.895260119565932086e-03 -7.595455454084782884e-03 -8.316572605679433197e-03 -9.062189719596816170e-03 -9.824671192211661616e-03 -1.060716179868431870e-02 -1.140147654511354178e-02 -1.220700048155582036e-02 -1.301867354137656481e-02 -1.383071907561857217e-02 -1.464396860063637250e-02 -1.545091510690988629e-02 -1.625050320743904805e-02 -1.704176604990348745e-02 -1.780376468716288185e-02 -1.854324170679782363e-02 -1.925282572632914385e-02 -1.992620492546735150e-02 -2.055295783733237722e-02 -2.112528129984862432e-02 -2.164404602524471616e-02 -2.208190866894375534e-02 -2.244191593593560657e-02 -2.272371095986010919e-02 -2.293618738080268477e-02 -2.310312784593279364e-02
-7.150482488682082804e-01 5.079248885842118158e-03 4.994367111863038354e-03 4.899860921963353558e-03 4.788165666738554600e-03 4.652206295009420414e-03 4.474773676419908398e-03 4.229380974789810101e-03 3.901029897982708460e-03 3.814832556749859962e-03 3.728795355665533075e-03 3.635387901080783680e-03 3.527964034129963799e-03 3.422177456345218763e-03 3.297246740850566429e-03 3.175234516738825209e-03 3.043132871438042428e-03 2.895833914331777392e-03 2.747346519831016243e-03 2.574580254609637985e-03 2.397474974046397925e-03 2.206079438807642679e-03 2.002523742030416255e-03 1.778589232999536023e-03 1.542195660289798426e-03 1.290983541811583550e-03 1.018596352298638914e-03 7.286811415161316158e-04 4.205348500579845290e-04 8.574350855435965721e-05 -2.666802637114264359e-04 -6.436690107406431091e-04 -1.043342110461387921e-03 -1.470387530328027452e-03 -1.921548431167140105e-03 -2.402849069781981279e-03 -2.912321837810713434e-03 -3.444715772782306999e-03 -4.005784729219723748e-03 -4.594027425219860718e-03 -5.209625979946816247e-03 -5.851573449812384926e-03 -6.520110805044982902e-03 -7.215917910073378280e-03 -7.932398547911780409e-03 -8.674511900755592711e-03 -9.434517658701150819e-03 -1.021643658215549456e-02 -1.101496976558482069e-02 -1.182737555600924494e-02 -1.265160672762351453e-02 -1.348127184294827495e-02 -1.431467782676577177e-02 -1.514599167658503033e-02 -1.597346826333740158e-02 -1.679214848880530853e-02 -1.760180731316256242e-02 -1.838123694178432632e-02 -1.915417677869201557e-02 -1.986812229075617109e-02 -2.054401560485704173e-02 -2.117060479652811342e-02 -2.175219862757437825e-02 -2.226140235824346919e-02 -2.270492244818414843e-02 -2.306478729046726461e-02 -2.334949254308243266e-02 -2.358261260781266064e-02 -2.375841439664228352e-02
-6.963699674596316447e-01 5.229642206456070613e-03 5.141858343249317877e-03 5.044051074624788904e-03 4.932771352418789321e-03 4.792074217119224842e-03 4.610200980841762039e-03 4.354854196003983893e-03 4.007919727605028723e-03 3.927760641265886504e-03 3.831330564909947792e-03 3.735569716382625746e-03 3.625536142276763237e-03 3.509838071743609251e-03 3.389174170858013074e-03 3.257343038997815611e-03 3.115608784698139112e-03 2.965194926200721143e-03 2.801069972080792378e-03 2.630986330796084190e-03 2.444391341776438499e-03 2.243546530313964091e-03 2.030611890000385330e-03 1.797181058451281918e-03 1.551331955004336006e-03 1.285766644930278488e-03 1.003907818625656692e-03 6.998991076392401065e-04 3.735330185808429762e-04 2.922493388076450525e-05 -3.408623851263691538e-04 -7.313008628106315839e-04 -1.148040060163579975e-03 -1.595407264449231902e-03 -2.069626190734289231e-03 -2.569941541004477827e-03 -3.097876716180705294e-03 -3.656938641133117718e-03 -4.243305807521984344e-03 -4.863530889245593417e-03 -5.511534311252079890e-03 -6.185973999805181346e-03 -6.886808077827002994e-03 -7.616672753150721155e-03 -8.372445066908188252e-03 -9.152154283373773250e-03 -9.953445111976412518e-03 -1.077427987984591259e-02 -1.161440018745988137e-02 -1.246416875629659422e-02 -1.332662012414382799e-02 -1.419108036893826710e-02 -1.505535415985490358e-02 -1.591716498019014533e-02 -1.677186454096077015e-02 -1.761318255721171927e-02 -1.843904925782679019e-02 -1.924477720713723555e-02 -2.002915411842789636e-02 -2.076504917369544415e-02 -2.146473929341007406e-02 -2.210931293432083153e-02 -2.269145493599547189e-02 -2.321189814532898313e-02 -2.365205834337956101e-02 -2.401126536134767439e-02 -2.429126417878834862e-02 -2.449250967303041177e-02 -2.464394540136268658e-02
-6.781682267986816059e-01 5.393888190322360630e-03 5.303826810515337338e-03 5.204122604404824194e-03 5.085258288231508592e-03 4.937531296696579843e-03 4.747259840326333892e-03 4.484916801069837450e-03 4.117704854980483789e-03 4.027502341888934342e-03 3.937472761497173498e-03 3.831406793844121389e-03 3.718689301737597864e-03 3.592393488946784251e-03 3.468720311603278560e-03 3.333276683506399083e-03 3.187447361074029987e-03 3.025761605946694806e-03 2.856614936565963613e-03 2.681186110714775788e-03 2.482341975947485041e-03 2.280717180537221705e-03 2.054647516549963117e-03 1.818431282953221527e-03 1.558237447295332144e-03 1.287967861766659223e-03 9.953493983025213637e-04 6.842899107735441822e-04 3.540449674086422623e-04 -4.362592514278144561e-06 -3.812756019330533529e-04 -7.880949821051657809e-04 -1.214563340330428653e-03 -1.669831853244713692e-03 -2.153896501397607223e-03 -2.662504765663356067e-03 -3.204079128111347787e-03 -3.772447732911787203e-03 -4.370252767250224109e-03 -4.998557994168575415e-03 -5.659666442954406490e-03 -6.346500429382380057e-03 -7.063992656166087451e-03 -7.807364239485472049e-03 -8.578202986138601382e-03 -9.374084464800242975e-03 -1.019418505281764059e-02 -1.103574456155765292e-02 -1.189263011275787547e-02 -1.276326672949040092e-02 -1.364180438120322046e-02 -1.452599312532002612e-02 -1.541197685514270055e-02 -1.629988542230242574e-02 -1.718428127900174102e-02 -1.806027837323501486e-02 -1.891835179327088987e-02 -1.974421982722562516e-02 -2.054954484793031222e-02 -2.131365073967987286e-02 -2.203032698577979051e-02 -2.268835058736156166e-02 -2.327966116034715580e-02 -2.379882365606597605e-02 -2.424010147799674983e-02 -2.459663829245838443e-02 -2.486620651921237282e-02 -2.507509134582696503e-02 -2.523162709054052252e-02
-6.602716230180784018e-01 5.495049112487398850e-03 5.401252672294269350e-03 5.295229890676883197e-03 5.173758614818555097e-03 5.024247391604521294e-03 4.825045860784492324e-03 4.555491444527971778e-03 4.177100472284547839e-03 4.084333491042793987e-03 3.983273840069690742e-03 3.874695696780518749e-03 3.759463065833786120e-03 3.638243539710631427e-03 3.504263593054187439e-03 3.366221501979302280e-03 3.210638075682045300e-03 3.046346401523384977e-03 2.874600113963133360e-03 2.683810574842266684e-03 2.482586127589464769e-03 2.272694358490113045e-03 2.038513628025147122e-03 1.789008633250491892e-03 1.526795553349248645e-03 1.244118346539022958e-03 9.346445551280500733e-04 6.124226290184420956e-04 2.622890486353574827e-04 -1.105644315350659621e-04 -5.054527413740028631e-04 -9.294211354128625001e-04 -1.379998068866622810e-03 -1.854339403356949608e-03 -2.360242859058151246e-03 -2.893076656130377095e-03 -3.457793149916690845e-03 -4.051474551905647273e-03 -4.676594495918054081e-03 -5.336888713160862531e-03 -6.023296633612323231e-03 -6.742611994687918754e-03 -7.486732996910742607e-03 -8.258868468923296832e-03 -9.056127575118077047e-03 -9.880935080959218908e-03 -1.072436292098463001e-02 -1.158672225702458980e-02 -1.246427377771855416e-02 -1.335743600477413452e-02 -1.425540665322508858e-02 -1.516086219673009987e-02 -1.606801670862707809e-02 -1.697562105081129591e-02 -1.787580683087643812e-02 -1.875961801593306610e-02 -1.962268459647804539e-02 -2.045579624682074271e-02 -2.125496534275169228e-02 -2.202384318430981175e-02 -2.275248361296699703e-02 -2.342016742059403051e-02 -2.402027975768943405e-02 -2.454131016618246036e-02 -2.497366752718306604e-02 -2.531866633828452201e-02 -2.557960314825377321e-02 -2.578052035039708409e-02 -2.592965396337913730e-02
-6.424613650354615846e-01 5.664737874509662152e-03 5.570289441141493963e-03 5.463118917255034394e-03 5.338484953215746898e-03 5.182692943451158371e-03 4.979317494264513463e-03 4.699788835995551313e-03 4.308836994751642953e-03 4.213937366185424929e-03 4.110509389830908043e-03 3.990905028849494295e-03 3.873121220251919770e-03 3.749176781768753363e-03 3.612108732541476856e-03 3.463271827425788880e-03 3.311333439842253836e-03 3.135856773599818986e-03 2.959900639859407330e-03 2.770805009476406087e-03 2.557708874053642948e-03 2.336004406454468638e-03 2.095497230274858194e-03 1.844775855896471639e-03 1.563808384735398353e-03 1.267690576335363034e-03 9.543845970453847726e-04 6.223912868552877037e-04 2.613652308834651266e-04 -1.279198857776002950e-04 -5.354493952706999762e-04 -9.690494804994142760e-04 -1.434763964792419707e-03 -1.933004020477722918e-03 -2.456000997098857757e-03 -3.010564091548738937e-03 -3.594507233071920528e-03 -4.211706582245998767e-03 -4.864156925876629393e-03 -5.546325920556260079e-03 -6.263570075454309889e-03 -7.010836376159408634e-03 -7.790052166201654436e-03 -8.598285303426309034e-03 -9.434269749738002919e-03 -1.029517474730084862e-02 -1.118175973446191782e-02 -1.208466891251263643e-02 -1.300671225343692956e-02 -1.393797083457778280e-02 -1.487856478916852430e-02 -1.582307142090519023e-02 -1.677075051091428404e-02 -1.771217737295564115e-02 -1.864192448358855878e-02 -1.955502793925208496e-02 -2.044790740576840626e-02 -2.131429791158262477e-02 -2.214119655931378466e-02 -2.294525052314436500e-02 -2.368906981418844593e-02 -2.437868087450087429e-02 -2.500559177610365766e-02 -2.554385957439011742e-02 -2.600297213624938597e-02 -2.638094641593353301e-02 -2.665429196224957872e-02 -2.685017543306220458e-02 -2.697601078691063206e-02
-6.250033655545517153e-01 5.810368770254835391e-03 5.709928105490213318e-03 5.595691230402018504e-03 5.466290515876830354e-03 5.305412013071085682e-03 5.093355624016041895e-03 4.804542592657320976e-03 4.396032459570300456e-03 4.299120743446006171e-03 4.193332971081095012e-03 4.079543485710317163e-03 3.950050680718684634e-03 3.814687024676574785e-03 3.674193950502141048e-03 3.521512768751994434e-03 3.358115400857923736e-03 3.192625498719212779e-03 2.997553540622263993e-03 2.796652646293925227e-03 2.577982053455980024e-03 2.350431147261160345e-03 2.103514502131204576e-03 1.834276626104011003e-03 1.546146495850767542e-03 1.242475214128230818e-03 9.159085473001460668e-04 5.604324647263493392e-04 1.861832440458594245e-04 -2.165888210969458140e-04 -6.420400817375729536e-04 -1.097649708350198613e-03 -1.584908346782515787e-03 -2.100217369279716757e-03 -2.643692636084824573e-03 -3.225456147684881494e-03 -3.835282985523173673e-03 -4.480491094698334752e-03 -5.156352708468197633e-03 -5.866752075211445830e-03 -6.607718809183231110e-03 -7.380046645302623318e-03 -8.182857590130335201e-03 -9.013220131109681010e-03 -9.869968534403267962e-03 -1.075266063122326532e-02 -1.165769580653700128e-02 -1.258204779661416424e-02 -1.352064371003755365e-02 -1.447136935903469215e-02 -1.542741384576414888e-02 -1.638565011761664372e-02 -1.734276661925101409e-02 -1.829664508295361647e-02 -1.923980182617782142e-02 -2.016598078944540837e-02 -2.107154612056571022e-02 -2.194763357526278644e-02 -2.279236875362684531e-02 -2.358960536832680616e-02 -2.433407716611456564e-02 -2.502193330485515468e-02 -2.565075343832525986e-02 -2.619847282494417590e-02 -2.666038764830306815e-02 -2.703526723512970562e-02 -2.732025245216219284e-02 -2.753148227781812910e-02 -2.766580513903184324e-02
-6.079969267866979221e-01 5.965463631970775032e-03 5.860892345022359132e-03 5.744086739422667870e-03 5.608050532864972473e-03 5.441209991011126262e-03 5.221261675653416506e-03 4.920584449511499620e-03 4.496388236086867538e-03 4.396455365648080024e-03 4.278031549588504762e-03 4.160906204899027239e-03 4.036403258492762824e-03 3.896782857218790419e-03 3.751885495387021711e-03 3.594482750586271494e-03 3.426051370004702060e-03 3.240572068404611560e-03 3.040154059606639276e-03 2.840831488748130768e-03 2.609326098041594294e-03 2.375825149910983612e-03 2.109964535499873374e-03 1.834394799832030727e-03 1.539628159105489334e-03 1.223510725848395413e-03 8.845932126689796818e-04 5.219833397044909432e-04 1.354615855591626233e-04 -2.794884415992203983e-04 -7.214607116866559450e-04 -1.193055583111303974e-03 -1.691501249057268067e-03 -2.221752924071615249e-03 -2.791150328781517257e-03 -3.382385441319276168e-03 -4.011923870634412359e-03 -4.675559522327014245e-03 -5.371700053128331681e-03 -6.103876878651253585e-03 -6.867686175334568495e-03 -7.663576681242558961e-03 -8.490420038872797601e-03 -9.347549658455443083e-03 -1.023098531207726480e-02 -1.114253994136470659e-02 -1.207606467647347019e-02 -1.302869533835566106e-02 -1.399915382172950938e-02 -1.498328015597037363e-02 -1.597409802783716221e-02 -1.697021927924321702e-02 -1.796393202717869522e-02 -1.894989051006701342e-02 -1.992333367294080171e-02 -2.087252727302549987e-02 -2.179976138485279977e-02 -2.269859051164960922e-02 -2.356754769188596638e-02 -2.438907527794087135e-02 -2.515769017924150350e-02 -2.586763036322293693e-02 -2.648544039832741864e-02 -2.702839175308416678e-02 -2.747511961184213522e-02 -2.781954556031269662e-02 -2.806040332013446867e-02 -2.824094825564613803e-02 -2.835906116438762295e-02
-5.911747054918158328e-01 6.141960471903277000e-03 6.033517669889505372e-03 5.916246333322814667e-03 5.776566057174743578e-03 5.606166609434206326e-03 5.378802318436114518e-03 5.068902879495613620e-03 4.630917834237575741e-03 4.526511600093383395e-03 4.403998656963666741e-03 4.282862033022916126e-03 4.154125627043550595e-03 4.009783603679936172e-03 3.860005218765648078e-03 3.689081790624009274e-03 3.515335259665146664e-03 3.323982869270989023e-03 3.124745573508479375e-03 2.904500401789241164e-03 2.666016863314739794e-03 2.418788214837769811e-03 2.151691792726938626e-03 1.861631815563077235e-03 1.552293568286979702e-03 1.227268783368665401e-03 8.788059999733252537e-04 5.006123185199811126e-04 1.034586218166362110e-04 -3.228891152327450359e-04 -7.817229762268713619e-04 -1.265964690078025603e-03 -1.782075077937393020e-03 -2.334564545146490793e-03 -2.910369939228056764e-03 -3.524435237902293159e-03 -4.169598737517246113e-03 -4.852964297054966972e-03 -5.569026084726850893e-03 -6.321331653173382047e-03 -7.105210652096892801e-03 -7.923903728237006658e-03 -8.775582591121574086e-03 -9.659000719775798910e-03 -1.057181473096122613e-02 -1.150804749363074607e-02 -1.246806538000194003e-02 -1.344801523822157507e-02 -1.444562133884397075e-02 -1.545569919375767119e-02 -1.646860963591123550e-02 -1.748575941353256585e-02 -1.850126527139465960e-02 -1.951248187951900095e-02 -2.051382597948334108e-02 -2.149792500455062483e-02 -2.245440595891888547e-02 -2.337641690843824532e-02 -2.425626897966385795e-02 -2.509329085537173251e-02 -2.587136142421794099e-02 -2.658146661790059331e-02 -2.721614211886033696e-02 -2.775680430477893770e-02 -2.820075469755039393e-02 -2.855058643271286833e-02 -2.880675804469970055e-02 -2.898738756056474034e-02 -2.910691340696922730e-02
-5.745922922235472408e-01 6.274437964381015913e-03 6.163767648899302898e-03 6.036635230655470682e-03 5.891858905802479715e-03 5.711550802154713447e-03 5.475569828666640958e-03 5.150623242582688319e-03 4.691398639116086712e-03 4.578487295457290586e-03 4.449240196138994075e-03 4.326518003160413454e-03 4.195869428846282778e-03 4.039968370817305365e-03 3.887813839009984698e-03 3.705225698537560185e-03 3.520228400745238889e-03 3.333562921255412651e-03 3.114990402780869194e-03 2.890682742056997333e-03 2.647517606481248308e-03 2.395327473680315504e-03 2.115891125829014695e-03 1.813237124180721790e-03 1.503642404000649687e-03 1.159385595499385670e-03 7.976510179693126939e-04 4.057031920021298408e-04 -5.339869333302012919e-06 -4.460497752701185676e-04 -9.149041464548800370e-04 -1.419366333357298827e-03 -1.951352336788452326e-03 -2.516116134891927588e-03 -3.117289409833899974e-03 -3.748881011467833542e-03 -4.419680017868089436e-03 -5.125182282601897440e-03 -5.863672246644862848e-03 -6.638820069711535293e-03 -7.448933783400152504e-03 -8.291000098569586280e-03 -9.169166769914211673e-03 -1.007373499821840809e-02 -1.101068616164515949e-02 -1.197567901870837288e-02 -1.296372005693843636e-02 -1.397282427100380447e-02 -1.499825520148215068e-02 -1.603284438450828034e-02 -1.707413498405746174e-02 -1.811565285550935031e-02 -1.915454018220430835e-02 -2.019180919916784694e-02 -2.122021380867094784e-02 -2.223341672096787805e-02 -2.322045910782495615e-02 -2.417212511518989845e-02 -2.508418829844884929e-02 -2.594684181177475679e-02 -2.674568189028662252e-02 -2.748458940484456089e-02 -2.813933928661848521e-02 -2.870126024914270921e-02 -2.914305558099513846e-02 -2.947201121568204449e-02 -2.970170704348377641e-02 -2.985405907243369669e-02 -2.993864846150963779e-02
-5.583118389495829170e-01 6.416216179912596733e-03 6.301046244996570157e-03 6.172573089282415437e-03 6.021135418510811452e-03 5.832971690578651718e-03 5.587625567994023920e-03 5.251366408801612720e-03 4.774097951127077855e-03 4.656140531651493247e-03 4.530847207209422536e-03 4.399991313914134936e-03 4.247062619102343409e-03 4.097454560957473554e-03 3.933159406304581433e-03 3.755905614252131718e-03 3.567315762999080306e-03 3.352676734900750244e-03 3.138756751051887707e-03 2.903333270002775909e-03 2.656687310405972217e-03 2.379688788991946892e-03 2.097074087539645224e-03 1.784344990191212435e-03 1.452442292435625381e-03 1.099021981156290701e-03 7.224903321425303875e-04 3.162287489576718095e-04 -1.139245657857781616e-04 -5.728808772807693003e-04 -1.069134103298075185e-03 -1.589916816416254725e-03 -2.146661803278305213e-03 -2.734790811849908444e-03 -3.358116567656778319e-03 -4.014660286269752451e-03 -4.712899494142623949e-03 -5.444251993220155204e-03 -6.214074336073125045e-03 -7.021965781549698894e-03 -7.862819888061100410e-03 -8.739849229534538133e-03 -9.648158436445545064e-03 -1.058937848516913229e-02 -1.155592569459192032e-02 -1.255187511101684902e-02 -1.356982524357847227e-02 -1.460836048407631454e-02 -1.566107749113607520e-02 -1.672165843401089008e-02 -1.778677752964484202e-02 -1.884777565619739567e-02 -1.990843452259094884e-02 -2.096455377960611960e-02 -2.200635280312929210e-02 -2.302963683355578606e-02 -2.402320943136864589e-02 -2.498010775534102723e-02 -2.589019193065443883e-02 -2.675045454155244862e-02 -2.754109905574051928e-02 -2.825807886328477250e-02 -2.889647298200635067e-02 -2.944711823271684709e-02 -2.990145371842719418e-02 -3.023947752172785608e-02 -3.047451370108049395e-02 -3.060241657779646032e-02 -3.066515476732486686e-02
