logk z475 z450 z425 z400 z375 z350 z325 z300 z295 z290 z285 z280 z275 z270 z265 z260 z255 z250 z245 z240 z235 z230 z225 z220 z215 z210 z205 z200 z195 z190 z185 z180 z175 z170 z165 z160 z155 z150 z145 z140 z135 z130 z125 z120 z115 z110 z105 z100 z095 z090 z085 z080 z075 z070 z065 z060 z055 z050 z045 z040 z035 z030 z025 z020 z015 z010 z005 z000
2.552811149804171009e+00 4.642788936041432335e-02 8.674625397228447055e-02 1.086951449530060010e-01 1.278524401346878281e-01 1.432672790783913463e-01 1.535428393110492840e-01 1.668560418532109013e-01 1.657892655139462379e-01 1.682493502741886082e-01 1.693976489578727651e-01 1.690868977722909672e-01 1.691158717458108585e-01 1.695972098690684549e-01 1.695876717916324494e-01 1.691876287317134187e-01 1.685967331239831557e-01 1.666473681103723681e-01 1.641891257661393377e-01 1.622888512925516613e-01 1.599166672803497558e-01 1.561557725165440280e-01 1.510272663967439088e-01 1.478104899311323273e-01 1.447409102993593155e-01 1.407203127101978035e-01 1.350979443260307833e-01 1.275160882835037202e-01 1.204616039032988389e-01 1.138776716508670545e-01 1.096325697963245194e-01 1.033723525077040323e-01 9.559851509045037832e-02 8.901095262544364561e-02 7.956870157288407908e-02 7.260135585930106716e-02 6.393408515013693227e-02 5.542329278919828212e-02 5.028495362284829406e-02 4.141346056511346907e-02 3.003681368277005825e-02 2.395717728196465612e-02 1.512598043114120848e-02 6.602703374245609026e-03 -1.807860459278634330e-03 -1.051365397597987632e-02 -2.125941112528481614e-02 -3.328911642789068870e-02 -4.429677352473448959e-02 -5.139142499947355752e-02 -6.221183345257424308e-02 -7.252483906119083779e-02 -7.955643268926637646e-02 -9.264629982743861902e-02 -1.040618070766294728e-01 -1.119589022412723206e-01 -1.190110676591939060e-01 -1.288023429255832353e-01 -1.340112710275537244e-01 -1.375674042656016560e-01 -1.512237363359150433e-01 -1.610781444991992994e-01 -1.692553996694165508e-01 -1.731986876699806999e-01 -1.808486347519568382e-01 -1.932421511919034940e-01 -1.919474500561454688e-01 -1.994879374620836532e-01 -2.083499875746556151e-01
2.564239741686425322e+00 4.233059812105653685e-02 7.870638348126221540e-02 1.020415414492486517e-01 1.274262224140412514e-01 1.474339261402774770e-01 1.630940719294938224e-01 1.679686639419547545e-01 1.767614487991356065e-01 1.770811501103987384e-01 1.780006833820192425e-01 1.790712406878631202e-01 1.782118388375345808e-01 1.760684851917762028e-01 1.742746299066395832e-01 1.723658602549748009e-01 1.713749994551484468e-01 1.713520122307442273e-01 1.696761058275649547e-01 1.659581879598627796e-01 1.629469305988686945e-01 1.605577395521413930e-01 1.583992679617688970e-01 1.550565558307709091e-01 1.516947446983746284e-01 1.482114639662793221e-01 1.426587866709522756e-01 1.358882101990111502e-01 1.282881072926292110e-01 1.211699940650520779e-01 1.155665178414919808e-01 1.097639644816119364e-01 9.999189763414126353e-02 9.294666722568316330e-02 8.487835237766867824e-02 7.752897667566070738e-02 6.876551692913426828e-02 5.843330307539132407e-02 5.334705606410858336e-02 4.880123672700892312e-02 3.862731891138249801e-02 2.814993313282192905e-02 1.915513373533296246e-02 1.067616709612885864e-02 -7.707723520174249469e-04 -8.940067386064648458e-03 -1.927243275744020337e-02 -2.922054606056474768e-02 -3.785223653524768389e-02 -4.815575529378820357e-02 -5.268766962275200916e-02 -6.384219194962553745e-02 -8.078174139893845584e-02 -8.358132897045994492e-02 -9.592015449729646148e-02 -1.043384466964324825e-01 -1.144346790702845534e-01 -1.238357419479676758e-01 -1.295419191349714283e-01 -1.383941990037500513e-01 -1.522912150673446929e-01 -1.537507717559623843e-01 -1.658645281052822107e-01 -1.698290857667403841e-01 -1.841581906488793385e-01 -1.891655055261012019e-01 -1.903642360592949501e-01 -2.014480536111889208e-01 -2.053407848035733174e-01
2.575540312995967973e+00 4.122397891211587728e-02 7.616443710368221709e-02 1.066873197663727874e-01 1.272512735979797749e-01 1.484648108080280360e-01 1.636109382529567224e-01 1.699604912094860587e-01 1.760818018672878071e-01 1.768355120771209765e-01 1.772770737438318089e-01 1.777753765441162370e-01 1.785941346602783752e-01 1.793507370090873243e-01 1.788733650430224253e-01 1.779686734491841560e-01 1.778754966343782107e-01 1.776352369542194276e-01 1.761004509394922535e-01 1.728742651168727607e-01 1.690721186601425174e-01 1.642897479296339946e-01 1.592022775817624469e-01 1.556909565802385431e-01 1.524976942866609619e-01 1.494030712281999573e-01 1.449640216649559499e-01 1.375880990091235545e-01 1.317069556078513948e-01 1.264565749651640758e-01 1.190681409963848802e-01 1.110790109261097641e-01 1.065640914590062494e-01 9.968804391845854929e-02 8.981969781796569907e-02 8.230592798287471312e-02 7.577160536031803117e-02 6.890986622696945729e-02 5.615241654905264723e-02 4.592508799504198269e-02 4.022882086322125683e-02 3.246366032259802997e-02 1.884367623257495947e-02 1.117802285346886776e-02 4.380484458828009901e-03 -4.573491677973590304e-03 -1.058576310462562044e-02 -2.562690711637757163e-02 -3.593446050986193879e-02 -4.265073744906942160e-02 -5.413077659503157807e-02 -6.063595070432106077e-02 -7.080302672402245812e-02 -7.743814637021118052e-02 -8.966955914817607842e-02 -9.798198348296133231e-02 -1.065182374818975375e-01 -1.181355772839832868e-01 -1.289146663882791699e-01 -1.400790287533185130e-01 -1.477291104582506842e-01 -1.532035873472561982e-01 -1.607582350415737160e-01 -1.729780077056246590e-01 -1.822143410974741140e-01 -1.862126978596318205e-01 -1.856725848016123892e-01 -1.971098990661493688e-01 -2.094609110368802207e-01
2.586713501828026729e+00 4.343754776358418196e-02 7.965447962204068311e-02 1.061614791700624671e-01 1.335019060102543009e-01 1.492487894643872992e-01 1.633957568018629680e-01 1.749477806299418181e-01 1.820627793663561200e-01 1.840704105567784188e-01 1.851475631523268328e-01 1.846044031367983784e-01 1.836998341916191435e-01 1.836025812575735605e-01 1.831142919363068222e-01 1.818863243617752368e-01 1.810831088720384063e-01 1.819777273509133597e-01 1.814938302193671860e-01 1.789663351868401031e-01 1.754530288477298416e-01 1.715436380146840023e-01 1.683100114956218030e-01 1.642210403435054589e-01 1.583238592897102115e-01 1.539470682665086687e-01 1.494865418701421533e-01 1.440411904628303985e-01 1.359874570977058494e-01 1.295669850317900107e-01 1.227924238454985717e-01 1.188906514840606526e-01 1.105689074335280964e-01 1.028098817238600610e-01 9.456909655750977972e-02 8.800594099561409589e-02 8.106090015830517970e-02 7.052753872630683485e-02 6.283322973759444818e-02 5.097668007325673739e-02 4.405113728272281454e-02 3.733757794204619479e-02 2.685285480210726494e-02 2.098578763246978368e-02 8.474999063799115717e-03 -2.010260946300748835e-05 -6.888283949173430211e-03 -1.612129661320201024e-02 -3.120767548054077453e-02 -4.611119265232389852e-02 -5.117540007060019519e-02 -6.091227983409557012e-02 -7.140861096439138356e-02 -7.613352418252655740e-02 -8.887810091208951657e-02 -1.004180606421139627e-01 -1.083407926949694622e-01 -1.119541772140614094e-01 -1.247314480200288067e-01 -1.372804713734362692e-01 -1.463362695746754372e-01 -1.552127392940120254e-01 -1.566608892367510886e-01 -1.671271709702042141e-01 -1.749942335025749807e-01 -1.868200102685318442e-01 -1.871986688290031287e-01 -1.966821904522564612e-01 -2.052058194603307295e-01
2.597763228704930150e+00 3.946851102111395559e-02 8.183694020663476176e-02 1.086910790255584125e-01 1.325920672508175968e-01 1.533398416382636964e-01 1.680790380937686457e-01 1.790887137395792139e-01 1.869656312844502621e-01 1.876119703286307505e-01 1.871399552376662445e-01 1.865611458093306141e-01 1.860055607618138207e-01 1.856092639372523556e-01 1.846868739637526347e-01 1.830734835205935773e-01 1.815958916123834865e-01 1.809912364709929389e-01 1.804580375770657719e-01 1.790030734006126389e-01 1.769888443286640189e-01 1.754323933301018545e-01 1.713087694954714413e-01 1.651438473043843613e-01 1.623611294134597316e-01 1.589373512601838512e-01 1.536249906211573368e-01 1.490977225341635903e-01 1.448457687775246971e-01 1.377680390032524071e-01 1.286180065071703960e-01 1.226532880993578961e-01 1.163710476268589866e-01 1.098880286218569258e-01 9.975277639045826428e-02 9.031699092461900613e-02 8.483529044958582066e-02 7.607237287169772710e-02 6.817269636063677529e-02 6.027715283859952367e-02 4.851211909708002396e-02 3.649877315712494324e-02 2.790026834748346798e-02 1.833874930570632625e-02 1.174643219110043518e-02 2.634666695858144461e-03 -5.624678321081660534e-03 -1.908715975235616286e-02 -2.687464097234672222e-02 -3.672654347154146598e-02 -4.105924340450703425e-02 -6.160093722428272578e-02 -6.898643934818274315e-02 -7.609677024153872760e-02 -8.389402564001352536e-02 -9.600830512610070144e-02 -1.047758957398460256e-01 -1.155422886109345182e-01 -1.250259550975187095e-01 -1.333185002471858061e-01 -1.403562624489258226e-01 -1.477154254733706318e-01 -1.572216732279954898e-01 -1.653823834046271313e-01 -1.729598352123743465e-01 -1.780837822614720067e-01 -1.864568568169187590e-01 -1.900226993370700002e-01 -2.015143358976134724e-01
2.608692192303724511e+00 2.397511168253462985e-02 9.331569761658721485e-02 1.390200419557399147e-01 1.409335882687134112e-01 1.699559005609560525e-01 1.820703531804721276e-01 1.855945172430634171e-01 1.940516293221747068e-01 1.895219457538095120e-01 1.892104761349890363e-01 1.938920480155449377e-01 1.989120352092828281e-01 2.018174436999836951e-01 2.014692478616656734e-01 1.937326810692312773e-01 1.879930855896256303e-01 1.931421197489658625e-01 2.002693323824797922e-01 1.986328274944652028e-01 1.879547068497030293e-01 1.732967740271647572e-01 1.664379208874067206e-01 1.689590708213909165e-01 1.699832537045181668e-01 1.665894291251600046e-01 1.539987909076878103e-01 1.467243755471845379e-01 1.437898361071439091e-01 1.399341313933574749e-01 1.370903307321282016e-01 1.320924446589978873e-01 1.222845237618821745e-01 1.169845796625756523e-01 1.020131006514190392e-01 8.523374309030842810e-02 8.141690713561620940e-02 7.682972805678803252e-02 6.172345395580789568e-02 6.475824389733082775e-02 5.544115497053924563e-02 2.924163580938547030e-02 2.351916074042935401e-02 1.337431807919505465e-02 1.749295665037252367e-02 2.080606865439658948e-02 -3.969912192344882129e-03 -1.217225333600249239e-02 -2.917855759173072425e-02 -2.823082651954152492e-02 -2.954660317693540150e-02 -5.181900850691249089e-02 -5.253690807990901712e-02 -5.916829079855811385e-02 -7.468175109707056447e-02 -9.147937122221330708e-02 -1.018776006784752747e-01 -1.050446322398627813e-01 -1.135947023410221191e-01 -1.488693017043694888e-01 -1.369288000728640098e-01 -1.311717029114218558e-01 -1.609542974711620777e-01 -1.625363653013261189e-01 -1.847337521213271716e-01 -1.856181336359850331e-01 -1.906527302914694244e-01 -2.010503557790003226e-01 -2.049876038909317633e-01
2.651251401266625063e+00 3.812286537302412431e-02 1.120489483863478380e-01 1.361154119085015435e-01 1.368163346000036418e-01 1.695305460889127980e-01 2.064446342594788986e-01 2.098444279888302677e-01 2.081760682597195156e-01 2.064266871464276176e-01 2.037003369686729570e-01 2.056186868317588234e-01 2.103292729208681433e-01 2.100475458128256701e-01 2.045718105954719146e-01 1.984411302244637465e-01 1.968896600479598802e-01 2.002374403901491240e-01 2.005852923948152344e-01 1.988026639461193401e-01 1.927685095261567061e-01 1.945494775277292199e-01 1.959194382174932192e-01 1.926563019710847702e-01 1.895669580558795586e-01 1.871164859574296346e-01 1.795566795539496330e-01 1.774077739211447069e-01 1.672227896536022662e-01 1.516650573349327125e-01 1.435278369268639109e-01 1.315454364995692071e-01 1.228726054848010840e-01 1.235884341465987857e-01 1.212892936226512008e-01 1.189338889743340733e-01 1.187738739089171658e-01 9.375595711332093685e-02 7.438849613190587351e-02 8.415989567893572554e-02 7.471773295050493369e-02 5.978112488155416099e-02 3.637362491993105518e-02 3.119857399365973116e-02 3.016353265321352131e-02 2.092006430774431477e-02 1.527864999970147096e-02 3.030514271155051640e-04 -1.811319806725465026e-02 -3.133745337207598930e-02 -3.127260604523393606e-02 -2.979329659521329568e-02 -5.784911358393787090e-02 -6.737834697009273399e-02 -7.658824186747648088e-02 -8.908395112129281757e-02 -7.749239962044826568e-02 -9.237286036055973593e-02 -1.177939455760431270e-01 -1.130921374111764077e-01 -1.154121481292930129e-01 -1.253831038601838366e-01 -1.432109601564838242e-01 -1.535652636447485120e-01 -1.797116859314507042e-01 -1.688084782201132450e-01 -1.855549929379038954e-01 -1.900994120206452864e-01 -1.955081055589604766e-01
2.692074017485853066e+00 1.642741887152179489e-02 9.822089989128014731e-02 1.343527683505145731e-01 1.554345923939454144e-01 1.869478435102747693e-01 2.110156570761104189e-01 2.225617333916404261e-01 2.334899934649324049e-01 2.319597784673692320e-01 2.252212076074175950e-01 2.249700479714034640e-01 2.314850835458675815e-01 2.341488143947046963e-01 2.266587542345838424e-01 2.214390820772902113e-01 2.245632245051578102e-01 2.311000498248487744e-01 2.340210236999086812e-01 2.237395528134106526e-01 2.135759255835565085e-01 2.164720403054803677e-01 2.145300128225395841e-01 2.068590511972685231e-01 2.032058753594709610e-01 1.938899726971105297e-01 1.890212293236101793e-01 1.881812461892904409e-01 1.829339313402465750e-01 1.770464940603156678e-01 1.777075618126033596e-01 1.768479111194140863e-01 1.577000536222878113e-01 1.504862049017546277e-01 1.351598202333906262e-01 1.187130023045051691e-01 1.235105135836225276e-01 1.184365445520493693e-01 1.180575063856331153e-01 1.002220444014661205e-01 7.492599835306716638e-02 6.751550758669039309e-02 6.645086428696338199e-02 6.442499600485987465e-02 4.386417928459595411e-02 2.867173508240379934e-02 2.162976858825586476e-02 6.629957110148614746e-03 9.210242077973641861e-03 -1.771457991444276570e-02 -1.788999023431194629e-02 -4.412950962043507563e-02 -3.980967551129478005e-02 -4.115620050565277355e-02 -5.738070993479228721e-02 -7.778647510568990897e-02 -8.545070263438427072e-02 -8.265732534585484848e-02 -1.067577845070443732e-01 -1.014117511213193795e-01 -1.049543206664192985e-01 -1.229499390454380225e-01 -1.293602536232438538e-01 -1.444609977487213981e-01 -1.624471840851661186e-01 -1.689492430757954800e-01 -1.591024956930602308e-01 -1.933117018717182001e-01 -1.582682230548028146e-01
2.731292435133313656e+00 9.166725876040981991e-02 1.245853514368255727e-01 1.423936133786535829e-01 1.876312508607493879e-01 2.210332238959026585e-01 2.127951780816039196e-01 2.214143627634383993e-01 2.387165232306465157e-01 2.422521733844576752e-01 2.524566938656407911e-01 2.615848540765284835e-01 2.603805535819300188e-01 2.519219890111589200e-01 2.423444215010500669e-01 2.375883998437922640e-01 2.388315426873219571e-01 2.409479976185258943e-01 2.382010915209048785e-01 2.394493027023058551e-01 2.484565900073130440e-01 2.484223795008576319e-01 2.346627134129212477e-01 2.211768774580733232e-01 2.223564562376834919e-01 2.142230685537252766e-01 2.064288004362132833e-01 1.951874168151839228e-01 1.811926168839281259e-01 1.911938783129882857e-01 1.906805934173631534e-01 1.773776043565362392e-01 1.796053239912474009e-01 1.705458779424584292e-01 1.573914456868324707e-01 1.507357274214186083e-01 1.418006428462661728e-01 1.298989392424329536e-01 1.172046015188240031e-01 1.058997314091975200e-01 9.502893259896305622e-02 1.076561417230402495e-01 9.122235927691879631e-02 8.197553734282683746e-02 6.931458128036277477e-02 4.985221270995866122e-02 3.781680524110871133e-02 3.835136286114804866e-02 2.344006257085434058e-02 6.703588863708135736e-04 -1.318088089769869214e-02 -1.528771091550186825e-02 -2.154210239269402014e-02 -3.113897493851665310e-02 -3.263597869046166999e-02 -5.731507898331505285e-02 -6.297909451875137454e-02 -7.106407291064899268e-02 -8.492880800882017522e-02 -1.192248507694933651e-01 -9.951592326412879441e-02 -1.105420999406114407e-01 -1.336323384564632177e-01 -1.321312853665076170e-01 -1.440174116329219767e-01 -1.826608924489346308e-01 -1.854359018516908986e-01 -1.724598089205243989e-01 -1.836660273299176305e-01
2.769030637643110193e+00 9.032163342116343585e-02 1.353832564623203838e-01 1.789998760731248417e-01 1.855963879369807445e-01 2.274748678953455172e-01 2.401965670199014136e-01 2.504263678344355593e-01 2.692331881349054878e-01 2.663941294004404381e-01 2.663811888227461400e-01 2.694402055069793356e-01 2.715016686560408066e-01 2.738455587148950765e-01 2.763534896895996629e-01 2.708984907204028958e-01 2.664496410613704791e-01 2.619061609421946546e-01 2.574184088097190015e-01 2.565906024043959621e-01 2.604383144719975007e-01 2.589705748555440334e-01 2.535026360662383516e-01 2.559719449657115176e-01 2.511480965004037058e-01 2.344173503327061647e-01 2.374927451856978511e-01 2.419644357498187959e-01 2.271653227264603114e-01 2.213605802497675690e-01 2.127558273821444912e-01 1.932469460245502257e-01 1.867775528667991181e-01 1.920347150944189674e-01 1.816339234454798501e-01 1.654428755884012059e-01 1.568901104454597240e-01 1.354901253441043174e-01 1.351210488138850085e-01 1.303448760771749315e-01 1.193329330682619677e-01 1.104582309497014470e-01 9.800762903462463538e-02 9.512987584978795097e-02 8.900676506549205780e-02 5.983123155997119302e-02 6.434478724109539416e-02 3.260988648933983020e-02 1.992994058808542079e-02 1.559252707828113517e-02 1.725745314464051687e-03 6.329346904376298259e-03 -1.400785742403376673e-02 -2.719115957353680085e-02 -2.526300043345808613e-02 -3.320313103309033287e-02 -5.207004743934021823e-02 -5.268596839910843349e-02 -8.067313033713362225e-02 -9.677132323148437965e-02 -7.983334404661612815e-02 -9.515306375634319247e-02 -1.198038234399060736e-01 -1.454639379644312724e-01 -1.371252428883778796e-01 -1.607045108430925351e-01 -1.525933230969278576e-01 -1.759963082652209743e-01 -1.709717215020006287e-01
2.805405189584881942e+00 1.246185466695548805e-01 1.505620527334961267e-01 1.852303818164341420e-01 1.979484596084912229e-01 2.305079032042381126e-01 2.542789666004861560e-01 2.771506786697721658e-01 2.810907277768018298e-01 2.850960380164161423e-01 2.819359775243549526e-01 2.757701943565359914e-01 2.748471246120897105e-01 2.829746625671090698e-01 2.912204006022812153e-01 2.946676031741838897e-01 3.014590988350475120e-01 2.980741466813953133e-01 2.873578088109782214e-01 2.821501227671902590e-01 2.784299734229135348e-01 2.814214674318031850e-01 2.833763417530508200e-01 2.820190022717485312e-01 2.637576701108511612e-01 2.449915950622443273e-01 2.429218646526086489e-01 2.377583379759742599e-01 2.398505081463802591e-01 2.362277244702327694e-01 2.181463404807413020e-01 2.057778620669463987e-01 2.123901337914193277e-01 2.038814288576709932e-01 1.864517973403039541e-01 1.790194413673180662e-01 1.692096104844094118e-01 1.666964814435598352e-01 1.547157691588619544e-01 1.480722491375743577e-01 1.402178203068625284e-01 1.264226953959700639e-01 1.296004772856805265e-01 1.036755307686788030e-01 9.972927230909391094e-02 8.988806329336400391e-02 8.191540970569180513e-02 6.951344093029260263e-02 4.463137554373995675e-02 4.470824383516859568e-02 3.468134566954834269e-02 7.656587381868453814e-03 5.511945537130955898e-03 -1.667943439617966235e-03 -2.387193081509281223e-02 -3.704318841498819431e-02 -2.759618408841548604e-02 -6.765809267262588855e-02 -6.165610951568720882e-02 -7.786058431239700761e-02 -8.264379315034217632e-02 -8.905148360806132424e-02 -1.053151570776245244e-01 -1.280392079326962973e-01 -1.453756964853611944e-01 -1.460443906709564532e-01 -1.505206923799716767e-01 -1.617643569137865445e-01 -1.804842985908804986e-01
2.840494365610290561e+00 8.334054892904325940e-02 1.245213366701364288e-01 1.913627176458649604e-01 2.247331151163579066e-01 2.585329969004988571e-01 2.631823132956676581e-01 2.764373694414970495e-01 3.105688394000506447e-01 3.105089095574162239e-01 3.039400698976821857e-01 3.022674423423806767e-01 3.045215125911927001e-01 3.038527876459352628e-01 3.023312874617195556e-01 3.050761173992325714e-01 3.051926315735578044e-01 3.017702053231893777e-01 3.012438221718672926e-01 2.982618027140359063e-01 2.972957280394192825e-01 2.988683843952990582e-01 2.941862828120046514e-01 2.799126264226969307e-01 2.766895212790272951e-01 2.844808111718602484e-01 2.832977424635110264e-01 2.695029896339155573e-01 2.648008729444380482e-01 2.497983311472777301e-01 2.504371089261899219e-01 2.550303758448219660e-01 2.299348220790878305e-01 2.218561079198603236e-01 2.093059612121882795e-01 2.056065914588145194e-01 2.010058562227518275e-01 1.824953732366718373e-01 1.717390240009889490e-01 1.647125083428349901e-01 1.519858839608729251e-01 1.302536718839214791e-01 1.280094305833368862e-01 1.166054022328450179e-01 1.003960721962032371e-01 8.640109732952012955e-02 7.709265461532145702e-02 7.779909638737962652e-02 9.762134340007745659e-02 5.970342635755203353e-02 3.632126249114178002e-02 3.834830883109974914e-02 3.185738336747608729e-02 1.321543025379263644e-02 -1.005708643796941575e-02 -2.023815407136249356e-02 -4.323281715182998586e-02 -4.759160356367216765e-02 -6.831349664619729145e-02 -6.704406785088704024e-02 -7.279661398595180244e-02 -6.869117638052468777e-02 -1.169402778182375563e-01 -9.783657859780545141e-02 -1.121442910664295772e-01 -1.423200114005921113e-01 -1.638164933097800979e-01 -1.429531423390786593e-01 -1.523512343864184548e-01
2.874393916415021177e+00 1.379489888556983124e-01 1.756085250023216582e-01 2.015845161567322297e-01 2.233509161285066602e-01 2.738868316466334663e-01 2.878546970078519340e-01 2.999881091364411390e-01 3.103677810540413362e-01 3.123898795753142776e-01 3.109035879078880238e-01 3.114041705139368732e-01 3.202904318792368366e-01 3.321529792173795737e-01 3.260944744437739296e-01 3.127222176656124786e-01 3.014610187363015448e-01 2.957504426585948476e-01 3.078889800072437954e-01 3.084316233358151971e-01 3.028954826797637390e-01 3.103417833893076239e-01 3.104671019065422533e-01 3.098995563925529551e-01 3.155864246997654443e-01 3.179547414017175888e-01 3.072599467265330619e-01 2.939244122386088787e-01 2.675223044938042638e-01 2.664305750836972742e-01 2.638839159920083888e-01 2.601076490859086099e-01 2.631716525144676133e-01 2.580541482354505867e-01 2.443868421925908530e-01 2.156300109829262512e-01 2.230607336091467718e-01 2.023886122304034973e-01 1.816529442685641815e-01 1.797749419667853954e-01 1.806406277598645860e-01 1.611396368111202293e-01 1.555085750305995607e-01 1.383692699493923317e-01 1.207534887325805023e-01 1.063298732651009187e-01 1.180217593585322633e-01 9.849753566125254989e-02 1.020334746356439809e-01 7.026973318139470570e-02 5.104930313267778269e-02 4.020075077401894653e-02 3.821175904437679183e-02 5.040038890349362102e-03 7.819307684144974346e-03 8.487291319280563032e-03 -1.739810007789420465e-02 -3.400821674490844132e-02 -3.506099059018009945e-02 -4.616321080796759180e-02 -8.068419520938749367e-02 -8.573145831672654427e-02 -9.856797767637982821e-02 -9.799306790543474421e-02 -9.704465331096680247e-02 -1.382932556941014468e-01 -1.474141054392272554e-01 -1.379692182818814394e-01 -1.610891884581245326e-01
2.907181867451885893e+00 1.847522128376767048e-01 2.268436263087098281e-01 2.438753427359724446e-01 2.736400581619257699e-01 2.959058365451295303e-01 2.993839023880547900e-01 3.278778283979732477e-01 3.317274699634571444e-01 3.338673393544567825e-01 3.326678041300851207e-01 3.275268914397991282e-01 3.297150537901370471e-01 3.342704521912135407e-01 3.369166616519602697e-01 3.395871396433829403e-01 3.395424234230872140e-01 3.418033715768161729e-01 3.418599111996842299e-01 3.333893971470425210e-01 3.248958967293673616e-01 3.218049474597335924e-01 3.227975186458609258e-01 3.243564057508754317e-01 3.223761033219151861e-01 3.193773451783485928e-01 3.030701697065928957e-01 2.954984466461793025e-01 2.898273992449525438e-01 2.812124103865978886e-01 2.721396771612858423e-01 2.668303801447120538e-01 2.515274580334468379e-01 2.518318472295540400e-01 2.491829954757688315e-01 2.352089045583043159e-01 2.309836087104631397e-01 2.185898615249421972e-01 2.051801756480748362e-01 2.030270901634332603e-01 1.911158126607696295e-01 1.937648449904319503e-01 1.683410193420454837e-01 1.491343128650352012e-01 1.431252598203505977e-01 1.329748851339215554e-01 1.167628006996128814e-01 1.017046896818543100e-01 1.129187007779967472e-01 8.572116742737154182e-02 8.383609008031156495e-02 4.494911661450497198e-02 2.997288863061237790e-02 2.734777651154668768e-02 3.374837232727986858e-02 -9.600472206086317368e-04 -6.782226603970711691e-03 -1.989532475534049744e-02 -4.200916284313514770e-02 -6.017194782646454604e-02 -8.935360230145601712e-02 -8.295325485847124258e-02 -8.861977493140843487e-02 -8.571211234548202496e-02 -1.079762624958841982e-01 -1.287584150916017967e-01 -1.285206070983588300e-01 -1.575421674947918016e-01 -1.323155677346411485e-01
2.938936582209404680e+00 2.136538771483127708e-01 2.287579325974516686e-01 2.525666093420362301e-01 2.829440413558951817e-01 3.092329944684191756e-01 3.304232224162249043e-01 3.509205513879818938e-01 3.558919918572887586e-01 3.619216509084107747e-01 3.564115435177051538e-01 3.474172206128040008e-01 3.491255437485032975e-01 3.564250362225518387e-01 3.659357354298964915e-01 3.675766093996943318e-01 3.629010229906326490e-01 3.608030012707673650e-01 3.621262948569682338e-01 3.561182935956065942e-01 3.541443514524370006e-01 3.503478911551193842e-01 3.426896565217911195e-01 3.385915593914165522e-01 3.298512810168204301e-01 3.198994405381825334e-01 3.193765437400921670e-01 3.208278066117130622e-01 3.078630005513141588e-01 3.187057369175106403e-01 3.053582687222914371e-01 2.955817522838644074e-01 2.897524647295300348e-01 2.614233331354350320e-01 2.495478933533326893e-01 2.448261153162925308e-01 2.556974580351329407e-01 2.341233435481857861e-01 2.264764161590538394e-01 2.232973724888522304e-01 2.194294312023760407e-01 1.936792318125848955e-01 1.892335837626670791e-01 1.665492514034358218e-01 1.635035775877271003e-01 1.468235214165103386e-01 1.532175894129747529e-01 1.256897891469355155e-01 1.183867508729787577e-01 1.001076342521212970e-01 8.579338517648840701e-02 8.663135511370700925e-02 6.779507498516251784e-02 4.248150595694809989e-02 4.699210441539652949e-02 1.079060850937460340e-02 -1.893684648043390730e-03 -1.162692400221442511e-02 -2.710825834394959416e-02 -6.202764637429738354e-02 -5.835266284883629251e-02 -3.028820966405840892e-02 -7.571315805248600428e-02 -1.054125371179695791e-01 -8.681449691718973183e-02 -1.147739092237900910e-01 -1.441081997364092870e-01 -1.397213727044122611e-01 -1.390508029174338245e-01
2.969706356943373038e+00 2.036695901048062585e-01 2.259135812383939457e-01 2.745506525073154735e-01 2.888291583128814177e-01 3.244722786956432681e-01 3.470951419018903916e-01 3.502915670278785587e-01 3.746294179912033617e-01 3.865681798653462509e-01 3.898753113729518938e-01 3.821400005658914245e-01 3.842467633073651245e-01 3.845814294758498342e-01 3.658864127795906085e-01 3.620691493662875349e-01 3.677445342848031928e-01 3.729034655000016962e-01 3.819316600967674336e-01 3.808894226530359362e-01 3.837442192605470259e-01 3.834726056416444817e-01 3.821928209758291839e-01 3.756868373301351371e-01 3.738682449943756536e-01 3.504173669649038314e-01 3.383239825378316912e-01 3.317593537884169774e-01 3.258516828710081858e-01 3.202790297059192048e-01 2.950134744943715970e-01 3.115072592560244047e-01 3.029569330882012634e-01 3.016116573512293009e-01 2.904939781279837763e-01 2.809547250916800132e-01 2.669325274367892464e-01 2.569477456939019966e-01 2.393441509808047485e-01 2.260291485461804195e-01 2.301055220423383896e-01 2.246828969597740311e-01 1.974217634712919778e-01 1.920052413034898098e-01 1.680678197574459465e-01 1.538829267740124129e-01 1.554586123607056003e-01 1.543900804531150306e-01 1.281134811045945010e-01 1.245756779036335249e-01 1.000459929997460362e-01 1.109090841961651863e-01 6.944157621600896557e-02 5.920049301869547559e-02 4.167797012833690529e-02 4.296490025290888859e-02 3.935882903000241517e-02 -6.541612388676820364e-03 1.323676400267912974e-03 -1.766368958832371938e-02 -4.472602740878438288e-02 -3.851552555822623791e-02 -5.022319453659981892e-02 -7.316990999248806915e-02 -9.429308050198462188e-02 -9.100140265706285758e-02 -1.110412708024636763e-01 -1.230588387029742659e-01 -1.409815259661148235e-01
