logk z371 z349 z328 z290 z244 z210 z174 z141 z104 z070 z035 z018 z000
0.2512769814594135 -0.0001234671708373343 -0.00013626688729960617 -0.00018051671340089362 -0.0004669926318319312 -0.0016721660403274127 -0.003521444322032957 -0.006194575131754957 -0.007924228824807627 -0.009073105154733176 -0.008467761785003382 -0.0070114568251156435 -0.006236470060195412 -0.005695907101828997
0.29725964785533965 -0.00011925169884575638 -0.00011940994512236268 -0.0002116635445181266 -0.0005992066467166835 -0.0020304998457489256 -0.004119183669263044 -0.007157602781435263 -0.009346341812623962 -0.010556339244008459 -0.01026915435267585 -0.008098568182969024 -0.0064237879580908075 -0.0052938672824253
0.33905200547541453 -0.00012758527927365546 -0.00011592294295730288 -0.00020062855744765767 -0.0006892237973201566 -0.0025017473607149092 -0.0050304846950034055 -0.008529434035043557 -0.010905823338013557 -0.011880780505117462 -0.01165886127371105 -0.00928561009367813 -0.007368860766388947 -0.0058978192895834235
0.37715321827152226 -9.809369713335546e-05 -0.00012367881690177507 -0.0002539740341327506 -0.0008776001006106151 -0.0031820612828214597 -0.006116680943977158 -0.009868699135695755 -0.012273150241602549 -0.013374683812656616 -0.012909656434468956 -0.010208311456228802 -0.008269965306976436 -0.007452104087120998
0.4120825146211731 -8.241812418890944e-05 -7.409503876093015e-05 -0.000218675330423778 -0.0009252151719367483 -0.0035903764521460373 -0.007012768281071425 -0.011361787179135597 -0.013642274437358987 -0.014791396271789364 -0.014091345965202897 -0.01147318825440968 -0.008423243407984286 -0.008744596839070841
0.4444589681966621 -8.335532784989959e-05 -0.00011836893961525999 -0.0002929574722021876 -0.0010978501871810294 -0.004055107957848527 -0.0077886695069608125 -0.012786775968287005 -0.015025798175009188 -0.016134359983251797 -0.015137685436959075 -0.012663477835541795 -0.00977858949759607 -0.010325633237549606
0.4746097137262083 -3.2207271104474805e-05 -6.227461643365571e-05 -0.00028335814414625287 -0.0011265545440301828 -0.004421987221657412 -0.00851152920826354 -0.013851416788854718 -0.016276368934317473 -0.01707952928736877 -0.016742893561753677 -0.014216359278188045 -0.01155282368699662 -0.011630068544419623
0.5027343960301891 -5.266616412093227e-06 -5.5657135048866024e-05 -0.00030599515956504904 -0.0013409153464017838 -0.004869785477005653 -0.009096260265569143 -0.014478750767576591 -0.017599907293383062 -0.018410385321059212 -0.018049641725725596 -0.015781546769440446 -0.012741316749963273 -0.012837879970487203
0.5292217713769529 1.581321576724211e-05 -7.436438191215568e-05 -0.0003134244380029603 -0.0014630269659377455 -0.005430769802804162 -0.010125537248571195 -0.015726129817670128 -0.018720026885534934 -0.019685678721681046 -0.019223225015269407 -0.017711110167015067 -0.014586998341863213 -0.014703487748273346
0.5541188216067909 5.001256476134853e-05 -3.5581134267320695e-05 -0.0003427959234585993 -0.0016380881877864496 -0.005865185793694292 -0.010781551880187711 -0.01680051315315198 -0.01940455648474808 -0.020668118671979218 -0.02090669652255329 -0.019005628330353148 -0.01832773537887911 -0.01660764762813762
0.5776589898973685 5.987783603821273e-05 -4.5980656173380514e-05 -0.000309436246166988 -0.001579939172856622 -0.006093839249288646 -0.011128397929818575 -0.017858107587338922 -0.020909260775404344 -0.022018876437816113 -0.02317442937701764 -0.020921295353517826 -0.020515493385201818 -0.01885192499108955
0.6000549686711649 9.117123793144321e-05 -6.311084829354637e-05 -0.0004113728623937044 -0.0017509745647682504 -0.006379470265197458 -0.011681761362569864 -0.018240246995659497 -0.02188692104283789 -0.023354104657465843 -0.024939212197451564 -0.02328372993720669 -0.02339307659255566 -0.020862968537070127
0.6214273824609159 0.00015657255060839487 2.5242315385591137e-05 -0.000267142316503971 -0.0017696537306060962 -0.0067091073608045535 -0.012223439218053796 -0.018804784974237914 -0.02253026910864499 -0.024724663957880765 -0.026431371876041956 -0.02506824105110216 -0.026505262458990316 -0.022128526484661737
0.6416966745674101 0.00022554413069802732 5.609899043641162e-05 -0.00024229332915947168 -0.0017999478096330894 -0.0068830867198358845 -0.012770473659376268 -0.01935994598367163 -0.02273834575733099 -0.026099127793966063 -0.028422123051721735 -0.027497714837813946 -0.02778330207559417 -0.024831322737711214
0.6609214992712775 0.0003107689445539355 0.00012155541093203734 -0.00019401718189325856 -0.0017789780129978234 -0.007004214600024946 -0.012963187921959688 -0.01978286839060832 -0.023876669729619725 -0.027386688082865207 -0.030164790975215686 -0.03019312019019622 -0.0298998982039386 -0.026914354273941645
0.6794649449612236 0.00043143663999233814 0.0002666197512425619 -2.915359798759823e-05 -0.001703465006614257 -0.007096670797236905 -0.013161293412454488 -0.020264874087729617 -0.024054891121420556 -0.027991858452536256 -0.0318542931501326 -0.03252795559511759 -0.03220988479678289 -0.028273387664711498
0.6973166550917101 0.00048504557857395305 0.00034215814903973396 5.044780469655581e-05 -0.0015336195635579594 -0.007085563495086293 -0.013432686277774364 -0.020380181330011734 -0.02492600998487423 -0.0290147183889321 -0.03320544705381276 -0.03382522208380069 -0.03511504218638254 -0.030656891492068843
0.7144091287342486 0.000543354863696297 0.0003900697289054071 0.00016481665678985802 -0.001401929682171208 -0.006983777140279245 -0.013666905056230692 -0.02058326762305146 -0.0251174937934259 -0.02997369500891526 -0.03446045022820908 -0.03652286134515557 -0.037373880261265736 -0.033465502039153806
0.7308819654426397 0.0006903844008416954 0.0005184156899608118 0.00031555766468329067 -0.001359443614033876 -0.007159025807100306 -0.013781073768533101 -0.020936485434667456 -0.02571496182620054 -0.031076555033320543 -0.03586796140274344 -0.03802047744038034 -0.0401880402910559 -0.035322484368417804
0.7467324713137361 0.0007295617367580059 0.0005766591709209962 0.0004675061233905053 -0.0010101911066120045 -0.006585002737237247 -0.013766826024042585 -0.020984981216453882 -0.026035357606263083 -0.03199239242310494 -0.03745860724454841 -0.04037237528175359 -0.04157690655462794 -0.036179507177349135
0.7620177859469275 0.0009017434513551186 0.0007165736794227661 0.0006213230522705552 -0.0007697146189970839 -0.006396305790477227 -0.013894043597763864 -0.021103840517773052 -0.02645620184502101 -0.032691126244271264 -0.03874886195507466 -0.04168652231211643 -0.043143975503295046 -0.037671750236495626
0.776826133185771 0.0010506493987791164 0.0008603255799649164 0.0008455334149591534 -0.0004968051809626697 -0.006047791974539754 -0.013326086284167317 -0.02100615425979213 -0.02669574733602344 -0.03398301009261654 -0.03936403459159793 -0.04238817672894637 -0.04644854491631329 -0.03978835274124819
0.7910868051378747 0.0011214649287876635 0.0010385635101633093 0.001094138934857867 -0.00021990140966510668 -0.0058785966024815645 -0.01291914412157362 -0.021324907747062808 -0.02668662271573396 -0.03416825074891979 -0.04074219807189498 -0.043937149938822806 -0.04867233616120394 -0.041548613876225174
0.8049011648396776 0.0012582656659415913 0.0011589575773761132 0.0012616291048748519 0.000159521780093519 -0.005654952929704731 -0.01266336277818392 -0.021166753540478048 -0.026653397034452745 -0.035089428690211054 -0.042370324834293156 -0.045076894135994326 -0.04941195318796064 -0.04272697443744008
0.8183252968569453 0.0014529195104560208 0.0014612167161036462 0.0016583036946255163 0.0004839492386867701 -0.005183550700577443 -0.0123163848027778 -0.02112785669324819 -0.02682942113113178 -0.035578840385237835 -0.043278988762243724 -0.04684814529947197 -0.05193012766215339 -0.044072218132519575
0.8313066294299074 0.001597281970953614 0.001623848067344858 0.0018451493713678112 0.0008358580876648726 -0.004752365510643066 -0.011906410826263382 -0.020977448796983305 -0.02626580302944842 -0.03680913107281537 -0.044376548217330135 -0.048027280277030154 -0.053920272901891005 -0.04636262385865939
0.8439216809068801 0.001726155809872571 0.0018905364764031083 0.002253653791250848 0.0012317983008807108 -0.004166640273208391 -0.011470360950560286 -0.020555053675720195 -0.026255132681077462 -0.03738358830126684 -0.045704893145915304 -0.049543239360103596 -0.055145698858589255 -0.04746496709643822
0.8561885855893453 0.0018459809742375074 0.002020798225975023 0.002532720684532684 0.0016437397195695912 -0.00386534668999103 -0.011150429770007445 -0.019992283727699216 -0.02629722118982427 -0.037515502820321796 -0.04628364179375431 -0.05053396810087725 -0.05605616626904241 -0.04851688338511605
0.8681015371859322 0.0019001130072192826 0.0022128273125090235 0.002733687564569392 0.002019369716530548 -0.0036440047133701778 -0.010938490822783383 -0.020205663700832113 -0.02602260497453182 -0.03810767645388866 -0.046775779479258185 -0.05167492692342448 -0.05671647074377961 -0.05068476632086833
0.8796919417473976 0.0019743200415694275 0.0023439139611543093 0.0030266075174997585 0.0024917221284811394 -0.002946401970623395 -0.010622812506360647 -0.019764344693922152 -0.026079786447750965 -0.03811707422563602 -0.04715914328677348 -0.053172687828790685 -0.057530347638303884 -0.05191216076397651
0.8909983706273048 0.002242169165678558 0.0025191179874954816 0.00341500940257186 0.003011213201657124 -0.0025161141849047303 -0.009958084617307102 -0.01931479406843339 -0.025897200767683648 -0.03872965070479044 -0.047234200708622595 -0.0539279270037882 -0.058953465158356734 -0.053132612337314374
0.902053280962853 0.002440143390571813 0.0027641789526630348 0.0037499916399347266 0.0035135158608451955 -0.0020700679107456626 -0.009484881891941662 -0.01897585419859361 -0.025549759107535843 -0.03880284809986523 -0.047201935348432984 -0.055365534792239414 -0.059675583626663746 -0.05507165938793434
0.9128027476682797 0.0026314704869124525 0.0030418212208861398 0.004044202750194694 0.004006523169538795 -0.0014843947230643493 -0.008986226027733255 -0.01812716759295252 -0.025252315691106322 -0.03899514192071372 -0.04792842654543563 -0.05649783914222467 -0.06007141911518125 -0.057114881443296114
0.9232838612237394 0.002834917394449929 0.003319969325173175 0.004451172772876664 0.004411553769656439 -0.0007705565224863241 -0.008653845772896948 -0.017622662075794056 -0.02422157219148527 -0.03896850673248243 -0.04791547692017163 -0.05729385048166062 -0.0606743842653631 -0.05809601392639836
0.9335454465493317 0.0031312301993674306 0.0034910754982099236 0.004685230991718694 0.004870369298575044 -0.0002702318479935441 -0.007989640022850176 -0.017230642627726504 -0.023904931581014404 -0.03911154985662804 -0.04814944666719971 -0.05790504760089363 -0.061367359172292114 -0.05948503491279291
0.9435371571583228 0.0032997205485958163 0.0038526670204672635 0.0051176227100175635 0.005669421247909924 0.00019532124558169987 -0.007186811067700412 -0.016757757456266002 -0.023114122774104066 -0.0392006636128748 -0.04892533924456767 -0.05797093473005555 -0.062075022144903305 -0.061484097181116616
0.9533176724071979 0.0035079007229060063 0.004203888164231847 0.005470659575473339 0.005842113915415321 0.0008148649793535506 -0.006753998845162322 -0.016138832339026077 -0.023037262271647825 -0.03931686383432899 -0.049336964722680114 -0.0590472584648949 -0.06305289610345938 -0.06296938668777237
0.96290453031032 0.003823702837780203 0.0045685162517632594 0.005951618444945966 0.0063624141064095 0.0011476704057768487 -0.006010811228222681 -0.015406348593065283 -0.022422780206543185 -0.03957961636192982 -0.05004869325958744 -0.06021806671611203 -0.06411682907639962 -0.06345046465629445
0.9722330561138222 0.0040417127879613865 0.004897794035189572 0.006395476362247521 0.0068641143635662285 0.002069742664390723 -0.005170353080173935 -0.01473241299863815 -0.02182653302769897 -0.03978698331925475 -0.04983235163926894 -0.060717705919189575 -0.06408118625522395 -0.06581517006458278
0.9813900850460576 0.004028394074715605 0.005154837702022807 0.007009978273601972 0.007726017236286196 0.0027218788730802726 -0.004290323365073068 -0.014407693319641264 -0.02145377054786957 -0.04004658602126175 -0.050681895792504164 -0.06088875793854877 -0.0641049969543373 -0.0658372164870619
0.9903771526155654 0.004150525560757115 0.005292312021355777 0.007273558113117836 0.0081843523934882 0.002996521937009774 -0.003762803138939979 -0.013662315685691316 -0.020294507225766076 -0.03974653652116908 -0.0508306438036001 -0.06265382286182723 -0.06491207131887244 -0.06748216674395625
0.9991620301564466 0.0046098306429628155 0.0056677225237501145 0.00768479763974728 0.008897143369126398 0.0035579628087187027 -0.003259403966843311 -0.013262886224545748 -0.02000456880804971 -0.03921076463206878 -0.051241655333273385 -0.06325723057272839 -0.06654995089847095 -0.0690265240623095
1.0077830598860806 0.0049465878458083545 0.0060248770142683995 0.007932180806556216 0.009278673744165253 0.0040192396573833136 -0.0024921086819727953 -0.012251145826424609 -0.019378485575917828 -0.03861434736552602 -0.05096385690537506 -0.06349581722164704 -0.06752313207675809 -0.0691974479386372
1.01620896402572 0.005023389195348735 0.006415922732003851 0.008374203152387065 0.009942194756324076 0.004562041740314833 -0.0019904768911021484 -0.011333192270140532 -0.018745424739567907 -0.03821493449770083 -0.05050875373256952 -0.06433019699093552 -0.06740633084796789 -0.07007816722542044
1.0244895711771007 0.005290781804715964 0.006697066476223275 0.008544946463709338 0.010483786528886102 0.005155565606246731 -0.0011993034412706286 -0.010916965912693831 -0.018569674449262108 -0.03768316952842211 -0.049710010637757325 -0.06444935443894932 -0.06744420408650917 -0.0711648979863077
1.0326491947518117 0.005519364421231932 0.007250427336482031 0.008939319570561512 0.010909727050131292 0.005697832223333159 -0.0006491997579129177 -0.010058588645942675 -0.017809154127512956 -0.03742285098270717 -0.04975721404852686 -0.06481541432816137 -0.06798212960202324 -0.07141191514581971
1.0406371370827474 0.005765023034179919 0.0075361857876708755 0.009488536359276871 0.011316237711482508 0.006174457414209184 8.293755947973108e-05 -0.00932847121800031 -0.01703813699488279 -0.036816540154530036 -0.04973783149698892 -0.06499803061684462 -0.06957071251940497 -0.0715050082929731
1.0484698510455883 0.005989006853687808 0.008050066875011936 0.01006257343485565 0.011964538872102177 0.006758564295378836 0.0009227233286959716 -0.008463980608930879 -0.01637936147095897 -0.0361932238002157 -0.049906786310439814 -0.06559388407684898 -0.07005206465596976 -0.07192850400042189
1.0561675013901748 0.006147120611127466 0.008279700118630422 0.010710465819734753 0.012347702904141599 0.007333661213478756 0.001433267765381619 -0.008032686954517431 -0.015332802670719873 -0.03591467250451702 -0.049491099190815305 -0.06598233561184694 -0.07059140318339978 -0.07171656141341957
1.0637350068772617 0.006501461213041537 0.008622961242698318 0.011316742784292186 0.013069858005523967 0.00764316400047108 0.002086245162470928 -0.007912981928614614 -0.014724519944380742 -0.03516921096101254 -0.04881966158108232 -0.06602545156447147 -0.07120352072244271 -0.07179878954972314
1.0711734344670918 0.006700885463389065 0.008751143585905764 0.011537870487767164 0.01347333933229105 0.008487248222863807 0.002809448828937935 -0.006769024296795924 -0.014233796693688442 -0.03500676781316011 -0.048064875110741034 -0.06699772820635205 -0.07143133385147833 -0.07178059379681832
1.0784893176762205 0.0069601177173264145 0.009139418703165777 0.01218743624033497 0.013988169907159599 0.008969366431649887 0.003549365442088436 -0.006102780775846177 -0.013103029357497003 -0.03482621120572795 -0.048148029364625686 -0.06720661333435429 -0.07128610781970016 -0.07202775743480952
1.085684710889774 0.007175826068435485 0.00961756510980601 0.012791847538844586 0.014882521571695511 0.00955827037611909 0.004531470423862367 -0.00531517944098056 -0.012738507503237505 -0.03389279903649988 -0.04797755172896501 -0.06715720884645954 -0.07138992036436942 -0.07220541100973409
1.0927416077070786 0.00742308930495414 0.00977312436006598 0.012975514594864589 0.01545634677362331 0.010102152434759036 0.004665422599865461 -0.004692299653814777 -0.012339524384277196 -0.033704350819615814 -0.04771962137688326 -0.06730488013610532 -0.0710643323759491 -0.07263620747851328
1.0996858620349317 0.007524383206486372 0.010080259816194974 0.0133441278831849 0.016036865811976744 0.010811095645250323 0.00556484170340249 -0.00378503224592862 -0.011833092922355373 -0.032698528488085014 -0.0472202494440574 -0.06779356866633816 -0.07068636902514121 -0.074051991604936
1.1065481083127915 0.007855439319958066 0.010570939005255691 0.013897933798865003 0.016361420480120688 0.01108367588135697 0.006391019554201503 -0.0028812889808502657 -0.010801185861317165 -0.03234821146141792 -0.04640624396991185 -0.06785566795646139 -0.07053940457272935 -0.07436123141605719
1.1132965802046342 0.007960928323395147 0.010771231727431324 0.014513875679750305 0.01710357335968102 0.011407570431146907 0.006584776646133504 -0.00221284901628791 -0.010185668734527377 -0.03132828324969569 -0.04587308435578069 -0.06737761455648689 -0.07022402106559408 -0.07466216127844397
1.1199314168093029 0.008220025357984731 0.01125102161492124 0.014759107327365828 0.01757907902017848 0.012196009357740449 0.007974657276453544 -0.0013130642220967666 -0.009418644568446436 -0.03047720975896064 -0.04536541343367798 -0.06716448557218867 -0.06924324396210715 -0.07451069511484772
1.1264745159158027 0.008561626740486054 0.011669714450264929 0.015106477084242695 0.018221301042315598 0.012667203350391112 0.00846585119768636 -0.00046041444546669665 -0.008935476894838493 -0.0299943005569425 -0.04401415446219286 -0.0671379932852367 -0.06920528913886428 -0.07535528717590442
1.132910552706546 0.008521515070287273 0.011924106466498368 0.01592558426988527 0.018406866424123165 0.013458666205099605 0.008743472335125924 0.0005128507864961977 -0.008398321006281226 -0.02946403976604169 -0.043401163296826833 -0.06601833249269641 -0.06844783765086854 -0.075227844464117
1.1392553790513889 0.008743654732748976 0.012035300232461773 0.016028033482868607 0.019251583591489714 0.014246278268742432 0.0089720005657857 0.000918032124273616 -0.0073536086141971525 -0.028487451245164632 -0.04255611842022122 -0.06581284423799458 -0.0688594062885602 -0.07536596729401115
1.145518687719384 0.00880934278262879 0.012325949745962813 0.016516174076492068 0.01970271802207988 0.014841682298710253 0.009756797968956623 0.0014827131034699658 -0.006882180162571402 -0.02780561117210909 -0.04216347879572988 -0.06552073474212228 -0.06940054231416966 -0.07594345007285062
1.151692271711357 0.009180576860162543 0.012804841220087921 0.017100292350894688 0.020464842068506746 0.015618770090055589 0.01042095933479713 0.002568042641397919 -0.006016425416981156 -0.027207327271318284 -0.04176738101884709 -0.06562475578442833 -0.0690788865010054 -0.07636408905823155
1.1577793279636546 0.009464179433563945 0.013063639008828794 0.017297172248704185 0.021021455710570732 0.016072238539866526 0.011198314006746818 0.003293058562932291 -0.005567456354277661 -0.02573956252611163 -0.041544151609624165 -0.0657378858400308 -0.0683334445353997 -0.0758005276043158
1.1637768480523 0.00963286097556725 0.013303254506926255 0.01791291985999154 0.02150489713347486 0.016329078220425584 0.012073129295021898 0.0037364777003216294 -0.004756393913912699 -0.025491086438631176 -0.040550018715383364 -0.06521427996277789 -0.06866454078200762 -0.07551381036482852
1.1696880800975575 0.010076214111459997 0.013707163324726917 0.01820341825541222 0.02204863901163237 0.017032834079560882 0.012848818924183379 0.004417425867616095 -0.004145321609715484 -0.02495350347500423 -0.039746435741164994 -0.06511531144483693 -0.06840102791422206 -0.07537005349525666
1.1755182872820522 0.010135994057586462 0.013863650468899662 0.018616715682498695 0.022566094440317094 0.01764372015477997 0.013385016597938065 0.005060289367159668 -0.0033486641093910066 -0.024679986401174803 -0.03918083885560988 -0.06500755348340623 -0.06794750728360784 -0.07410345767732904
