logk logPk493 logPk424 logPk373 logPk333 logPk300 logPk197 logPk103 logPk052 logPk023 logPk002 logPk000
0.7327394492930468 -0.03448445828319558 -0.03339393446074276 -0.03394281371557459 -0.03310833039351072 -0.03272941561714801 -0.03831260868721734 -0.05611882708955745 -0.047925914449971754 -0.045101890540546245 -0.04205855642366473 -0.04180077881658089
0.7377490738915571 -0.034348882010987375 -0.034217074797967525 -0.034594586688416196 -0.03307993496093417 -0.03283888228997037 -0.03806357082614669 -0.056660879009433965 -0.04798931214814783 -0.04502573488663457 -0.04137121412466223 -0.041061667561294826
0.7426937164627805 -0.03485048425377279 -0.03442153667078341 -0.0353340315161659 -0.03310987924717577 -0.03289054905404767 -0.0383564252410307 -0.0562132746750477 -0.04832688430594711 -0.04473430983328696 -0.042027840698648136 -0.04179859635334163
0.7475982270401955 -0.034827104086974474 -0.034484666753400985 -0.035643855775130955 -0.03355645178237769 -0.03305372697968282 -0.0384527969401211 -0.05684907332588856 -0.04910947083533894 -0.04583430809384183 -0.043733017144555304 -0.04355503282476295
0.7524710067224339 -0.03592542647394452 -0.034577644698580746 -0.03581297846751386 -0.03421507481108738 -0.032944839583944806 -0.039148586387475155 -0.057047721550867014 -0.04908114810761508 -0.0471845963483939 -0.04348978798102722 -0.04317682896207169
0.7572821254444052 -0.036475920109389104 -0.03527669721456242 -0.0352658956093504 -0.03444468454279567 -0.034182024208145374 -0.038278791051738655 -0.05792173727441477 -0.05037641713501099 -0.046474828948242265 -0.044212252780683525 -0.04402060722093938
0.7620179940064813 -0.036863792760995655 -0.03558000828498794 -0.035884078351752904 -0.03338899607295833 -0.033943167478378056 -0.03920778364871601 -0.05787156061192806 -0.0497861136561773 -0.04700887721960568 -0.04446726996393691 -0.04425198981021374
0.766717638657985 -0.03720107116280236 -0.03588381371863833 -0.03600031027497077 -0.034233221598802786 -0.033802551658235584 -0.03881265550033918 -0.058802648957983115 -0.0497886947798278 -0.047107982339093926 -0.04548787541313185 -0.0453506485196804
0.771344913696248 -0.03697351211061099 -0.03626882729271228 -0.036649682519059854 -0.034609524659044294 -0.03384366650803101 -0.039324837966822825 -0.0585552977528238 -0.05066170346104141 -0.04777764309447719 -0.046619956496290804 -0.04652189769973011
0.7759161303142319 -0.03755122334042259 -0.036675004215506124 -0.03675871598714129 -0.034330145515236964 -0.03407789741122699 -0.0391818668056548 -0.058685550846624815 -0.051139277108918114 -0.048074045600125584 -0.04710769448989298 -0.047025842262292734
0.7804397327979564 -0.03786147789642221 -0.037412523892777466 -0.037050271597461375 -0.03502452045126025 -0.034192331285282256 -0.0384764542158187 -0.058672426258675046 -0.05131377949507056 -0.04802433216391601 -0.047502289152139505 -0.04745807087271231
0.7849523331617647 -0.03828890005313461 -0.03720315324527957 -0.03684178325973134 -0.034812613103293207 -0.03424732290859502 -0.03928524406024288 -0.058753279964468955 -0.05133872809777321 -0.04858156407709056 -0.04819910199587423 -0.048166706551828385
0.7894467370347935 -0.03849588311622626 -0.037143366504348255 -0.03704499047328767 -0.03439909284192526 -0.034310739037222614 -0.03890367421945907 -0.059026959873946516 -0.0521978837344794 -0.049252459864492726 -0.048300210154072584 -0.048219552348432136
0.7938602013426697 -0.03928562268300866 -0.03718025149178881 -0.03797258397770548 -0.03518652793255587 -0.03354637191760443 -0.03861429875218479 -0.05895864413930761 -0.052071087835267524 -0.04949176283384279 -0.04798810176473892 -0.04786073811113657
0.7982154425272814 -0.039246709415466215 -0.037686291228791524 -0.037156091595119366 -0.034944385874132615 -0.03446127818733512 -0.039021062860167904 -0.059264444725765 -0.05252756434596232 -0.050275493996381225 -0.04935596364426127 -0.04927807724575655
0.8025342843869758 -0.040224789720791625 -0.03846461958890461 -0.036868566142676154 -0.03491491744066652 -0.034142171928802624 -0.03848653588279666 -0.05978672732252154 -0.05270292942511914 -0.05007913542307268 -0.04946869041588673 -0.0494169842780901
0.8068173760265585 -0.040110404357510024 -0.038563574695641464 -0.037639465331711225 -0.03473964129333686 -0.03528335150145736 -0.03831825104011978 -0.059329614728154324 -0.05341651117616185 -0.05004426399852677 -0.04917273220821239 -0.04909891140156532
0.8110653492137176 -0.03981562638805029 -0.038301890683638096 -0.03737093890250754 -0.035133964592531736 -0.034250213979156945 -0.03854087926539951 -0.06023253787204482 -0.053784455789304284 -0.050386310238014376 -0.050112451914472445 -0.05008925546590275
0.8152323003747817 -0.04021071264832584 -0.03857380888727755 -0.038493486978692606 -0.034609397097637294 -0.034234235769981185 -0.03789251980471909 -0.06004178139215642 -0.05392444663967501 -0.051514375751228234 -0.05088969601138424 -0.050836784158020024
0.8193859815550745 -0.04137847013790974 -0.040119909620820106 -0.03803968444239502 -0.035224476454672235 -0.034121338186873656 -0.03744601310923427 -0.05994234912355924 -0.053478443621563725 -0.05152322836167196 -0.05127610332886134 -0.05125517125332777
