logk z475 z450 z425 z400 z375 z350 z325 z300 z295 z290 z285 z280 z275 z270 z265 z260 z255 z250 z245 z240 z235 z230 z225 z220 z215 z210 z205 z200 z195 z190 z185 z180 z175 z170 z165 z160 z155 z150 z145 z140 z135 z130 z125 z120 z115 z110 z105 z100 z095 z090 z085 z080 z075 z070 z065 z060 z055 z050 z045 z040 z035 z030 z025 z020 z015 z010 z005 z000 
-6.424613650354615846e-01 5.666807760055309756e-03 5.575925006064764815e-03 5.476688496971490391e-03 5.367420733300007872e-03 5.242483107171840885e-03 5.097313015387905377e-03 4.918905437071682991e-03 4.696276577473725185e-03 4.644214543034276207e-03 4.589405326191427562e-03 4.531966537069363928e-03 4.472073481972257264e-03 4.409807588802323701e-03 4.345311665784577781e-03 4.271141116230534746e-03 4.195404281057851271e-03 4.118182016254432441e-03 4.039612685754390489e-03 3.946568652248473238e-03 3.853152776444340125e-03 3.753386904377500888e-03 3.647961337676191608e-03 3.537597781857814132e-03 3.411804387206118783e-03 3.283096612911299075e-03 3.152159531049096054e-03 3.009568746012480749e-03 2.857049882049939992e-03 2.696212567380757309e-03 2.528534994862949650e-03 2.347102953493055994e-03 2.158368547111527876e-03 1.956312241942727553e-03 1.743731248298459584e-03 1.519587559759053540e-03 1.286670275295988871e-03 1.044504723281569755e-03 7.868075920915729724e-04 5.176592506007797771e-04 2.324770439389774060e-04 -5.862070804836984480e-05 -3.646372785791489649e-04 -6.826480277213895290e-04 -1.007382236295376954e-03 -1.344836237385507163e-03 -1.690772828493109512e-03 -2.045199608487871783e-03 -2.405171273812362759e-03 -2.771408747684314580e-03 -3.140211960047180166e-03 -3.512412070906782962e-03 -3.889235952403634258e-03 -4.265424831587118909e-03 -4.641175281673900338e-03 -5.012312992445788415e-03 -5.380600451121641051e-03 -5.741865046353716515e-03 -6.099201883078576684e-03 -6.445218253468433696e-03 -6.780745723176662999e-03 -7.099700030853783525e-03 -7.412060407404164053e-03 -7.691890477218779956e-03 -7.949855621556627810e-03 -8.194358434199114707e-03 -8.400990063071584954e-03 -8.579370063344079339e-03 -8.742827170251972133e-03
-6.250033655545517153e-01 5.810368770254835391e-03 5.713826528188381895e-03 5.608009177739326466e-03 5.493144231840371705e-03 5.364594616784847461e-03 5.211933019933161215e-03 5.028316117234239366e-03 4.797320408163527165e-03 4.744724590439118247e-03 4.680209845933199636e-03 4.630977885556415187e-03 4.561593571481051788e-03 4.498470267324434363e-03 4.424980714415662278e-03 4.349670165980892150e-03 4.272692472741508075e-03 4.194127835808880191e-03 4.107041885432313917e-03 4.012218832104937592e-03 3.916960298204599615e-03 3.808730395035750827e-03 3.701188726743478985e-03 3.582580449308668969e-03 3.459826470225626713e-03 3.328119061739911837e-03 3.188816997330738093e-03 3.037853349245627724e-03 2.881952130606736488e-03 2.712800006858947892e-03 2.536995429056594729e-03 2.351765231868243808e-03 2.150788482425322178e-03 1.944841118196142431e-03 1.724358218187404396e-03 1.488807827514485298e-03 1.245044328600149967e-03 9.892576727306319484e-04 7.217976873946865693e-04 4.433713790452775542e-04 1.492777257440533825e-04 -1.555853081476641731e-04 -4.692748234622618592e-04 -7.945576908952635149e-04 -1.130743158540522099e-03 -1.478859208454817980e-03 -1.834646520808171435e-03 -2.198208212590095374e-03 -2.566626724466728598e-03 -2.942505880093388131e-03 -3.320237429369560928e-03 -3.697681498168632619e-03 -4.076752108580723732e-03 -4.460811610882458624e-03 -4.842599725457856497e-03 -5.223017234606050670e-03 -5.599829832689449255e-03 -5.968762483035608760e-03 -6.332787167033300697e-03 -6.687177194693161644e-03 -7.029463654943182704e-03 -7.353489805668883550e-03 -7.654675154375791338e-03 -7.949902780804976241e-03 -8.206926548141655134e-03 -8.449019751877444306e-03 -8.651047911915352509e-03 -8.837105018652502766e-03 -8.999547071025583087e-03
-6.079969267866979221e-01 5.967688734464542642e-03 5.866948027018405176e-03 5.756838994977989989e-03 5.639109606408027747e-03 5.505339836480228552e-03 5.348993310372732526e-03 5.158502733634015222e-03 4.920277873403457874e-03 4.865675941439330868e-03 4.808015151098317570e-03 4.738445362765146898e-03 4.684219091355827300e-03 4.609831680340847893e-03 4.541696968964739622e-03 4.463205981399672936e-03 4.382937550420444410e-03 4.293553559292168434e-03 4.203100272594070125e-03 4.111692633189719531e-03 4.005828323615564374e-03 3.900166037484281353e-03 3.782174190209664118e-03 3.659373252003269000e-03 3.532353328742753734e-03 3.396200987276996961e-03 3.252317430662498513e-03 3.096591013894452529e-03 2.935903270174034744e-03 2.761768131150967639e-03 2.576357128375101821e-03 2.381849493519762068e-03 2.180276579481675841e-03 1.961290532118911949e-03 1.732274722889605824e-03 1.492199637689205520e-03 1.240470687258670140e-03 9.771024114582191507e-04 6.992342542326621243e-04 4.080574527872059764e-04 1.079830088327497572e-04 -2.080025522478409544e-04 -5.318364807204528600e-04 -8.713814193107651028e-04 -1.218134985144802380e-03 -1.575889225966323149e-03 -1.942561744403509738e-03 -2.318067770344226387e-03 -2.704917905209090236e-03 -3.092235736652690272e-03 -3.485573519910757732e-03 -3.880545819245150019e-03 -4.277389967334217433e-03 -4.674076707170312858e-03 -5.069561512118807636e-03 -5.458616316738528103e-03 -5.842229213180700521e-03 -6.218640193188271041e-03 -6.590705009148017067e-03 -6.957958363120767160e-03 -7.295427353005694282e-03 -7.639942935424411802e-03 -7.951622975824822193e-03 -8.235183353286861657e-03 -8.487207367150792492e-03 -8.712072562969777959e-03 -8.897239251605111240e-03 -9.066648004430726687e-03 -9.221647118992540998e-03
-5.911747054918158328e-01 6.141960471903277000e-03 6.037706625289688406e-03 5.929472209561037661e-03 5.807068224525687404e-03 5.669589832623710482e-03 5.508393711611581610e-03 5.312765571939752178e-03 5.066230351146987915e-03 5.011696153017997091e-03 4.942325626686380757e-03 4.879882545350316438e-03 4.823699839069707680e-03 4.755446730099865092e-03 4.676109725432304846e-03 4.594826745378661342e-03 4.511760169825919028e-03 4.419247886319367137e-03 4.333150849564058014e-03 4.231114342662807212e-03 4.121646540766961235e-03 4.012392618810279102e-03 3.896943886081932588e-03 3.763558088657507732e-03 3.632330492778064902e-03 3.491723059712977147e-03 3.343175885428312580e-03 3.182421969651735589e-03 3.016593539425727315e-03 2.836937615344928103e-03 2.645693015655428519e-03 2.445122835635073818e-03 2.237323138250355004e-03 2.011648159118270204e-03 1.779726391970362339e-03 1.532315528780738619e-03 1.276659557026663810e-03 1.005324127743867065e-03 7.225290154511134454e-04 4.290464508592484660e-04 1.199932805202908083e-04 -2.023215694516293137e-04 -5.326995146445759549e-04 -8.765769975420680503e-04 -1.232815367331965579e-03 -1.597525094499471429e-03 -1.975357469612663928e-03 -2.359232430934450186e-03 -2.753898272625365708e-03 -3.153548718873408225e-03 -3.555943215785206755e-03 -3.961658430148259739e-03 -4.370240641279064635e-03 -4.781812897048148304e-03 -5.195535969074922128e-03 -5.606190101049379412e-03 -6.012537678424508501e-03 -6.409003304126305658e-03 -6.794663131127582148e-03 -7.172085741615782592e-03 -7.529284803167731778e-03 -7.874751005341998691e-03 -8.194967392942138079e-03 -8.493998267799526478e-03 -8.760975164734638096e-03 -8.995082217249634679e-03 -9.202502047829221044e-03 -9.384903193543753935e-03 -9.549916289918494033e-03
-5.745922922235472408e-01 6.276835353145171666e-03 6.168114870155552362e-03 6.052318368537948530e-03 5.925256368125786204e-03 5.780449148935010162e-03 5.611279465643861410e-03 5.405698327138381935e-03 5.145294445100300276e-03 5.085916531500766363e-03 5.016441075083064721e-03 4.954097738450922127e-03 4.888792279951031418e-03 4.811527821437460925e-03 4.740932390670928552e-03 4.650675049016866035e-03 4.559052479457775635e-03 4.474173151678463752e-03 4.372148850751560525e-03 4.269587216138352043e-03 4.159298988508136966e-03 4.049208215359268066e-03 3.919257674407160968e-03 3.784636324502142681e-03 3.652232168138968942e-03 3.504080675119967871e-03 3.348172314272073163e-03 3.180076437708128853e-03 3.001828409457666779e-03 2.820370974479568214e-03 2.626922293017529796e-03 2.419120695552504346e-03 2.199734935559661056e-03 1.966976150515955656e-03 1.723974806579870464e-03 1.465703977482305442e-03 1.199593259918964924e-03 9.143734758799962250e-04 6.217036245392512954e-04 3.153471689590390354e-04 -6.181826049454486316e-06 -3.376052663258562701e-04 -6.824104113756716394e-04 -1.037417056789067052e-03 -1.404420907310674265e-03 -1.784159738444498914e-03 -2.169464533582447612e-03 -2.566860292144567020e-03 -2.972171335735785975e-03 -3.381703017050950288e-03 -3.791413840165352208e-03 -4.203836768807055202e-03 -4.618439132496100254e-03 -5.036693353289205255e-03 -5.457340374432960960e-03 -5.878462900064908986e-03 -6.291823905348300008e-03 -6.694343945082145524e-03 -7.091213466569670776e-03 -7.477078789657704526e-03 -7.852311770669489002e-03 -8.203343696179027714e-03 -8.541966162462312495e-03 -8.848711960347971708e-03 -9.102331235018905342e-03 -9.324725298263865716e-03 -9.515662126482226854e-03 -9.687442727804489520e-03 -9.836806948334742354e-03
-5.583118389495829170e-01 6.418675106615529327e-03 6.307730759316551583e-03 6.186631389051706377e-03 6.053525422958189010e-03 5.903446675992326045e-03 5.729145749715685958e-03 5.515506099309765153e-03 5.246704795713296073e-03 5.183996992040459072e-03 5.118200265371510189e-03 5.049469785868804066e-03 4.972232731890283662e-03 4.901993312376250189e-03 4.820021808168052299e-03 4.736029986352917852e-03 4.641745285579578287e-03 4.546183227734336245e-03 4.449552952972837642e-03 4.336688210021590398e-03 4.231219761646043583e-03 4.104253657874561666e-03 3.978644799312197958e-03 3.841276026231170253e-03 3.699883214361414201e-03 3.549152112896918239e-03 3.390589385520952244e-03 3.214095152326854402e-03 3.038618765499605853e-03 2.843916744896141883e-03 2.637964762843297666e-03 2.427881672075703472e-03 2.196927931912058801e-03 1.957603415731653130e-03 1.708307056489921085e-03 1.439902335439485715e-03 1.160456067257931677e-03 8.699371755169765926e-04 5.652117527264611651e-04 2.442179756567378242e-04 -9.100080494917428087e-05 -4.351830669203668824e-04 -7.919784317000654918e-04 -1.163623235382663578e-03 -1.541057287278236763e-03 -1.930817787004431496e-03 -2.330286713032750021e-03 -2.739079399303129356e-03 -3.151478361037695058e-03 -3.572264123252757734e-03 -3.993256300908052531e-03 -4.413912901509354017e-03 -4.837722149260598702e-03 -5.263430653714679108e-03 -5.690522090486551353e-03 -6.115095080089417816e-03 -6.532020827078551840e-03 -6.941809825841230644e-03 -7.339750489458496223e-03 -7.726199803049898715e-03 -8.082560218331546337e-03 -8.434593639858262507e-03 -8.757830655632547687e-03 -9.062913780723625204e-03 -9.329611788387806234e-03 -9.563492808212694513e-03 -9.758141947333104013e-03 -9.911538433626031902e-03 -1.005988255980980878e-02
-5.424585948246918310e-01 6.573492483057401595e-03 6.457269214325018526e-03 6.330635954620160086e-03 6.195411959002168970e-03 6.040359036227222964e-03 5.858730234634291524e-03 5.639456489012427062e-03 5.362096733843585948e-03 5.298311783739112664e-03 5.230278563001320574e-03 5.159247240971909579e-03 5.083458519687497797e-03 5.001310384652167020e-03 4.916984456212013591e-03 4.830606127203316766e-03 4.742251290526815558e-03 4.635530999449969519e-03 4.536245586568373248e-03 4.420452726371142116e-03 4.304746345306550634e-03 4.182085165457789279e-03 4.053359647994764919e-03 3.912693088785520676e-03 3.761525302576267365e-03 3.607567999608011708e-03 3.433751444225400899e-03 3.259874328517479557e-03 3.070116204113066197e-03 2.872326362299973575e-03 2.663144437657087322e-03 2.440116314175424812e-03 2.206057777440864273e-03 1.959099975196588149e-03 1.702468564407853737e-03 1.430917820048918394e-03 1.140454443371514796e-03 8.395234810726167523e-04 5.249001841414307470e-04 1.944481701180854772e-04 -1.434379529719821450e-04 -4.965423797991086029e-04 -8.648046612093683409e-04 -1.239219967582396971e-03 -1.627461378167648206e-03 -2.027663282875380966e-03 -2.437251241353481559e-03 -2.855969324001787074e-03 -3.280138415930553605e-03 -3.710493301095782459e-03 -4.140928273016655607e-03 -4.574326979865208156e-03 -5.010377172727577787e-03 -5.446249567941379918e-03 -5.884443128449978570e-03 -6.317913468826950874e-03 -6.750065969654235783e-03 -7.171594985059916334e-03 -7.585319955845474908e-03 -7.986522119061841354e-03 -8.368946910133338857e-03 -8.739458990881890724e-03 -9.092819124419905183e-03 -9.407907285254318505e-03 -9.682457947155607633e-03 -9.922562031690390985e-03 -1.012794344736393792e-02 -1.030063641540581929e-02 -1.046972844826466777e-02
-5.268304077913356087e-01 6.705994763853030151e-03 6.587075023729750331e-03 6.457670529478692217e-03 6.320182701356894146e-03 6.163300038938615381e-03 5.978680195025893977e-03 5.754094232329664584e-03 5.471344039449671341e-03 5.406503874642408849e-03 5.337328761297274043e-03 5.264062073904328745e-03 5.186987467014360018e-03 5.100381180835624438e-03 5.017504470830345085e-03 4.932307239970153481e-03 4.826968298011517430e-03 4.738189542494759474e-03 4.622251406735694568e-03 4.506197535842331424e-03 4.390088137705847916e-03 4.258905034711545599e-03 4.121698067440208828e-03 3.986369939797192348e-03 3.832474870550104436e-03 3.668914344787570139e-03 3.497308379591539378e-03 3.312869806212439226e-03 3.117794804117040002e-03 2.914075814912894455e-03 2.698179034097568287e-03 2.467566562076614449e-03 2.225217265467411762e-03 1.973891029173201802e-03 1.707446129667667496e-03 1.421051860011617474e-03 1.127462372851620103e-03 8.183576291510148400e-04 4.947406220191008551e-04 1.580003479295962040e-04 -1.934629541155729107e-04 -5.602870588896627022e-04 -9.422554209148295990e-04 -1.329802544146713953e-03 -1.733459006425280141e-03 -2.145593914560224753e-03 -2.568607392405777672e-03 -2.997155287001165500e-03 -3.434072959884571820e-03 -3.875229804660146240e-03 -4.321786826881793275e-03 -4.768248961701884031e-03 -5.214373600299550965e-03 -5.660563042644722355e-03 -6.106172435279681211e-03 -6.549794119379368645e-03 -6.985374772696236780e-03 -7.406052852618954380e-03 -7.816933536845543581e-03 -8.215851129397652025e-03 -8.604327010549344540e-03 -8.975319412800818533e-03 -9.306002826007360451e-03 -9.632383908276847401e-03 -9.916588434987865658e-03 -1.015178512380989460e-02 -1.034070308238269065e-02 -1.048802349630961576e-02 -1.061012529921154419e-02
-5.111844863991166221e-01 6.864650200957509232e-03 6.738900935594804679e-03 6.603530593132305240e-03 6.456683351541126457e-03 6.291140715460379930e-03 6.097839950734120634e-03 5.863716214528896971e-03 5.569642240049071415e-03 5.501563260250424622e-03 5.430178026568813904e-03 5.354539394056371041e-03 5.273887014752978025e-03 5.189582121888912034e-03 5.107817685541632749e-03 5.001287243914398321e-03 4.912365805225542628e-03 4.803260666511314191e-03 4.684665011501303565e-03 4.574357981470218715e-03 4.447156852576138880e-03 4.312797514548429197e-03 4.172252690301362504e-03 4.026402323172105502e-03 3.861981124486765088e-03 3.701663916373840527e-03 3.519649598451044924e-03 3.331244030019996170e-03 3.131965585112157953e-03 2.918206516905452481e-03 2.698035691125704513e-03 2.457610109563323521e-03 2.210778440948699911e-03 1.945278271794215978e-03 1.669893680031323772e-03 1.374636857095742513e-03 1.068425217974022096e-03 7.472920947986781172e-04 4.122502682224364135e-04 6.111425671675581556e-05 -3.072154696911232399e-04 -6.896406856970532188e-04 -1.082903575564222011e-03 -1.489359197742584238e-03 -1.907399777728668302e-03 -2.334951064149033782e-03 -2.774076038636150154e-03 -3.219027723654496308e-03 -3.670190034072060535e-03 -4.125598167383985430e-03 -4.584313949792007646e-03 -5.037396661095456564e-03 -5.492199069078494353e-03 -5.950210606947406444e-03 -6.410113696803674925e-03 -6.859167869348344396e-03 -7.298272092184802072e-03 -7.720024634278599938e-03 -8.128141157438326450e-03 -8.518652759216982506e-03 -8.891156957275185221e-03 -9.245522984776934419e-03 -9.571183618714377075e-03 -9.880033220096886767e-03 -1.015093613032228351e-02 -1.038212043420699837e-02 -1.058550770283826423e-02 -1.074390268448048059e-02 -1.088479249213742880e-02
-4.958403711860703278e-01 7.001437866027622990e-03 6.866872921223012363e-03 6.728951196684241319e-03 6.575465897871039626e-03 6.401745949364040858e-03 6.201990058674401382e-03 5.956437568433318834e-03 5.647389913528809945e-03 5.577474508600303166e-03 5.501904512043225698e-03 5.422147804341046450e-03 5.339593751253616724e-03 5.251257538300906948e-03 5.157579508401067582e-03 5.064827847207257518e-03 4.954018695653920022e-03 4.842404494621434762e-03 4.730091354256318360e-03 4.608615408755893650e-03 4.478997916926043960e-03 4.334401389151287462e-03 4.191859362544314051e-03 4.029447436428947038e-03 3.870709230522846860e-03 3.695335634401528385e-03 3.512358644944647747e-03 3.310578751497908392e-03 3.105015472165815592e-03 2.891230326227485839e-03 2.649095707713612722e-03 2.409696895795857864e-03 2.153863283079495393e-03 1.875445003526320618e-03 1.593060854794184529e-03 1.291603876884199259e-03 9.757834786371170606e-04 6.461391418161513802e-04 2.998062666785748483e-04 -5.771860019553478433e-05 -4.316354597302497287e-04 -8.189529559792922166e-04 -1.219606243044932519e-03 -1.629749848699282074e-03 -2.051158355019740576e-03 -2.481852896707123154e-03 -2.923964322333587589e-03 -3.374105978041427433e-03 -3.832265876824414354e-03 -4.291913658431159052e-03 -4.756198894060323715e-03 -5.219134669823096567e-03 -5.685215529375233293e-03 -6.152015954491277944e-03 -6.613717186410989803e-03 -7.067810476560897406e-03 -7.509885226752027743e-03 -7.944105617885822285e-03 -8.368165928051439842e-03 -8.775677048110453946e-03 -9.158029328424823617e-03 -9.538768881322762586e-03 -9.885871230976752549e-03 -1.021386098654031814e-02 -1.048913709988399078e-02 -1.073395398522293369e-02 -1.094147303204366997e-02 -1.110294879511143640e-02 -1.124101670152924913e-02
-4.808019259124649003e-01 7.150276262555894241e-03 7.016220695381209307e-03 6.875809692155161398e-03 6.719442974673142492e-03 6.546110753155188339e-03 6.340403271632447102e-03 6.091235047388201401e-03 5.779297207777545249e-03 5.707782178685381382e-03 5.630480378502420585e-03 5.548909130952020367e-03 5.464479478760707679e-03 5.374139745028008903e-03 5.279370137406198642e-03 5.176510255148425443e-03 5.073050130981726288e-03 4.958818558783579557e-03 4.843843019092703567e-03 4.719486147239639051e-03 4.586818450832129759e-03 4.438784445274331601e-03 4.292820018366489895e-03 4.141505921479105880e-03 3.971162079499211336e-03 3.791283214109285749e-03 3.603583499759642136e-03 3.403017382258872927e-03 3.191909997375789315e-03 2.966487949252476827e-03 2.729437874178026330e-03 2.483427108306363301e-03 2.215423656814151897e-03 1.934656609751824428e-03 1.639985852755018346e-03 1.335272749101814411e-03 1.006952340549572243e-03 6.691037523606122809e-04 3.143500837954160514e-04 -5.531677150605406030e-05 -4.410822689929186271e-04 -8.431395829017507585e-04 -1.254533699728408629e-03 -1.680720160165001835e-03 -2.119633540518829455e-03 -2.568785379934968981e-03 -3.029937628537872699e-03 -3.501664864155166947e-03 -3.981057576832308133e-03 -4.465594903912584353e-03 -4.947925997581327159e-03 -5.426822415201329464e-03 -5.903843136485144132e-03 -6.380782091218606226e-03 -6.850461465891626890e-03 -7.310692213252681718e-03 -7.763678999307809664e-03 -8.213563639143710293e-03 -8.661013798233533484e-03 -9.093115524524084461e-03 -9.508695518259668855e-03 -9.894825161556245266e-03 -1.026754487449481161e-02 -1.058881615581953699e-02 -1.085878648885560405e-02 -1.109232601910724314e-02 -1.127721024484748535e-02 -1.140637587885888656e-02 -1.151479521968867825e-02
-4.660082146155095639e-01 7.337631509563395660e-03 7.202625158904540394e-03 7.055216589585506723e-03 6.896163719750518159e-03 6.717359035919273635e-03 6.507063956088755471e-03 6.250081337534355713e-03 5.928054113987156828e-03 5.853288804198152409e-03 5.773810306232342315e-03 5.689890468825460623e-03 5.603002458600503215e-03 5.509950191632887080e-03 5.411190484953587454e-03 5.307181409056897087e-03 5.198372463669001346e-03 5.085202529721242169e-03 4.958726728283891633e-03 4.822963340079726088e-03 4.687748173907428650e-03 4.544809600221152643e-03 4.378868004654163509e-03 4.216274143623448961e-03 4.049336488628276463e-03 3.857257432537498660e-03 3.657482924809588379e-03 3.451416097413050835e-03 3.227848263860915931e-03 2.995975824712213131e-03 2.746024118022695470e-03 2.487205715170311138e-03 2.205916956439242082e-03 1.916943372452898113e-03 1.613490703532318099e-03 1.294899403997293915e-03 9.611151462812000598e-04 6.085093623738888416e-04 2.387547534665333446e-04 -1.422439563132454031e-04 -5.399843973562956255e-04 -9.546903343249175857e-04 -1.382419256921694605e-03 -1.822160197255419866e-03 -2.275267197953734222e-03 -2.736403311742264914e-03 -3.213086503831583639e-03 -3.696009037272277378e-03 -4.189877720858566253e-03 -4.685037948571062379e-03 -5.186780075999506377e-03 -5.684516882969207867e-03 -6.179768349873225423e-03 -6.675969175248618916e-03 -7.166699811479371879e-03 -7.648885997934145274e-03 -8.115950422529801325e-03 -8.565889557059176707e-03 -9.006498990217040243e-03 -9.433647515801840341e-03 -9.844611681004099973e-03 -1.023363238349884845e-02 -1.059598848474144726e-02 -1.092793722269424540e-02 -1.120319507433228945e-02 -1.142464954603472638e-02 -1.158321392975097085e-02 -1.171097987372128786e-02 -1.180857572035083972e-02
-4.513907595586628685e-01 7.416807808751880657e-03 7.274337680476069233e-03 7.127620972882141477e-03 6.966295955640409640e-03 6.785122398759674787e-03 6.570671971625777381e-03 6.308452312411275652e-03 5.978085104889222477e-03 5.902891497409263472e-03 5.821740796811498454e-03 5.736231215206021028e-03 5.646678623488041171e-03 5.552205648556572323e-03 5.452082229873783659e-03 5.345715542792136774e-03 5.234671013507439727e-03 5.124307359976175424e-03 4.987967986735603217e-03 4.861279924312162867e-03 4.716802033543810932e-03 4.565146482423555925e-03 4.407321961146649751e-03 4.244307051647875327e-03 4.061654247342248725e-03 3.876698160358179029e-03 3.669263679894017253e-03 3.462738479622920734e-03 3.238443576211183072e-03 2.999417300523493125e-03 2.748491104417411391e-03 2.482757534297953903e-03 2.200088781770618077e-03 1.904280509822510329e-03 1.594102160826423161e-03 1.268875884582458752e-03 9.284988653188504682e-04 5.649437470612571907e-04 1.928035071597643702e-04 -1.988083201982027213e-04 -6.031887775144751654e-04 -1.024690927800834183e-03 -1.465976158707341668e-03 -1.915483443043228783e-03 -2.381077365480514883e-03 -2.854045797547081695e-03 -3.334068504939342002e-03 -3.825545069809783028e-03 -4.325240909235280110e-03 -4.828171307644508851e-03 -5.333037291637342421e-03 -5.837596994405887078e-03 -6.342594584507522254e-03 -6.847390570005986062e-03 -7.347315666221553715e-03 -7.834976215432836941e-03 -8.307490566886469030e-03 -8.761949115784220532e-03 -9.202130374890923198e-03 -9.629858191590725744e-03 -1.004775390158912408e-02 -1.045650871464784068e-02 -1.082799154750874009e-02 -1.116214389115512129e-02 -1.144868722217409242e-02 -1.167476976746654842e-02 -1.185754210757778739e-02 -1.200515961241589886e-02 -1.212222332155057057e-02
-4.369741561793278883e-01 7.596179635433037564e-03 7.448914053121330307e-03 7.294336544671810481e-03 7.127082796107062079e-03 6.936842745141389918e-03 6.714091252824154130e-03 6.446395010258176850e-03 6.105605815302317906e-03 6.026377670664559774e-03 5.943631222130382231e-03 5.855069723663926598e-03 5.762344897853263065e-03 5.664560973501902262e-03 5.560969082260253105e-03 5.449887230540229749e-03 5.335127491196152601e-03 5.210989840996432289e-03 5.083320745610993632e-03 4.943061600355262361e-03 4.794346608740447484e-03 4.638312321130958100e-03 4.476012049909353259e-03 4.308431578980494343e-03 4.120826100512465714e-03 3.923452875062906700e-03 3.711006373267064160e-03 3.492669641967985177e-03 3.256900617641327478e-03 3.013168229078369651e-03 2.751384259855736269e-03 2.481080861942882177e-03 2.188233292334460390e-03 1.882805245714375044e-03 1.563595372742263359e-03 1.225141599198178392e-03 8.772675746282299156e-04 5.068423828723813383e-04 1.245697156023985110e-04 -2.759403670958997571e-04 -6.953401278314036860e-04 -1.126190055565936404e-03 -1.571755645842573632e-03 -2.033621972155152599e-03 -2.500195695492965064e-03 -2.986941764129266274e-03 -3.483190039541760215e-03 -3.987689714640054589e-03 -4.502151762537150853e-03 -5.018889240428074487e-03 -5.536512410794772708e-03 -6.050828207688789193e-03 -6.561217827731094000e-03 -7.071239875668694670e-03 -7.579450027817125936e-03 -8.071997846645102143e-03 -8.545233770480652538e-03 -8.999558779087400012e-03 -9.450375409192796408e-03 -9.895832775726852784e-03 -1.032979422225187467e-02 -1.074779801311518367e-02 -1.113506378577654513e-02 -1.148149934493399027e-02 -1.176104219202105637e-02 -1.199207502481760938e-02 -1.216298430286926781e-02 -1.228551644287959217e-02 -1.236790515105171649e-02
-4.229116186337439354e-01 7.758169334989511480e-03 7.603445671103109191e-03 7.441845006713901020e-03 7.265568779203337296e-03 7.068970211455675827e-03 6.835580864444024997e-03 6.553560091559003375e-03 6.201497905704606191e-03 6.119751016397537505e-03 6.033064388914574465e-03 5.941734520850670484e-03 5.846111919176077455e-03 5.744054977975202730e-03 5.637236728798457677e-03 5.523773277047246306e-03 5.404269565133104115e-03 5.278265954699924017e-03 5.144422759917836180e-03 5.004557799084240373e-03 4.853642169101727438e-03 4.685860133940502811e-03 4.520914696079483125e-03 4.341926660798912409e-03 4.150734371409688268e-03 3.949282337084103825e-03 3.732034082776270606e-03 3.508661771904335314e-03 3.267085152923337923e-03 3.017212296028008549e-03 2.742234960252199014e-03 2.465032030807475742e-03 2.158621867105222584e-03 1.850762793731646535e-03 1.517578910257755351e-03 1.169951954534151611e-03 8.078259168253383842e-04 4.227724388067877507e-04 2.591389676058921166e-05 -3.894168838882355117e-04 -8.200241803110623401e-04 -1.269841440476041344e-03 -1.730619328417745337e-03 -2.204586430812999556e-03 -2.692677827192219760e-03 -3.185863096555201918e-03 -3.694874124835673818e-03 -4.204296851833043067e-03 -4.726920032946920272e-03 -5.247231527598740508e-03 -5.770905489251101222e-03 -6.288893634754984079e-03 -6.808271965296183552e-03 -7.329619914048497373e-03 -7.848801764653870472e-03 -8.358521070196453517e-03 -8.852947536956600610e-03 -9.336617693955721192e-03 -9.810398258948891531e-03 -1.026592873578454843e-02 -1.070600046399216437e-02 -1.111429931201028329e-02 -1.149520524889514894e-02 -1.184507449157059904e-02 -1.212843661626126536e-02 -1.236323865776525754e-02 -1.254971969736314551e-02 -1.268936383966875851e-02 -1.279421068860576126e-02
-4.089552790553400707e-01 7.854095811141355646e-03 7.700261123193830048e-03 7.535480482310123046e-03 7.355513430583326094e-03 7.157042181908745623e-03 6.919227772006252344e-03 6.632965840340508332e-03 6.269988250460225253e-03 6.185824719076305801e-03 6.098192796682018642e-03 6.003363901920364190e-03 5.904465242599927360e-03 5.800528345889574035e-03 5.689592177936656121e-03 5.572264430789948368e-03 5.449142366670921625e-03 5.318685808006300836e-03 5.180661039028030407e-03 5.038843397844166780e-03 4.878431744764682998e-03 4.710923560963971995e-03 4.537410277165801996e-03 4.350341255571972196e-03 4.159787650913466216e-03 3.950918985773034693e-03 3.734207974775542206e-03 3.496634413097655675e-03 3.248672823741072940e-03 2.992721289648597044e-03 2.718142055228993468e-03 2.422637810878622983e-03 2.116489763517050409e-03 1.791733869406610287e-03 1.447847048292278966e-03 1.095019807038735997e-03 7.178507469792975559e-04 3.276335886035550821e-04 -7.894321355603730803e-05 -4.996648185869261407e-04 -9.437967786157492418e-04 -1.406596269502994549e-03 -1.876146592364541510e-03 -2.361971369393217439e-03 -2.861250353234076615e-03 -3.376651334185357383e-03 -3.902914472441420569e-03 -4.440713063857344538e-03 -4.983279703771515204e-03 -5.529830956839368490e-03 -6.075790597818726130e-03 -6.618311530864783541e-03 -7.161475307817611290e-03 -7.703442801143261555e-03 -8.244891607813883277e-03 -8.769869797009619342e-03 -9.274810721167090974e-03 -9.760835787169096223e-03 -1.022871192204676677e-02 -1.066929612498315402e-02 -1.108820539240099219e-02 -1.148576921431144690e-02 -1.185834737331283723e-02 -1.218098921603079712e-02 -1.245363435939299095e-02 -1.266341474402430355e-02 -1.282073072778657299e-02 -1.293469440729287136e-02 -1.300621965095306171e-02
