logk z300 z275 z250 z225 z200 z175 z150 z125 z100 z075 z050 z0375 z025 z0125 z000
-0.46145744452898896 -0.00018103870825574226 -0.0002638704723664224 -0.00035220686632984096 -0.0004760090288863354 -0.0006437381574365297 -0.00086248294659796 -0.0011280098946328178 -0.001438520129670576 -0.0017755097666058582 -0.002132747163039481 -0.002460682704803409 -0.0025980856915304505 -0.0027231749383421476 -0.002832077040414935 -0.00295103100942996
-0.44215228113754146 -0.00017463496288245588 -0.000268337065707368 -0.00036957847221935023 -0.0005114105498480713 -0.0007009165320713916 -0.0009419588509112235 -0.0012368305302550603 -0.001575572513995349 -0.0019358527120715613 -0.002304995135746304 -0.0026459030246784305 -0.0027890406988916564 -0.0029261061085917193 -0.0030445749019908687 -0.0031648727250670593
-0.42366887945049136 -0.00018602630049497355 -0.0002818523425857515 -0.0003885153442850028 -0.0005392316795188893 -0.0007426634255048011 -0.0010036535619616636 -0.0013220937530905314 -0.0016904056543296248 -0.0020788071529457687 -0.0024817965012734183 -0.0028541852841097227 -0.0030079409629112453 -0.0031516752696896105 -0.0032786655699680216 -0.003421704355914676
-0.40594011617646586 -0.00022716974752313158 -0.00033156920601738483 -0.00044712891121744555 -0.0006091596741197078 -0.0008295879321213741 -0.001115256116791659 -0.001459821933224991 -0.0018578651228478135 -0.0022818868853376395 -0.0027340812809557033 -0.003160840161630975 -0.0033233750623605737 -0.0034618710613187544 -0.00359338831934607 -0.0037361327030915655
-0.38890678028052184 -0.00021985580411010703 -0.00033367866458366453 -0.0004621827329824416 -0.0006425281739170466 -0.0008850193390420836 -0.0011958178883406825 -0.0015767316217884081 -0.002009293561392605 -0.0024576026404470558 -0.0029159465452224583 -0.0033677188136462086 -0.0035614965580385402 -0.0037394024799442278 -0.003877956205807484 -0.004043992556649779
-0.37251635700311003 -0.00022595401948636174 -0.00035289326854218584 -0.0004983943440494839 -0.0006979513276238097 -0.000964401153021305 -0.001300495596369446 -0.0017072448386838376 -0.002166658755897214 -0.0026500655688166475 -0.0031430696194270484 -0.003622961509702431 -0.0038124861115849326 -0.003992596800651504 -0.004165470477434908 -0.0043529665085286495
-0.3567220931113122 -0.0002732713873455575 -0.00040190835615554524 -0.0005526883846049916 -0.0007620673274594995 -0.0010438264835237378 -0.0014111076580801854 -0.0018534713931480855 -0.0023560987935077613 -0.0028785628729800163 -0.00341350756339283 -0.003917162334677678 -0.004109631522005519 -0.00428464275552198 -0.004438255838939244 -0.004596234025821246
-0.3414821296190138 -0.00028511188022764696 -0.00042353082418650646 -0.0005851832460859301 -0.0008111333123084164 -0.0011121284395339552 -0.0014928121438746225 -0.0019545402398349443 -0.0024787148571421658 -0.003026165215641744 -0.003592491995531861 -0.004101984139231323 -0.004311428172008424 -0.004497712128408778 -0.00465856165304007 -0.004840412424109639
-0.32675886644243496 -0.0003514279706244022 -0.000495597704045206 -0.0006683170308453187 -0.0009102421881682657 -0.0012338530145077867 -0.0016445853100219556 -0.0021350870185343545 -0.0026869456534265655 -0.0032468166503410206 -0.0038150480449642204 -0.004338459759435379 -0.0045467085066677425 -0.004735099163195941 -0.004901154840517535 -0.00510766369841268
-0.31251843030073284 -0.00035301444389677705 -0.0005152716686004576 -0.0007077945163855113 -0.0009731534020468522 -0.0013232051010409662 -0.0017667814200799375 -0.00229801259858892 -0.0028908944080535443 -0.003487452185340304 -0.00410143972209525 -0.004646050867231419 -0.0048567225408793265 -0.005035075408844893 -0.005168730568616985 -0.00536081566496906
-0.29873014860220093 -0.00035034424313692866 -0.000518699125681054 -0.0007245777842758839 -0.0010115749621616274 -0.0013948114492576555 -0.0018787147246510808 -0.002451018639918291 -0.003089658927681779 -0.0037353893463293614 -0.004352833261404831 -0.004901399492803256 -0.0051194131817865135 -0.005309263765074139 -0.005455954272056877 -0.005625045435056855
-0.28536618128420993 -0.00038379729315621866 -0.0005652788850051936 -0.0007863875107056697 -0.0010920286338026875 -0.0014966601319093766 -0.002006682436892304 -0.0026098089079517246 -0.0032756690789193027 -0.003932386031466115 -0.004602135624090177 -0.005238906420553255 -0.005472407465360111 -0.005661087975412911 -0.00579807337181543 -0.005961104759039708
-0.2724012068304349 -0.00039574100682178784 -0.0005855795591007514 -0.000820491858463682 -0.0011474734332811462 -0.0015803004376723395 -0.002126254130310542 -0.002770090161321941 -0.003492784029487222 -0.004212074020787457 -0.004921923312235511 -0.005542654791780029 -0.005758153458227709 -0.005926183338282124 -0.006049493264595205 -0.0062319392878993326
-0.2598120820781161 -0.0004129755175603912 -0.0006221763926702374 -0.0008790484831853092 -0.0012298174949136422 -0.0016917256387188222 -0.0022675217186672214 -0.002945800846739389 -0.0036931194293032747 -0.004439518162066604 -0.005155273570804828 -0.00577831091486594 -0.006007155678635385 -0.00620156059976576 -0.006342238411750266 -0.006540847301653909
-0.24757762039481007 -0.00042601517763435993 -0.0006393305649335433 -0.0009021717877426826 -0.0012671830031368903 -0.0017519069991484197 -0.00236012499789038 -0.0030773050723220848 -0.003870265938877327 -0.0046602109051641916 -0.005393040177889558 -0.006015838849078242 -0.0062407321075493094 -0.006406297088334254 -0.006529051110536793 -0.006719277017764246
-0.2356783995859173 -0.0004597370253761086 -0.0006948851789287435 -0.000987487236424076 -0.0013870614828875763 -0.0019118427410011087 -0.0025646480498824156 -0.003326265564100117 -0.004162140788949973 -0.004989321345602085 -0.005777803609072174 -0.006476234688024786 -0.006708752375171343 -0.006876757561035267 -0.006987687668334136 -0.007176140131877753
-0.22409652939582156 -0.0004983953129103794 -0.0007446652244164394 -0.0010529426171343114 -0.0014732414035141563 -0.0020232601303527106 -0.002707939221617019 -0.0035113721057547344 -0.004387842496629907 -0.005254714486845039 -0.006049902843493471 -0.006695624993789273 -0.0069344651898695766 -0.007143785691634579 -0.0072739282764889 -0.007447184207749992
-0.2128155141355982 -0.0005084417708967615 -0.0007648783342686943 -0.0010876906436658393 -0.0015323662745926794 -0.0021150657728199237 -0.0028411346311115727 -0.0036835484877815504 -0.004607738096519367 -0.005502062263585582 -0.00632525244254397 -0.0070101792234661614 -0.007228176093609711 -0.007385032772478097 -0.007461822593378532 -0.0075852276814257595
-0.20182013213813874 -0.0005466854375867643 -0.000821074554381617 -0.0011657691729034794 -0.001637571777606856 -0.0022569097819767816 -0.003024640705392361 -0.003920399531385635 -0.004890239797170758 -0.005821173050402001 -0.006682283465070107 -0.007369681014224912 -0.007613887093396019 -0.007785313571751033 -0.007836653745830754 -0.007933055176648825
-0.19109626893797904 -0.0005643679370135897 -0.0008561194580284911 -0.0012206670039290233 -0.0017175826981139536 -0.002364881030031771 -0.003161666881229137 -0.004091792066363628 -0.0051084294533211855 -0.006079500322397324 -0.006948466019708721 -0.0076206666982892215 -0.00784826601647731 -0.007989258647824465 -0.00803338191851945 -0.008150111838417226
-0.1806308307641969 -0.000618989204964932 -0.0009192600965774909 -0.0012997882296069572 -0.001823089015234136 -0.0025094781380447405 -0.0033586480430292764 -0.00434120405423479 -0.005414826292460799 -0.006427311378578683 -0.007336476769514025 -0.00800200497176835 -0.008214854732520954 -0.008343758741186728 -0.008309497885408629 -0.008311546899830794
-0.1704116677257702 -0.000662808228262657 -0.0009890726379810529 -0.0013980939282643439 -0.0019494057971214229 -0.0026637335890236646 -0.00354099946505315 -0.004549855289402744 -0.005648445174822065 -0.006705650321179187 -0.007678083107399927 -0.008336609342592716 -0.008521034681478315 -0.00865041504664457 -0.008687676645383082 -0.008764243016293026
-0.1604274488650078 -0.0006643980711051259 -0.001001948491962924 -0.0014242762627751772 -0.0020000033928627113 -0.0027493937397537727 -0.003668048971339091 -0.004720139619962548 -0.005846439045186707 -0.006921151805555427 -0.007880006708185672 -0.008607219658663085 -0.00884149396185311 -0.008994647322915448 -0.009023217714551456 -0.00907499845291084
-0.15066760738675375 -0.000723253060480435 -0.0010743120109970236 -0.001523141695918523 -0.002131108854116432 -0.002925313639673654 -0.003896364291732061 -0.005006008248611881 -0.006209707333171155 -0.007356689055446231 -0.008359852480416088 -0.009061767410467167 -0.009259045967621359 -0.009330504919662462 -0.009293493331654362 -0.009306334794104408
-0.14112229148400485 -0.0007538858783062545 -0.0011138709266920823 -0.0015777609668355774 -0.002211406550483995 -0.003036345182396598 -0.004051833740216211 -0.005211839051141168 -0.0064706636391388545 -0.007635155589764374 -0.008623844356107002 -0.009282865900473173 -0.009465113237841606 -0.009533395680188763 -0.009486401217577321 -0.00950611432765162
-0.1317822671480885 -0.0007638365527978873 -0.001149145081896649 -0.001638669979161049 -0.002295067392758009 -0.0031442316111241256 -0.0041796250837136725 -0.005364573985088065 -0.006651481905577748 -0.007898344597085548 -0.009003504435972745 -0.009697330947478966 -0.009848639018082235 -0.009900368012086927 -0.009850453435016013 -0.009847923615975245
-0.12263888378651014 -0.0008408147753492757 -0.001249822471892961 -0.0017673190094159787 -0.002461574031334537 -0.0033569003376961886 -0.004439687012311741 -0.0056538030306346266 -0.006954318006862095 -0.008210339090458955 -0.009334653870653693 -0.010009750710695885 -0.010158509798801106 -0.010253676981604957 -0.010218891383926041 -0.010153300616412534
-0.11368404301440313 -0.0008296023626448258 -0.0012495914010300447 -0.0017875427911954276 -0.002513733964536914 -0.0034534762450306694 -0.004601698132679585 -0.005890806919259713 -0.007247240534828909 -0.008515000137528763 -0.009602395816719218 -0.010295430723859031 -0.010466949233402984 -0.010496706471153996 -0.01040924792895676 -0.010413908787398632
-0.10491012051248466 -0.0008947997856492398 -0.0013330277772808912 -0.0018914579485859808 -0.0026420101485140584 -0.0036071843137523434 -0.004777540593949735 -0.006089877614366777 -0.007492271991715491 -0.008843372966457848 -0.010014632184723414 -0.01071709915998513 -0.010783733938031977 -0.010716375898720076 -0.010553905928205381 -0.01050127016459174
-0.09630994506416105 -0.0009158722063873827 -0.0013726667616465358 -0.001954961700928798 -0.0027378515581618842 -0.0037481811334126552 -0.0049771981236272755 -0.006360525182528221 -0.007813713210077072 -0.009161478577138229 -0.010329245467785993 -0.011015672138170144 -0.011141216114598836 -0.011068002471574478 -0.010863713120582942 -0.010773284159713762
-0.0878767792996088 -0.0009894922933377157 -0.0014793963451210433 -0.0021044041314032657 -0.002932798795475982 -0.0039854628419335875 -0.005244494806915974 -0.006651088020742458 -0.008123434274775522 -0.009487625709965124 -0.010631822760410909 -0.011339894398729154 -0.011461469917999992 -0.01139028111975381 -0.011164180311646494 -0.011012437551700923
-0.0796042550390499 -0.0010395157859815248 -0.0015455401040978312 -0.0021988034033623744 -0.003071352814073694 -0.0041801468633590605 -0.005507641941485125 -0.00695699620564113 -0.008449219340915552 -0.009825128809594463 -0.01102012157839811 -0.011739601750100762 -0.011872513765823933 -0.011815560358114464 -0.011601265821001775 -0.011472092550293392
-0.07148636133912886 -0.0010410872868616046 -0.0015689592968947718 -0.0022460481796161068 -0.003155780948573919 -0.004313369376400817 -0.0056884623179696255 -0.007192499575722179 -0.008739810814267172 -0.010151161524218985 -0.01133839436088904 -0.01201073015946586 -0.012124390900262726 -0.012040054855961997 -0.01174945610395188 -0.011522407012815658
-0.06351743334349265 -0.001117480427692327 -0.0016642505246053656 -0.002359687754634619 -0.003285891043229058 -0.004465324585788173 -0.005884404124283125 -0.007465651000285607 -0.00908142838438642 -0.010495840783355938 -0.011688938822520025 -0.012306947093343436 -0.012400757147132612 -0.012281639528640536 -0.012012123125510872 -0.011818870706958038
-0.055692097447330974 -0.001104390742335134 -0.0016796624318618993 -0.0024212335826750337 -0.0034075545371758417 -0.00466107641272299 -0.0061247554247179 -0.007730199462709219 -0.00936791422520585 -0.010808017944449667 -0.012014314825657912 -0.012658640563953069 -0.012812504192519423 -0.012729192003587986 -0.01240137722028456 -0.012132990836432912
-0.04800526548960601 -0.0011834511976291822 -0.0017632200182183813 -0.0025075746148486414 -0.0034989412545846257 -0.004764060595706109 -0.006280796936981662 -0.007964673525132818 -0.00970775121979253 -0.01124812036813318 -0.012513258730222966 -0.013040569812947293 -0.013043144680548586 -0.012906307483233799 -0.012531627742700986 -0.012208303343609605
-0.040452129188128204 -0.0012159376598621287 -0.0018265236678335537 -0.0026086604006741935 -0.0036402966069855247 -0.0049428358479539115 -0.006477502540860644 -0.008162547878581818 -0.009896381231367532 -0.011439819215408946 -0.01275298918763365 -0.01333562368811497 -0.013427872065523707 -0.013345951375657736 -0.012985253773567206 -0.012645830674219942
-0.03302811264402612 -0.0012840138424138326 -0.0019088929865912427 -0.0027090460946372873 -0.0037716694176030616 -0.005119476304995254 -0.006709332936000216 -0.008471853592431192 -0.010278591240081101 -0.011875319834735243 -0.013193932100179993 -0.013778989494302825 -0.013803978490927913 -0.013583716077424047 -0.013097476225158488 -0.012726116141495356
-0.025728870778453743 -0.0013444937945699274 -0.002010558882401233 -0.0028551548472060366 -0.00396999165975532 -0.005380471283481568 -0.007024732722338443 -0.008808692662153235 -0.010609227346903668 -0.012180576966689312 -0.01346648839538772 -0.014022652072846855 -0.014046588243630911 -0.013822034233827237 -0.013354128951919928 -0.012971112984000978
-0.01855028766215251 -0.0013775689681518794 -0.002051100481394787 -0.0029112784557097575 -0.0040540499698502154 -0.005504474862726511 -0.007206752965906141 -0.009052984182345283 -0.01092986874429295 -0.012559723242368065 -0.013924784953219785 -0.014438744313046979 -0.014347590692173416 -0.014059816441801442 -0.013563740465453295 -0.013085983675931612
-0.011488434636751641 -0.0013870461045987807 -0.0020955204313410176 -0.0030086122050542534 -0.004206062540381951 -0.0057088374733967875 -0.007447022073492145 -0.00933747762202266 -0.011249055122954587 -0.012886542609044609 -0.014226295372280543 -0.014726330497093076 -0.014628660906574052 -0.01438642614059655 -0.01386392772620673 -0.013407244404876142
-0.004539571708515696 -0.0014836325628250035 -0.002229670918182561 -0.003186995135510203 -0.004434448575905305 -0.005979998444972011 -0.007769568041982395 -0.009677222385999886 -0.011585709668196607 -0.013266196069126412 -0.014598068123335629 -0.015012227539388 -0.014924958471838317 -0.014578698160477507 -0.014027608025032029 -0.013556329011188587
0.002299829781751376 -0.0015319078735054473 -0.002272258532176112 -0.0032299469578547764 -0.00449505049848848 -0.006090106805004924 -0.007961415573865416 -0.009966105044461722 -0.011948721894203377 -0.013602961219270073 -0.014910734563446633 -0.015395705505353576 -0.015272074694065288 -0.01491479485093542 -0.014299139648833179 -0.01374760147543855
0.015663822757966756 -0.001620257356954851 -0.0024245375153167225 -0.0034448762313765563 -0.004800576857519542 -0.0065196598415380854 -0.008550031062864139 -0.010686008841743231 -0.012724661105088894 -0.014382212399819953 -0.01570914412860436 -0.01621203488251967 -0.01601121258296634 -0.015574806422328547 -0.014837205385233277 -0.014137235352104753
0.028628788833546272 -0.0017418942011947082 -0.0025885624118607976 -0.0036649189150115805 -0.00507026334622667 -0.006822984599082418 -0.008892901347045592 -0.011148728714155995 -0.013362040040149565 -0.015208795391695548 -0.016554038698061713 -0.016846660656841105 -0.016582511524062992 -0.016066498927947318 -0.015305002817211439 -0.01459843265185504
0.04121790568642334 -0.0019128120021598184 -0.0028437480712729187 -0.004023797413417667 -0.005550853425436963 -0.007432044491689237 -0.00959108968837268 -0.011865570688805973 -0.014083403881181861 -0.01582825611942249 -0.0171534012132863 -0.017453234957912792 -0.01705852941375982 -0.016385732733001174 -0.015437865997625567 -0.01469502542258667
0.053452390629195976 -0.0020389732826649556 -0.002994878516549225 -0.0041980462398699915 -0.005757745109428381 -0.007673592426766916 -0.009871613872286397 -0.012236225387282794 -0.014583536018238644 -0.016516359813200616 -0.017788483963992317 -0.01785527905024044 -0.01762309075577278 -0.017131192351462377 -0.01627889941997995 -0.015396735685938608
0.06535160355050858 -0.002085980222593151 -0.00310294553816911 -0.00440485924735796 -0.00609094093175698 -0.008162341509389793 -0.010490203146875349 -0.012898772659836326 -0.015249512546687684 -0.01724148297081589 -0.018894812022439287 -0.019118434737982862 -0.01868816947570126 -0.017988729137183336 -0.016918071597116127 -0.015887924474280325
0.07693346626815963 -0.0022138026091389667 -0.003334329239306307 -0.004747781283135561 -0.006538985721440595 -0.008711808214175592 -0.01114403299953552 -0.013606600143485614 -0.01593288206396618 -0.01776843223672868 -0.019196501957861465 -0.019351246259642223 -0.019031943288635143 -0.018484673014793798 -0.017543887327564296 -0.016191755124791
