logk z350 z349 z328 z308 z290 z273 z244 z210 z200 z182 z174 z160 z141 z121 z104 z100 z079 z070 z060 z040 z035 z020 z000
-0.22730288621369188 0.0005229364650493631 0.0005244269353400567 0.0005523426217133638 0.0005724209600733808 0.0005933218465091006 0.000601204035213039 0.0005779041126528293 0.00034434938717891337 0.000204014796242047 -0.00019364948031055267 -0.00043446151059068803 -0.0009950659973291776 -0.0021809045042723942 -0.004128158152084125 -0.006231687967034949 -0.0067765217319045645 -0.010165228810431859 -0.012002132322117338 -0.01430502724456688 -0.020016861164220603 -0.021804732934521457 -0.02726286316017787 -0.03455018941522574
-0.10021372932613604 0.0005917274473037345 0.0005939680335125181 0.0006357460663151376 0.0006711451128560489 0.0006920872969851368 0.0007028091303328772 0.0006120122726745809 7.655101033205609e-05 -0.00024467227801342 -0.0010800419626583696 -0.00159250323797605 -0.002727312322903503 -0.005008900880200657 -0.00863024731970654 -0.012401875810082959 -0.013335290643188898 -0.019088959878231955 -0.022150640097513396 -0.02590519630783917 -0.03507537163557765 -0.037922403819181716 -0.046446079068949715 -0.05561039235615538
-0.0040447978487838186 0.0007121344721321418 0.0007156259538253543 0.0007798299580344896 0.0008306915295200875 0.0008573613827490978 0.000866806494261552 0.0006935364085995785 -0.00025784595761416384 -0.0008390839340029733 -0.0023227399576866152 -0.0032082972021926543 -0.00518529839143632 -0.009021237090910695 -0.014772686187007068 -0.020305189995726117 -0.021626046782348557 -0.029227910312061678 -0.03306892096962284 -0.03765831499816388 -0.04901288855068469 -0.05266323138240576 -0.0636589442472704 -0.07449856814795536
0.07566314365362356 0.0008241908635822804 0.0008289935765619212 0.0009168430729376128 0.0009785788738263179 0.0010149884909389836 0.0010161072468800499 0.0007378443875659525 -0.000668474523709884 -0.0015271619506852438 -0.0037472552688457375 -0.005029394185226222 -0.007920963608213163 -0.01338856832531269 -0.0213592452900483 -0.028678535526986574 -0.03035611381134755 -0.03973675414984955 -0.04424994649822312 -0.049503745111064194 -0.06305102111059022 -0.06734096145103964 -0.08006560769619601 -0.09141525029792873
0.14235423605741138 0.0009740269448286575 0.0009796570153973684 0.001081702321596963 0.0011780151666843366 0.001226900341412503 0.001202272787223801 0.0007983363996896634 -0.0011723332970542519 -0.002354479596959859 -0.005284580060224414 -0.006957187559399365 -0.010617041973976232 -0.017593076479772242 -0.027542519425180833 -0.03650093103095492 -0.03851052098944778 -0.04966666786587473 -0.0549391474738879 -0.06089054261456578 -0.07575576425557576 -0.08039901697794205 -0.0934389249852869 -0.10416003404244271
0.200167327871462 0.0011397666152058942 0.0011465883337197387 0.0012693957150618342 0.0014000746571608518 0.0014469106638813228 0.0014290076866511053 0.000897064575201859 -0.0016643413277906316 -0.003191524418836307 -0.006811876950933482 -0.008813327637067478 -0.013205048016075319 -0.021577768051495007 -0.033478678782859074 -0.04394293204730816 -0.046218996537174054 -0.05786170994124968 -0.06311990685142753 -0.06918509965576257 -0.08559862968357529 -0.09067453981061648 -0.10469670604852312 -0.11464432973955571
0.2517846017933068 0.0012943663673275234 0.0013040402798457393 0.0014775307533077039 0.00161752591437295 0.0016780114783004156 0.0016039376041235352 0.0007969669636162433 -0.002557198946957656 -0.004555701040216233 -0.00920689575028464 -0.011744575023001382 -0.017144805533592645 -0.026916998940313838 -0.040176464334112726 -0.05153210939812036 -0.05395788117966426 -0.06618530430435808 -0.0714125988076773 -0.07727097031455968 -0.09411205127404342 -0.09906281603467783 -0.11276166325969104 -0.12430264920681415
0.2979447264353952 0.001516075937846647 0.001527677950550621 0.0017345093498221903 0.001895157855473323 0.001969284817445196 0.0018837131914096366 0.0009592596007176791 -0.0029437646588956604 -0.005289989372834429 -0.010640703697201938 -0.013507546545587326 -0.019747517123150093 -0.031089985970753818 -0.04622858184004776 -0.058467975275935107 -0.06107520342252106 -0.0741168533273704 -0.07962497428497728 -0.08525054332833783 -0.10306908975994619 -0.10822425397665861 -0.12051798111813643 -0.131323444371874
0.3397007130227547 0.0017547239314191136 0.0017682607242637117 0.0020081205875557826 0.0021828525136935915 0.002246016207708738 0.0021138287842257532 0.0009308580015569434 -0.0036790124715856097 -0.006308834712273288 -0.012398099848349886 -0.015609566134118796 -0.022515724045297114 -0.03480302648435273 -0.05047472633941149 -0.0629474339581625 -0.0656276297480539 -0.07933544079543413 -0.08525123007843276 -0.09076678907499597 -0.10898892198952183 -0.11428305005925163 -0.1265508841032918 -0.1388176954194451
0.37771389013536205 0.0019944468733664915 0.0020129597152388737 0.0023397598311936407 0.002572286601183514 0.002668114221092299 0.0025024398459581308 0.0010962732198764847 -0.004467549834496088 -0.007570841455360135 -0.014232079851754153 -0.017535849236917228 -0.02462735429854193 -0.037594181358946537 -0.054274074367365095 -0.06704565517697111 -0.06971458625689543 -0.08414131184575989 -0.0906208919295307 -0.09649989689007805 -0.11520574888050913 -0.1208262147904034 -0.13183850760648205 -0.14576563420726507
0.41280157239548165 0.0023145939724292324 0.002335529076726796 0.002703136780070808 0.0029714910210772195 0.003069686087495019 0.0028839393464693015 0.0012565405209580714 -0.004970795495046837 -0.008432244346710784 -0.015828806563022855 -0.019434316404824688 -0.027003639511737936 -0.04048453425450128 -0.05783603996775191 -0.07116015603090954 -0.07386279911372315 -0.08795165049066012 -0.09472714334820818 -0.1011312858945179 -0.1202925040261068 -0.12614046773069698 -0.13621487022069395 -0.1518446293868222
0.4451297197519982 0.002611603000904428 0.002637450544471588 0.0030882688610778457 0.0033640201932134055 0.0034706343164481027 0.0032422698806158544 0.0014436435252055016 -0.005300051591550796 -0.009139259047344311 -0.017131544940055775 -0.020871705018885432 -0.028559335678915082 -0.041928858216240705 -0.059065739067193535 -0.07294540820675342 -0.07600010099540569 -0.09118529328741669 -0.09771681946406309 -0.1041349402517726 -0.12464267730414809 -0.13087986394482543 -0.14080802283775995 -0.15661149044616804
0.4752260416536159 0.0029212286240912063 0.0029510147133362686 0.0034701914307037457 0.003835802401215338 0.003978612105281578 0.0037810931856035192 0.001863205078417201 -0.005143966512861334 -0.009321671752047496 -0.018021055754656734 -0.022010048685884173 -0.030134880921130727 -0.04428225373062121 -0.061395116940315846 -0.0748407626107046 -0.07796979108720656 -0.09421689097565691 -0.10092060614349621 -0.10716434560245092 -0.12730284860094065 -0.13399350687244388 -0.1438037738720411 -0.16093608911204277
0.5034707415478978 0.0033103338851430794 0.003342968559480665 0.003909156981665892 0.004280747400633908 0.004467922576340437 0.004234246162668253 0.0021744824470162826 -0.005188966707685587 -0.00954834885234601 -0.0184501459151699 -0.022478262506255967 -0.030629866945200018 -0.04514478712070709 -0.06310337071528245 -0.07642233463505978 -0.07941036482465626 -0.09614161168348227 -0.1037152929851601 -0.11055150117147272 -0.1297838608531759 -0.13673445620046226 -0.148138536665549 -0.16683904657273554
0.5298787488930694 0.0036945314670355626 0.0037317080184909365 0.004375703045904986 0.004781411041096969 0.004969060229148422 0.0046781238375384546 0.002368093620942323 -0.005625944410574541 -0.010244370978361117 -0.01938744458573942 -0.023456542906584277 -0.031636323711552686 -0.0465528745946811 -0.06492530783345661 -0.07849445419242583 -0.08144965312850616 -0.0978807790424409 -0.105003587283623 -0.11239322360081413 -0.13203794620405884 -0.13820245045613827 -0.15042543156806254 -0.1688753254268776
0.5547767120207966 0.00408338743921776 0.004126482678078657 0.004869250692695173 0.0053206081960357225 0.005540578471615223 0.005282200855331055 0.002939157741843913 -0.005296911388104882 -0.010140141520959633 -0.019861547305034314 -0.024121996570793038 -0.03243350626684735 -0.046861006038651884 -0.06486276482441229 -0.07868757991991494 -0.08189047657941832 -0.09948438933306396 -0.10700205540177303 -0.11349612415413803 -0.13427644127961313 -0.14045170948314656 -0.15384882761276933 -0.17166266902297633
0.5784061712616764 0.004483985137825087 0.004533283586203352 0.005381154045103273 0.005890736895074608 0.006139706664442343 0.005885280979448927 0.003436142028836624 -0.004832348453508641 -0.009955132273364689 -0.020264376638177612 -0.024717815942184862 -0.03322915106902343 -0.04789951665767632 -0.06641389069319964 -0.0796896602510809 -0.08287079953077385 -0.1014085750695765 -0.10837876016525928 -0.11480557225058274 -0.13668262534705028 -0.1424406725234506 -0.15593381284609803 -0.1749833078743948
0.6008246976700266 0.004919415421538279 0.0049741433957983285 0.005915133788743684 0.00649330332120198 0.006757536135648196 0.006559167890648032 0.0039880192280158915 -0.004158471858630379 -0.00906127861011874 -0.0193417378187409 -0.023974403381567228 -0.03258447343896531 -0.04769255983529841 -0.0660469079449295 -0.07926068973213977 -0.08250520434778541 -0.10249968849224472 -0.1094415320308687 -0.1162346693561462 -0.1394513649168542 -0.14537117390623114 -0.1566655865151393 -0.17741534391639802
0.6221077037745937 0.005456508523770205 0.005517536890893277 0.00656114379492985 0.007177066489918417 0.00749087211781291 0.0072180786808765385 0.004561848380170225 -0.0037439159278919035 -0.008745570949307445 -0.018886858440314482 -0.02351953207950988 -0.03204497238611538 -0.04798688869642249 -0.06723891981371533 -0.0796370395206152 -0.08288953904095923 -0.10314112681762942 -0.11064683676086928 -0.11614268143604255 -0.1401785132366591 -0.14675696737045824 -0.15746789249903426 -0.1797178706348448
0.6423946965165375 0.0059738932875082725 0.006040815338122746 0.007187836272436508 0.007885285993969626 0.008268622187615465 0.00807055635906815 0.005273598719583412 -0.0032654618143259967 -0.008222353840051919 -0.01834938928514304 -0.022992249162740567 -0.03123849511159135 -0.04649783872458247 -0.06675193412032103 -0.07919234402487033 -0.08222957859707238 -0.1032030391602288 -0.11159723626949056 -0.11693434920894244 -0.14222652339774147 -0.149690997206883 -0.1572161174662375 -0.18070991234261147
0.6617600973130193 0.006526881819667021 0.0065992102982742875 0.007834886639251802 0.008606368063133397 0.009026228484878466 0.008925591389871968 0.006161833070166044 -0.0026361415676509556 -0.007589831129329491 -0.017748260787265754 -0.022504420298380203 -0.03068505629348139 -0.046275901498057784 -0.06563257815236763 -0.07883823150904462 -0.08212037523265356 -0.10283953264940607 -0.1113533043763923 -0.1175712067111045 -0.14258976341599122 -0.1504574400863216 -0.15818073945628078 -0.18212772589847032
0.6803220365771646 0.007068978624966634 0.00715049414726331 0.008546680940188848 0.00944709675900741 0.009903574416223127 0.009754086528870984 0.007077232148718651 -0.0016667290128616493 -0.006645309987139728 -0.016941949973455796 -0.02196583784499499 -0.03016105058539288 -0.04555024752060996 -0.06487667865534599 -0.07829423742945228 -0.08173292014506697 -0.10266866883025184 -0.11086402083976113 -0.1175077534317266 -0.1420947365953538 -0.15035194908058142 -0.15741408990680128 -0.18342810280365437
0.6981189909561436 0.007641747007810558 0.0077275774121399994 0.009191831959508689 0.010157984751155919 0.01068015788648819 0.010627718898404855 0.008050442440670593 -0.0010038051508925105 -0.005881116592551952 -0.015486992587185082 -0.020367010200684214 -0.02870188355105661 -0.04494622935612963 -0.06435224569714658 -0.07771967425250849 -0.08137308050489601 -0.10262959676372051 -0.11057756876512916 -0.11720947969458992 -0.1423668350374964 -0.15085391586691593 -0.15643174586075553 -0.18494783599107936
0.7151392758508784 0.008237038552323257 0.008333337990331036 0.009977773882739833 0.01098062581678236 0.011507660926213095 0.011496879964222773 0.009162262767810304 0.00026650115348775337 -0.0047976735097837765 -0.014306303628002682 -0.01911666116410055 -0.027024467571686427 -0.04425896875341459 -0.06374324176753308 -0.07690835214687246 -0.08063750647775753 -0.10174449307399486 -0.10972489596618556 -0.11727498818959803 -0.14136217840028034 -0.1496523370987115 -0.15701725392394386 -0.18540672569759414
0.7316171803335121 0.008902671814465718 0.009005640070365282 0.010757446060228205 0.011886935242161712 0.012562974516527013 0.01262868192173723 0.010039299144540602 0.0012488704437902253 -0.003529616598526345 -0.012903973705979656 -0.017994453592337954 -0.02630208877978881 -0.043334175401499316 -0.062301049422494335 -0.07520091251480869 -0.07912546639043262 -0.10141880041866874 -0.10911226341686198 -0.11760936612213059 -0.14227373613962835 -0.1514532078432803 -0.1555967545540672 -0.18687754640456827
0.747482308468339 0.00953656044672374 0.009651808963846039 0.011618432646778563 0.012840247739621018 0.013625717025724654 0.013822701489845624 0.011518922419282077 0.002222033118941003 -0.002619211274602536 -0.011389831732128108 -0.016076041880071494 -0.024389466042908536 -0.042179493215805684 -0.06104437842933327 -0.0740700736838583 -0.0779829521654877 -0.10072516079374273 -0.10936972746187833 -0.11653139030491873 -0.14154672423142226 -0.1515254050024237 -0.15396495079479064 -0.18628678183602462
0.7627404277211973 0.01025829209722952 0.010377533964461717 0.012399678454031953 0.013617390532885422 0.014432452864005631 0.01476393134849584 0.01284494203327897 0.003463802953703055 -0.0016678601298189594 -0.01043651689363187 -0.014889039296598969 -0.02236841557840412 -0.0408144233133082 -0.06022433541908592 -0.07253473178117457 -0.07672300741478964 -0.09944184155272469 -0.1084732227098864 -0.11570295260627633 -0.14107438313064885 -0.15107892449265772 -0.15321416450666928 -0.18582761386161326
0.7774942962605513 0.01095418625622137 0.011086015026877876 0.013321192824764053 0.01456991279851642 0.015464560635710362 0.015860090706228784 0.014123969252170564 0.005211378083623156 -4.820517140988886e-05 -0.009269822855738987 -0.013402749506637847 -0.02009799142770631 -0.03952320127172757 -0.05908251254025326 -0.07130576244187621 -0.07561548192860795 -0.09781175299717002 -0.1064761310033727 -0.11447645808673562 -0.13969050591519483 -0.14972260964636822 -0.15269739226983764 -0.18546591696568795
0.7917667428783006 0.011693112245442934 0.011834994579046841 0.014248639569972217 0.015556124576123074 0.016517760237718945 0.016902535729014338 0.015317348651874951 0.0068152286758092675 0.0017255722554588098 -0.008033767598344716 -0.012126809094584752 -0.018072945781293343 -0.03760491344891942 -0.05753989141836579 -0.06938492998760046 -0.07410520682364105 -0.09649822481842625 -0.1055514497517504 -0.11468326513518494 -0.13920002406522125 -0.1494594618381516 -0.1526296488408675 -0.18415222580247242
0.8056241518607672 0.012490621662782688 0.012641854443069535 0.01521308163083713 0.0167656568050927 0.017830730524764558 0.0183207420618627 0.01677555667149555 0.008247601216784722 0.003462937415185391 -0.0062196528057434 -0.010668098629523476 -0.01671430879458162 -0.0358237763521847 -0.056598176908271146 -0.06738651832647065 -0.07205649573144796 -0.09558481215277549 -0.10514262353047038 -0.11387000661748585 -0.13840349280680625 -0.14920931231828413 -0.15224504424153876 -0.18460919105337356
0.8190322649209704 0.013340683220127474 0.013497059178511708 0.016154552376830743 0.017743292710153093 0.01892661452778805 0.019507296295032693 0.018310344029056416 0.00981040458602045 0.005092777291532706 -0.0047220518147510215 -0.009199582412625052 -0.014846798576859376 -0.034197243548688416 -0.05557202789801219 -0.06671041746354449 -0.07149717875988798 -0.09388889641965828 -0.10457158170329652 -0.11183673569406696 -0.13783812262617706 -0.14931315618406185 -0.15057192720029128 -0.18383983011165128
0.8320344790698564 0.014157950898374162 0.014326116948244696 0.017188171769600805 0.0189051515969399 0.020143829933899703 0.020691023248760966 0.019496715597212808 0.011432866742165723 0.007045956515577555 -0.002887243228670735 -0.007389258812878431 -0.012968081870892316 -0.03230756126107598 -0.05391107580052854 -0.06569741181744974 -0.0704593547637987 -0.09116472603157982 -0.10368974301683691 -0.11073660920960775 -0.1349279999037261 -0.14801643813749252 -0.1490951958474193 -0.18292138973124258
0.8446702306384672 0.015030087954130565 0.01521345836297564 0.01831807083470203 0.020170321881599312 0.021708789034079974 0.022377716474669775 0.021358477329175788 0.013132063068874298 0.008804351152978286 -0.001093911958078907 -0.005518342490907078 -0.010715737950465225 -0.03058946189403564 -0.05143017032872386 -0.06383690547410951 -0.06920107614850439 -0.08923193315740226 -0.10252351595181783 -0.10999694778990839 -0.13441452290358621 -0.14661182128416672 -0.14672926062627478 -0.1810002349239731
