logk z350 z349 z328 z308 z290 z273 z244 z210 z200 z182 z174 z160 z141 z121 z104 z100 z079 z070 z060 z040 z035 z020 z000
0.856936916440709 0.01584993973100832 0.016042633852868363 0.019308747790901148 0.021308333434646613 0.022921954089045127 0.0237192282952292 0.022973862233305862 0.014833118054968945 0.010737681646882165 0.0011259667319434895 -0.003338010062598236 -0.00877634450835039 -0.028873895241357684 -0.050142961470569444 -0.06278442881363785 -0.06805672763254286 -0.0872230181176434 -0.10183541224468945 -0.10899591218403136 -0.13341701561667466 -0.14746872040461476 -0.1452763242696372 -0.18005349603218693
0.868850923298705 0.016755059397766163 0.016957951496930117 0.020388862328562823 0.02245648780656819 0.024162047244345137 0.02507622257871957 0.02431789897371065 0.016415369651305304 0.012753649024706718 0.0027282679858441536 -0.001556900851685917 -0.006812048601033066 -0.026887119274096555 -0.047757552015701615 -0.06194480240355675 -0.06716463414414953 -0.08576902494999014 -0.10008760180506611 -0.10789908593726215 -0.13179922215720621 -0.14702357481651848 -0.14567888555944694 -0.17879836468166035
0.880437337177735 0.017359212335979837 0.017580111099303068 0.021311943010200927 0.02352018930474911 0.025520583370355284 0.026632320276883982 0.026224079889273808 0.018132579111527193 0.014686912346128645 0.0045910726792671415 0.00011414388021758405 -0.004278951762840985 -0.024963906638018587 -0.04608869903283934 -0.060058917901811955 -0.0653499724907019 -0.08350466780343191 -0.09840168569007308 -0.1064342798816873 -0.1293745088792127 -0.14525511519688208 -0.1441224661852689 -0.17700724424233164
0.8917646472727278 0.01825663792776199 0.018494455092546953 0.022504118827086278 0.02480637552595894 0.026764700641866233 0.02807462356852862 0.02790015314189808 0.019847487142252665 0.01688817188280919 0.006860988227044797 0.0022019760186454307 -0.0018957917632774365 -0.02362191909327167 -0.043704752744050064 -0.05844666427585942 -0.06365060485245273 -0.08180228137681304 -0.09549936134339393 -0.10476757201110919 -0.1269571540349227 -0.14432223009083495 -0.1432758599062985 -0.17668386377694495
0.9028088948150622 0.01921581453647103 0.01946553066352762 0.023676395617691144 0.026174553334040493 0.02829917539989391 0.029638798757259874 0.029337786468495067 0.02140737097208315 0.018825210488772177 0.008849829871125656 0.004247152336832912 -0.00017831820572346247 -0.021366919330921254 -0.042326622680169804 -0.05661337671151808 -0.06169234197790846 -0.08038431376102717 -0.09456347043911742 -0.10312264689424441 -0.12456192539416851 -0.14324145300106492 -0.14314962999665246 -0.17684810547441396
0.9135365940633767 0.02001060666160707 0.02026709375513035 0.024598610340415713 0.027251945292904083 0.029610720978181695 0.03126576251112456 0.030783805722362126 0.023135704855572085 0.02047428632281838 0.011077370690061218 0.006703604710565884 0.0019675842705117424 -0.01935148634392928 -0.04069797591483108 -0.05507399244847413 -0.059991976292232 -0.07875786248051472 -0.09378062507211314 -0.10185221477160449 -0.12362134506134644 -0.14118683200131985 -0.1411333274558618 -0.1766941362978607
0.9240105427153626 0.02079265355122401 0.021062066002310607 0.02562454692084173 0.028540261910036432 0.03093850997579127 0.032805223362535114 0.03245370903903613 0.025039527029400366 0.022190811771657347 0.012871016836691526 0.008896145033222027 0.004996670900525085 -0.01655201232933807 -0.0387157438900145 -0.05304604124978418 -0.05808279184315824 -0.07763608697044579 -0.09151988405347217 -0.10061787383939644 -0.12224868369418887 -0.14068053719176143 -0.1399276919662512 -0.17278318990750835
0.9342581251525757 0.021711156433233663 0.02198560970566647 0.026644241266043405 0.029609328594236126 0.03204422061234456 0.03401336786249694 0.03412316348079541 0.02696019657784351 0.023860381823341353 0.01420393548253171 0.010427298802730849 0.006988261776679475 -0.014474886035480793 -0.035943068896447314 -0.051395027005348606 -0.0561643461549713 -0.07616015125828339 -0.08981918729045556 -0.09918564607114078 -0.1216653558270701 -0.1392643257598161 -0.13974203487543896 -0.17164845224963066
0.9442687433470439 0.022676284729326687 0.022958353120523474 0.02775058914102452 0.030933185773969963 0.033652017557253305 0.03567707203662546 0.03553822965122838 0.02913639308736237 0.0265038339534098 0.016358872704358242 0.012171115155080904 0.008871557590511054 -0.012158259089926161 -0.03436299633525421 -0.049356780120419746 -0.05413820878812495 -0.07524499767249515 -0.09005688202999343 -0.09791460169817823 -0.12086971961898277 -0.13752230448058259 -0.1374020737676767 -0.169541847079019
0.954051926286186 0.023658315784871913 0.023950301311495788 0.028894588894464335 0.03205845327032846 0.03493110959106348 0.03713855602585639 0.037329838958730835 0.030860171617495 0.028287421895999813 0.018337435551940173 0.014092930206263664 0.01078278918340116 -0.010204188918644417 -0.03271376407500092 -0.04823674179337011 -0.052391973183686706 -0.07331559278874074 -0.08915331683406698 -0.09599804055512896 -0.11979477428240813 -0.13815522536805558 -0.13644837985158276 -0.1677913222815445
0.9636196372200915 0.024740214854554257 0.025041606989361934 0.030159656714473158 0.033312413812196684 0.03624824748539765 0.03867033181652525 0.038953179948578345 0.032868658783749824 0.030014381192160305 0.020387247287346994 0.01589422253605818 0.013302685502659967 -0.008074839390629945 -0.030243370699843758 -0.04696534871077412 -0.05090780397238378 -0.07155677847850092 -0.0883064622177996 -0.09379481341301235 -0.11699060517714528 -0.1368088048878713 -0.1354887749221169 -0.16585270978009442
0.972969114026807 0.025776569016569256 0.026087474760482413 0.03137733498676807 0.03463548588283445 0.03739458781868619 0.03982225291681314 0.040856103853317824 0.03507038876623665 0.032161989837711916 0.022165329128731856 0.017750343761739406 0.014800479077918318 -0.005953322522457538 -0.027921904344476323 -0.045431157315460956 -0.04957668168591347 -0.07021575529419531 -0.0864668496331119 -0.09277989793299284 -0.11699947917356394 -0.13692836394608496 -0.13390764531294017 -0.1634265654235359
0.9821305508147518 0.02662701296291632 0.026962708173080722 0.03267161628038568 0.03631046068209222 0.03918344489666271 0.0413018075959599 0.04224223387725851 0.03699614299364609 0.03405169339492413 0.0246050580185757 0.0200316090486879 0.017177040925882032 -0.004017787006204013 -0.025809434643146726 -0.04372203638648338 -0.04819513429118569 -0.06820250427666562 -0.08453127305260745 -0.08945732035794203 -0.11559877043968134 -0.13568997268839414 -0.1319052672085819 -0.1620086857568653
0.9911011215413998 0.02747048429208063 0.027817029377245953 0.033708080387249345 0.03748806084316266 0.04070037438626251 0.042944386009347274 0.04352696909677539 0.039479629330787865 0.03641815218777015 0.02635728442026819 0.021568218944562546 0.019305799135848848 -0.001966922158372477 -0.023434995643946577 -0.04191066490305779 -0.04650115201461688 -0.06680935167664626 -0.08342176267268447 -0.087180232231053 -0.11339028409161576 -0.13433119954724163 -0.13128932741532237 -0.16157809414521973
0.9999029160813906 0.02855609578125801 0.028899088505131718 0.034763440473145654 0.03868566682197414 0.0422261369396173 0.04464901921134336 0.04530731943834021 0.04091877875565598 0.038644349396043526 0.02833213371257177 0.023692851010723933 0.021144797014746038 -6.285756304161032e-05 -0.021035731924543593 -0.03944966594747003 -0.04457566070444415 -0.06542312227824354 -0.08166422670918555 -0.08531885479463448 -0.111353514111774 -0.1338566986942048 -0.12883763903671613 -0.1613517668834814
1.0085130096168917 0.029651481028130925 0.029995386095582756 0.03589503958829126 0.039984368992455874 0.04355568039604565 0.046274510897376046 0.04679400660283097 0.04272518842316116 0.04052568204262548 0.03061739904239546 0.025874035763430177 0.023121418885595258 0.0024596153603298238 -0.018499985636877374 -0.0368275805555948 -0.042167748941042575 -0.06379833426772044 -0.07996714810896143 -0.08318315269943623 -0.10919383500510306 -0.13344267646295985 -0.12767972353990867 -0.15915963768681302
1.0169518183106374 0.03081850831535326 0.03117075717383852 0.03719521065723121 0.041327686763571896 0.04489672088794743 0.04758621793923874 0.04823106663912869 0.044556289196949046 0.04262980564864671 0.03246439262725175 0.028484952743713536 0.02542178201539558 0.004134703118747214 -0.016352275795229184 -0.03507773895454877 -0.04082281007865943 -0.061338568033226605 -0.07807694865167646 -0.08207013639196284 -0.1075610260073298 -0.13107616633998367 -0.12542070621018903 -0.1575831985296375
1.025259304643463 0.03179634650558581 0.03214199211630148 0.03807497941410032 0.042518236130519554 0.04633930196936464 0.04912073901651585 0.05007364700777818 0.04664985266939106 0.04469056652932715 0.03413829845086842 0.030115881713351063 0.027626746521170822 0.005749219158561606 -0.013796275894324948 -0.03272537055103981 -0.03872684012427612 -0.059548984587090494 -0.07592980149160214 -0.08109152579317735 -0.10666555481752951 -0.13017180849103907 -0.12584995176084693 -0.1559978055397626
1.0333825645612413 0.032898942471665714 0.03324878154917968 0.039279343300358927 0.04380573399420208 0.04781492721236173 0.05055173918175845 0.051597467961606656 0.04854345576008874 0.04675046254693597 0.036408622478725755 0.032308957096145424 0.030533993216512574 0.008057534436468408 -0.012249703314861136 -0.030668439900950174 -0.036919883423481153 -0.05774283301339619 -0.07405264332097436 -0.07969696468233381 -0.10576022189214172 -0.12830738664484384 -0.12489807106913187 -0.15583218205556826
1.0413660296525413 0.033896833338102214 0.034252608879682844 0.04039450050169551 0.044890322871051165 0.04906217370415011 0.05199654416002576 0.05310420111014441 0.05001892690584234 0.04831683125140973 0.03820509517989874 0.034212711833660654 0.031694230682511294 0.009986281354509354 -0.01037310751662697 -0.028046921956602695 -0.03445272300604566 -0.055554850226545306 -0.07264832571181279 -0.07791883633819831 -0.10450057293109541 -0.12697819382938996 -0.12424809837468954 -0.1531292941742283
1.0492227394981484 0.03499794384061192 0.035369785871817966 0.04177560493111738 0.046213554590779034 0.05058972593717893 0.05353631818424125 0.05478081676183609 0.052239431359152405 0.050084921647044686 0.04025875408370644 0.036328065824393095 0.03428275666583541 0.01227319454864417 -0.007269460251024228 -0.026044174836053088 -0.03206526009883802 -0.05357825310621803 -0.07083997133848713 -0.07598822563765181 -0.1029521452113525 -0.12646167243725026 -0.12268457654919328 -0.15182170889647048
1.0569138089454215 0.03607309280180333 0.03645826514199508 0.04308358941171896 0.04727924025630597 0.05189830523504349 0.05502438859568408 0.05631014418065839 0.05386485632432538 0.051624555491983935 0.04205493016981208 0.03799793090791262 0.036117144044368873 0.014365859064005254 -0.005597938289069124 -0.024078642407733174 -0.030407653788990015 -0.05225720551485855 -0.06966950057251012 -0.07321461343587281 -0.10121960871691865 -0.12527108943364149 -0.12178613853894621 -0.151845277639428
1.0644692337191803 0.03695690336316598 0.03736976706643235 0.04448850542916969 0.04896851169128179 0.05359589355990165 0.056706862453418244 0.05794498311567234 0.0561025708932237 0.05401614825170045 0.043730839795468525 0.03946279883090164 0.037354813066568834 0.016531985827537485 -0.00391208936385478 -0.021276027199172376 -0.02740463803811433 -0.04963865481929157 -0.06780314507688354 -0.07043498414436047 -0.0993152077211165 -0.12398400585748949 -0.12070093584341947 -0.14964473673395665
1.0719002646472133 0.037829221488874534 0.038246797360657364 0.04543734825019544 0.050027770488994774 0.05487497791999466 0.058265284214425915 0.05964247542766222 0.05774184119411497 0.05585565595889667 0.046120147603199206 0.04195641514581513 0.03957634794424743 0.018163037789928848 -0.0017900612575770301 -0.01942238500989278 -0.025393922540304602 -0.047431908736135696 -0.06535868566298716 -0.06979245973301151 -0.0991818903141637 -0.1242115690593474 -0.1199817486933201 -0.14802835230048772
1.0792178490272237 0.03890324919728025 0.03933149770141711 0.04672418989513127 0.05151021632837918 0.05615473318819515 0.05939283186097909 0.06110963646793305 0.059522786390260755 0.05775793470433968 0.04792904659652041 0.0437490268298139 0.041495788244513054 0.02117326867910372 0.0005436985653130209 -0.0174527699205128 -0.023209064250723492 -0.04520626314830511 -0.06288905599975354 -0.06760544906339624 -0.09797671410691652 -0.12304464822817883 -0.11822749747179051 -0.14814344137013088
1.0864132425636486 0.03988380409464017 0.04032421903027038 0.04794374998344203 0.0528357867758193 0.05781843660451639 0.06087789866431508 0.06226540092160397 0.061955677117418624 0.05950615357703705 0.04985710193821685 0.04549451396812591 0.04435519683958956 0.023115306527741 0.002711294644387706 -0.01577750206143578 -0.021697905005322916 -0.0436393776236682 -0.06096708660235896 -0.06625127237709215 -0.09632237222250133 -0.12102890550651134 -0.1171583190346802 -0.14694170155530156
1.0934865656661947 0.0408143281706527 0.041254047171036895 0.048870168594021025 0.054051002341976975 0.059513860004539995 0.06254830250507416 0.06391259288178174 0.06312689232895774 0.061342646388143886 0.05199859292358458 0.04754458560073061 0.046295726628907394 0.024901077356238078 0.004157652443790722 -0.01352361217260921 -0.01990687102803949 -0.040902169515491735 -0.05926541089076249 -0.0636008071408562 -0.09456429766885044 -0.1194759668251407 -0.11823907601702018 -0.14408772743915968
1.1004512274812142 0.04183947510786277 0.042282935705660545 0.04998070488130663 0.0550100906326688 0.06057659038451931 0.06376478568953864 0.06543222320227783 0.06536540162951596 0.06314438675958485 0.05397451697045768 0.04949377125368095 0.04854479937794078 0.027201089861258517 0.006381242908287018 -0.011392838417416604 -0.017886804124038074 -0.03852373785798512 -0.057048116198550027 -0.06247488951778027 -0.09248817112241421 -0.11827585866483567 -0.11676209829329483 -0.1424260818352364
1.1072922438401795 0.04313196828553852 0.04357852715012376 0.05133100387299077 0.05636214055324157 0.06199904830075181 0.06524350379129269 0.0666008876757522 0.0670049350333986 0.06506946081365908 0.05630464698398774 0.05126018734057495 0.05072135571506958 0.02935586084486762 0.00822378876944039 -0.009220800245891374 -0.015577832040522847 -0.03627741981352015 -0.0541256177465922 -0.06009979544015599 -0.08974216698707738 -0.11532523690629125 -0.11656641779698663 -0.14212488961181385
1.1140283190027345 0.04403676124541973 0.04450360138683023 0.05259476996707392 0.05760616411219991 0.06345255050972222 0.06687073560662711 0.0679126042699269 0.06848463437103555 0.06629626315609087 0.05847813373718493 0.0532437266012487 0.052323682080087884 0.031020443940528268 0.010670692788074062 -0.006535269270618942 -0.01343274764599313 -0.03529660028025735 -0.05282061193967018 -0.05830713710651439 -0.08835265859720637 -0.1134502237159103 -0.11489804684403002 -0.14122353361250492
1.1206750629923297 0.04503177867358633 0.045504247580748725 0.053692796631793126 0.05871388184235773 0.06464414365258647 0.06799439343814456 0.06967259277223804 0.07087926179976704 0.06823107041526275 0.060540362228477466 0.05547138681171959 0.0548878916018342 0.03280363756108852 0.012233572106132282 -0.004084593997901095 -0.010248213580850821 -0.033365666060329494 -0.04960168735067061 -0.05598563179772385 -0.08614036679931769 -0.11228383927277828 -0.11294886358606292 -0.14119395340335214
1.1272220380958062 0.04609314867615216 0.04656465772173123 0.054724843112373224 0.06007450039365425 0.06627326889098692 0.06965415942557238 0.07086893682945491 0.07317306209367198 0.07017675230872729 0.0625994229544449 0.058104701771791396 0.05643244155478854 0.03431423682752615 0.014756566508666602 -0.003212975517381274 -0.008859883062692137 -0.03203723649658861 -0.0475435915157416 -0.05380600994163436 -0.08539289437679941 -0.1116304188325333 -0.1120045111651805 -0.13984001479432448
1.133663753232666 0.04701731264592149 0.04750684760042004 0.05602407002033617 0.06120046617307997 0.06745008668119858 0.07096706714228174 0.07257449357929398 0.07423823812693205 0.07219106763115213 0.06383175127779278 0.05984713314362281 0.05882790326938713 0.036242241904144254 0.016835737916544063 -0.0006295002003556449 -0.00675491358939378 -0.030052376057860024 -0.047141794609219176 -0.05243851228722505 -0.08471688668297286 -0.11013357620931391 -0.11009411497666315 -0.13840215937840442
1.1400043560124409 0.04794618390368805 0.04843298937395449 0.056910810247246084 0.06247988425360436 0.06878293924309857 0.07247990917641779 0.07428749592794034 0.07530720160242786 0.07354778986944295 0.06561034939717077 0.0618411456718934 0.06056414970264024 0.03848114626203184 0.018947168779053458 0.0020952390231469093 -0.0043593827480212875 -0.028032482041739807 -0.04415191946257307 -0.0494689654467138 -0.08401711295301795 -0.10712964926210655 -0.11043468660297075 -0.13644977988199655
1.1462591754963958 0.048917360189657005 0.04941614349352473 0.0580968757248632 0.06360972446643198 0.07019524993747264 0.07377890589110139 0.07597156962257252 0.0767050326089425 0.07467669100073641 0.06796934916731773 0.06374111346477386 0.06248749869146051 0.04079440903987418 0.020802339092473338 0.004254308593888616 -0.0019543311964475714 -0.025677455206860145 -0.04308631365566032 -0.04690124769801341 -0.08237217892921044 -0.1041342608560069 -0.10828480002248872 -0.13391786443873635
1.1524352506036322 0.049754212225538975 0.05027731219536757 0.05934644791103113 0.064994636218908 0.07163467960750633 0.07536715701357197 0.07783085066906237 0.0787409273900715 0.0764445135025327 0.07039849749121636 0.0658673258078476 0.06474868005982115 0.04216176003514625 0.022284210662336157 0.0062674378027870355 0.00017009438316413543 -0.02324163171772251 -0.04075188491985998 -0.043581090021560444 -0.0807885084314226 -0.10277647422490327 -0.10782397931050759 -0.13343459082835765
1.158517475096685 0.050750644106083286 0.051268991061584265 0.060287507343542504 0.06623092367975156 0.07303900993989365 0.0767827189062399 0.07918864727548021 0.08073792425527729 0.07807510932738011 0.07195120453485995 0.06755850502717742 0.06643565467270844 0.04392407424550861 0.02498706566783327 0.00853430460054936 0.0027074454607917712 -0.021407766778501994 -0.03837211637423844 -0.04206063031661446 -0.07878291172822362 -0.10119698099974725 -0.10662071599682527 -0.13247021394032535
1.1645137741057436 0.051899931739594604 0.05242123368579816 0.06150205682640212 0.06748842898080598 0.07418623869548278 0.0780652889433113 0.08014426121576525 0.08242149427490815 0.08000752874958829 0.07318641736696414 0.06952229455981127 0.06831242574083733 0.0456615535559174 0.02652774714117438 0.010305010868375623 0.00485055566114969 -0.01912947691709265 -0.03703689279464033 -0.04089471635241714 -0.07668465562916008 -0.0989375710898715 -0.10599942292476565 -0.13139332389401664
1.1704323800420007 0.052563332645554156 0.05310591938939965 0.06256874833478962 0.06857092485163149 0.07541982838709116 0.07934124638464664 0.08163582902821136 0.0842721735177424 0.0816784935235124 0.0755629113612706 0.07137842547013387 0.07004286993950876 0.047697043788431245 0.02858570490984693 0.012351415868800161 0.007129437914052638 -0.018466927643621553 -0.034536510931488476 -0.039402467301193095 -0.07611719227013435 -0.0969236649507925 -0.10509890426103972 -0.13058508345564143
1.1762610050458473 0.05344841829520345 0.0539886067640738 0.06344121805431438 0.06980027762708023 0.07675541995405218 0.08080855881063909 0.0835150105350937 0.08580776487103282 0.08334710663304813 0.0769960363446676 0.0728034752757169 0.07149440956396154 0.04999155714306406 0.03040207660738723 0.014406654765383492 0.008844399507083508 -0.01571596870671874 -0.0329130750055361 -0.03770159032649398 -0.07461886195388985 -0.09524444759506932 -0.10368720625484913 -0.1290758051513874
1.1820205679740583 0.05461801725868019 0.0551571166760188 0.06460232569728247 0.07091078619133953 0.07828265064315457 0.08251731403092565 0.08498177169314179 0.08734740810374636 0.08520821146425785 0.07874920275880405 0.07456398491581218 0.07356628366679259 0.05194886731082846 0.032530935066072894 0.016270383214070937 0.011341607639895205 -0.01332104923181516 -0.031984019713827985 -0.034880620314931506 -0.07354343055020666 -0.09318689798639644 -0.1027169382118603 -0.12784585818558097
1.1877143387520903 0.055855533911061135 0.05640092075477555 0.06593120125357965 0.0721332363734546 0.07938829054830611 0.08361048857447066 0.08609820350292086 0.0888207088757034 0.08681526802958367 0.08110967887969503 0.0763455830020286 0.07562078134178846 0.054221920031711196 0.0347414773609879 0.018299487643284425 0.013536012640505956 -0.011294621948304835 -0.029023466513933595 -0.03294102592629332 -0.07341991973439278 -0.09192327416946694 -0.10164396708751829 -0.12668184920362935
1.1933260181673282 0.0563856771463527 0.05696502049338015 0.06707668913911691 0.073203450112582 0.08056959726827179 0.0851777584506193 0.08742201404396803 0.09104061247893108 0.08840569831977481 0.08298631045651265 0.07838648529456002 0.07698016457103325 0.05599371055697953 0.03704362010345448 0.02068951905168439 0.015803220491601128 -0.009630971841379591 -0.02796907223400161 -0.03131150395028348 -0.07186587232535993 -0.09005535071630846 -0.10054947685943685 -0.1242641234927813
1.198865709128186 0.057174944482295015 0.057764087216597856 0.0680590005861858 0.07450952444219654 0.08178715090927631 0.08672596904878138 0.08933347383130644 0.09290401559319836 0.08973312061680183 0.08503940270440082 0.08034087371530428 0.07921130651807087 0.057723414929585805 0.03851416023229652 0.02284755359605256 0.017306736352704237 -0.008272635283224566 -0.02605106197854627 -0.02908347756493979 -0.0706004885487583 -0.0879187457977538 -0.09829041814077555 -0.12188318530976532
1.2043295436429486 0.05827093053607823 0.05885494962662463 0.0690566487222137 0.07559146166321573 0.0829985168122223 0.08780149303919353 0.09040256251373448 0.0938328734130732 0.09135066625648378 0.08669003419328096 0.08247945533428938 0.0815199551149645 0.05976038284498797 0.039968373321516495 0.025175534927485345 0.019188662729640923 -0.006194944296678411 -0.02466906803816355 -0.02748417202273235 -0.06872230453586806 -0.0854517357121538 -0.09707771069143803 -0.12150132057572273
1.2097286834374217 0.059139022559989374 0.059750861783916955 0.07041530167224123 0.07678888753796774 0.08439818211398208 0.08915142831177453 0.09212481299551317 0.09605502473765291 0.09320576984224156 0.08902426843646374 0.08388595392410297 0.08294927575565728 0.06173147581302152 0.04253862977349444 0.027667762441079626 0.02184275822785054 -0.003332348730361542 -0.022947909386720068 -0.02473584667883093 -0.06774682364783323 -0.08435885707812313 -0.09526365839186549 -0.11958628134788886
1.2150713861299791 0.06014078287195462 0.060737919470258056 0.07115211657509894 0.07767372181871306 0.08530313741958269 0.09005668880484025 0.09371301703067847 0.09763000657492658 0.09476752741067127 0.09049082202413358 0.08590269995370324 0.0846649926900749 0.06420650509378713 0.04486841761566861 0.02882406359987709 0.022831473245688846 -0.0013925489398703104 -0.02083652356215169 -0.02340551327797919 -0.06575403657133702 -0.08278135637222671 -0.09362868857650136 -0.12080181657572775
1.2203372330652742 0.06110051379765108 0.061704564551517835 0.07221431740194827 0.07866986437860707 0.08650708948239269 0.0913845757261139 0.09553703749374398 0.09926820584949791 0.09630708293793738 0.09265857129176498 0.08767432191559334 0.0860708820841969 0.06551986654122946 0.047314772639539586 0.03148626221541834 0.02544179010348035 0.0007344238786400619 -0.019416295187913466 -0.021634150990786354 -0.0645462053583506 -0.08063712139608674 -0.09166968276434836 -0.11780536122845096
1.2255414864141798 0.06220327331766605 0.06280220862330375 0.07328877665675906 0.07989496971800028 0.08762203307825613 0.09258711691805827 0.09711057225224351 0.10120393908810511 0.09799481203664123 0.09444583007780935 0.08932777155449888 0.08829678812507923 0.0670913675765932 0.04891674024771038 0.03294320719444889 0.027544017127212328 0.002318480589778333 -0.01735861745034918 -0.01960743723680525 -0.06355886224335253 -0.07847593030927191 -0.09097932283670782 -0.11529480838977765
1.2306917018513126 0.06313776420765461 0.06373968483670038 0.07429499952248028 0.08112159985079352 0.08883731242170881 0.09381272603601108 0.09811261590445557 0.10245384914840983 0.09953502860828184 0.09555806280029704 0.09121046539417817 0.08932813645132742 0.06962645310585974 0.050824966952189715 0.03556045658792131 0.028534906226195086 0.0050033211076393495 -0.015534491655068232 -0.018067051008825434 -0.061823085010200944 -0.07699219448283587 -0.0882678048215507 -0.11341359969851618
1.23577608868673 0.06384455479057216 0.06444889013006723 0.07504234975329084 0.0823281503007095 0.09014565420215052 0.09511046498176486 0.10008669451710184 0.10477188318723571 0.10149399195414527 0.09742394687279658 0.09332363137866219 0.09143761930659983 0.07102750522986011 0.05286586559747655 0.037593774063437176 0.031386911718013895 0.006273668651800916 -0.01469137642922605 -0.016876821650482265 -0.060651570376118985 -0.0752091601420742 -0.08743628195079205 -0.11209931275202463
1.2407950338880955 0.06466910047200228 0.06528694522561579 0.07609579019675744 0.08315822108793944 0.0911905241633432 0.09621144954061324 0.10145975752584248 0.1061828975236483 0.10316794758149143 0.09900058174742629 0.09496354213493834 0.09291687274542466 0.07289931721466626 0.05452113297099881 0.0398957577155521 0.03383984533903365 0.00816624572663053 -0.012596245443770509 -0.014959917739971698 -0.058545401939184075 -0.07437794276093904 -0.0867037202352405 -0.11041802939139396
1.2457644726872135 0.06562850344807009 0.06624422528410692 0.07700746658673217 0.08404066682791371 0.09234208814915378 0.09735571467996103 0.10262080715954595 0.1074055982612717 0.1047267751493896 0.1009509936934617 0.09675542362516312 0.09492263732278856 0.07426664923754109 0.056874463203261595 0.041560215034526476 0.03600073056570241 0.010265747945203133 -0.01029570348081665 -0.012752343418262828 -0.05652676130859117 -0.07135422388183478 -0.08426602542650831 -0.10806767853047936
1.2506843336594733 0.06663317858298798 0.06727836031249848 0.07854193888043053 0.08483550695197549 0.09344578928565289 0.09865069013005852 0.10395986759752038 0.10920396656793348 0.10596444683951417 0.1025127674280744 0.09862097451150506 0.09585581503551986 0.0763609126055629 0.05876028113751691 0.04383801144247554 0.03811041148441796 0.01224766284184563 -0.007659310740226925 -0.010784166463057562 -0.05587973665273271 -0.06904430085678917 -0.08293166420931779 -0.10772807448595113
1.2555438603768183 0.0671662782442925 0.06783215147179324 0.079452345717171 0.08603696086138206 0.09450668414132322 0.09995409910041604 0.10588888808123989 0.11062605733246135 0.1077308901385355 0.10418102861606411 0.10013128843180376 0.09824177844304265 0.07812833080917388 0.060340754131353425 0.04600015247086565 0.04028779536200814 0.013652994907569752 -0.007475313687540205 -0.009189346657580656 -0.05411547418139037 -0.06699482463156642 -0.08087900704654523 -0.10653260987925693
1.2603485536873695 0.06790678275747221 0.06857706709774261 0.0802939529452058 0.08707762475584208 0.09586594689396148 0.10118704137005165 0.10755106928659215 0.11223783889728992 0.10966864220843714 0.1061036442795394 0.10174460313502105 0.09990410824392053 0.07973995632504245 0.0619923074460606 0.04842672411089596 0.04180919170556389 0.01569423580453514 -0.005160080594402447 -0.0075186022650059695 -0.05267043726400122 -0.06528180916769667 -0.08031927132918995 -0.10447564094530791
1.265101356181487 0.06889918333567883 0.06957024700243566 0.08132147536635286 0.08838337000675064 0.09681466091137865 0.10187468601883962 0.10873356486011679 0.11351542021463892 0.11111903617222542 0.10766651896875659 0.10375213678520985 0.10169941791364832 0.0813251624737117 0.06425872750327859 0.050578767044661854 0.04429550652005027 0.017539847102301852 -0.0030851049842068254 -0.0062120379412760164 -0.050809582779707325 -0.06287577382284094 -0.08029123837155462 -0.10267028621860215
1.2697976374321345 0.06973967230152736 0.07041736140307865 0.08225844500577657 0.08923714506065064 0.09804667255270019 0.10357011415184673 0.11034126147711155 0.11534970660637205 0.11289912369626594 0.10942729847600952 0.1060533944582272 0.10356405016509117 0.0829775151785822 0.06633015076868173 0.05221857073989154 0.04604912334512922 0.019787431751681312 -0.0012520354759030315 -0.003918037515686964 -0.048695329471586044 -0.060956380388084055 -0.0793367017802947 -0.10153723867085196
1.2744434602854917 0.07064715038040426 0.07133665180192647 0.08342313167524651 0.09039604850714134 0.0990306410779399 0.10469834989666281 0.11124938897760998 0.11666141737194968 0.11415603763791081 0.11092952785678133 0.10731323394089574 0.10478027639616719 0.08490645585448697 0.06807979295622978 0.055139537892159855 0.04794697384172443 0.021580283279074863 0.0011186530363572684 -0.0014378368602754922 -0.047785918904673555 -0.0575287700053573 -0.07819639313401097 -0.10039944719709924
1.2790458239265876 0.07131256366027533 0.07199556301004816 0.08398931644581381 0.09153475239143975 0.09986171951238987 0.10580437268486739 0.11258256985365166 0.1180302015548845 0.11518652031216231 0.11220819424984171 0.10865554565551397 0.10668302245924029 0.0868323901388005 0.06981498873134014 0.05737407502080658 0.050537483782425965 0.02374226424713991 0.004046322570520118 0.0007245580854737165 -0.04658427484368877 -0.054699964942152214 -0.07582162465260724 -0.10244520444296557
1.2836010376324738 0.07240745006062498 0.07307778821603801 0.08483583923513831 0.0923357178215142 0.10097219725604654 0.10701514866950745 0.1138663567969373 0.11957887791970229 0.11705994511957012 0.1143562479368102 0.11087717546155687 0.10807723828093399 0.08842922843276056 0.07226543807280052 0.05935294426673101 0.05342959242935029 0.02558832572432394 0.005385889143869091 0.00283974256759263 -0.04398276562545124 -0.05419583301708993 -0.0746217172464345 -0.10139553395269629
1.2881089714815719 0.07324430658238293 0.07392348920454843 0.08587655801705096 0.09331717618589773 0.102152753614015 0.1081740835992931 0.11529789250958987 0.12105613383926382 0.11861818165195147 0.11559921014070873 0.11233152463594931 0.10927631404778378 0.09008637812738174 0.07337739863120472 0.06104891358052139 0.05477106551678945 0.028240654002695747 0.006918403141587571 0.005114565251803942 -0.0421687183734679 -0.05274226223228624 -0.07291077642764783 -0.09896140704736613
