logk z350 z325 z280 z245 z210 z200 z180 z170 z160 z140 z120 z110 z100 z080 z070 z060 z040 z035 z020 z00625 z000
0.81230875835448 -0.02665805607237233 -0.029485659602920614 -0.03459774485829836 -0.03782923051392711 -0.03633068937901444 -0.03667057302642163 -0.03516155618729833 -0.034865892029421176 -0.03224879937190945 -0.029706308737200354 -0.02334653122882035 -0.022107537179467382 -0.015215445554797258 -0.006656752228952841 -0.0022139580527828703 -0.0001524297684674674 0.0059065635683898865 -0.0027558772965345433 0.013578834234275299 0.025031165724811767 0.028610727099861746
0.8233540953210909 -0.027445353376418225 -0.030086723220079443 -0.03534364838620539 -0.03865794970150355 -0.03711030052008684 -0.03730962741041755 -0.03592985254222894 -0.035912371247826404 -0.033361447761782466 -0.030529856049532764 -0.024057199448463892 -0.022518798010326857 -0.015585014232272808 -0.006717085960090126 -0.0017044957777829783 -0.00026856499929685094 0.005934673522553293 -0.0023449114750373054 0.014320600483198285 0.02569784735485488 0.029231086502571887
0.8341229173222948 -0.028090038268701295 -0.030827285841584624 -0.035904814922922544 -0.03930453148756149 -0.03773436966818883 -0.03820262342083071 -0.03674607203846421 -0.036916757786851974 -0.03401939042209097 -0.03106952805031551 -0.025195160954299776 -0.02325443428279294 -0.016477116020567315 -0.007380306316107875 -0.002069053923536585 -0.0006797525076334077 0.006047491091996294 -0.0018566976427632702 0.01376057253455239 0.025107084539507697 0.02865629577047189
0.8446065507048454 -0.0289047636109249 -0.03142516680094942 -0.036672917550076074 -0.039975857734415976 -0.038365934959437235 -0.038859706734884064 -0.03754752978145276 -0.03776357177453081 -0.03510305483646999 -0.032047761551751236 -0.026046430893097026 -0.02420099475708106 -0.017265569731937786 -0.007464806538331853 -0.001423989107104491 -0.001088355300366535 0.00435661631010785 -0.002982430737423346 0.015778555903653242 0.02602453374239047 0.029238635291630788
0.8548464195798582 -0.02956374654372765 -0.032108426159726394 -0.03731337564777271 -0.04066199043973805 -0.03884245008285622 -0.039573864870325014 -0.03803029304777089 -0.03840662664632346 -0.036081545390924924 -0.03270930985317316 -0.026312731494161527 -0.024572771711374924 -0.01806242891057959 -0.008034548948334212 -0.002353623424823375 -0.0012798065963585126 0.003955551573571657 -0.0033987279194942375 0.015968205025753014 0.026765907348915697 0.03013451355069255
0.8648570207210692 -0.030033622385419057 -0.032470649896991874 -0.037879696692950396 -0.04097844060541229 -0.03924211983930116 -0.04017002278578383 -0.03873092336139519 -0.03880484456029434 -0.03609429135389313 -0.03326645268674412 -0.026953371877011533 -0.025208113626467302 -0.018105827888681633 -0.008733550812849454 -0.003131716244206286 -0.0018891557783194 0.0036429362424856273 -0.003828657213028447 0.016087220199674086 0.025965507604263992 0.029042213589723434
0.8746706900709363 -0.030712362620027925 -0.03318740983894631 -0.038323320713206405 -0.041470374532931904 -0.04040761335295744 -0.04100701602591282 -0.039692160050474476 -0.0392534233054845 -0.036889673298243456 -0.033810125042792044 -0.027710371347137656 -0.025880653898731162 -0.01856869740365386 -0.008923708654934213 -0.0037275081745050966 -0.0024524596072673733 0.003208339670744626 -0.0041379049943272355 0.017187164579870805 0.026362312695554068 0.029200160288809427
0.8842574645473793 -0.031144184323687645 -0.033542612130887106 -0.0386868059246834 -0.04192996964946933 -0.04070709520883189 -0.041426279908647536 -0.04062815160445514 -0.0399771948251727 -0.03771806698945932 -0.0343694387823835 -0.028684114323566323 -0.026573259020832136 -0.01925532172401668 -0.008954266676380579 -0.004402799816365275 -0.003019612816114268 0.0028377303820102196 -0.00490371508536726 0.01821122908105972 0.02584250784867047 0.02821098238989192
0.8936036664571216 -0.031858984367104326 -0.03408955213448072 -0.03915310442156747 -0.04242936835488459 -0.041462656738504244 -0.041918335518458714 -0.0413037539382502 -0.04037345215848913 -0.03785808185026806 -0.034908030046804144 -0.029056533279505144 -0.027215748017779262 -0.0192942132361236 -0.0090180559277162 -0.005249126654844487 -0.002800084142449197 0.0025159660708405016 -0.004147709714042969 0.01822212488583365 0.025569019504363237 0.02787583636423781
0.9027667316107469 -0.03216413780471408 -0.034458898988901365 -0.03972688973870544 -0.042946650771764176 -0.04169788767846975 -0.042379972877500255 -0.04214107971321724 -0.04119346357749456 -0.03857581185599074 -0.03603287387725512 -0.029749504124138806 -0.027725839214675023 -0.020215475228211325 -0.009845550792930926 -0.005943268304872396 -0.0033519281480930683 0.00142674571035775 -0.002345523746392246 0.01874305858970783 0.026151267187965895 0.028459373492486457
0.9117450548003909 -0.03248441708930088 -0.034752923968633304 -0.04011996128098871 -0.04325367505656274 -0.04228801496037317 -0.0428221509333115 -0.042844607408103925 -0.041930740733156655 -0.03885231745556542 -0.036508598101676774 -0.030280421700016 -0.028393860889208988 -0.020909617481856584 -0.010523073072048156 -0.005623472391542373 -0.0032978520238558236 0.0007579767259355752 -0.003715192103804336 0.02068009714491128 0.025906284914048276 0.027531127578686816
0.9205359226504141 -0.03279995751004541 -0.035113378546598316 -0.0404071750221285 -0.04351125661735016 -0.04270618260642654 -0.04333457356625667 -0.04353927251150796 -0.0426303372328166 -0.039573189584414095 -0.03686507666408399 -0.03115652262611012 -0.028670333305889927 -0.021683083033790233 -0.011078259863164271 -0.006847810607621564 -0.003668425336138018 0.00043673556672025417 -0.003477056284104489 0.019968197088688786 0.02547903852135718 0.027192488037767686
0.9291635213206996 -0.03317498579716976 -0.035102186631908436 -0.04074254065980915 -0.04385776949091965 -0.04309408226936281 -0.0436617110259781 -0.044065869059372015 -0.04308188665949477 -0.040007599785557915 -0.037598992791425985 -0.032138336806633395 -0.029071282549766046 -0.02220364937695886 -0.01120848944886244 -0.007193377298817975 -0.003604713155807675 -0.00013511602621404814 -0.0033308191809807313 0.01990439950228078 0.025628662498543432 0.027419900572886537
0.9376204003498158 -0.033474874640465405 -0.03536487520129176 -0.041070682608545725 -0.04417007932381764 -0.043455711879948594 -0.043914991478163336 -0.04425907857626472 -0.043294287008566835 -0.040284009147807755 -0.03829569217953898 -0.03233452470533314 -0.029654740656364944 -0.022545419618274092 -0.011837325430280808 -0.00765030617141209 -0.0038416109493493254 -0.00048070169847969557 -0.0033322012923077435 0.019536803799724892 0.024969536378233428 0.026661381144511685
0.9459187010772578 -0.0337988087328256 -0.03564243702081869 -0.04145089357665511 -0.04451879943386628 -0.04390238394348348 -0.044318686344014466 -0.04519530927356847 -0.04382296237763126 -0.040555885625725895 -0.03881778259889755 -0.03278103601072501 -0.030019399270743766 -0.023114308134228847 -0.01136546022480983 -0.008168881405070196 -0.004898583764541575 0.00015564318188281224 -0.0026460093146575612 0.019011954399929504 0.0246598049311062 0.026429048552179545
0.9540578407556193 -0.0339345677701913 -0.03577668302240152 -0.04150238090079796 -0.04435370076946308 -0.04439787009975866 -0.04478033173352396 -0.04585473212216396 -0.04410098120836191 -0.041188520270960434 -0.03916195390571327 -0.033708047212804196 -0.030210259225065404 -0.023258126318867235 -0.010848148886524243 -0.007693742907464988 -0.0051080731661009415 0.0010698484080121358 -0.003423030971290993 0.018185268633035222 0.025321071291790898 0.027554744411673143
0.9620463230844613 -0.03430454933663349 -0.035937934218658076 -0.04161742146219983 -0.04438454043545134 -0.04472257397371327 -0.04499854831585368 -0.04642662474980117 -0.04447937169992198 -0.04180228635367375 -0.0398768775799083 -0.033900780970802624 -0.03040442462590151 -0.023478785691428944 -0.011816010812842523 -0.008214139063275543 -0.005196761037704531 0.0006040102315852763 -0.0032468831332256856 0.017418600387808528 0.026252271546789947 0.029013899453538154
0.9698967398597026 -0.0343778276924712 -0.035971731194956676 -0.04181399605975422 -0.044636360474003 -0.045198416486967645 -0.04560172982773311 -0.04683349190402098 -0.044775010560296744 -0.04221669529834846 -0.040174317191099776 -0.034367073462269394 -0.031061086224129883 -0.024374590174277778 -0.011483942665918805 -0.008950494495950166 -0.005090306670251447 0.00023983392182725207 -0.0037078799035353883 0.017919543514962506 0.026018084005084666 0.028545411272566452
0.9775971994691119 -0.034551493706473806 -0.036141093275432405 -0.04173142215784921 -0.044785154576186224 -0.045439391625504685 -0.045892506022780874 -0.047160260694865105 -0.04514319315993248 -0.04239993113573246 -0.04049437215872933 -0.03497302607186733 -0.031562819764849204 -0.025037567403311287 -0.011531993284366934 -0.009586096666012475 -0.005070491929999483 0.0015266886879000663 -0.002498659679176411 0.018441205691650257 0.026124872779560306 0.028516174914674747
0.9851716352208304 -0.03473526927851396 -0.036079730073963125 -0.04199803539312469 -0.04492740371830588 -0.0455604918997688 -0.046318000659725266 -0.047652249459819565 -0.04610415996361607 -0.04276834692948957 -0.04122011739860747 -0.03525240548728804 -0.03182863235806079 -0.025925107536542657 -0.011525972502694111 -0.009913123879578309 -0.005813582721048099 0.0014376365584217207 -0.0026574108668385404 0.019698131453039582 0.02579357500532558 0.027699271239638987
0.9926160324366124 -0.03488586535188767 -0.036193842543974244 -0.0421290543217995 -0.04490472035438936 -0.045693318457619946 -0.046469342656852125 -0.047993111660929136 -0.04646624951868138 -0.043070241727036794 -0.041670447255732365 -0.035869627055474654 -0.032226597860699084 -0.02586198954132864 -0.011773983870009858 -0.010636176518677118 -0.005803721394192071 0.0009531867012491389 -0.0021881488075550025 0.018808957858647165 0.025406175175249898 0.027459662304312377
0.9999241772994127 -0.03516653236341753 -0.03619921059872716 -0.04201987768724799 -0.04505888136534083 -0.04602736863924267 -0.046904894125691404 -0.04814760058156945 -0.04685416206388121 -0.04341146426782266 -0.04158714026683227 -0.03624850400538452 -0.03262985239361709 -0.02616871324237366 -0.012027390235454927 -0.010581029663722253 -0.006032218866138277 0.0009184276350195336 -0.0022496232918261163 0.01901385772797863 0.025213992535201787 0.02714623140195181
1.0071191111525502 -0.03511215787364002 -0.03636806985202517 -0.04182642027890296 -0.04513448435744452 -0.04615528204640565 -0.04696913455961894 -0.048366838807766356 -0.047111866369159566 -0.043749302086331696 -0.04224766345634597 -0.03640666337008685 -0.03319401584840707 -0.027375296966519982 -0.012731053361466266 -0.01116851773193056 -0.006556948790492525 0.00029869000569508487 -0.0028200805221726237 0.019695136158729285 0.025670133947664674 0.02752697096885779
1.014203217443574 -0.035231788789434795 -0.036155652785944174 -0.041762179399210515 -0.0452437237660377 -0.04601975977001276 -0.04700751955697391 -0.048545302993421934 -0.04729146189146241 -0.043759956346443 -0.0425353010943729 -0.03671578885764094 -0.033653764912897045 -0.0276273176642885 -0.01269190828630694 -0.011572989816779383 -0.0075045186011574545 0.0002790605008669464 -0.003078693141895194 0.01971167817396832 0.026413792910035035 0.028490767493042003
1.021168582528323 -0.03517750005044978 -0.036231592462789335 -0.04180273932476039 -0.04520650704536629 -0.04620293657668312 -0.047345099769304254 -0.04862295863740824 -0.04742268818103732 -0.04358016743189947 -0.042754230971379675 -0.03684736059298878 -0.03383828376960118 -0.02793352290674378 -0.013315878033589796 -0.011567920034619157 -0.008235687705177592 0.0014827815616295494 -0.001980608727687963 0.021137312339866748 0.025462245114312602 0.02680624596372159
1.0280138845106745 -0.03501176655170535 -0.03602314890948655 -0.0418161622259059 -0.04531446623757834 -0.04641350078277489 -0.04759713929997473 -0.04885305763781939 -0.04719644500946522 -0.04389266291124923 -0.043253238653602956 -0.037286375292350536 -0.033865279139085304 -0.028111048379851653 -0.012782654622279043 -0.011485557694135664 -0.009029523219143104 0.0009882316358308598 -0.0026451567024141794 0.021669025596293807 0.025442057716372903 0.026620804953736293
1.0347671291941998 -0.03494836256144745 -0.0358239633959328 -0.04167188448859861 -0.045184249718593535 -0.0463307179167662 -0.04777191828977843 -0.049536478767053055 -0.04734383086932437 -0.04395688645743706 -0.043325892976480325 -0.03760365721289202 -0.03458622789943758 -0.028074727240329885 -0.01368240239378161 -0.012120838284923972 -0.009538128854922886 0.0007578254290421376 -0.0027365938537951408 0.022147777953126353 0.025031944059143618 0.025930272250319932
1.041414390163614 -0.03483897937207585 -0.035638406145538294 -0.04156937612512363 -0.045057680886446815 -0.046299083513229804 -0.04758791109370509 -0.04928539670716108 -0.04750925724618191 -0.04418790786760297 -0.043411207334704306 -0.03745207480791087 -0.03492143982671252 -0.027846857898524324 -0.013575217922856004 -0.012679185324236942 -0.010060899899373726 0.0011151383876086504 -0.0020509281250739894 0.02242993232878848 0.024887673557520314 0.02565112840015172
1.047953479585818 -0.0347831708255978 -0.03555764099369087 -0.04154564521663249 -0.04482729422724524 -0.046469382023635986 -0.04766997789120966 -0.049512787900260466 -0.047646498524465494 -0.04432204183137017 -0.04355283257028061 -0.03755448721127281 -0.03529299830065896 -0.027876720800188673 -0.01353752702245839 -0.012525554470779776 -0.011139832282119688 0.0002412634574864883 -0.0028314928901013226 0.023430353486503037 0.025179064184454855 0.02572417591111609
1.0543976305436924 -0.03456158625999424 -0.03531969823967609 -0.041232054296093335 -0.04473039541525051 -0.0462640739110808 -0.047691352757313114 -0.049326263970023855 -0.047699510848413056 -0.04430448313275118 -0.04369194890896456 -0.03753003628811918 -0.035680274273980475 -0.02804823653650554 -0.013421629741325396 -0.012450719859136013 -0.011081479904679755 -0.00018185675619453731 -0.0037280071108128985 0.023202548741827783 0.02545210012719184 0.026157219774229773
1.06075164727452 -0.03450790013283156 -0.034835857373266006 -0.04104426505846049 -0.04483364191027644 -0.04618573296268161 -0.047833266412244446 -0.04963399341252795 -0.047803221936664884 -0.04463136674066738 -0.04340958150812446 -0.0379022013941403 -0.03539614849569164 -0.028346172828957492 -0.01378937210366626 -0.012835957011584017 -0.011298954273507017 0.00034606417442198 -0.0045216658314963095 0.022266630269491276 0.02537473086353527 0.026350716421038933
1.067017339603309 -0.03437754939137242 -0.03459084053131234 -0.04099740854971911 -0.04470625996183334 -0.04616968122968325 -0.047770828809779446 -0.04986762133681472 -0.047919023984741765 -0.044557804831885414 -0.04369691212503876 -0.03812324968036348 -0.035766489469068234 -0.02886325105052636 -0.013744254018526806 -0.012784136418408356 -0.010601555023235398 0.0007009038066029382 -0.004489842375500211 0.02196986916112662 0.025604692961469513 0.02674852183546449
1.0731898731133063 -0.034182664678094096 -0.034395505723856024 -0.04070520528858771 -0.04458679611759434 -0.04608631422472892 -0.047592573525314 -0.05006457173345778 -0.047694751541299395 -0.04431998937712727 -0.04391617054690291 -0.03848474485965873 -0.03585245442158827 -0.028420964570664814 -0.014329236804635787 -0.012823965230618626 -0.011782693345883468 0.0008609475464971431 -0.004300870789783331 0.021811619496309026 0.025393032033744458 0.02651101227826727
1.0792749475338317 -0.0340994386532999 -0.034233066403399494 -0.04029587270641868 -0.04438161356533319 -0.04571348788764262 -0.047347691159139886 -0.05011734941254029 -0.04775467028413487 -0.04479821805072835 -0.043773861876567496 -0.039164505826506005 -0.036094335386720806 -0.028553165404265543 -0.014850822245233817 -0.013248042694225253 -0.012241470620956608 0.0013612440444273695 -0.005278904509586825 0.022078534257123868 0.025893601579622623 0.02708753558689486
1.0852703915395032 -0.03367650925954849 -0.0342038613865788 -0.04015682907421982 -0.04412656239430123 -0.04615780003811972 -0.0473475226541847 -0.050118037730017384 -0.04768717416002187 -0.04457765683793264 -0.0439651718857671 -0.03900586438659146 -0.036486447475595214 -0.029048475142079578 -0.015390984287054505 -0.013655366977552466 -0.011984854280305959 0.0019284679936261919 -0.005284435320855771 0.021545250169664302 0.025820601822972113 0.027148829641798024
1.0911893388298264 -0.033559476612649304 -0.03380332728670639 -0.03989948618041699 -0.04394992931996618 -0.04583968685499109 -0.04732570558864634 -0.04996079971281814 -0.04770476263005272 -0.04450303223347759 -0.0440609847193157 -0.03854340639201819 -0.036633889915672686 -0.02903964718165458 -0.015843804432920886 -0.013775977757062094 -0.012501171295447965 0.002291615356821285 -0.004765200699263321 0.02192746586161798 0.02647819191476623 0.02789647795759714
1.0970270308063461 -0.0333099461623923 -0.03352283668357915 -0.039677470231742125 -0.04366394788527392 -0.045554336017244706 -0.04712248645665152 -0.04998862041623878 -0.04757828757229993 -0.0444313178337896 -0.043927989901532356 -0.03859257233125512 -0.03632268296221761 -0.029283205215636883 -0.016241655571223045 -0.013934348197230158 -0.012960930048843258 0.002259160087773044 -0.005251913928494179 0.02160510247555595 0.027007869927638668 0.028692853254036324
1.102787052451424 -0.03299232429180405 -0.033151959158208254 -0.039350850956449565 -0.043524885461100164 -0.04553362558988249 -0.047076132081644434 -0.05016039009354396 -0.047738918342412166 -0.04423762726190298 -0.04421619064795422 -0.038338411404965994 -0.03590758153475568 -0.029579965720746025 -0.016774616321305637 -0.013745359644908979 -0.013446620715803166 0.002625036836751629 -0.005942063426441338 0.02141846322348965 0.0269363149616695 0.028651696994663387
1.1084789635426167 -0.0327732997389431 -0.03295475251665419 -0.039067290302583026 -0.04335980263013595 -0.04536327397612994 -0.046820324945642304 -0.050277364527792294 -0.04741410990405703 -0.04413954068758674 -0.044298738492466155 -0.03847424274808669 -0.03601884165011344 -0.030173298389321333 -0.016637914698524037 -0.014186809760802565 -0.013989529761370587 0.002381904077026494 -0.00634121008600329 0.022617567391639445 0.02648806976322222 0.02769477179903786
1.1140966727450727 -0.03243031997282597 -0.03275285867058491 -0.03873783730085222 -0.04328551260345319 -0.045077375284474065 -0.04678308780731399 -0.05033149474642119 -0.047532260492871 -0.04413415596422876 -0.043923166254758776 -0.03848894647189557 -0.036647064425786996 -0.030635987634786498 -0.01622533669669437 -0.014494972193678719 -0.014418570163920853 0.0027073883917084034 -0.0052544441415730385 0.022628265107245908 0.025591778327330995 0.02651367851372624
1.1196407895714575 -0.03196886976209656 -0.03228311013381485 -0.03860397956460449 -0.0430822751602233 -0.045138822022694536 -0.046738993033302874 -0.05010368263476751 -0.04757086676046246 -0.04375495027989959 -0.04381181276344576 -0.03812377995344218 -0.036707549829165784 -0.03077912997958205 -0.01637156326367555 -0.014633286988270577 -0.014132912279614013 0.0019432654763657737 -0.005680755615576498 0.022917119378645573 0.026328192535214293 0.027390652898083203
1.1251166112390218 -0.031631807588578295 -0.0320136207934732 -0.03824682159939462 -0.04264811036869705 -0.04484335784273514 -0.0461106748275796 -0.05013712208742777 -0.047397842201735305 -0.04368688286635376 -0.044056376020437396 -0.03837876643367231 -0.036753018273149834 -0.03107743304680547 -0.01717334445175448 -0.014262065792826358 -0.014884413978086567 0.001684091230372474 -0.005598510965746864 0.023423360759084137 0.026865205739271984 0.027941040637237815
1.1305243674286034 -0.031386240041184406 -0.03163606613907242 -0.03784921543635712 -0.04255829708256608 -0.04465464300208454 -0.04569855134128227 -0.05022379662842237 -0.047224442393511624 -0.04322926481183714 -0.04388022501976958 -0.038479294287009115 -0.036527402752629834 -0.030820081456662554 -0.01712875418941927 -0.014356479283366997 -0.01500866649385639 0.0027965785508158 -0.005241114329545216 0.022864292120345978 0.026377173205357315 0.027483757523411877
1.1358621487004623 -0.030982878672794936 -0.031129576306476715 -0.03758831910809784 -0.041950264710300375 -0.04471136232430651 -0.045355494934301334 -0.0501371720196267 -0.046978929352709954 -0.04322500460445074 -0.043678617527074894 -0.038213165581482016 -0.0368953715371446 -0.03047646649384364 -0.01736605136031861 -0.01488737076076087 -0.015165575185399785 0.0018800433266524268 -0.005131089226717996 0.023486789731935145 0.027696812312484238 0.029009858733192086
1.1411329242426769 -0.030786029456071215 -0.030933762307213408 -0.03719823404867739 -0.04181415455442726 -0.04455174848901546 -0.045252368350218175 -0.04977287932066651 -0.04678600485975166 -0.04304956731205922 -0.04353610626349505 -0.038284009457354023 -0.037344224141544154 -0.031031135956007667 -0.017604820757655792 -0.015202317523647316 -0.01467111477672473 0.0018188544299237858 -0.005706523294044956 0.022828142522586976 0.02713269024289135 0.028474954716336418
1.1463416401185906 -0.030388862802815844 -0.030576810976017055 -0.03705214231874688 -0.04144393351429164 -0.04435809511598672 -0.04517018352886549 -0.04946038797438356 -0.046560790678915415 -0.04264566871428865 -0.043450627650509326 -0.03830084586011423 -0.037361738924717905 -0.03108303021635556 -0.017681664187165377 -0.015055399416649207 -0.014596089344608973 0.0019396990543956907 -0.006362522405526258 0.022484068718255985 0.027936598576297798 0.029632283083505708
1.1514846727072303 -0.03006897195260898 -0.030318993484949774 -0.03678830786325721 -0.04120879027894072 -0.04389932011312078 -0.044734150340717094 -0.04911786059444249 -0.04645135329949196 -0.04274478842223143 -0.04342418833665412 -0.03864860813042347 -0.03733338871446258 -0.031149525272279995 -0.017990750081274164 -0.014913742281682284 -0.014827438073358781 0.0015396794325464383 -0.005047676737724043 0.022520086694256272 0.02842731424350436 0.030257859177816322
1.156571546477546 -0.029642244236566806 -0.029955024145259704 -0.03626526954162748 -0.04100641012689964 -0.0435915756188242 -0.04468153787791586 -0.048783718062660505 -0.046266754991877726 -0.042536537940988425 -0.043178314245188094 -0.0382074647916483 -0.03688114602390887 -0.03144610487592902 -0.017835335545677972 -0.015311363692150897 -0.015054395093934093 0.0016403437506079773 -0.004997558697333325 0.02289128308732754 0.02821221521714531 0.029866413632544567
1.1616021500772886 -0.029308192557568856 -0.029522572965472053 -0.03591972140702873 -0.04079261124281358 -0.043441261289192484 -0.04471781484232449 -0.0487051802607829 -0.045949744137843064 -0.042654462030776046 -0.04324376676663235 -0.03821928971466304 -0.03687973807547929 -0.031111553339699907 -0.01782390294548101 -0.014776738717122068 -0.014628497759846044 0.0015917327057735308 -0.004203647762259536 0.02217500188439738 0.028135270946496416 0.029988270407344485
1.1665728093305565 -0.028974112529458956 -0.029356865292915153 -0.0355937750909961 -0.04041103142781886 -0.043113632519357445 -0.044260347699448095 -0.04850552734006768 -0.045936829684636596 -0.042830727254067225 -0.04304525978135492 -0.03840292905588011 -0.036989084262647146 -0.03082887600722433 -0.018333051980357278 -0.014465275819136104 -0.015106335905232646 0.0006264205908682537 -0.004017901211649299 0.021880558715441326 0.027093013796646626 0.02870958761902865
1.1714877037767402 -0.02858508297656732 -0.02903405442045524 -0.03522113917265186 -0.040105092088218365 -0.0428374738699642 -0.044042786265931055 -0.04825476759483376 -0.04553591135578841 -0.04276653355966925 -0.04302518462670009 -0.03775571237383929 -0.037352137539783566 -0.03098870616797307 -0.01837949552458918 -0.013567754802839399 -0.013887547928161312 0.0009586997814928346 -0.004762506753205022 0.021896508596052248 0.028024423287601033 0.0299314249259432
1.1763487206628918 -0.028072385980364146 -0.028437518143200155 -0.0349868870275525 -0.03985288807623697 -0.042560445731022 -0.043692775918882466 -0.048140946216124254 -0.04514155243990202 -0.04245598272971069 -0.042513783499913166 -0.037564450646816835 -0.03733531220695657 -0.03107781919519395 -0.019189651773873016 -0.01401786716298987 -0.01378007385751605 0.000589631231294017 -0.0036820454284879948 0.022124822574850694 0.028223691448431884 0.030124891930033922
1.1811548421619547 -0.02784376563546966 -0.027870517337673442 -0.03426839702128913 -0.0395156184504992 -0.04205528576524687 -0.04354426043604508 -0.047850227085578 -0.04477561003623023 -0.04241333258854175 -0.042475379651044115 -0.03763469462148447 -0.037351631964028374 -0.03104761017737272 -0.019256759369021076 -0.013943237073227567 -0.0132760553086188 0.0003794067733799572 -0.0028723142140478493 0.02202881968828455 0.028142779612764846 0.030043709989542165
1.185909090446198 -0.027484181715226708 -0.027421355791536504 -0.033792770877881684 -0.03921177564929841 -0.04177704798010106 -0.04330941606378825 -0.047674945385728966 -0.04422574945520434 -0.04199133356734748 -0.04219716183133708 -0.03766067882767478 -0.03707834068142954 -0.03114362741219805 -0.019339006738320064 -0.013500916795987654 -0.01311884819900844 0.0003877995766441966 -0.0033347825734283414 0.022307197789977553 0.02850116550348143 0.030420275153051027
1.1906118061701916 -0.02712149942691363 -0.02706953298303415 -0.033357677644591785 -0.038719926813930494 -0.041375074831977554 -0.04273150025741596 -0.04751495495441245 -0.04413521396352596 -0.041924627770319335 -0.041399330317656816 -0.03757629204857654 -0.03670489131140954 -0.03156980854538844 -0.019349191252653393 -0.013978151733898868 -0.013091471437501776 -0.000314609113193318 -0.002408356295534437 0.02177618341315954 0.028626974798227425 0.030749611652772936
1.195262182418579 -0.02675647613128376 -0.026622087261307863 -0.032972715515424786 -0.03837150428357991 -0.0410270961137998 -0.04238768880281557 -0.04691391294365419 -0.04398151339098197 -0.04155879024828132 -0.04138178672949464 -0.037294113261135964 -0.03657075341937628 -0.03159813124424089 -0.019263940063881015 -0.014035147408632306 -0.013783409678824481 -0.00024911831531081885 -0.0021863852156164118 0.021030809825072546 0.027973224651474008 0.030117286999568182
1.1998636339630182 -0.02643311399828873 -0.026250285032374147 -0.032528604730448656 -0.03806012308023601 -0.04068205584500191 -0.04191553349071892 -0.04679552690398032 -0.043583994637949826 -0.041093906285791265 -0.041050719065408435 -0.037390277355661306 -0.03648387349776602 -0.031358512323353 -0.019201227103731858 -0.014070380982932637 -0.013568906430763304 -5.301984427733289e-06 -0.0018903416067869072 0.021947769884565406 0.028899314577399318 0.031040708758820867
1.204420548256286 -0.025990293068125458 -0.02582883931396437 -0.03187327255100631 -0.03774643924427965 -0.040345341163730536 -0.0415933499326948 -0.04646937523663836 -0.04351057640581198 -0.040798196230814966 -0.04093115806599895 -0.03740588462010525 -0.036381150506616014 -0.031127801558118968 -0.019147071294117878 -0.014273300633035634 -0.012915532321086956 -0.000215914527114402 -0.0020849564065079564 0.02256334738353155 0.029425793578536325 0.03155156311409697
1.2089256481347286 -0.025625241925002 -0.02538803785470734 -0.031619687016496596 -0.03741409799171946 -0.04003601027899573 -0.04132693735867548 -0.04605372147750062 -0.043319524920200934 -0.040352414745104495 -0.040783358162174474 -0.037003813901822835 -0.03585898394676271 -0.03117317321649676 -0.0192303060001794 -0.014144290836370893 -0.012539949678119564 -2.3883324515379224e-05 -0.0016427708397160898 0.02309262661353509 0.029151971414520784 0.031031503173308755
1.213384555511036 -0.025155303617211678 -0.02510164438384368 -0.031169580529046257 -0.037158967847628545 -0.03941655628432265 -0.04092394620541864 -0.045838981692772146 -0.04272589447499527 -0.03964426255729754 -0.04058675645210854 -0.0370595063397967 -0.03547915431205735 -0.03139579109795861 -0.018651435891011495 -0.014867052469231461 -0.012238557396857266 -5.181263820726714e-05 -0.0019277846742212909 0.023661031771332757 0.02894318908642331 0.030583050262197136
1.217799938564046 -0.024721536331807823 -0.02458199461060379 -0.030549656643318913 -0.03652661757119922 -0.03910707798907605 -0.040316952364863656 -0.0456850566724967 -0.0422013309319434 -0.03941386502869825 -0.040245832256263055 -0.03688578278778404 -0.03552658867226662 -0.030906036452469015 -0.018565134967195616 -0.01501625901111383 -0.012497121207272463 0.0001930992156405689 -0.0010999622152978348 0.02349331897010211 0.02962038348937655 0.03151604201638489
1.2221712459793659 -0.024343928011123787 -0.0239878578467377 -0.030355577097417975 -0.03610471621632414 -0.038523430207479795 -0.04009627529394056 -0.045075961907432086 -0.041840914023393114 -0.039340263195259274 -0.0398381244732439 -0.03666975006462035 -0.03521439663288846 -0.030860607952442 -0.018530864653120236 -0.015568002847251836 -0.013117481591373095 0.0007101688066685289 -0.0013240387756186143 0.02332875223433327 0.029903567178554726 0.03194323034316424
1.2265010499464915 -0.023892612265418507 -0.023919062026407346 -0.02973176844668719 -0.035499993657516826 -0.037883669417380056 -0.03981604683816402 -0.04459720315940914 -0.04162534738402782 -0.03909287058262396 -0.039772896350315085 -0.03671130349727783 -0.035050509228709295 -0.030878884369481267 -0.018109665929645524 -0.015395369271337382 -0.012909126763132517 0.000663974098642736 -0.0013466480496299733 0.023588155258881947 0.03005165487107305 0.032055950863200545
1.2307871517676447 -0.023436735574313212 -0.023453985794218018 -0.029409531241224134 -0.03536269910795616 -0.03750869345450923 -0.03944493566440808 -0.044458350454267874 -0.041117957585092256 -0.03873003562418529 -0.03953040793491247 -0.036035269075886986 -0.034868882473001066 -0.030862303991617344 -0.01817999670450622 -0.015426238318786253 -0.012859902666581676 0.00039566187023209597 -0.0016746763152327157 0.024001534996360787 0.029348985183812418 0.03100836116370921
