logk z350 z325 z280 z245 z210 z200 z180 z170 z160 z140 z120 z110 z100 z080 z070 z060 z040 z035 z020 z00625 z000
0.25932107146897887 -0.0029973452206339462 -0.0035389825917088425 -0.004660894935644947 -0.005615668542448253 -0.006263502118638935 -0.00636979614647365 -0.0063909377776974 -0.0062074974294939215 -0.005957698340532507 -0.005268839073294594 -0.004591441302115747 -0.004340507685487923 -0.0039500180130827055 -0.003362846675470788 -0.0032224940422852537 -0.002393501329299431 -0.0014286627232633034 -0.0005359619789916135 -0.0007983084466091142 -0.0018814111643756359 -0.0022659051918153205
0.29736332936142257 -0.0035386866931180487 -0.004181698835008942 -0.005499793092866539 -0.00665364791577018 -0.007381831975732496 -0.007477300473793715 -0.00747971165998346 -0.0072915601250563514 -0.006995931471528614 -0.005998025191068902 -0.004985989986981057 -0.004645530497200256 -0.004102490793598208 -0.0033977591418008933 -0.003430207766225913 -0.0022836252264021566 -0.0009104440221020504 -0.0005884701138208976 -0.0007790522042696525 0.0002574929481831174 0.0006232985404656988
0.33252401144126126 -0.004149551893064639 -0.00488409656133551 -0.006383612871629713 -0.00759958172579943 -0.008375039470922205 -0.008509418446711966 -0.008510231900789035 -0.008252269011115816 -0.007861760744979997 -0.006702863019051606 -0.005347641885571533 -0.004972880976881534 -0.004224087671412643 -0.002492546715181159 -0.0024292503886966894 -0.0021121341684517785 0.0002873587875136306 0.0009392645703180282 0.0008338198061538022 0.001272224633619223 0.0014280307080493492
0.3648623168023906 -0.004842907388117692 -0.005657879276407046 -0.007434481612488244 -0.00878817982158677 -0.009464021062388276 -0.009574458761200107 -0.009579123060434522 -0.009232727468970685 -0.008741924949366353 -0.00759146845505396 -0.005967537444729229 -0.005612090104401363 -0.005057344891342982 -0.0022433263164840624 -0.0016163736697541583 -0.001113450067626768 0.0005749243312029673 0.0017066119486994896 0.0030486435772111397 0.0029340798886794226 0.002894004787790868
0.3950081729217444 -0.005564821567313191 -0.0065018171719705056 -0.008434024082428984 -0.010019047366972183 -0.010736625790935157 -0.01077204155654642 -0.01062765297523061 -0.010083616371920822 -0.009460645082454549 -0.008445422639333178 -0.006375627640241542 -0.00571420074184213 -0.004995008513849724 -0.0026325338901260365 -0.0014251095502295676 -0.0009096884531167974 0.0009127334613342685 0.001454009062593745 0.003005607842731576 0.00463782485393878 0.005205028836328726
0.4234756103372656 -0.006285411312300975 -0.00736519034381232 -0.009544889311945515 -0.011156898084475167 -0.011871969981855279 -0.01188639269849993 -0.01175827690225446 -0.011246783096310772 -0.010446756078418757 -0.009105897099581125 -0.006800253155037985 -0.005946504002692037 -0.004992958875147192 -0.002663777568822199 -0.0014241921807579844 -4.238503985363886e-06 0.0007599083401889409 0.0016546474286376085 0.004129708227622289 0.005696007988232498 0.0062324833926288205
0.4499908329158086 -0.007147657156700808 -0.008348316759690689 -0.010783986779645757 -0.012540382579433065 -0.01319801169283249 -0.013133727335913113 -0.012727788796431242 -0.012104783093249421 -0.011155009179968207 -0.01003759396019545 -0.007686497525487393 -0.0063551623112222755 -0.004967617870379248 -0.0024594332964671443 -0.0011781359383891661 0.0005275989687163257 0.0018822263726657575 0.0022065008911225778 0.005534299310950535 0.007412492947399577 0.008050770647944986
0.4748616411573247 -0.007883823888079896 -0.00920819439642128 -0.01198198964133849 -0.013830786215706154 -0.014457690961979481 -0.014364926286399295 -0.01381533613747279 -0.013166046405654904 -0.01217354231282924 -0.010681866491460358 -0.008187813795044175 -0.006731606567112275 -0.004935721150195142 -0.002123351882746715 -0.0011806029103967467 0.0004015172068106729 0.0012260355664656072 0.002685691564767192 0.005404423196952168 0.00869297432803059 0.00981392817451212
0.4985044502937196 -0.00880860861206126 -0.01022546258822256 -0.013134857117135575 -0.01519654045692855 -0.015558475984110556 -0.015510021628684516 -0.01499213403006483 -0.014022863712391002 -0.012787170829455359 -0.011640978022583756 -0.009279782535182395 -0.007293149870040753 -0.005444474794274934 -0.0017482104432236742 -0.00025233962570622747 0.0012855670012259823 0.0006923413301635052 0.0017573288903647022 0.005643568416642062 0.008568404165291924 0.009560091179136036
0.5208767756195417 -0.009582368278719127 -0.011164515842252901 -0.014371879589693742 -0.016592451732124498 -0.016730437393961167 -0.01664442238534387 -0.015958937999686815 -0.014957156193955056 -0.013651554068570023 -0.012155067989167585 -0.009931078184116293 -0.008094126835551899 -0.006043159376432391 -0.0017196174924919323 -0.00019687808124483984 0.0022275567753357027 0.0006953364354712909 0.0011481597317390135 0.006966172997432882 0.010575839492424074 0.011797871172595188
0.5421741613534841 -0.010535578762147262 -0.012229943194227298 -0.015498400321326444 -0.017937195031967043 -0.01801211691506589 -0.01782319060719155 -0.017155554868943344 -0.01610831368238767 -0.014602086133633901 -0.012926293188158636 -0.010447768237692051 -0.008508855447531067 -0.005925012888675467 -0.0012374442732469568 -0.00020563693553153904 0.001510577520008867 -9.371078651488784e-05 0.0002466675451861212 0.0059613918830244954 0.010639360801646545 0.012178270586317359
0.5624926444677588 -0.011299431170293913 -0.013201436498526216 -0.016858793139555486 -0.019203951733227028 -0.019184083409807623 -0.01895887377629786 -0.01840731299016168 -0.017559269482484777 -0.015911747327095188 -0.01381921257437199 -0.011048822430875968 -0.009204956119114165 -0.006713722952799812 -0.0010319883830550891 0.00019949573478097595 0.0018097067987015584 0.0007608520003688711 4.244786295408969e-06 0.0061464922651084655 0.011535234612248368 0.013330155560502417
0.5819029953212365 -0.012266812704788702 -0.0142154391082802 -0.01819064493720388 -0.020677063812239094 -0.020184717905130718 -0.019828094405078038 -0.01922990850169757 -0.018626973383515558 -0.016952865512144522 -0.014765777988978974 -0.011720612379249023 -0.00979148093693157 -0.007201366104920589 -0.0008606671873991954 0.00035476463643601964 0.0018977392833634578 0.0013560577197384402 0.0005737614061886699 0.006656388971113382 0.013099044120731 0.015255854730273124
0.6005058222860504 -0.013250755420071586 -0.015204040448765785 -0.019225517213913863 -0.021945705670508252 -0.021564932998341304 -0.02108998365841472 -0.019978800504071272 -0.019413131417440877 -0.01801837840589311 -0.015707994205345036 -0.012520826277789134 -0.010535441256488145 -0.007767277822193141 -0.0011961486229885524 0.00015365346226924333 0.0011130171438345764 0.0012903700946019078 -0.0013270009230794298 0.005982517186356885 0.01445028552392499 0.01719911994162603
0.6183504816245313 -0.014318239131341915 -0.0164438428636861 -0.020516298880611523 -0.02341129292720537 -0.022766101520366674 -0.022366648845636883 -0.021224878801058066 -0.020600116199508165 -0.01905087115842313 -0.016706322686051354 -0.0131824637307355 -0.011144238498455859 -0.008404837268946402 -0.0016411130042178336 0.0009378634086581706 0.0009915258333435845 0.0020886934914838458 -0.0024321754507291102 0.005817446510225491 0.01595201883612992 0.01924022779648641
0.6354641361514645 -0.015180446530068437 -0.017489194180358207 -0.021678529348419733 -0.024716462962024875 -0.02397843563799243 -0.02339740987429719 -0.02230927714172948 -0.021776018920556795 -0.020173619112442122 -0.01756479495537125 -0.013810486006040904 -0.011621955410013226 -0.008551120926736475 -0.0018108744968660857 0.000977556304277761 0.0009363992340750522 0.0032632066141733414 -0.0017231893671528127 0.006133154864897865 0.016693689401292542 0.020071961084118725
0.6519326416887411 -0.0161759914052382 -0.018448899917725567 -0.02279552427007183 -0.025792529590675867 -0.025215662610692385 -0.02471236845957415 -0.023424709309247768 -0.0228759356841438 -0.021280414158702167 -0.01862182944664039 -0.014774689399866803 -0.012367624089156532 -0.008998047998605308 -0.0018405475179675706 0.0008662278840003745 0.0011439202732726774 0.0036298710335360956 -0.0023072263044299083 0.005453627840039809 0.017984694887091746 0.021969615368469475
0.6678454323673513 -0.017114654392199728 -0.019521478328572765 -0.02412729679496361 -0.026977767628817165 -0.02623559980617965 -0.02569341931186858 -0.02428415558900661 -0.023958518974184835 -0.022320672962741355 -0.019483248569443626 -0.01572874517306257 -0.013608497546135832 -0.009506367777563586 -0.0019045009321060273 0.0008002715474341289 0.0008497562218946268 0.004182341438210349 -0.0026589307613028674 0.005575028491170255 0.019636702868246696 0.02403679440801752
0.6831664438017588 -0.018074411516743424 -0.020616753136229547 -0.02516952111308122 -0.028245789767591838 -0.027230400785956725 -0.026847154102929014 -0.025214680327170818 -0.024748409303046996 -0.02315248598347809 -0.020411284009912024 -0.01640636610259816 -0.014556126064204566 -0.010664608184726565 -0.002653472163481905 -0.00011115999592368128 0.0002379694737486718 0.004806961046085236 -0.002170066554695927 0.007880627042278007 0.019641532869113392 0.023313222690137133
0.6979281624369031 -0.019000962994846757 -0.021577780061260904 -0.02616901899976051 -0.02928284309471237 -0.02810247800747327 -0.02783397406698265 -0.026279697368690742 -0.025847351784208748 -0.02404048793578263 -0.021123230749805808 -0.01693215300750712 -0.014962659551356854 -0.011304677809363376 -0.0027008539495312427 -0.00020715157120300578 0.00018793441610327982 0.004671888933031954 -0.001991367174658573 0.008967834203125016 0.02043609314373794 0.024017916558698792
0.7122337755989608 -0.01994323760471444 -0.022617765714467924 -0.02730466379357293 -0.030432064295887795 -0.02907350313884322 -0.028829932138645785 -0.027370758718431178 -0.026937616263924918 -0.0250686410155189 -0.021748625646289755 -0.017206196908683042 -0.015611993641606866 -0.012048319555299601 -0.003022094775796071 -2.15769838603739e-05 0.000268389001421345 0.004771199509717958 -0.0020917436472659497 0.009012234339831775 0.020812904838909418 0.024466621914366615
0.7260760276043212 -0.020821262908193888 -0.023512935068874436 -0.028483836385301085 -0.03148745569346917 -0.030328061295931467 -0.03005880371491119 -0.028388107345754005 -0.027961519664713035 -0.02648829076852928 -0.023080137179863583 -0.017870220180210835 -0.016267581187175906 -0.011948025547436132 -0.003121934536921535 -0.0007741593248056153 -7.243050100344829e-06 0.00504824286668412 -0.0034794650469562555 0.009847427877715783 0.02208757709692355 0.025907795876086756
0.7394942054961577 -0.021695078116154128 -0.02442225300860685 -0.029494060339058065 -0.03241169576278534 -0.03146576348785312 -0.03125283083654171 -0.029615235922532956 -0.029157481042442465 -0.02708373093800636 -0.02405259851834991 -0.01878819748952764 -0.016721034088626564 -0.012017231737210535 -0.002541376252636235 -0.001086319613927826 0.00020425493659202896 0.004843552256240795 -0.0028409354998176236 0.010054956468149167 0.022856054039838106 0.02687224587482785
0.7525291161054906 -0.022637252771449786 -0.025398761211376512 -0.030511488544080048 -0.03349868346600827 -0.032247871216785476 -0.03211237538007438 -0.030645921144156943 -0.030392149338568146 -0.027712469675306186 -0.025127085825011067 -0.019447447487009807 -0.018190211880838518 -0.0129207870659898 -0.002749227139949526 -0.0015045427905759664 -0.0006208503316735706 0.004944685677445399 -0.0020564885790294936 0.011657823912486008 0.02269586463358439 0.026140303128113343
0.7651502049722366 -0.023461061192919897 -0.026165072203432168 -0.031398436652781976 -0.03453145323359925 -0.03319051180422877 -0.0330489920607694 -0.0314003287564692 -0.03153911715206999 -0.028903883272491937 -0.02608714064309373 -0.019990885570239415 -0.018638557763701966 -0.013532887497803625 -0.003610448531055847 -0.0007505349005698141 -0.0006258970574731858 0.0052659091307857295 -0.0017486229483696485 0.013308806593209382 0.022906485211312756 0.025892484059234073
0.7774384074000311 -0.024297118904725537 -0.027053481065857973 -0.032177001464785034 -0.03542102289677829 -0.034371283881088066 -0.03436883322131733 -0.03233262450774302 -0.03236690247624518 -0.02977386950691657 -0.027350000730367915 -0.02112343336488705 -0.019381691603977874 -0.014201228829556654 -0.004003208160253292 -0.00075513400172411 -0.00045993953339246206 0.005543882287449729 -0.00209240954309217 0.012818013953046726 0.024310315973411017 0.027899952945966377
0.7893891484368 -0.025077868670648384 -0.027846121406194024 -0.033214283560498103 -0.03629146871820806 -0.034999025719643834 -0.035154913888644626 -0.03333935513198445 -0.032986666957327326 -0.030721017692840517 -0.028193790680307276 -0.021503313818562183 -0.01963450535049121 -0.014142333505134773 -0.005121800624492209 -0.0010200520288774176 -0.0004723890431482402 0.005479143657717165 -0.002833351375817543 0.012055176289943384 0.024625525916446452 0.028517085816128145
0.8009928267377222 -0.025946178020064544 -0.0287338451673646 -0.03390608963223301 -0.03702698307779659 -0.035489933062234004 -0.03565800731854886 -0.03431638336119379 -0.03406667389852287 -0.03171194220116337 -0.028730944311484354 -0.0224525313744938 -0.020872594904588697 -0.014263792859228134 -0.005311666050240515 -0.0014504945694902285 0.0005310553800996737 0.0055356377020355126 -0.0017222917162928128 0.01203976379246581 0.024259377625319628 0.028045130760700553
