logk z350 z325 z300 z275 z225 z200 z175 z150 z125 z100 z075 z050 z0375 z025 z0125 z000
-3.3010299956639813 2.3019397980706817e-23 9.865456277445778e-24 9.865456277445778e-24 -9.865456277445778e-24 -2.6307883406522077e-23 -1.3153941703261039e-23 -1.3153941703261039e-23 9.865456277445778e-24 -1.3153941703261039e-23 -1.9730912554891556e-23 -6.576970851630519e-24 0.0 -9.865456277445778e-24 -6.576970851630519e-24 -6.576970851630519e-24 -9.865456277445778e-24
-3.191599403766738 -1.2502814256833802e-07 -1.2235752453768726e-07 -1.2394491102528574e-07 -1.295046091458408e-07 -1.274502548500367e-07 -1.3680557678056925e-07 -1.3589397449340323e-07 -1.3867441962991379e-07 -1.4341643984315771e-07 -1.5051178479166336e-07 -1.507179335022604e-07 -1.405267658540331e-07 -1.3112090282661645e-07 -1.1301867744312053e-07 -9.782087711321676e-08 -9.122410210073665e-08
-3.0821688118694945 -1.0723847489209782e-07 -1.0494784656840026e-07 -1.0630937128193698e-07 -1.1107800604736903e-07 -1.0931595618367811e-07 -1.1734015325920104e-07 -1.1655825858352509e-07 -1.1894308722958434e-07 -1.230103876399525e-07 -1.290961692526418e-07 -1.2927298603061902e-07 -1.2053187180213058e-07 -1.124643248852209e-07 -9.693778020174643e-08 -8.390240356082186e-08 -7.824425270764094e-08
-2.9727382199722507 5.3369003028721554e-08 5.2229033907861955e-08 5.2906619230047246e-08 5.5279809295416185e-08 5.4402895999076556e-08 5.839627056410575e-08 5.800714772963545e-08 5.919399720098936e-08 6.121815660961676e-08 6.424684661706573e-08 6.433484241492532e-08 5.998468215570861e-08 5.5969733824187544e-08 4.824269172412313e-08 4.1755420657185395e-08 3.893954817928779e-08
-2.8633076280750074 3.567942911941189e-07 3.491731168910981e-07 3.5370306051066556e-07 3.695688368825136e-07 3.637063016982262e-07 3.904036946893497e-07 3.87802244446077e-07 3.9573683366180587e-07 4.092691929055485e-07 4.295172628174578e-07 4.30105551834371e-07 4.010228960194831e-07 3.7418127330160757e-07 3.2252273833448694e-07 2.7915259554080407e-07 2.603273005600486e-07
-2.753877036177764 3.669705899275312e-07 3.5913204850759924e-07 3.6379119279168394e-07 3.80109484475525e-07 3.740797411524217e-07 4.0153858311620654e-07 3.9886293568012814e-07 4.070238310677308e-07 4.209421531299112e-07 4.417677278205791e-07 4.423727957067895e-07 4.1246065971007877e-07 3.848534743752882e-07 3.317215618992498e-07 2.8711443875001786e-07 2.677522186272494e-07
-2.6444464442805207 -6.13463007604308e-07 -6.003593548139025e-07 -6.081480243798793e-07 -6.354272357665804e-07 -6.253473422394128e-07 -6.712501590830193e-07 -6.667772918602008e-07 -6.804198222608234e-07 -7.036870157292673e-07 -7.385010308996639e-07 -7.395125200365768e-07 -6.895085431074258e-07 -6.433577413488631e-07 -5.545373733903378e-07 -4.799678556175155e-07 -4.476001233892851e-07
-2.5350158523832773 -4.567513487256431e-07 -4.46995078158287e-07 -4.5279409991663323e-07 -4.7310472409217027e-07 -4.655997809962108e-07 -4.997765336996896e-07 -4.964462788817638e-07 -5.066037685482574e-07 -5.239272613522851e-07 -5.498478925664316e-07 -5.506009926258986e-07 -5.133707381184169e-07 -4.790093492706769e-07 -4.128785111329511e-07 -3.573580846453512e-07 -3.33258823292708e-07
-2.425585260486034 7.165373777807823e-06 7.012320425064447e-06 7.103293683403209e-06 7.4219204685990625e-06 7.3041852443600006e-06 7.840339561835728e-06 7.788095555085983e-06 7.947443108864846e-06 8.219208701729247e-06 8.625843540847476e-06 8.637657941468758e-06 8.053601232860585e-06 7.514550400705256e-06 6.477110281877807e-06 5.606123016712836e-06 5.2280612642023e-06
-2.3161546685887906 2.2669646103861306e-05 2.2185419397859186e-05 2.2473238517336558e-05 2.3481302671920107e-05 2.3108814655213327e-05 2.4805087454250846e-05 2.4639799057470675e-05 2.514393921312744e-05 2.6003744996396267e-05 2.729024702436598e-05 2.7327625155545018e-05 2.547979986417773e-05 2.3774363138071316e-05 2.049213375589926e-05 1.7736524115071748e-05 1.654042096671073e-05
-2.206724076691547 4.60560656294349e-05 4.507230184022603e-05 4.5657040401883506e-05 4.770504188587106e-05 4.694828845156387e-05 5.039446714354577e-05 5.005866422827243e-05 5.108288454423964e-05 5.2829681622648886e-05 5.5443362557989196e-05 5.5519300649603014e-05 5.176522515583314e-05 4.830042886282761e-05 4.163219191093149e-05 3.6033845210431455e-05 3.360382028423265e-05
-2.097293484794304 7.732463235452829e-05 7.567296775216466e-05 7.665469933704373e-05 8.009313811045159e-05 7.88226066334113e-05 8.460847862972014e-05 8.40446910674909e-05 8.576427910220108e-05 8.869701858048674e-05 9.308519014171675e-05 9.321268442364234e-05 8.690987710782645e-05 8.109274757497381e-05 6.989728474697422e-05 6.049808630279173e-05 5.641825921676783e-05
-1.98786289289706 0.00011647534627914197 0.00011398741713367557 0.00011546621532281776 0.00012064559134566222 0.00011873176920075614 0.00012744712191277454 0.00012659787957512662 0.00012918812288701233 0.0001336057558699104 0.00014021572977554922 0.0001404077764776636 0.00013091375572015822 0.00012215131927451042 0.00010528741226402791 9.112924739215293e-05 8.498373776431665e-05
-1.8784323009998167 0.00016350820740327555 0.00016001564998475838 0.00016209158835920514 0.00016936240159150253 0.00016667577615359796 0.0001789103969927085 0.00017771822975117915 0.00018135441589867292 0.0001875558934909194 0.00019683498145948617 0.00019710457681166636 0.00018377686099282797 0.00017147614396143706 0.00014780257446209217 0.0001279273284785148 0.00011930025592687877
-1.7690017091025734 0.000213045068242051 0.0002085078191176039 0.00021120495075916751 0.00022064865870388776 0.00021705473844657553 0.00023289099644978307 0.0002311519448642181 0.00023559471650655889 0.00024322102560614327 0.00025465550082830944 0.0002545451211876677 0.00023716813367623973 0.000221297370088472 0.0001908400373191864 0.00016516675732884136 0.00015338207613147022
