#H0  #Likelihood
30.970149253731343  0.024833702882483433
31.7910447761194  0.026441241685144057
32.61194029850746  0.028603104212860275
33.43283582089552  0.030598669623060015
34.25373134328358  0.032649667405765026
35.07462686567164  0.03503325942350344
35.8955223880597  0.03747228381374734
36.71641791044776  0.04002217294900223
37.537313432835816  0.04268292682926833
38.35820895522388  0.045454545454545414
39.179104477611936  0.04861419068736139
40  0.05166297117516638
40.82089552238806  0.05498891352549906
41.64179104477612  0.05848115299334822
42.46268656716418  0.062139689578714075
43.28358208955224  0.06613082039911311
44.1044776119403  0.07028824833702885
44.92537313432836  0.07444567627494458
45.74626865671642  0.0791019955654102
46.56716417910448  0.08398004434589801
47.38805970149254  0.08902439024390252
48.208955223880594  0.0944013303769402
49.02985074626866  0.10005543237250558
49.850746268656714  0.10615299334811534
50.67164179104478  0.11252771618625279
51.492537313432834  0.11917960088691792
52.3134328358209  0.12638580931263865
53.134328358208954  0.13392461197339256
53.95522388059701  0.14185144124168514
54.776119402985074  0.1504434589800443
55.59701492537313  0.15942350332594235
56.417910447761194  0.16895787139689578
57.23880597014925  0.17932372505543248
58.059701492537314  0.19018847006651884
58.88059701492537  0.2017184035476718
59.70149253731343  0.21413525498891373
60.52238805970149  0.227439024390244
61.30597014925373  0.24060975609756108
62.014925373134325  0.2534552845528457
62.6865671641791  0.26619241192411947
63.35820895522388  0.27974254742547433
63.992537313432834  0.2930640243902439
64.58955223880596  0.30625
65.1865671641791  0.3201981707317074
65.78358208955223  0.3347560975609757
66.34328358208954  0.34878048780487814
66.86567164179104  0.3627177700348433
67.3507462686567  0.37581300813008134
67.83582089552239  0.38963414634146354
68.32089552238806  0.4039634146341464
68.76865671641791  0.41758130081300815
69.21641791044776  0.43140243902439035
69.62686567164178  0.4445121951219513
70.03731343283582  0.45853658536585373
70.48507462686567  0.47378048780487814
70.89552238805969  0.4881707317073172
71.26865671641791  0.5017073170731708
71.64179104477611  0.5153658536585367
72.01492537313432  0.5293902439024392
72.38805970149254  0.5436585365853659
72.76119402985074  0.5581707317073172
73.13432835820895  0.5731707317073171
73.50746268656717  0.5884146341463415
73.88059701492537  0.6037804878048783
74.25373134328358  0.6193902439024391
74.6268656716418  0.6353658536585367
74.96268656716417  0.6498475609756099
75.26119402985074  0.6629573170731708
75.55970149253731  0.6759146341463416
75.85820895522387  0.689329268292683
76.15671641791045  0.7024390243902441
76.45522388059702  0.7158536585365856
76.75373134328358  0.7292682926829269
77.05223880597015  0.7429878048780489
77.3507462686567  0.7564024390243904
77.64925373134328  0.7701219512195123
77.94776119402985  0.7835365853658538
78.24626865671641  0.7969512195121953
78.54477611940298  0.8106707317073172
78.84328358208955  0.8239329268292684
79.14179104477611  0.8368902439024393
79.44029850746269  0.8500000000000001
79.77611940298507  0.8647560975609758
80.14925373134328  0.8807317073170733
80.52238805970148  0.8963414634146343
80.8955223880597  0.9114634146341465
81.26865671641791  0.9258536585365855
81.64179104477611  0.939878048780488
82.01492537313432  0.9529268292682929
82.42537313432835  0.9659552845528457
82.91044776119402  0.9794425087108016
83.5820895522388  0.9931263858093129
84.40298507462686  0.9998337028824835
85.1865671641791  0.9928658536585369
85.78358208955224  0.9779471544715449
86.15671641791045  0.9631097560975612
86.45522388059702  0.9490853658536587
86.75373134328358  0.9323170731707319
87.01492537313432  0.9166666666666669
87.23880597014924  0.9006097560975612
87.46268656716417  0.8847560975609758
87.6865671641791  0.8670731707317074
87.8731343283582  0.8518292682926831
88.05970149253731  0.8359756097560977
88.24626865671641  0.8195121951219514
88.3955223880597  0.8054878048780489
88.54477611940298  0.7908536585365855
88.69402985074626  0.7765243902439025
88.84328358208955  0.7618902439024392
88.99253731343283  0.7463414634146343
89.14179104477611  0.7307926829268294
89.29104477611939  0.715548780487805
89.44029850746269  0.6993902439024392
89.58955223880596  0.6829268292682928
89.73880597014924  0.6664634146341465
89.88805970149254  0.6500000000000001
90.03731343283582  0.6329268292682928
90.1865671641791  0.6152439024390245
90.33582089552239  0.5975609756097562
90.48507462686567  0.5798780487804879
90.63432835820895  0.5618902439024391
90.78358208955224  0.5439024390243904
90.93283582089552  0.5259146341463415
91.0820895522388  0.5076219512195123
91.23134328358209  0.4896341463414635
91.38059701492537  0.47134146341463423
91.52985074626865  0.4527439024390245
91.67910447761193  0.4341463414634147
91.82835820895522  0.4158536585365854
91.9776119402985  0.39786585365853666
92.12686567164178  0.3798780487804879
92.27611940298507  0.36189024390243907
92.42537313432835  0.3445121951219513
92.57462686567163  0.32743902439024397
92.72388059701493  0.30975609756097566
92.8731343283582  0.29268292682926833
93.02238805970148  0.276219512195122
93.17164179104478  0.26006097560975605
93.32089552238806  0.2442073170731709
93.47014925373134  0.2283536585365855
93.61940298507463  0.213109756097561
93.76865671641791  0.1993902439024391
93.91791044776119  0.18597560975609762
94.06716417910447  0.1722560975609757
94.25373134328358  0.1560975609756099
94.4776119402985  0.13902439024390256
94.70149253731343  0.12174796747967487
94.92537313432835  0.10670731707317072
95.14925373134328  0.09329268292682924
95.41044776119402  0.07881097560975614
95.7089552238806  0.06463414634146347
96.04477611940298  0.050731707317073216
96.455223880597  0.037296747967479726
97.01492537313432  0.023915989159891682
97.76119402985074  0.01280487804878061
98.5820895522388  0.006319290465631955
99.40298507462686  0.0031596452328159774
100.1865671641791  0.002195121951219514
