logk z353 z302 z248 z224 z201 z174 z149 z126 z100 z074 z050 z027 z000
0.16613715001585108 -0.002395433137835446 -0.003264096449704399 -0.004440989289266976 -0.005015607824757844 -0.005627048671868723 -0.006457492234780186 -0.007113268190178527 -0.007369109419903052 -0.007028417792410698 -0.005496726212383816 -0.0047737786849613864 -0.0020755751210901757 -0.002322044092795012
0.22678452902433796 -0.003296259801958076 -0.0044934819616231384 -0.006062049764482929 -0.00684404147876672 -0.007669354933692022 -0.008812281321764209 -0.009616935575914589 -0.010045563605886095 -0.00966671885993082 -0.006964031801321174 -0.005822683359269358 -0.0024265696987969838 -0.0017310530900191085
0.28044177142060267 -0.004293353473924379 -0.005829298579833166 -0.007799879403823992 -0.008765840804792396 -0.009770897421380794 -0.011091724781097611 -0.011979409477532222 -0.012396943885378563 -0.01183382052215499 -0.008927285401301813 -0.006972420012469338 -0.0017261641603920576 -0.0010635918265657779
0.3284555460637093 -0.005445317336130899 -0.007384281352129392 -0.009845105784805932 -0.011013521847610567 -0.012250611263722642 -0.013813525017991268 -0.01473000840817516 -0.015156245418166 -0.014479957957875803 -0.011068677197305544 -0.00905929624377624 -0.002354061975725233 -0.00031971456846018395
0.37147098630547143 -0.0067432684442038275 -0.009179289071470687 -0.01212579092243062 -0.013435769337740629 -0.014832619020331327 -0.01663176028446199 -0.0175148312759481 -0.01796335016828145 -0.017194731787829792 -0.013159071505983812 -0.010634006151650317 -0.00463578926499989 -0.00012338951993754807
0.41070375824942185 -0.008121036213802913 -0.010959287975163568 -0.014429335956721946 -0.016007979691309175 -0.01772380452406239 -0.019890219530780587 -0.020591833412981538 -0.0206591517587299 -0.01960187395944221 -0.015376071851221914 -0.012106700569901593 -0.006306987329894879 -0.0005669635122164202
0.44680483861563436 -0.009639712702872717 -0.013030895784258667 -0.01684533493726923 -0.01849700713855184 -0.020237627364858707 -0.022600620494232768 -0.023692855512994628 -0.023540687220521835 -0.02173746281747083 -0.017511723032270398 -0.013225094466276831 -0.008303764765618223 -0.0007131467700688028
0.4801642628431201 -0.011179190321010113 -0.015027721407260086 -0.019687511155764274 -0.021564375192362175 -0.023529901230379645 -0.02595005074782779 -0.026777451736303987 -0.026490814084506997 -0.024160685398635858 -0.020158300398946373 -0.015509951589760722 -0.010859273839652291 0.0004556329187024675
0.5111373709417958 -0.012659172698456417 -0.016915701192848197 -0.021949745528677827 -0.024116648751285684 -0.026228160834246166 -0.028765951672257806 -0.02988802089719071 -0.030090154716488106 -0.02725420917151917 -0.022182804649123006 -0.017521071051269863 -0.012697107915148486 -0.0008213460640593626
0.5399512635302559 -0.014494823850676781 -0.019226131759177544 -0.024416443711546203 -0.026766880763774217 -0.02918803332143108 -0.03199607327993669 -0.032894046253836046 -0.03299073780487054 -0.030661523539891645 -0.024905057736646277 -0.01926356298323441 -0.014913525876249669 -0.00259151105742801
0.5668897358466438 -0.016300941247161076 -0.021443006513882847 -0.027079441824009884 -0.029496956219062134 -0.031874382130777534 -0.03503487963982761 -0.035964245695399626 -0.03577112289686821 -0.03305253218679042 -0.027568260042623402 -0.02167184875694134 -0.018140133423045587 -0.002794382014586215
0.5922298938834376 -0.018225067977142795 -0.02357403640145194 -0.02961176342944092 -0.03214746816897531 -0.034742600440197446 -0.03802763251271733 -0.038718273065596824 -0.03890786546946891 -0.036855595998773145 -0.02993661756370756 -0.02433060758194095 -0.02107499758846365 -0.005087504569153802
0.61634139203496 -0.02006877984126627 -0.02568534808649448 -0.03214652430937387 -0.034440070919387035 -0.03696201544665138 -0.04048925285744207 -0.041542739248258874 -0.04162682664683888 -0.03987655045356057 -0.032523108219332755 -0.027228693889247275 -0.02302387454469724 -0.006703101766230017
0.6391318344167032 -0.022078469531760726 -0.027944446147577406 -0.03452517664247423 -0.03720459283228807 -0.039906675846278154 -0.043130295083408196 -0.04473966611908266 -0.04415362994119694 -0.042801675804536685 -0.03574995138348079 -0.029928743118934453 -0.02629197609521421 -0.008022001710292315
0.6607095314060132 -0.024154703144701774 -0.030344784693765562 -0.03690570865056731 -0.03955060043545893 -0.042325202678422505 -0.045638895236942784 -0.04699131530540721 -0.04675626271263847 -0.045539116366671926 -0.03890633198014987 -0.033161568866986214 -0.029561806414407928 -0.010880200645518104
0.6814079125831276 -0.025953066441353756 -0.032272385373791186 -0.03927038562573203 -0.04202471504635748 -0.044950681647982896 -0.048372028462913684 -0.049835296946769476 -0.04973717110801687 -0.04818598933521592 -0.04185234267134575 -0.03572117728308334 -0.03240092020106397 -0.013418024368116703
0.7011739337876491 -0.027907424879450946 -0.03427835470532988 -0.04159458934774101 -0.04425319749420548 -0.047098209670142915 -0.05069101594662136 -0.052185932727736195 -0.05214547400846732 -0.050148377340723485 -0.0446927357058596 -0.038229085897135556 -0.03435775438207402 -0.016866519855783687
0.7200169075376628 -0.029871704448869708 -0.0364190681224002 -0.043394416626776455 -0.04619773929092713 -0.049163515668799736 -0.0528129840969894 -0.05486647857863434 -0.05502724902437936 -0.05287512463924214 -0.047531325649360065 -0.04082758235370185 -0.03697490440103158 -0.019382227767979886
0.738036831696106 -0.03151140842412391 -0.03833940093105642 -0.04566996879443931 -0.048211655674334455 -0.051335276741677364 -0.054667212665720735 -0.05689046332475989 -0.05712063817365371 -0.0553462974214149 -0.05045181450409272 -0.04376281432608097 -0.04035873425025777 -0.022375997752436958
0.7553538592459303 -0.03336580136175713 -0.04011516805799622 -0.04758995051170098 -0.05036350568738458 -0.05330405407389304 -0.05698599294953565 -0.05859093057662292 -0.05924344443734342 -0.05814959143781402 -0.05378882009644327 -0.04680866656850541 -0.04288543580316904 -0.023991715009193823
0.7719752573452046 -0.03505048114405482 -0.04160870777669443 -0.04931183285876374 -0.05210876004028966 -0.055275691655284974 -0.059043717236632626 -0.061312893387521154 -0.06123285455283966 -0.06150390507696863 -0.05584492300105363 -0.050235558288764255 -0.04594727810298456 -0.02566892648466185
0.7880580256995173 -0.03692043454827637 -0.04342642379611988 -0.050718528893251034 -0.05359075909620596 -0.05697369704462151 -0.06091854758105735 -0.06291156501665109 -0.06341799905197483 -0.0632682614095375 -0.05813930406159739 -0.05345868853795685 -0.048300260963683624 -0.028890788818470042
0.8035585151464718 -0.03869080639022762 -0.04501041680621163 -0.052388233830331365 -0.05488462365039886 -0.05811290993770367 -0.06245040756399425 -0.06483040048535167 -0.06539568390498099 -0.06507444189272414 -0.06076417088218234 -0.05525433349681895 -0.05058082129514163 -0.03238219686177438
0.8184892736532065 -0.040155312750884145 -0.04634979694507982 -0.053733543987741335 -0.05649301595397515 -0.05945326419181587 -0.06408418322329483 -0.06612174330003391 -0.06739423079194194 -0.06720832823095356 -0.06405084280221958 -0.0584266496474111 -0.05449037364788783 -0.034629259281206505
0.8329814092684578 -0.04198966731923935 -0.04774516322812074 -0.055083987294855134 -0.057752852553378864 -0.060741030312861995 -0.06531522575625053 -0.06799771169927898 -0.06946943536708522 -0.0691083966011817 -0.06697600475081002 -0.06167321670147297 -0.05803932228305609 -0.03543504127797003
0.8469553880415254 -0.0434866676126396 -0.04915559841336509 -0.05608593082340897 -0.05851139280421287 -0.06197477320686118 -0.06683388825178396 -0.06896942039193117 -0.07063679141524544 -0.07035785473796287 -0.06941484334011436 -0.0644696345946683 -0.060202439583745125 -0.0375616753686296
0.8605031972275132 -0.04467566201214557 -0.05041539982152085 -0.05737417048287808 -0.05983777642073854 -0.06279021349454082 -0.06811814978367713 -0.07032505942127826 -0.07279650445130163 -0.07319764183872836 -0.07157320620864957 -0.06618732359347415 -0.062208942621662495 -0.041076027259605255
0.8736547874260656 -0.0459154593987033 -0.05153243374126801 -0.05824207405455603 -0.06067572098392628 -0.06341716261221952 -0.06932075544666295 -0.07121493265913492 -0.07396127181838692 -0.07471048324509373 -0.0739929597073812 -0.06903147905403563 -0.06363872489830973 -0.045728712600103895
0.8863869507557498 -0.04742650932480375 -0.052677073033111206 -0.059190953288082514 -0.06151292435225846 -0.06438448166577476 -0.06999385245114202 -0.07240517098429049 -0.07530920867234209 -0.07574895998427177 -0.07579989626293379 -0.07130367054546206 -0.06554622955548291 -0.04779027758465873
0.8987671204957042 -0.048492789231651734 -0.05359699317828698 -0.060269227391970596 -0.06251079479726397 -0.06517800154621262 -0.07050987344657773 -0.07338363009798109 -0.0761915925648107 -0.0769548886743736 -0.07731567518722464 -0.07305945876409255 -0.06756630666675167 -0.050346797715635175
0.9108142545532687 -0.049559846478309716 -0.054157812289827245 -0.06068820647190159 -0.06289396235436423 -0.06585538649438835 -0.07125380054682706 -0.07450263533030412 -0.07712107445794594 -0.07840250402714867 -0.07955690440764822 -0.07508090511102013 -0.06918505325948937 -0.052034439703722936
0.9225232118594044 -0.050597504899552434 -0.055128900854152535 -0.06147075168731411 -0.06330394501450166 -0.0663777263117897 -0.07175433463999618 -0.07492399383845157 -0.07823244315662937 -0.07929147080777482 -0.08106906353316867 -0.07701256264008266 -0.0718464103138025 -0.053212135451320974
0.9339345718121799 -0.051595114742576866 -0.05550675455591655 -0.06182568443934803 -0.06368475721108252 -0.06673543631438406 -0.0724846814636084 -0.07529325254725779 -0.07895811515903528 -0.08075423719644337 -0.08220499379812794 -0.07885226611042753 -0.07433172080422544 -0.05536107924482636
0.9450784461238726 -0.052347166580140304 -0.05612722463090874 -0.06228166682136408 -0.0641872796388272 -0.06719097424880821 -0.07313565380409706 -0.0757054158399199 -0.07982752718768031 -0.08206532117089528 -0.08404541618120626 -0.08101582261271824 -0.0767641472496721 -0.05726337190679462
0.9559361026737184 -0.053345007002194716 -0.05668343531533847 -0.06258009375761399 -0.06451251237443273 -0.06750973830226388 -0.07351362829791662 -0.07658520966993626 -0.08019844958858137 -0.08278005892745244 -0.08420940178170663 -0.08280603569891787 -0.07785004296184077 -0.05939462583214227
0.966497121853245 -0.054208405980802496 -0.05704017592330947 -0.0629138537523499 -0.06465723644057163 -0.06743774391012868 -0.07369750025999519 -0.07704654424894412 -0.08057177289654106 -0.08372667805936627 -0.08545491122141877 -0.08443834811477718 -0.07990747177257652 -0.06242401487393654
0.9768251637835398 -0.054768546604500666 -0.057509511099158854 -0.06328114317634022 -0.06484082176452335 -0.06781715734473141 -0.07401156392139671 -0.07718750634191365 -0.08118567636086901 -0.08387030565459146 -0.08648407800977564 -0.08639795556656837 -0.0813250437451742 -0.06375762344566674
0.9869173150016206 -0.05528711770610029 -0.057804126002740694 -0.06332752744516261 -0.06495408315308825 -0.0679142985249803 -0.0742024373249951 -0.07741097775265529 -0.08138548658243294 -0.08470203750805572 -0.08783348800427879 -0.08815872989128165 -0.08280407193436394 -0.06532086733014612
0.9967692536090755 -0.055669064466781486 -0.057813838665772825 -0.06333992452184332 -0.06490948469155335 -0.06774254301202033 -0.07406349480395735 -0.0778764079785807 -0.08229785243652714 -0.08534973570331011 -0.08832299085303845 -0.08959900047398683 -0.0843854920593403 -0.06747256958550606
1.0064096910452613 -0.05594514172690356 -0.05812508272964102 -0.063240668381497 -0.06502097133299511 -0.06777669945498477 -0.07419878735034904 -0.07784355801284785 -0.08234526407440484 -0.08552889188533215 -0.08890678084930251 -0.0898567790539193 -0.0864224010492094 -0.06953372477597822
1.0158425086027745 -0.05653112031359023 -0.058254732087309795 -0.063257988170253 -0.06480821703711556 -0.06760708503680281 -0.074456327714058 -0.0777941282408505 -0.08249287556565796 -0.08594710046088753 -0.08990362862527405 -0.09113468823777829 -0.08698349471364467 -0.07051112617494326
1.0250743447019248 -0.05677618533325272 -0.058085801489305255 -0.06293409690526887 -0.06473957480501322 -0.06785017895364517 -0.07439744092237059 -0.07833248302260566 -0.08270651230335603 -0.08586745777977224 -0.0907011603110237 -0.09150638591509418 -0.08740867530126921 -0.0736255762709099
1.0341074872285647 -0.05679616787291257 -0.05810988877713207 -0.0627893910101862 -0.06455717767979013 -0.067371238181372 -0.07412628103738678 -0.07813989982487445 -0.08270643742074246 -0.08620545362798727 -0.09140942065847063 -0.09286567063849703 -0.08999260223799903 -0.07552490453043227
1.0429481786249806 -0.05713826286436406 -0.05801945327899344 -0.06271653727094216 -0.06422203042304576 -0.06754498635674282 -0.07376548082135474 -0.07789213008190171 -0.08274278628985907 -0.08651350480504288 -0.09130474218507025 -0.09371643896647522 -0.09110429200136184 -0.07672739937679586
1.0516240228668745 -0.0572096515624455 -0.057833089079719714 -0.06244086266682514 -0.06381440262593893 -0.06713041014451696 -0.07359207559386434 -0.07765619783252825 -0.08320859998147397 -0.08650524220602933 -0.0911501876929106 -0.09527081637989845 -0.09292487265731988 -0.07839244622463952
1.0601475864275567 -0.057164359645555274 -0.057791215819383145 -0.06211360938010314 -0.06362497080017733 -0.06687143506272632 -0.07354068765379917 -0.07740070303748876 -0.08267773308965513 -0.08717972240021718 -0.09227973613575816 -0.09518500022187351 -0.09352077450200312 -0.07958315151874842
1.0684992943093206 -0.057332789986298004 -0.05753830630381495 -0.061606184372992326 -0.06288411894858152 -0.06653221117306259 -0.07351148385863843 -0.07716255147780376 -0.0829490659816878 -0.0869001422245376 -0.09193012509969616 -0.09568053292191407 -0.09477693328307209 -0.08049136082659218
1.076693426222189 -0.057316897185523574 -0.05718485013940656 -0.06145047621363494 -0.06277507786317033 -0.06625254159535902 -0.07282983450780851 -0.07686713702942734 -0.08250116753193876 -0.08708230438606826 -0.09195289725334997 -0.09622256722912005 -0.09642275812360458 -0.08258150308486
1.0847265815278593 -0.05714963579480889 -0.056879456856735275 -0.06071837787355279 -0.062443936091373116 -0.0658322713472775 -0.07245699529616653 -0.07680553360863505 -0.08300313802304923 -0.0866365718302494 -0.09247160757485763 -0.09656314579427884 -0.09705016136833738 -0.08457797699771887
1.092611315908724 -0.05711288693338217 -0.056588972049628976 -0.06017143098381947 -0.06188958843218193 -0.06536852655531755 -0.0724545957860291 -0.07647746729211247 -0.08212247804992388 -0.086174658302935 -0.09266669817222202 -0.09764576407991012 -0.09905662360257522 -0.08412002647507574
1.1003649530380093 -0.05701581768493048 -0.056165890022503 -0.06011423945083286 -0.0614452105869032 -0.06483311001669229 -0.07151043880878659 -0.07602391502969653 -0.0820025897256815 -0.08602745138155665 -0.09315435646979706 -0.09867191060017551 -0.09896175518672429 -0.08517605782962706
1.1079764386795177 -0.0566898698730813 -0.05598037073712962 -0.059626902349367794 -0.0611183502440887 -0.06446338989752433 -0.071625663223148 -0.07632308385481917 -0.08210373848425391 -0.08626015251596308 -0.09331419745985894 -0.09869174688212494 -0.10097425774965757 -0.08669463599065412
1.1154529506107247 -0.056662954497584614 -0.05575935925855846 -0.059133408292534315 -0.06065413581415851 -0.06354893435537896 -0.07073680941531504 -0.07615329153405596 -0.0819215044591895 -0.08580546800554854 -0.09383907328317104 -0.09958643793150798 -0.10191554835638744 -0.08737000371586609
1.1228032822360219 -0.05639625966804737 -0.05531082356686718 -0.058606735884317154 -0.06007471293655501 -0.06307181686314496 -0.07040825739994018 -0.07566492159492369 -0.08171853639844415 -0.08569895286711876 -0.09383569499521341 -0.10031366777948968 -0.10283666901611149 -0.08765855523120183
1.1300329730313434 -0.05617683656869334 -0.05504646011217463 -0.05825062417773083 -0.05969520874644194 -0.06231228837043741 -0.06984367183315242 -0.0752568273093096 -0.08153505535422455 -0.08569182787864375 -0.09341770271092088 -0.10026219602986053 -0.10327206594500016 -0.08935900743540823
1.1371523904354222 -0.05589225709668002 -0.05447531300750946 -0.05765689630255613 -0.0592520881428565 -0.061866230207327684 -0.0693845560049554 -0.07516210837881528 -0.08083781029895817 -0.08516754343602555 -0.09339019967248322 -0.10092287865894628 -0.10286395836948878 -0.09094340177235619
1.1441596736138082 -0.05551980415670721 -0.054194499772070706 -0.056940980329129885 -0.05874778132279958 -0.06151783514990048 -0.06882124128704532 -0.0742515707334646 -0.08106131249073102 -0.08513466447911919 -0.09413508279683888 -0.10137407691784207 -0.10385977123202496 -0.09123904033057302
1.1510471996875815 -0.05520537489447634 -0.05372893431813017 -0.05670874019886997 -0.05866100660601394 -0.06103137113428088 -0.06839267372442667 -0.07375770072668274 -0.08019200857937604 -0.08486700246218594 -0.094582129436879 -0.10106469242439149 -0.10500707776588522 -0.09157282563855448
1.1578198292210442 -0.05519892123019248 -0.05308945712066783 -0.056078316645823446 -0.05802239547061359 -0.06018905703956164 -0.06777241386774846 -0.07345432239392975 -0.0795957258624957 -0.08490657725602829 -0.09430909567414678 -0.10120218260342354 -0.1043524572785866 -0.09236179926140645
1.1644945015309025 -0.05484125324936489 -0.05260302634801777 -0.05529807343655858 -0.05750477741640988 -0.05944354939147499 -0.06739491245167709 -0.07296500890606833 -0.07960191644952254 -0.08442520281094822 -0.09413570483685779 -0.1015072968779808 -0.10424587603953112 -0.0929474773371638
1.171074990476717 -0.05457124246747347 -0.0521321686298791 -0.054486972134443215 -0.05668040299380646 -0.058841051450460057 -0.06709925593926885 -0.07234624162292747 -0.07908031358776223 -0.0840827015305037 -0.0942751377566412 -0.10112962994601574 -0.104559066198137 -0.09347369151879552
1.177557334638641 -0.05402281876498556 -0.051565951081709936 -0.05428081044462842 -0.056187339399786256 -0.05837116895820689 -0.06620090729356556 -0.07143630204712641 -0.07810523095024657 -0.0834320388390024 -0.09407005929502098 -0.10151501387106678 -0.10477626768587303 -0.09338242348528895
1.1839404224036076 -0.053743444490656246 -0.051142755768539175 -0.053720689195180686 -0.055503866108290834 -0.05807850470750835 -0.06548666437382103 -0.07094852563350945 -0.07762681685285155 -0.08278615951868364 -0.09311145085986594 -0.10172725074223361 -0.10484281529343617 -0.09480117464240694
1.1902189413547215 -0.05316357166739461 -0.05067760793019121 -0.05325480449085026 -0.055250532722043784 -0.057294970371248394 -0.06466675198554073 -0.07082000324070056 -0.0770393520866062 -0.08289994169568711 -0.09313863401253002 -0.10096497161457853 -0.10515254461201315 -0.09537203903554516
1.1964173125790905 -0.052889241624187906 -0.05027020951324857 -0.05258449422007894 -0.05439146118938188 -0.05655282148152914 -0.06417429906551518 -0.07027340147353746 -0.07665213784962634 -0.08194988766205143 -0.09378071823353015 -0.1005654724401045 -0.10546899762582684 -0.09612919386524087
1.2025369062030475 -0.05245840480090404 -0.04979727264700623 -0.05195661105064045 -0.05360251388103301 -0.056375909572066916 -0.06333956249781934 -0.07002233007935627 -0.07606010846856 -0.0817172131006136 -0.0941548516511033 -0.10037208091399624 -0.10493892341680658 -0.09589178512178229
1.2085591984406359 -0.05222275383586074 -0.049380672781690886 -0.05114134679557386 -0.052825419848544004 -0.05583202040181448 -0.06264022525633534 -0.06921169784105759 -0.07585141117896316 -0.08133643486837017 -0.09369084553209503 -0.1009032051412224 -0.1041218861619142 -0.09647475321007185
1.2145014308837672 -0.05170836591184148 -0.04872223315595041 -0.05062299964481816 -0.05226069680148084 -0.05500061270162522 -0.06151312487304862 -0.06837695867226934 -0.0751085941144042 -0.08097767251153404 -0.09327517693453884 -0.10025751068906766 -0.1041248990331383 -0.09704890286953524
1.2203742764648835 -0.051305228266642744 -0.0481552522131362 -0.05017906629948147 -0.05174672559834277 -0.05398396455557094 -0.06093731464938514 -0.06797342394906596 -0.07481044062672769 -0.08031517649967077 -0.09287987758035945 -0.09980041715055664 -0.10463428891689602 -0.09854505968451667
