  0.10000E-02  0.13746E+02
  0.10088E-02  0.13747E+02
  0.10177E-02  0.13748E+02
  0.10267E-02  0.13749E+02
  0.10357E-02  0.13750E+02
  0.10449E-02  0.13751E+02
  0.10541E-02  0.13752E+02
  0.10634E-02  0.13753E+02
  0.10727E-02  0.13755E+02
  0.10822E-02  0.13756E+02
  0.10917E-02  0.13757E+02
  0.11014E-02  0.13758E+02
  0.11111E-02  0.13759E+02
  0.11209E-02  0.13761E+02
  0.11307E-02  0.13762E+02
  0.11407E-02  0.13763E+02
  0.11508E-02  0.13764E+02
  0.11609E-02  0.13765E+02
  0.11711E-02  0.13767E+02
  0.11815E-02  0.13768E+02
  0.11919E-02  0.13769E+02
  0.12024E-02  0.13771E+02
  0.12130E-02  0.13772E+02
  0.12237E-02  0.13773E+02
  0.12345E-02  0.13775E+02
  0.12453E-02  0.13776E+02
  0.12563E-02  0.13777E+02
  0.12674E-02  0.13779E+02
  0.12786E-02  0.13780E+02
  0.12898E-02  0.13782E+02
  0.13012E-02  0.13783E+02
  0.13127E-02  0.13785E+02
  0.13243E-02  0.13786E+02
  0.13359E-02  0.13788E+02
  0.13477E-02  0.13789E+02
  0.13596E-02  0.13791E+02
  0.13716E-02  0.13792E+02
  0.13837E-02  0.13794E+02
  0.13959E-02  0.13795E+02
  0.14082E-02  0.13797E+02
  0.14206E-02  0.13799E+02
  0.14331E-02  0.13800E+02
  0.14457E-02  0.13802E+02
  0.14585E-02  0.13803E+02
  0.14713E-02  0.13805E+02
  0.14843E-02  0.13807E+02
  0.14974E-02  0.13809E+02
  0.15106E-02  0.13810E+02
  0.15239E-02  0.13812E+02
  0.15373E-02  0.13814E+02
  0.15509E-02  0.13816E+02
  0.15646E-02  0.13817E+02
  0.15783E-02  0.13819E+02
  0.15923E-02  0.13821E+02
  0.16063E-02  0.13823E+02
  0.16205E-02  0.13825E+02
  0.16347E-02  0.13827E+02
  0.16491E-02  0.13829E+02
  0.16637E-02  0.13831E+02
  0.16784E-02  0.13833E+02
  0.16931E-02  0.13835E+02
  0.17081E-02  0.13837E+02
  0.17231E-02  0.13839E+02
  0.17383E-02  0.13841E+02
  0.17536E-02  0.13843E+02
  0.17691E-02  0.13845E+02
  0.17847E-02  0.13847E+02
  0.18004E-02  0.13849E+02
  0.18163E-02  0.13852E+02
  0.18323E-02  0.13854E+02
  0.18485E-02  0.13856E+02
  0.18648E-02  0.13858E+02
  0.18812E-02  0.13861E+02
  0.18978E-02  0.13863E+02
  0.19145E-02  0.13865E+02
  0.19314E-02  0.13868E+02
  0.19484E-02  0.13870E+02
  0.19656E-02  0.13872E+02
  0.19829E-02  0.13875E+02
  0.20004E-02  0.13877E+02
  0.20180E-02  0.13880E+02
  0.20358E-02  0.13882E+02
  0.20538E-02  0.13885E+02
  0.20719E-02  0.13888E+02
  0.20901E-02  0.13890E+02
  0.21085E-02  0.13893E+02
  0.21271E-02  0.13896E+02
  0.21459E-02  0.13898E+02
  0.21648E-02  0.13901E+02
  0.21839E-02  0.13904E+02
  0.22031E-02  0.13907E+02
  0.22226E-02  0.13909E+02
  0.22422E-02  0.13912E+02
  0.22619E-02  0.13915E+02
  0.22819E-02  0.13918E+02
  0.23020E-02  0.13921E+02
  0.23223E-02  0.13924E+02
  0.23427E-02  0.13927E+02
  0.23634E-02  0.13930E+02
  0.23842E-02  0.13933E+02
  0.24052E-02  0.13936E+02
  0.24264E-02  0.13940E+02
  0.24478E-02  0.13943E+02
  0.24694E-02  0.13946E+02
  0.24912E-02  0.13949E+02
  0.25131E-02  0.13953E+02
  0.25353E-02  0.13956E+02
  0.25576E-02  0.13959E+02
  0.25802E-02  0.13963E+02
  0.26029E-02  0.13966E+02
  0.26259E-02  0.13970E+02
  0.26490E-02  0.13973E+02
  0.26724E-02  0.13977E+02
  0.26959E-02  0.13981E+02
  0.27197E-02  0.13984E+02
  0.27437E-02  0.13988E+02
  0.27679E-02  0.13992E+02
  0.27923E-02  0.13996E+02
  0.28169E-02  0.14000E+02
  0.28417E-02  0.14003E+02
  0.28667E-02  0.14007E+02
  0.28920E-02  0.14011E+02
  0.29175E-02  0.14015E+02
  0.29432E-02  0.14019E+02
  0.29692E-02  0.14024E+02
  0.29953E-02  0.14028E+02
  0.30217E-02  0.14032E+02
  0.30484E-02  0.14036E+02
  0.30753E-02  0.14041E+02
  0.31024E-02  0.14045E+02
  0.31297E-02  0.14049E+02
  0.31573E-02  0.14054E+02
  0.31851E-02  0.14058E+02
  0.32132E-02  0.14063E+02
  0.32415E-02  0.14067E+02
  0.32701E-02  0.14072E+02
  0.32989E-02  0.14077E+02
  0.33280E-02  0.14082E+02
  0.33574E-02  0.14086E+02
  0.33870E-02  0.14091E+02
  0.34168E-02  0.14096E+02
  0.34469E-02  0.14101E+02
  0.34773E-02  0.14106E+02
  0.35080E-02  0.14111E+02
  0.35389E-02  0.14117E+02
  0.35701E-02  0.14122E+02
  0.36016E-02  0.14127E+02
  0.36333E-02  0.14132E+02
  0.36653E-02  0.14138E+02
  0.36976E-02  0.14143E+02
  0.37302E-02  0.14149E+02
  0.37631E-02  0.14154E+02
  0.37963E-02  0.14160E+02
  0.38298E-02  0.14166E+02
  0.38635E-02  0.14172E+02
  0.38976E-02  0.14177E+02
  0.39319E-02  0.14183E+02
  0.39666E-02  0.14189E+02
  0.40016E-02  0.14195E+02
  0.40368E-02  0.14202E+02
  0.40724E-02  0.14208E+02
  0.41083E-02  0.14214E+02
  0.41445E-02  0.14220E+02
  0.41811E-02  0.14227E+02
  0.42179E-02  0.14233E+02
  0.42551E-02  0.14240E+02
  0.42926E-02  0.14246E+02
  0.43305E-02  0.14253E+02
  0.43686E-02  0.14260E+02
  0.44071E-02  0.14267E+02
  0.44460E-02  0.14273E+02
  0.44852E-02  0.14280E+02
  0.45247E-02  0.14287E+02
  0.45646E-02  0.14295E+02
  0.46048E-02  0.14302E+02
  0.46454E-02  0.14309E+02
  0.46864E-02  0.14316E+02
  0.47277E-02  0.14324E+02
  0.47694E-02  0.14331E+02
  0.48114E-02  0.14339E+02
  0.48538E-02  0.14347E+02
  0.48966E-02  0.14355E+02
  0.49398E-02  0.14362E+02
  0.49833E-02  0.14370E+02
  0.50272E-02  0.14378E+02
  0.50716E-02  0.14386E+02
  0.51163E-02  0.14395E+02
  0.51614E-02  0.14403E+02
  0.52069E-02  0.14411E+02
  0.52528E-02  0.14420E+02
  0.52991E-02  0.14428E+02
  0.53458E-02  0.14437E+02
  0.53929E-02  0.14446E+02
  0.54404E-02  0.14455E+02
  0.54884E-02  0.14463E+02
  0.55368E-02  0.14472E+02
  0.55856E-02  0.14482E+02
  0.56348E-02  0.14491E+02
  0.56845E-02  0.14500E+02
  0.57346E-02  0.14509E+02
  0.57852E-02  0.14519E+02
  0.58362E-02  0.14528E+02
  0.58876E-02  0.14538E+02
  0.59395E-02  0.14548E+02
  0.59919E-02  0.14558E+02
  0.60447E-02  0.14568E+02
  0.60980E-02  0.14578E+02
  0.61517E-02  0.14588E+02
  0.62059E-02  0.14598E+02
  0.62606E-02  0.14609E+02
  0.63158E-02  0.14619E+02
  0.63715E-02  0.14630E+02
  0.64277E-02  0.14640E+02
  0.64843E-02  0.14651E+02
  0.65415E-02  0.14662E+02
  0.65992E-02  0.14673E+02
  0.66573E-02  0.14684E+02
  0.67160E-02  0.14695E+02
  0.67752E-02  0.14706E+02
  0.68349E-02  0.14718E+02
  0.68952E-02  0.14729E+02
  0.69560E-02  0.14741E+02
  0.70173E-02  0.14752E+02
  0.70792E-02  0.14764E+02
  0.71416E-02  0.14776E+02
  0.72045E-02  0.14788E+02
  0.72680E-02  0.14800E+02
  0.73321E-02  0.14812E+02
  0.73967E-02  0.14824E+02
  0.74619E-02  0.14837E+02
  0.75277E-02  0.14849E+02
  0.75941E-02  0.14862E+02
  0.76610E-02  0.14874E+02
  0.77285E-02  0.14887E+02
  0.77967E-02  0.14900E+02
  0.78654E-02  0.14913E+02
  0.79347E-02  0.14926E+02
  0.80047E-02  0.14939E+02
  0.80752E-02  0.14952E+02
  0.81464E-02  0.14966E+02
  0.82182E-02  0.14979E+02
  0.82907E-02  0.14993E+02
  0.83638E-02  0.15006E+02
  0.84375E-02  0.15020E+02
  0.85119E-02  0.15034E+02
  0.85869E-02  0.15048E+02
  0.86626E-02  0.15062E+02
  0.87389E-02  0.15076E+02
  0.88160E-02  0.15090E+02
  0.88937E-02  0.15104E+02
  0.89721E-02  0.15118E+02
  0.90512E-02  0.15133E+02
  0.91310E-02  0.15147E+02
  0.92115E-02  0.15162E+02
  0.92927E-02  0.15176E+02
  0.93746E-02  0.15191E+02
  0.94572E-02  0.15205E+02
  0.95406E-02  0.15220E+02
  0.96247E-02  0.15235E+02
  0.97095E-02  0.15250E+02
  0.97951E-02  0.15265E+02
  0.98815E-02  0.15280E+02
  0.99686E-02  0.15295E+02
  0.10056E-01  0.15310E+02
  0.10145E-01  0.15325E+02
  0.10235E-01  0.15340E+02
  0.10325E-01  0.15355E+02
  0.10416E-01  0.15370E+02
  0.10508E-01  0.15386E+02
  0.10600E-01  0.15401E+02
  0.10694E-01  0.15416E+02
  0.10788E-01  0.15431E+02
  0.10883E-01  0.15446E+02
  0.10979E-01  0.15462E+02
  0.11076E-01  0.15477E+02
  0.11173E-01  0.15492E+02
  0.11272E-01  0.15507E+02
  0.11371E-01  0.15522E+02
  0.11471E-01  0.15537E+02
  0.11573E-01  0.15552E+02
  0.11675E-01  0.15567E+02
  0.11777E-01  0.15582E+02
  0.11881E-01  0.15597E+02
  0.11986E-01  0.15612E+02
  0.12092E-01  0.15626E+02
  0.12198E-01  0.15641E+02
  0.12306E-01  0.15655E+02
  0.12414E-01  0.15670E+02
  0.12524E-01  0.15684E+02
  0.12634E-01  0.15698E+02
  0.12745E-01  0.15712E+02
  0.12858E-01  0.15725E+02
  0.12971E-01  0.15739E+02
